step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.37102	26226.1	0	5068.76	4521.76	0	25388.6	0	0	0
2000	2	4.46344	26780.6	0	5275.1	4541.25	0	25432.5	0	0	0
3000	3	4.4769	26861.4	0	5200.56	4649.33	0	25499.6	0	0	0
4000	4	4.48634	26918	0	5372.72	4226.89	0	25308.1	0	0	0
5000	5	4.50571	27034.3	0	5040.16	4530.62	0	25455.4	0	0	0
6000	6	4.47984	26879.1	0	5221.43	4401.81	0	25590.6	0	0	0
7000	7	4.40997	26459.8	0	5360.93	4657.45	0	25531.5	0	0	0
8000	8	4.48915	26934.9	0	5219.29	4641.51	0	25338.8	0	0	0
9000	9	4.55783	27347	0	5558.82	4292.5	0	25606.1	0	0	0
10000	10	4.44257	26655.4	0	5445.96	4472.97	0	25586.6	0	0	0
11000	11	4.39348	26360.9	0	5302.22	4346.82	0	25711.8	0	0	0
12000	12	4.40932	26455.9	0	4992.07	4480.4	0	25622.2	0	0	0
13000	13	4.361	26166	0	5153.82	4338.14	0	25453.4	0	0	0
14000	14	4.39641	26378.5	0	5309.26	4352.94	0	25345	0	0	0
15000	15	4.47119	26827.2	0	5257.82	4455.61	0	25043.6	0	0	0
16000	16	4.41454	26487.2	0	5091.64	4400.52	0	25472.1	0	0	0
17000	17	4.49592	26975.5	0	5087.47	4331.29	0	25466.2	0	0	0
18000	18	4.42343	26540.6	0	5118.25	4727.73	0	25296.8	0	0	0
19000	19	4.45357	26721.4	0	5044.28	4401.53	0	25328.7	0	0	0
20000	20	4.40565	26433.9	0	4981.68	4462.85	0	25242.3	0	0	0
21000	21	4.46562	26793.7	0	5106.58	4474.54	0	25334.7	0	0	0
22000	22	4.41922	26515.3	0	5102.02	4465.05	0	25436.1	0	0	0
23000	23	4.48955	26937.3	0	5295.68	4124.89	0	25441.5	0	0	0
24000	24	4.45434	26726.1	0	5246.8	4422.14	0	25511.9	0	0	0
25000	25	4.44649	26679	0	5296.44	4530.56	0	25386.1	0	0	0
26000	26	4.31594	25895.7	0	5474.26	4315.7	0	25372.4	0	0	0
27000	27	4.47426	26845.6	0	5375.81	4430.7	0	25285.3	0	0	0
28000	28	4.43624	26617.4	0	5285.95	4366.91	0	25647.1	0	0	0
29000	29	4.47239	26834.4	0	5181.67	4556.12	0	25425.3	0	0	0
30000	30	4.39395	26363.7	0	5457.89	4445.61	0	25574.7	0	0	0
31000	31	4.44581	26674.9	0	5361.2	4614	0	25127.8	0	0	0
32000	32	4.50875	27052.5	0	5150.89	4358.53	0	24902.3	0	0	0
33000	33	4.4762	26857.2	0	4898.67	4659.8	0	25085.9	0	0	0
34000	34	4.43402	26604.1	0	5329.52	4620.67	0	25054.3	0	0	0
35000	35	4.50485	27029.1	0	5181.3	4275.55	0	25165.2	0	0	0
36000	36	4.37017	26221	0	5297.41	4430.5	0	25234.2	0	0	0
37000	37	4.47124	26827.4	0	4842.31	4217.64	0	25534.3	0	0	0
38000	38	4.32451	25947	0	4840.59	4533.24	0	25231.6	0	0	0
39000	39	4.33611	26016.7	0	5273.93	4312.75	0	25364.5	0	0	0
40000	40	4.42241	26534.5	0	5032.6	4514.16	0	25177.7	0	0	0
41000	41	4.41678	26500.7	0	5484.49	4608.96	0	25382	0	0	0
42000	42	4.42711	26562.6	0	5296.47	4340.37	0	25107.3	0	0	0
43000	43	4.42528	26551.7	0	4998.61	4454.98	0	25062.9	0	0	0
44000	44	4.41235	26474.1	0	5260.38	4460.78	0	25411	0	0	0
45000	45	4.38253	26295.2	0	5176.46	4450.96	0	25255.4	0	0	0
46000	46	4.42023	26521.4	0	5142.18	4266.59	0	25240.2	0	0	0
47000	47	4.47751	26865	0	4947.23	4309.55	0	25485.9	0	0	0
48000	48	4.39582	26374.9	0	5276.77	4403.47	0	25425.5	0	0	0
49000	49	4.47323	26839.4	0	4971.71	4468.76	0	25708.3	0	0	0
50000	50	4.38159	26289.6	0	5311.46	4697.44	0	25959.5	0	0	0
51000	51	4.47994	26879.6	0	5374.45	4301.68	0	25738.2	0	0	0
52000	52	4.45922	26755.3	0	4853.13	4255.39	0	25729.9	0	0	0
53000	53	4.40263	26415.8	0	5316.17	4607.77	0	25454.3	0	0	0
54000	54	4.43324	26599.4	0	5162.5	4370.85	0	25601.9	0	0	0
55000	55	4.34352	26061.1	0	5336.53	4318	0	25395	0	0	0
56000	56	4.58399	27504	0	5326.74	4526.45	0	25540.4	0	0	0
57000	57	4.42685	26561.1	0	5295.44	4559.45	0	25394.8	0	0	0
58000	58	4.3915	26349	0	5101.73	4301.36	0	25453.4	0	0	0
59000	59	4.31559	25893.5	0	5109.42	4617.93	0	25704	0	0	0
