step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.41166	26469.9	0	5318.51	4739.82	0	25570.7	0	0	0
2000	2	4.46318	26779.1	0	5233.32	4687.72	0	25505.7	0	0	0
3000	3	4.33763	26025.8	0	5285.69	4429.49	0	25631.3	0	0	0
4000	4	4.4203	26521.8	0	5270.05	4470.21	0	25681.7	0	0	0
5000	5	4.46853	26811.2	0	5265.5	4499.14	0	25689.9	0	0	0
6000	6	4.38496	26309.8	0	5185.86	4535.29	0	25259.3	0	0	0
7000	7	4.43014	26580.8	0	5098.94	4475.96	0	25182.5	0	0	0
8000	8	4.4827	26896.2	0	5277.25	4500.54	0	25146	0	0	0
9000	9	4.37255	26235.3	0	5154.08	4298.65	0	25589	0	0	0
10000	10	4.47028	26821.7	0	5536.38	4359.26	0	25518.5	0	0	0
11000	11	4.45904	26754.2	0	5052.49	4463.16	0	25608.1	0	0	0
12000	12	4.52317	27139	0	4894.26	4412.59	0	25552.1	0	0	0
13000	13	4.38097	26285.8	0	5160.26	4515.66	0	25591.1	0	0	0
14000	14	4.43241	26594.5	0	5104.83	4280.67	0	25956.7	0	0	0
15000	15	4.44583	26675	0	5469.82	4419.83	0	25837.5	0	0	0
16000	16	4.47217	26833	0	4816.44	4300.02	0	26037.3	0	0	0
17000	17	4.39323	26359.4	0	5248.64	4488.32	0	26104.6	0	0	0
18000	18	4.44693	26681.6	0	5054.71	4664.32	0	25441.7	0	0	0
19000	19	4.41513	26490.8	0	4776.19	4452.96	0	25681	0	0	0
20000	20	4.39637	26378.2	0	5130.09	4574.2	0	25278.5	0	0	0
21000	21	4.47476	26848.6	0	5200.3	4728.83	0	25596.9	0	0	0
22000	22	4.40007	26400.4	0	5359.93	4248.18	0	25710.8	0	0	0
23000	23	4.31105	25866.3	0	5271.17	4373.26	0	25604.4	0	0	0
24000	24	4.46848	26810.9	0	5211.31	4646.56	0	25556.1	0	0	0
25000	25	4.46995	26819.7	0	4983.94	4310.01	0	25488.7	0	0	0
26000	26	4.38189	26291.3	0	5174.73	4459.89	0	25448.8	0	0	0
27000	27	4.40192	26411.5	0	5419.16	4626.6	0	25255.7	0	0	0
28000	28	4.45765	26745.9	0	5191.84	4124.25	0	25176.9	0	0	0
29000	29	4.45497	26729.8	0	5278.77	4452.37	0	25249.4	0	0	0
30000	30	4.4363	26617.8	0	5467.25	4425.14	0	25399.6	0	0	0
31000	31	4.35684	26141	0	5009.18	4226.54	0	25332.9	0	0	0
32000	32	4.34521	26071.3	0	5291.95	4341.64	0	25186.9	0	0	0
33000	33	4.49064	26943.8	0	5427.41	4216.23	0	25148.2	0	0	0
34000	34	4.32835	25970.1	0	5208.34	4362.37	0	25294	0	0	0
35000	35	4.43132	26587.9	0	5215.56	4387.72	0	25234.3	0	0	0
36000	36	4.46145	26768.7	0	5109.39	4276.01	0	25032.2	0	0	0
37000	37	4.43323	26599.4	0	5116.05	4520.84	0	25527.7	0	0	0
38000	38	4.53157	27189.4	0	5335.43	4479.74	0	25615.8	0	0	0
39000	39	4.39104	26346.2	0	5349.88	4645.45	0	25417.5	0	0	0
40000	40	4.41997	26519.8	0	4877.86	4153.11	0	25240.8	0	0	0
41000	41	4.38529	26311.8	0	5429.63	4366.7	0	24972.7	0	0	0
42000	42	4.43872	26632.3	0	5257.61	4292.83	0	25365.8	0	0	0
43000	43	4.34422	26065.3	0	5363.79	4141.69	0	25788.6	0	0	0
44000	44	4.43156	26589.3	0	5106.35	4383.44	0	25643	0	0	0
45000	45	4.44636	26678.2	0	5397.89	4675.67	0	25529.6	0	0	0
46000	46	4.49246	26954.8	0	5190.2	4245.06	0	25416.1	0	0	0
47000	47	4.30089	25805.3	0	5292.94	4360.29	0	25520.7	0	0	0
48000	48	4.32263	25935.8	0	5205.13	4542.12	0	25608.8	0	0	0
49000	49	4.40467	26428	0	5455.55	4413.61	0	25726.1	0	0	0
50000	50	4.47186	26831.2	0	5224.76	4490.26	0	25503	0	0	0
51000	51	4.54321	27259.3	0	5242.43	4377.91	0	25686.3	0	0	0
52000	52	4.4776	26865.6	0	5426.16	4402.06	0	25697.7	0	0	0
53000	53	4.46162	26769.7	0	5007.53	4460.84	0	25584.2	0	0	0
54000	54	4.45459	26727.5	0	5343.24	4342.5	0	25941	0	0	0
55000	55	4.47808	26868.5	0	5326.11	4487.27	0	26567	0	0	0
56000	56	4.46333	26780	0	5141.21	4379.46	0	26194.7	0	0	0
57000	57	4.39229	26353.7	0	5209.71	4421.79	0	25941.4	0	0	0
58000	58	4.47325	26839.5	0	5411.94	4352.92	0	26047.2	0	0	0
59000	59	4.46192	26771.5	0	5030.85	4338.41	0	25811.1	0	0	0
60000	60	4.33896	26033.8	0	5151.76	4485.94	0	25978	0	0	0
61000	61	4.45975	26758.5	0	5192.31	4341.99	0	25914.6	0	0	0
62000	62	4.41919	26515.2	0	5272.7	4449.52	0	25643.4	0	0	0
63000	63	4.36569	26194.1	0	5174.71	4544.49	0	25769.2	0	0	0
64000	64	4.47846	26870.7	0	5211.45	4429.22	0	25643.9	0	0	0
65000	65	4.36654	26199.2	0	5016.2	4448.31	0	25900.6	0	0	0
66000	66	4.45777	26746.6	0	5055.68	4297.02	0	25979.9	0	0	0
67000	67	4.46806	26808.4	0	5174.02	4648.48	0	26128.5	0	0	0
68000	68	4.43288	26597.3	0	5315.69	4651.4	0	25639.5	0	0	0
69000	69	4.46073	26764.4	0	5181.95	4281.34	0	25604	0	0	0
70000	70	4.41334	26480	0	5310.7	4488.18	0	25548.2	0	0	0
71000	71	4.38662	26319.7	0	5247.82	4433.54	0	25481.8	0	0	0
72000	72	4.35885	26153.1	0	5392.4	4402.1	0	25277.3	0	0	0
73000	73	4.4432	26659.2	0	5130.7	4547.32	0	25730.6	0	0	0
74000	74	4.49151	26949.1	0	5289.71	4664.75	0	25689.3	0	0	0
75000	75	4.40697	26441.8	0	5288.8	4356.08	0	25520.8	0	0	0
76000	76	4.42585	26555.1	0	5307.18	4536.29	0	25291.8	0	0	0
77000	77	4.45648	26738.9	0	5346.55	4442.52	0	25448.8	0	0	0
78000	78	4.42902	26574.1	0	5423.53	4576.93	0	25394.3	0	0	0
79000	79	4.4052	26431.2	0	5136.56	4489.79	0	25553.6	0	0	0
80000	80	4.41815	26508.9	0	5197.65	4357.41	0	25645.2	0	0	0
81000	81	4.43153	26589.2	0	5147.04	4483.77	0	25933.6	0	0	0
82000	82	4.38046	26282.7	0	4832.72	4667.47	0	25575	0	0	0
83000	83	4.40921	26455.2	0	5312.93	4390.03	0	25865.8	0	0	0
84000	84	4.4322	26593.2	0	5168.98	4487.34	0	25642.8	0	0	0
85000	85	4.40143	26408.6	0	5214.05	4428.34	0	25385.3	0	0	0
86000	86	4.41475	26488.5	0	5625.56	4540.58	0	25397.8	0	0	0
87000	87	4.52813	27168.8	0	5054	4546.81	0	25342	0	0	0
88000	88	4.52477	27148.6	0	4941.85	4520.58	0	25583.1	0	0	0
89000	89	4.4557	26734.2	0	4957.32	4390.57	0	25660.1	0	0	0
