step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.54516	27271	0	4971.04	4513.77	0	26032.1	0	0	0
2000	2	4.43069	26584.1	0	5045.12	4393.34	0	25668.4	0	0	0
3000	3	4.48555	26913.3	0	5376.08	4478.4	0	25651.7	0	0	0
4000	4	4.30845	25850.7	0	5414.05	4512.43	0	25960	0	0	0
5000	5	4.41827	26509.6	0	5366.25	4581.28	0	25430.1	0	0	0
6000	6	4.40681	26440.9	0	5238.05	4489.25	0	25527	0	0	0
7000	7	4.42816	26569	0	5316.34	4509.43	0	25692.2	0	0	0
8000	8	4.45282	26716.9	0	5558.62	4291.47	0	25400.2	0	0	0
9000	9	4.44473	26668.4	0	5331.85	4523.98	0	25586.3	0	0	0
10000	10	4.48453	26907.2	0	5168.47	4308.83	0	25627.4	0	0	0
11000	11	4.48373	26902.4	0	5191.39	4655.76	0	25435.7	0	0	0
12000	12	4.34322	26059.3	0	5464.47	4349.57	0	25431.1	0	0	0
13000	13	4.34608	26076.5	0	5146.52	4512.87	0	25940.1	0	0	0
14000	14	4.32042	25922.5	0	5143.34	4175.74	0	25730.2	0	0	0
15000	15	4.44367	26662	0	5529.89	4381.32	0	25752.5	0	0	0
16000	16	4.44718	26683.1	0	5159.64	4564.3	0	25462.3	0	0	0
17000	17	4.4267	26560.2	0	5384.3	4367.53	0	25460.8	0	0	0
18000	18	4.4641	26784.6	0	4990.59	4379.89	0	25670.4	0	0	0
19000	19	4.43712	26622.7	0	5331.97	4394.11	0	26042.9	0	0	0
20000	20	4.38964	26337.9	0	5299.64	4523.19	0	26304.2	0	0	0
21000	21	4.44476	26668.5	0	5661.79	4194.86	0	26084.4	0	0	0
22000	22	4.53597	27215.8	0	5221.92	4397.79	0	25797.6	0	0	0
23000	23	4.40292	26417.5	0	5258.29	4541.69	0	25845.8	0	0	0
24000	24	4.45559	26733.6	0	5316.99	4376.04	0	25621.5	0	0	0
25000	25	4.47291	26837.5	0	5369.08	4415.96	0	25560.9	0	0	0
26000	26	4.441	26646	0	5095.92	4344.23	0	25962.9	0	0	0
27000	27	4.28093	25685.6	0	5346.21	4297.79	0	25385.9	0	0	0
28000	28	4.44107	26646.4	0	5446.39	4394.5	0	25315.1	0	0	0
29000	29	4.4703	26821.8	0	5408.35	4570.53	0	25449	0	0	0
30000	30	4.44093	26645.6	0	5351.46	4426.2	0	25814.6	0	0	0
31000	31	4.41531	26491.9	0	5059.88	4373.22	0	25945.2	0	0	0
32000	32	4.41203	26472.2	0	5103.12	4620.29	0	26139	0	0	0
33000	33	4.3603	26161.8	0	5281	4460.44	0	25868.2	0	0	0
34000	34	4.43376	26602.6	0	5008.09	4499.27	0	25872.7	0	0	0
35000	35	4.48051	26883	0	5040.82	4454.56	0	25753.1	0	0	0
36000	36	4.48047	26882.8	0	5080.29	4713.45	0	25374	0	0	0
37000	37	4.40142	26408.5	0	5070.49	4303.2	0	25011.9	0	0	0
38000	38	4.50669	27040.1	0	5157.5	4507.69	0	25007.7	0	0	0
39000	39	4.37167	26230	0	4916.13	4527.91	0	25242	0	0	0
40000	40	4.34636	26078.2	0	5143.7	4702.92	0	25492.9	0	0	0
41000	41	4.55882	27352.9	0	5000.72	4237.87	0	25193.5	0	0	0
42000	42	4.51861	27111.7	0	5056.97	4349.82	0	25336.6	0	0	0
43000	43	4.36315	26178.9	0	5321.54	4384.94	0	25697	0	0	0
44000	44	4.45592	26735.5	0	5029.42	4310.1	0	25560.8	0	0	0
45000	45	4.48065	26883.9	0	4522.58	4595.65	0	25613	0	0	0
46000	46	4.46359	26781.5	0	5249.24	4226.7	0	25493.2	0	0	0
47000	47	4.42701	26562.1	0	4976.83	4648.54	0	25557.1	0	0	0
48000	48	4.46509	26790.5	0	5106.45	4261.9	0	25478.4	0	0	0
49000	49	4.4196	26517.6	0	5514.72	4418.19	0	25290.3	0	0	0
50000	50	4.40167	26410	0	5210.41	4338.99	0	25409.6	0	0	0
51000	51	4.46729	26803.7	0	5026.51	4605.38	0	25617.7	0	0	0
52000	52	4.44602	26676.1	0	5375.01	4640.84	0	25806.5	0	0	0
53000	53	4.30562	25833.7	0	5100.91	4335.58	0	25730.6	0	0	0
54000	54	4.524	27144	0	5090.29	4300.55	0	25606	0	0	0
55000	55	4.42407	26544.4	0	5131	4501.39	0	25712.9	0	0	0
56000	56	4.50571	27034.2	0	5212.11	4512.1	0	25655.1	0	0	0
57000	57	4.35109	26106.5	0	5065.49	4553.42	0	25787.1	0	0	0
58000	58	4.42704	26562.3	0	5038.11	4632.33	0	25624.3	0	0	0
59000	59	4.45501	26730.1	0	4977.87	4355.71	0	25716.4	0	0	0
60000	60	4.43265	26595.9	0	5363.31	4504.11	0	25439.9	0	0	0
61000	61	4.4349	26609.4	0	5219.88	4648.95	0	25596.7	0	0	0
62000	62	4.46617	26797	0	4967.55	4272.41	0	25508.8	0	0	0
63000	63	4.49529	26971.7	0	5399.85	4366.13	0	25647.5	0	0	0
64000	64	4.39319	26359.1	0	5160.55	4266.66	0	25582.4	0	0	0
65000	65	4.54307	27258.4	0	5262.04	4341.6	0	25741.2	0	0	0
66000	66	4.37899	26273.9	0	5104.17	4464.9	0	25862.2	0	0	0
67000	67	4.40583	26435	0	4884.33	4437.95	0	25275.9	0	0	0
68000	68	4.46116	26767	0	5384.97	4602.54	0	25458.4	0	0	0
69000	69	4.31714	25902.9	0	5204.39	4417.22	0	25456.2	0	0	0
70000	70	4.41963	26517.8	0	5090.75	4442.95	0	25580	0	0	0
71000	71	4.39894	26393.6	0	4952.71	4372.85	0	25721	0	0	0
72000	72	4.54566	27273.9	0	5393.92	4603.05	0	25730.2	0	0	0
73000	73	4.3975	26385	0	5228.78	4294.95	0	25900.9	0	0	0
74000	74	4.44893	26693.6	0	5204.29	4397.4	0	25423.3	0	0	0
75000	75	4.51472	27088.3	0	5600.75	4456.37	0	25553.6	0	0	0
76000	76	4.44843	26690.6	0	5181.72	4372.21	0	25522.2	0	0	0
77000	77	4.38638	26318.3	0	5240.99	4397.57	0	25309.9	0	0	0
78000	78	4.40813	26448.8	0	5746.13	4375.91	0	25620.5	0	0	0
79000	79	4.35139	26108.3	0	5494.48	4405.92	0	25793.3	0	0	0
80000	80	4.44676	26680.6	0	5165.22	4251.12	0	25484.8	0	0	0
81000	81	4.51658	27099.5	0	5466.64	4372.94	0	25537	0	0	0
82000	82	4.452	26712	0	5137.35	4543.3	0	25769.7	0	0	0
83000	83	4.46013	26760.8	0	5341.4	4422.97	0	26040.1	0	0	0
84000	84	4.41371	26482.2	0	5464.81	4434.81	0	25885.8	0	0	0
85000	85	4.40814	26448.8	0	5160.16	4410.19	0	25971.8	0	0	0
