step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	count_0
71000	71	4.39349	26360.9	5549.92	4434.26	339.492	901.96	24385.3	128
72000	72	4.39589	26375.3	5568.8	4403.08	306.618	313.647	24333	128
73000	73	4.49464	26967.9	5443.93	4538.51	286.052	913.901	24058.9	130
74000	74	4.44045	26642.7	5634.96	4457.7	305.877	1677.71	24211.5	133
75000	75	4.39183	26351	5553.08	4447.37	330.886	1486.67	24612.5	136
76000	76	4.46374	26782.5	5532.19	4347.31	317.032	1659.93	24540.3	139
77000	77	4.40393	26423.6	5437.62	4252.52	350.176	1827.09	24471.3	142
78000	78	4.46771	26806.3	5513.16	4533.86	365.675	1974.2	24272.3	145
79000	79	4.59144	27548.6	5634.74	4508.68	333.874	662.559	24091.7	146
80000	80	4.45009	26700.5	5856.32	4531.88	344.849	1368.03	24378.5	149
81000	81	4.37331	26239.8	5482.08	4620.37	403.163	526.415	24079.6	150
82000	82	4.40315	26418.9	5759.44	4693.39	351.515	705.238	23943.1	151
83000	83	4.50722	27043.3	5859.23	4554.87	372.42	381.229	24333.3	151
84000	84	4.4366	26619.6	5583.72	4268.46	392.69	785.805	24321.8	152
85000	85	4.49384	26963	5620.32	4722.14	381.356	1467.87	24064.4	155
86000	86	4.45458	26727.5	5620.09	4288.27	377.517	691.372	23953.6	156
87000	87	4.44838	26690.3	5647.48	4461.4	387.328	1177.1	23507.9	158
88000	88	4.45214	26712.9	5818.77	4462.1	410.785	659.966	23530.3	159
89000	89	4.38322	26299.3	5602.3	4496.35	393.546	681.477	24103.9	160
90000	90	4.31182	25870.9	5618.89	4379.24	462.103	619.735	23988.1	161
91000	91	4.42177	26530.6	5617.21	4549.84	436.989	316.829	24308.6	161
92000	92	4.44812	26688.7	5794.38	4382.63	336.885	1019.56	24040.2	163
93000	93	4.41585	26495.1	5586.65	4435.28	441.93	363.971	23812.9	163
94000	94	4.45728	26743.7	5854.72	4433.28	402.243	360.699	23999	163
95000	95	4.50134	27008	5690.97	4283.53	416.538	497.664	23586.4	164
96000	96	4.44578	26674.7	5615.53	4530.68	390.689	867.613	23730.7	165
97000	97	4.36707	26202.4	5914.2	4355.52	455.345	1698.22	24497.4	168
98000	98	4.43338	26600.3	5882.41	4515.79	443.527	896.007	24172.3	169
99000	99	4.45452	26727.1	5603.95	4426.63	451.189	2876.27	23471.6	174
100000	100	4.346	26076	5799.12	4473.93	450.33	645.78	23537.3	175
101000	101	4.55694	27341.6	5998.27	4333.97	396.268	943.991	23664.6	176
102000	102	4.44448	26666.9	5908.22	4512.44	414.915	410.815	24003.1	176
103000	103	4.4332	26599.2	5824.77	4384.45	424.482	805.067	23765.5	177
104000	104	4.49769	26986.2	5676.77	4412.13	449.635	1477.77	23689.4	179
105000	105	4.50571	27034.2	5644.84	4290.83	403.976	774.986	23597.3	180
106000	106	4.47307	26838.4	5581.05	4476.53	434.922	1868.81	23856.5	183
107000	107	4.50914	27054.8	5660.55	4525.55	460.617	1645.88	23791.9	186
108000	108	4.38575	26314.5	5727.15	4293.41	472.911	980.167	23694.1	188
109000	109	4.53862	27231.7	5930.34	4324.33	470.95	1685.52	23357.6	191
110000	110	4.33015	25980.9	5722.51	4693.61	456.339	1058.25	23690.1	193
111000	111	4.42939	26576.4	5596.73	4621.79	488.572	1611.13	23762.9	195
112000	112	4.48614	26916.8	5923.13	4552.15	511.938	398.229	23853.7	195
113000	113	4.47417	26845	5745.46	4510.75	490.892	1704.36	24154	198
114000	114	4.49685	26981.1	5998.13	4463.1	519.059	1010.22	23686.5	199
115000	115	4.51959	27117.5	5890.05	4575.11	524.138	1491.16	23362.3	201
116000	116	4.41534	26492	5727.79	4508.99	534.442	3993.93	23613.4	208
117000	117	4.42695	26561.7	5656.37	4298.38	558.023	999.782	23554.9	209
118000	118	4.41721	26503.3	5715.29	4734.18	512.036	578.246	23223.6	209
119000	119	4.40612	26436.7	5775.19	4710.29	527.185	914.57	22972.9	211
120000	120	4.46496	26789.7	5618.86	4698.35	555.874	1238.02	23644.7	213
121000	121	4.40634	26438.1	5603.23	4391.9	522.128	474.895	23405.7	213
122000	122	4.42948	26576.9	5776.58	4168.39	525.577	475.353	22931.7	213
123000	123	4.40975	26458.5	6089.69	4585.84	537.211	1300.31	23489.9	215
124000	124	4.48521	26911.3	5786.52	4577.78	512.677	479.536	23112.3	215
125000	125	4.49591	26975.5	6008.2	4660.39	566.537	2699.98	23063.1	219
126000	126	4.36994	26219.6	5825.84	4417.93	527.677	1478.05	23313.9	221
127000	127	4.39355	26361.3	5830.88	4338.74	508.272	1893.34	23263.8	224
128000	128	4.35924	26155.4	5691.43	4606.98	565.811	819.628	23198.3	225
129000	129	4.50521	27031.3	5808.53	4510.87	566.222	1143.57	23536.4	227
130000	130	4.41302	26478.1	5596.32	4318.29	574.913	1324.73	23395.7	229
131000	131	4.4354	26612.4	5832.71	4117.65	633.347	2206.33	23170.4	233
132000	132	4.36086	26165.1	6318.15	4671.82	496.995	614.084	23148.9	233
133000	133	4.56207	27372.4	5811.08	4443.12	637.077	500.408	22983.3	233
134000	134	4.54854	27291.3	5803.94	4756.22	568.531	571.975	23283.2	233
135000	135	4.47448	26846.9	5613.29	4242.2	670.242	903.274	23378.7	234
136000	136	4.44755	26685.3	6153.3	4486.05	627.447	2005.42	23601.7	237
137000	137	4.52417	27145	5918.49	4478.43	567.129	978.805	23404.6	238
138000	138	4.42206	26532.4	5773.57	4499.59	617.57	1621.13	23278.4	240
139000	139	4.54334	27260	5751.58	4430.91	625.157	1209.55	23046.9	241
140000	140	4.46481	26788.9	6057.09	4605.63	607.966	1624.05	23244.9	243
141000	141	4.40784	26447	5952.86	4449.22	599.671	522.171	23181	243
142000	142	4.43305	26598.3	5878.23	4508.41	655.33	2287.12	23127.9	247
143000	143	4.44993	26699.6	5969.06	4575.14	615.313	1174.65	23223.6	249
144000	144	4.39153	26349.2	6046.65	4533.13	641.672	994.485	23471.2	250
145000	145	4.38813	26328.8	5581.79	4412.76	622.666	2446.28	23589.4	253
146000	146	4.44895	26693.7	5971.61	4450.56	639.417	570.354	22868.2	253
147000	147	4.55882	27352.9	5740.9	4603.33	651.63	854.873	23307.6	254
148000	148	4.49564	26973.9	5941.68	4290.36	669.211	1243.55	22909.4	256
149000	149	4.46136	26768.2	6237.72	4407.35	683.016	1426.9	22898.2	258
150000	150	4.32328	25939.7	5721.13	4305.78	620.298	663.163	22957.1	258
151000	151	4.55235	27314.1	5862.96	4311.09	610.937	497.188	23300.2	258
152000	152	4.48231	26893.8	5898.67	4327.3	614.436	1994.84	22904	262
153000	153	4.50522	27031.3	5777.42	4353.69	667.038	1573.08	23034.4	264
154000	154	4.64932	27895.9	6106.34	4352.48	652.596	1628.21	22983.9	266
155000	155	4.42772	26566.3	6090.99	4433.59	699.033	937.245	23032.5	267
156000	156	4.54493	27269.6	6075.1	4539.37	775.539	2153.91	22735.9	271
157000	157	4.47309	26838.6	6307.16	4465.68	741.456	922.259	22692.3	272
158000	158	4.44863	26691.8	5960.28	4318.86	683.06	1627.19	22836.3	274
159000	159	4.38965	26337.9	5828.72	4653.06	675.892	1752.7	23096.1	276
160000	160	4.54916	27295	5907.28	4332.71	693.058	685.017	22979.2	276
161000	161	4.44261	26655.7	5860	4725.91	775.292	566.091	22904	276
162000	162	4.48535	26912.1	6187.78	4532.82	695.517	1160.09	22894.8	278
163000	163	4.5799	27479.4	5838.38	4517.62	737.429	1076.82	22763.6	279
164000	164	4.4199	26519.4	6043.91	4745.18	750.022	1168.29	22694.9	280
165000	165	4.4022	26413.2	5969.55	4429.18	653.029	1340.46	22847.6	282
166000	166	4.48223	26893.4	5724.64	4516.86	756.075	886.642	22961.5	283
167000	167	4.41087	26465.2	6059.11	4466.64	742.211	1003.95	22891.3	284
168000	168	4.43633	26618	5778.57	4654.25	656.32	1807.88	23131.4	287
169000	169	4.50756	27045.4	5788.43	4568.06	694.046	1205.58	22833.8	288
170000	170	4.49159	26949.5	6244.32	4176.61	696.994	1206.4	22753.4	289
171000	171	4.38632	26317.9	5777.84	4434.36	663.139	1964.59	22880.4	292
172000	172	4.40156	26409.3	5763.25	4290.17	759.784	1641.61	23069.5	294
173000	173	4.44306	26658.4	5907.44	4473.8	733.188	1026.38	23020.1	295
174000	174	4.55633	27338	5851.5	4391.79	698.271	1126.3	22900.3	296
175000	175	4.44051	26643	6005.66	4724.93	763.493	2420.25	23015.3	300
176000	176	4.5827	27496.2	6082.28	4474.69	789.402	890.904	22682.5	301
177000	177	4.51218	27073.1	5976.69	4612.26	727.336	1183.16	23484.9	302
178000	178	4.50641	27038.4	6568	4416.53	738.338	716.889	22720.6	302
179000	179	4.4137	26482.2	6093.89	4542.43	767.527	1697.04	22697.3	304
180000	180	4.39094	26345.6	6232.26	4455.23	794.686	1034.3	22748.6	305
181000	181	4.49424	26965.4	6025.65	4276.49	784.397	891.699	22714	306
182000	182	4.54662	27279.7	5870.53	4449.22	818.532	1546.21	22507	308
183000	183	4.46452	26787.1	5961.95	4246.94	716.487	2402.65	22835.4	312
184000	184	4.55804	27348.2	5857.83	4357.33	836.786	1024.18	22672.5	313
185000	185	4.3639	26183.4	6046.24	4466.11	846.84	691.43	22903	313
186000	186	4.43545	26612.7	5813.71	4662.57	826.924	1311.1	22650.6	314
187000	187	4.41228	26473.7	6073.42	4464.28	887.99	704.55	22714.4	314
188000	188	4.51947	27116.8	5830.84	4396.93	818.42	1660	22252.5	316
189000	189	4.41954	26517.2	5987.33	4415.67	773.084	1164.77	22746.3	317
190000	190	4.53158	27189.5	5880.93	4637.72	820.846	988.201	22772.4	318
191000	191	6.12794	36767.6	6856.13	7794.58	853.913	2889.59	24504	321
192000	192	4.52886	27173.1	6218.14	4544.78	856.412	1793.76	23217	323
193000	193	4.54649	27279	5974.26	4692.28	880.858	1358.07	22925.5	324
194000	194	4.35695	26141.7	6094.64	4654.93	899.667	688.373	22625.4	324
195000	195	4.48027	26881.6	5810.35	4241.99	854.41	2744.86	22786.8	328
196000	196	4.40403	26424.2	5828.2	4697.64	806.869	1273.9	22596.6	329
197000	197	4.3928	26356.8	5925.63	4512	872.371	770.413	22371.3	329
198000	198	4.47757	26865.4	6232.47	4421.25	817.642	1532.81	22793.5	332
199000	199	4.45088	26705.3	6100.83	4228.59	917.581	1241.97	22532.4	333
200000	200	4.46294	26777.6	6207.22	4662.28	806.433	1587.38	22711.4	335
201000	201	4.52463	27147.8	6105.42	4496.95	861.734	1102.12	22430.6	336
202000	202	4.44026	26641.5	6038.14	4586.82	851.535	1253.51	22224.6	337
203000	203	4.50578	27034.7	5873.06	4664.18	886.41	2051.03	22399.2	340
204000	204	4.37667	26260	6164.2	4597.18	896.57	1988.68	22294	342
205000	205	4.48725	26923.5	5693.12	4522.45	942.865	705.181	22804.2	342
206000	206	4.50286	27017.1	6260.61	4660.39	923.123	1209.13	22652.4	344
207000	207	4.57416	27445	6299.75	4563.16	946.885	1670.29	22713	346
208000	208	4.48927	26935.6	5791.79	4487.83	914.163	1191.05	22169.8	347
209000	209	4.43646	26618.8	6133.11	4434.08	903.385	1748.39	21993.7	349
210000	210	4.43643	26618.6	6385.72	4399.5	810.691	1394.62	22226.6	350
211000	211	4.46752	26805.1	5966.24	4324.98	942.379	2147.98	22603.8	353
212000	212	4.44465	26667.9	6237.86	4551	956.429	1075.45	22844.6	354
213000	213	4.45173	26710.4	5980.25	4423.17	922.205	1008.33	22698.8	355
214000	214	4.53324	27199.5	5802.26	4298.8	1032.14	2151.75	22550	357
215000	215	4.56345	27380.7	6304.31	4735.92	1000.05	1670.32	22669.8	359
216000	216	4.47957	26877.4	6222.27	4432.92	926.764	746.195	22366.6	359
217000	217	4.492	26952	5898.12	4826.97	952.856	1392.95	22673.6	361
218000	218	4.46334	26780	6201.2	4471.8	923.358	727.799	22380.8	361
219000	219	4.56517	27391	5998.05	4351.26	912.218	1499.18	22234.7	362
220000	220	4.54112	27246.7	6168.03	4344.58	919.494	1471.6	22628	364
221000	221	4.47934	26876	6156.42	4571.24	1024.28	2349.76	22535	367
222000	222	4.46328	26779.7	6336.82	4377.43	998.189	1831.23	22202.3	369
223000	223	4.43962	26637.7	6374.51	4406.26	1064.62	1547.95	22191.6	371
224000	224	4.48076	26884.5	6162.42	4676.09	946.267	2133.02	22135.2	374
225000	225	4.54162	27249.7	5947.37	4363.17	1081.61	1455.93	22184.1	376
226000	226	4.49184	26951	6154.27	4499.53	1026.94	846.713	22391.2	376
227000	227	4.50215	27012.9	6207.99	4511.56	995.743	2011.6	22541.9	379
228000	228	4.6124	27674.4	6044.05	4505.21	1051.08	1711.72	22489.4	381
229000	229	4.44005	26640.3	6161.57	4548.46	1090.65	1859.36	22586.3	383
230000	230	4.50119	27007.2	6342.52	4466.39	1014.43	1694.11	22434.5	384
231000	231	4.4541	26724.6	6434.07	4666.21	1015.83	1775.65	22432.7	386
232000	232	4.37411	26244.6	6259.46	4482.63	990.442	1277.44	22337.1	387
233000	233	4.5708	27424.8	6130.52	4510.11	1031.45	1537.12	22421.2	389
234000	234	4.49156	26949.4	6145.59	4720.88	1024.62	851.905	22556.6	389
235000	235	4.50857	27051.4	6168.42	4656.28	1018.33	2054.11	22428.6	392
236000	236	4.4361	26616.6	6119.64	4565.39	1032.9	1640.26	22365.8	393
237000	237	4.5098	27058.8	6287.72	4480.79	1063.22	1539.46	22241.8	395
238000	238	4.61226	27673.6	6571.55	4301.99	1138.09	1663.27	21751.6	397
239000	239	4.64736	27884.2	6544.98	4650.21	1141.1	2236.81	22035	401
240000	240	4.49972	26998.3	6512.82	4628.88	1029.13	970.248	22123.1	401
241000	241	4.51567	27094	6325.69	4522.56	1022.36	1083.48	22082.8	401
242000	242	4.47393	26843.6	6363.68	4461.35	1005.09	1906.46	22308.6	404
243000	243	4.54144	27248.6	6517.79	4705.78	1055.04	1487.44	21988.6	405
244000	244	4.4576	26745.6	6475.92	4413.43	1033.85	1104.56	21602.2	406
245000	245	4.47022	26821.3	6455.31	4418.49	995.657	1442.39	22495.7	407
246000	246	4.38612	26316.7	6280.27	4419.99	1017.09	1555.49	22452.5	409
247000	247	4.6174	27704.4	6443.91	4806.49	1132.11	1000.03	22493.9	409
248000	248	4.56239	27374.3	6452.41	4445.32	1071.35	2037.56	21955.1	411
249000	249	4.49146	26948.8	6491.91	4569.29	1023.96	881.715	22126.1	411
250000	250	4.41559	26493.6	6382.03	4475.31	962.154	1004.58	22525.6	411
251000	251	4.45087	26705.2	6214.22	4458.14	1057.3	1641	22270.3	413
252000	252	4.48909	26934.5	6248.37	4605.37	1081.84	1001.32	21981.5	414
253000	253	4.48754	26925.2	6163.78	4575.14	1046.41	1666.97	21775.5	416
254000	254	4.44467	26668	6183.27	4442.67	1051.93	1721.27	21957.7	417
255000	255	4.43947	26636.8	6261.76	4455.98	1104.43	1047.83	22351.6	417
256000	256	4.43953	26637.2	6306.95	4495.1	1122.57	1007.05	21951.5	417
257000	257	4.52813	27168.8	6374.36	4559.42	1031.7	1752.94	22553.7	420
258000	258	4.40651	26439.1	6568.29	4285.52	1101.71	1258.47	21769.9	421
259000	259	4.48822	26929.3	6858.52	4491.85	1042.13	975.58	22099.2	421
260000	260	4.47393	26843.6	6413.37	4512.29	1213.24	1951.84	22045.3	423
261000	261	4.56428	27385.7	6410.76	4340.75	1117.79	1366.89	21880.9	424
262000	262	4.4712	26827.2	6391.05	4573.38	1160.39	985.902	22125.6	424
263000	263	4.50653	27039.2	6667.41	4440.6	1197.67	1026.53	22204	424
264000	264	4.48786	26927.2	6311.56	4500.61	1239.13	1026.14	21813.7	424
265000	265	4.43298	26597.9	6592.28	4408.84	1014.14	962.941	21700.7	424
266000	266	4.49651	26979.1	6733.6	4789.94	1079.55	960.395	21616.7	424
267000	267	4.53786	27227.2	6343.55	4673.31	1098.14	1651.57	21626.3	425
268000	268	4.45271	26716.3	6315.51	4820.81	1128.31	2227.42	22135.6	427
269000	269	4.45406	26724.3	6210.11	4199.22	1160.98	995.408	21838.8	427
270000	270	4.57074	27424.5	6502.69	4525.67	1171.19	1871.94	21694.3	429
271000	271	4.41763	26505.8	6431.64	4522.77	1125.77	1641.29	22029.8	431
272000	272	4.50387	27023.2	6273.97	4342.24	1205.24	1330.87	22623.6	432
273000	273	4.41395	26483.7	6494.99	4575.57	1107.37	1680.04	22291.6	434
274000	274	4.51153	27069.2	6398.13	4668.9	1185.41	1454.79	21571.9	435
275000	275	4.45859	26751.5	6236.62	4594.75	1149.12	1530.83	21609.4	436
276000	276	4.50919	27055.1	6240.31	4299.82	1157.45	2853.68	21994.2	440
277000	277	4.61377	27682.6	6201.18	4553.62	1236.91	1568.71	21888.9	442
278000	278	4.47739	26864.4	6343.22	4534.02	1228.71	1555.49	21744.5	443
279000	279	4.61295	27677.7	6357.36	4710.39	1301.03	2603.85	21485.8	447
280000	280	4.5237	27142.2	6389.8	4549.46	1277.89	1113.76	21765.9	447
281000	281	4.48223	26893.4	6298.55	4639.41	1368.45	1552.03	21926.6	448
282000	282	4.48934	26936	6545.27	4777.31	1333.3	1556.26	22396.3	449
283000	283	4.53934	27236	6352.46	4385.91	1294.46	1987.98	21827.6	451
284000	284	4.62892	27773.5	6430.64	4630.69	1260.38	1062.45	22009.9	451
285000	285	4.57567	27454	6382.16	4611.44	1280.61	1763.12	21796.8	452
286000	286	4.52118	27127.1	6394.54	4673.11	1336.53	2652.91	22378.1	455
287000	287	4.50996	27059.7	6624.4	4539.21	1445.12	1809.72	21559.5	457
288000	288	4.5221	27132.6	6352.44	4818.31	1243.11	2189.43	21629.4	459
289000	289	4.54646	27278.7	6589.49	4379.77	1375.52	1525.94	21410.6	460
290000	290	4.455	26730	6665.63	4550.18	1338.57	1120.13	21891.3	460
291000	291	4.5594	27356.4	6497.25	4420.84	1390.92	1713.88	21411	461
292000	292	4.53265	27195.9	6737.01	4323.03	1404.5	1480.92	21679.7	462
293000	293	4.48663	26919.8	6457.12	4258.25	1279.82	2289	21697.8	465
294000	294	4.5306	27183.6	6594.02	4569.6	1359.19	1116.35	21957.3	465
295000	295	4.6204	27722.4	6054.55	4510.11	1319.2	1844.21	21602.3	466
296000	296	4.45887	26753.2	6874.24	4620.96	1347.31	1549.96	21746.9	467
297000	297	4.52942	27176.5	6054.75	4837.24	1267	1991.43	21822.5	469
298000	298	4.46773	26806.4	6630.07	4554.63	1300.99	2577.22	21566.3	473
299000	299	4.55664	27339.8	6624.81	4359.01	1323.41	1761.93	22055.8	475
300000	300	4.49034	26942	6532.44	4217.77	1514.43	1142.3	21622.4	475
301000	301	4.55564	27333.9	6824.6	4530.62	1408.24	2085.15	21961.4	477
302000	302	4.4608	26764.8	6429.67	4636.69	1466.78	2010.42	21718.2	479
303000	303	4.57316	27438.9	6301.73	4917.15	1536.78	1695.39	21479.6	480
304000	304	4.55247	27314.8	6815.73	4629	1418.85	2797.05	21197.8	484
305000	305	4.45448	26726.9	6301.56	4504.17	1457.64	1994.27	21424.1	486
306000	306	4.44608	26676.5	6507.15	4524.72	1335.61	3216.64	21567.3	490
307000	307	4.54985	27299.1	6644.77	4503.25	1423.2	1108.76	21553.9	490
308000	308	4.45143	26708.6	6448.56	4325.52	1516.8	2216.29	21500.8	492
309000	309	4.46787	26807.2	6531.93	4541.62	1466.42	2134.76	21745.5	494
310000	310	4.52645	27158.7	6584.02	4660.79	1470.94	1524.19	21715.2	495
311000	311	4.58657	27519.4	6858.1	4805.2	1553.97	1216.48	21269	495
312000	312	4.52921	27175.3	6603.05	4385.31	1406.11	977.809	21631.9	495
313000	313	4.49969	26998.2	6621.52	4639.35	1484.79	1385.07	21641.2	495
314000	314	4.57681	27460.8	6510.25	4655.27	1568.13	2346.93	21533.3	497
315000	315	4.54667	27280	6493.2	4483.32	1455.46	1114.94	21311.2	497
316000	316	4.46969	26818.2	6273.22	4414.54	1598.66	2685.76	21321.4	501
317000	317	4.5383	27229.8	6470.18	4314.03	1625.6	2539.52	21320.6	504
318000	318	4.50075	27004.5	6873.53	4627.85	1495.45	1598.51	21091.8	506
319000	319	4.3975	26385	6359.87	4465.94	1606.98	2028.39	21413	509
320000	320	4.53465	27207.9	6239.9	4561.07	1531.17	2854.46	21454.1	512
321000	321	4.5459	27275.4	6654.56	4552.7	1476.08	2555.91	21772.8	515
322000	322	4.50767	27046	6614.45	4569.93	1565.63	1704.77	21460.4	517
323000	323	4.51648	27098.9	6396.98	4601.47	1428.37	1137.31	21320.6	517
324000	324	4.55664	27339.9	6698.08	4609.28	1581.57	1189.83	21524.7	517
325000	325	4.42364	26541.9	6599.25	4352.08	1526.16	2755.05	21684.9	521
326000	326	4.50743	27044.6	6663.6	4562.8	1597.93	1647.79	21530.1	522
327000	327	4.67983	28079	6954.97	4476.95	1690.76	1612.9	21084.5	523
328000	328	4.48313	26898.8	6639.77	4692.76	1563.2	1085.47	21349.3	523
329000	329	4.5188	27112.8	6708.52	4443.74	1516.25	1274.55	21354.1	523
330000	330	4.65617	27937	6647.21	4654.56	1510.48	2774.14	21480.9	526
331000	331	4.47292	26837.5	6730.56	4388.14	1515.82	2198.9	21428.9	528
332000	332	4.56096	27365.7	6632.62	4577.4	1548.38	1766.91	21470.5	529
333000	333	4.62718	27763.1	6719.47	4508.7	1576.81	1772.04	21565.6	530
334000	334	4.58667	27520	6624.26	4696.01	1612.02	2088.52	21233.9	532
335000	335	4.52077	27124.6	6797.48	4592.36	1532.08	1253.75	20861.1	532
336000	336	4.56595	27395.7	6531.18	4836.93	1677.85	2834.83	21271.7	535
337000	337	4.55129	27307.7	6577.04	4430.9	1522.98	3382.18	21268	539
338000	338	4.53308	27198.5	6878.46	4886.01	1719.86	2097.11	21105	541
339000	339	4.50907	27054.4	6867.05	4657.68	1657.32	1803.84	20875.4	542
340000	340	4.54655	27279.3	6864.63	4667.68	1716.3	1570.36	20878	543
341000	341	4.52404	27144.2	6822.95	4730.5	1729.39	1195.19	21187	543
