step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	count_0
51000	51	4.83097	28985.8	7192.43	4987.92	3407.43	7083.11	20290.4	1056
52000	52	4.73716	28423	7652.56	4633.57	3425.14	6909.01	20405.8	1065
53000	53	4.75797	28547.8	7466.58	4710.5	3504.79	6030.11	20757.8	1072
54000	54	4.73142	28388.5	7853.99	5141.78	3288.27	5662.67	20626.3	1079
55000	55	4.72753	28365.2	7615.24	4993.8	3393.62	6907.31	20632.5	1088
56000	56	4.6848	28108.8	7585.65	4735.92	3497.44	7689.33	20506.1	1100
57000	57	4.75474	28528.4	7837.7	5137.3	3392.55	7185.96	20627.3	1109
58000	58	4.87073	29224.4	7435.4	4803.53	3433.45	6907.09	20677	1120
59000	59	4.71595	28295.7	7504.49	4745.21	3513.86	5051.51	20677.6	1127
60000	60	4.83835	29030.1	7848.77	4795.77	3489.91	6787	20872.5	1135
61000	61	4.73189	28391.3	7126.22	4976.56	3564.95	8077.06	20850.6	1148
62000	62	4.83261	28995.7	7566.8	4636.03	3401.9	5786.56	21097.7	1155
63000	63	4.77462	28647.7	7164.26	4946.93	3513.29	6283.79	20627.3	1163
64000	64	4.87172	29230.3	8284.63	5161.66	3502.46	5844.21	20985.7	1172
65000	65	4.83915	29034.9	7635.13	5134.81	3588.81	6508.34	21092.7	1181
66000	66	4.79734	28784.1	7859.05	4923.53	3412.14	5101.85	21045.9	1186
67000	67	4.78849	28730.9	7641.29	5167.48	3721.68	6170.24	20962	1195
68000	68	4.95934	29756.1	7839.46	4908.64	3687.77	5074.54	20953.9	1199
69000	69	4.80101	28806	7977.17	5160.04	3645.39	5560.23	21030.9	1204
70000	70	4.93329	29599.7	7524.79	4934.4	3815.64	6556.94	20695.8	1211
71000	71	4.90265	29415.9	7455.32	4746.89	3562.52	5897.88	21008	1218
72000	72	4.7653	28591.8	8001.97	5266.78	3698.04	4802.88	20784.1	1223
73000	73	5.0582	30349.2	7856.18	4819.64	3828.07	4223.42	20969.5	1226
74000	74	4.89356	29361.3	7970.8	4803.16	3696.85	6467.47	20691.5	1234
75000	75	4.82742	28964.5	8230.66	4995.21	3797.67	7013.59	20964.3	1243
76000	76	4.89385	29363.1	7796.73	4799.21	3685.37	6081.9	20911.3	1249
77000	77	4.95945	29756.7	7764.98	5164.2	3975.32	8064.02	21546.7	1261
78000	78	4.7585	28551	7889.41	5352.06	3926.12	5243.01	21095.8	1266
79000	79	4.74201	28452	7622.87	5063.47	3939.91	6030.45	20858.4	1272
80000	80	4.86093	29165.6	7966.12	5030.96	4251.66	4690.61	21177.3	1275
81000	81	4.82681	28960.9	8000.68	4900.63	3965.37	5042.07	20982.4	1279
82000	82	5.02706	30162.4	8022.81	4991.13	3896.64	4713.8	21116.4	1282
83000	83	5.02137	30128.2	7678.98	4973.4	4053.67	7426.76	21171.2	1290
84000	84	4.82387	28943.2	7950.92	5059.98	4066.86	5056.43	21126.6	1295
85000	85	7.02567	42154	9187.17	10234.5	4167.64	6844.96	22385.2	1299
86000	86	4.76487	28589.2	7876.34	4917.41	3880.82	5340.81	20724.4	1305
87000	87	5.19171	31150.3	8253.6	5077.74	3960.94	5912.6	21259.3	1311
88000	88	4.88695	29321.7	7625.49	4972.39	4143.82	7153.42	21047.6	1318
89000	89	4.86101	29166	7606.96	5225.58	4376.41	4236.11	21047.1	1320
90000	90	4.87423	29245.4	7909.92	5133.41	4260.76	4805.62	21038	1323
91000	91	4.83594	29015.7	7775.9	5140.51	4012.52	4216.7	21180.4	1326
92000	92	4.90044	29402.6	7983.47	5155.06	4012.97	4403.93	21457.2	1329
93000	93	4.88677	29320.6	7902.63	5074.58	4241.14	6572.56	21006.7	1335
94000	94	4.85855	29151.3	7731.33	4890.7	4352.19	4625.83	21240.3	1338
95000	95	4.91201	29472	8317.16	4988.73	4252.41	6435.09	21304.6	1346
96000	96	4.94666	29680	8077.52	5115.05	4427.11	5224.79	21589	1352
97000	97	5.0147	30088.2	8008.54	5073	4224.67	5145.66	21357.1	1357
98000	98	4.83611	29016.6	8166.58	5252.49	4212.52	4450.62	21511.7	1360
99000	99	4.88849	29330.9	7906.97	5206.42	4193.2	5499.15	21311	1365
100000	100	4.91392	29483.5	8243.77	5192.3	4203.86	4272.85	21571.2	1369
101000	101	4.85901	29154.1	7979.15	4902.38	4191.02	6882.19	21352.1	1376
102000	102	4.9796	29877.6	7955.33	4740.92	4193.12	5253.56	21272.1	1379
103000	103	4.8729	29237.4	8288.34	5020.66	4358.8	6094.82	21481.5	1385
104000	104	4.91557	29493.4	8213.68	4826.92	4463.54	4290.52	21488.2	1388
105000	105	4.8671	29202.6	7645.85	5141.47	4388.49	5465.67	21250	1393
106000	106	4.98082	29884.9	7864.37	5339.79	4449.94	6242.23	21533.2	1399
107000	107	5.00646	30038.7	8066	5118.21	4246.99	4875.43	21407.7	1401
108000	108	4.91752	29505.1	8012.53	5121.77	4340.08	5538.9	21140.9	1405
109000	109	4.97572	29854.3	7781.98	5374.67	4410.12	4362.14	21261.5	1407
110000	110	4.93694	29621.6	7705.03	5170.9	4383.19	6691.86	21012.4	1414
111000	111	5.00002	30000.1	8160.77	5220.87	4414.68	4889.44	21331.1	1418
112000	112	4.94448	29666.9	8251.9	4918.9	4430.2	5818.02	21147	1423
113000	113	4.84905	29094.3	7682.63	5154.64	4497.79	4232.52	21325.7	1425
114000	114	4.87251	29235	8004.63	5227.86	4501.67	5687.08	21420.2	1431
115000	115	4.94683	29681	8155.28	5080.97	4498.29	5919.49	21504.2	1436
116000	116	5.07466	30448	7858.33	5019.92	4539.78	4097.24	21675.3	1437
117000	117	5.08188	30491.3	8400.22	5174.26	4738.66	4810.86	21483.6	1440
118000	118	4.91329	29479.7	7856.55	5119.07	4672.22	3667.21	21762.6	1440
119000	119	4.96883	29813	8282.16	4887.99	4570.27	5323.27	21891	1444
120000	120	4.84036	29042.2	7698.34	5385.06	4531.49	4576.48	21373.5	1447
121000	121	4.78135	28688.1	8080.41	4990.65	4645.75	6348.07	21485.7	1452
122000	122	4.94341	29660.5	7672.04	4879.66	4509.31	4879.48	21515.9	1456
123000	123	4.88018	29281.1	7679.75	4916.02	4543.71	4737.85	21618.2	1460
124000	124	5.89292	35357.5	8124.22	8828.34	4666.15	4955.95	21787.3	1463
125000	125	5.02518	30151.1	8063.76	5486.79	4551.29	6590.36	21346.8	1469
126000	126	4.93013	29580.8	8120.22	5072.85	4580.12	4851.71	21720.1	1472
127000	127	4.87503	29250.2	8078.35	4962.93	4496.48	5646.91	21777.2	1477
128000	128	4.97198	29831.9	7578.06	4996.33	4438.29	6897.57	21653.3	1483
129000	129	4.84325	29059.5	7638.86	5150.55	4466.45	4568.55	21569.5	1485
130000	130	4.97179	29830.8	7893.72	5187.98	4558.86	5033.06	21985.9	1488
131000	131	4.90897	29453.8	8094.34	5000.06	4498.59	4701.36	22006.3	1490
132000	132	5.08762	30525.7	8032.74	5058.16	4388.54	4665.9	21689.7	1492
133000	133	4.96857	29811.4	7892.38	4959.03	4504.03	5014.71	21929.5	1495
134000	134	4.92655	29559.3	8102.58	5056.49	4600.66	5974.91	22139.1	1500
135000	135	4.87753	29265.2	7777.37	4882.83	4856.36	4508.63	21859.1	1502
136000	136	4.92931	29575.8	8138.13	5113.6	4675.2	3821.22	22223.5	1503
137000	137	5.0429	30257.4	7696.48	5183.3	4767.44	4416.9	22137.1	1506
138000	138	4.91389	29483.4	7712.22	4918.24	4825.55	4897.73	21964.5	1509
139000	139	5.07563	30453.8	7807.09	4871.68	4846.69	4750.04	21851.9	1511
140000	140	5.04832	30289.9	7894.39	5115.79	4777.4	4757.49	22042	1513
141000	141	4.98992	29939.5	8129.3	4709.77	4630.8	5380.42	21690.7	1517
142000	142	4.98646	29918.8	7906.8	4875.89	4598.12	4005.12	22158.5	1518
143000	143	4.98302	29898.1	7919.32	5265.53	5023.5	4210.44	21952.3	1519
144000	144	5.00586	30035.2	8041.11	5032.77	4820.12	4351.09	21989.2	1520
145000	145	4.93666	29620	7831.3	5221.16	4879.62	4081.79	21798	1521
146000	146	4.97263	29835.8	7698.44	5239.93	4743.26	5485.9	21660.3	1525
147000	147	5.00153	30009.2	8232.16	5273.19	4739.75	5094.74	22060.6	1528
148000	148	4.96513	29790.8	7916.83	5097.55	4771.18	4776.46	22147.6	1530
149000	149	4.92643	29558.6	8001.47	4832.85	4844.91	4834.58	21779.8	1532
150000	150	4.87376	29242.6	7576.43	5061.35	4840.78	4693.94	22018	1534
151000	151	4.92271	29536.2	7719.05	4971.96	4729.6	4433.74	21958.2	1535
152000	152	4.99112	29946.7	8090.11	5209.22	4909.37	4209.47	21878.1	1537
153000	153	4.82617	28957	7814.98	5501.27	4892.81	5401.43	21610.9	1541
154000	154	4.88987	29339.2	7519.73	5117.27	5297.93	4733.63	22170.3	1543
155000	155	4.95872	29752.3	7843.59	4918.23	5277.04	5817.88	22024.1	1547
156000	156	4.89573	29374.4	7835.78	4917.65	4888.14	5709.99	22333.2	1551
157000	157	5.16391	30983.5	7802.27	5227.45	4924.8	4682.21	22014.3	1554
158000	158	4.90644	29438.6	8045.87	5098.68	4886.27	4408.02	22123.2	1556
159000	159	4.90073	29404.4	8015.92	5053.23	5064.93	3998.06	21940.4	1556
160000	160	4.8799	29279.4	7837.02	5336.61	5012.11	4521.75	22048.4	1558
161000	161	4.8899	29339.4	7903.06	5124.75	5142.33	5355.5	22511.6	1561
162000	162	5.03159	30189.5	8403.65	5213.42	4959.07	4765.71	22297.9	1562
163000	163	4.94612	29676.7	7968.65	5083.52	5017.89	4686.99	22079.6	1564
164000	164	4.92155	29529.3	7949.99	5029.82	5055.42	5876.88	22234.7	1568
165000	165	4.99936	29996.2	8075.76	4805.06	5075.48	4317.14	22468.6	1569
166000	166	4.91368	29482.1	7686.1	4730.89	5107.39	7267.24	22640.1	1575
167000	167	4.92017	29521	7765.12	5202.21	4939.36	4994.43	22225.2	1578
168000	168	5.02469	30148.1	7905.99	5294.46	5158.28	4023.4	22148.6	1578
169000	169	4.95455	29727.3	7666.29	5077.87	5113.64	4298.48	22206.7	1579
170000	170	4.89379	29362.7	7797.7	5289.42	5006.13	5178.83	22278.7	1582
171000	171	4.87566	29254	7982.13	5052.68	5024.72	4333.45	22152.8	1584
172000	172	4.94237	29654.2	7807	4951.75	5152.26	4708.02	22235.5	1586
173000	173	5.04306	30258.4	8498.33	5342.63	5294.63	4338.12	22053.5	1587
174000	174	5.16228	30973.7	7825.85	4802.03	5150.4	5784.9	21923	1591
175000	175	5.05328	30319.7	8093.26	5220.04	5056.79	3879.45	21998.1	1591
176000	176	5.06948	30416.9	7775.62	5082.26	5125.12	5052.35	22176.7	1594
177000	177	4.84841	29090.5	7659.77	5233.38	5275.06	5410.27	22156	1597
178000	178	4.99057	29943.4	7817.61	4992.14	5140.48	5948.32	22258.1	1601
179000	179	4.96565	29793.9	7965.78	5342.67	5125.95	4244.72	22125.1	1602
180000	180	4.9501	29700.6	7750.17	5156.92	5023.46	4809.81	21972.7	1604
181000	181	4.89858	29391.5	8212.31	4962.84	4916.62	4751.51	22193.6	1606
182000	182	4.92292	29537.5	8006.27	4765.59	5153	5239.15	21968.1	1609
183000	183	4.92941	29576.5	7739.58	5366.66	4960.22	3821.78	22823.6	1609
184000	184	5.00748	30044.9	7872.56	5010.34	4898.55	4345.07	22737.2	1610
185000	185	4.91931	29515.8	7923.22	5124.31	5121.31	4890.32	22262.6	1612
186000	186	4.98519	29911.1	7650.01	4999.69	4739.42	4722.94	22460.4	1615
187000	187	4.91573	29494.4	7962.7	5251.31	5181.38	4104.21	22246.3	1615
188000	188	4.98853	29931.2	7797.36	5062.54	5075.57	4777.99	22087	1617
189000	189	5.05505	30330.3	7977.07	4902.53	4942.38	4331.85	22268.3	1618
190000	190	4.95552	29733.1	7717.39	5227.39	4988.46	4689.66	22383.5	1619
191000	191	4.95377	29722.6	7790.89	5032.06	5115.01	3996.07	22491.7	1619
192000	192	4.87611	29256.7	8254.18	5177.23	4989.54	4416.95	22200.4	1620
193000	193	4.94726	29683.5	7910.21	5100.38	5230.04	5924.51	22351.8	1623
194000	194	5.01829	30109.7	7672.7	5247.55	5135.15	6140.93	22789.6	1628
195000	195	5.0057	30034.2	8193.8	5189.63	5149.94	5135.87	22508.2	1630
196000	196	4.90938	29456.3	7540.3	4903.31	4922.14	4729.8	22655.4	1632
197000	197	4.91555	29493.3	7730.57	5139.65	5248.52	4155.53	22502.1	1632
198000	198	4.91599	29495.9	7784.97	5089.6	5232.73	4599.26	22539.7	1634
199000	199	4.87205	29232.3	7746.42	5333.08	5355.33	4860.06	22585.8	1636
200000	200	4.9981	29988.6	8009.86	5228.49	5380.24	4174.57	22584.9	1636
201000	201	5.01309	30078.6	7961.32	5313.23	5254.57	4345.23	22861.8	1637
202000	202	4.87743	29264.6	7661.15	4922.44	5232.18	4846.12	22606	1640
203000	203	4.96797	29807.8	8240.96	5160.02	5406.42	4363.2	22939.4	1641
204000	204	5.08504	30510.2	8016.42	5077.63	5229.21	6253.06	22938.4	1645
205000	205	5.05237	30314.2	8088.34	4895.59	5421.03	4694.58	22727.7	1646
206000	206	4.98451	29907.1	7958.82	5046.36	5262.57	5298.54	22399.6	1648
207000	207	4.97571	29854.2	7723.89	4821.58	5220.43	4349.48	22574.4	1649
208000	208	4.99315	29958.9	7620.55	4871.76	5251.76	4423.86	22339.5	1651
209000	209	4.94782	29686.9	8015.45	5244.6	5114.34	4594.46	22479.8	1652
210000	210	4.97079	29824.8	7653.79	5132.66	5219.47	4120.63	22585.8	1652
211000	211	5.02307	30138.4	8010.07	4937.86	5212.99	4624.17	22919.7	1654
212000	212	4.98977	29938.6	7848.42	5056.03	5171.4	4812.92	23099.4	1656
213000	213	5.03796	30227.8	8069.09	5037.37	5229.9	5951.87	22542.9	1660
214000	214	4.94939	29696.3	7641.4	4970.06	5266.74	5374.28	22784.3	1663
215000	215	4.9261	29556.6	7744.03	5259.6	5490.14	5579.36	22317.9	1666
216000	216	5.06863	30411.8	8014.81	5211.84	5095.38	4262.77	22366.3	1666
217000	217	4.96406	29784.4	7940.31	5316.78	5389.27	4246.71	22285	1666
218000	218	4.9468	29680.8	7646.62	5179.3	5569.15	4025.59	22795.8	1666
219000	219	4.98002	29880.1	7677.58	5313.11	5220.4	4847.78	22453.1	1668
220000	220	4.96335	29780.1	7765.1	5208.35	5307.21	5833.59	22938.3	1671
221000	221	4.92631	29557.9	8036.66	5446.91	5413.23	4554.31	22911.5	1672
222000	222	4.91856	29511.4	8052.05	5369.75	5247.53	3981.11	22665.2	1672
223000	223	5.07732	30463.9	8329.91	5471.4	5266.95	5234.01	22957.1	1675
224000	224	5.03792	30227.5	7894.17	5067.49	5351.93	4207.81	22870.2	1675
225000	225	5.04187	30251.2	7848.71	5013.84	5373.02	4891.69	22916.6	1676
226000	226	5.07343	30440.6	7955.05	5041.31	5517.54	4482.86	22594.9	1677
227000	227	5.01488	30089.3	8093.38	5288.05	5397.38	4098.99	22599.2	1677
228000	228	5.05862	30351.7	7845.11	5175.39	5325.92	4670.46	22618.7	1679
229000	229	5.0536	30321.6	7759.01	5045.07	5532.65	5305.71	22833.4	1681
230000	230	4.96606	29796.4	7826	5019.98	5393.36	5002.6	22704.7	1683
231000	231	4.9304	29582.4	7960.9	5028.69	5346.63	3973.46	22765.8	1683
232000	232	4.94992	29699.5	7523.17	5235.42	5305.57	4143.26	22829.1	1683
233000	233	4.99125	29947.5	8198.96	5036.46	5305.77	4575.4	23012.8	1684
234000	234	4.95943	29756.6	8011.55	5057.95	5259.17	4228.7	22775.7	1684
235000	235	4.9221	29532.6	7762.64	5393.14	5521.41	4024.06	22902.1	1684
236000	236	4.91904	29514.2	7510.91	4989.77	5130.35	4234.98	22432.7	1684
237000	237	4.86849	29210.9	8021.4	5196.21	5099.45	5358.07	22816.3	1686
238000	238	5.01967	30118	7650.04	5054.45	5426.86	4707.29	22607.1	1688
239000	239	5.1528	30916.8	7814.39	5215.65	5240.22	6615.57	22808.3	1693
240000	240	4.94847	29690.8	8078.82	5184.17	5310.94	4766.11	22949.6	1695
241000	241	5.39081	32344.9	8467.02	5700.75	5597.69	4981.85	22995.7	1696
242000	242	5.09957	30597.4	8003.67	5150.06	5272.63	4119.25	23093.7	1696
243000	243	4.97958	29877.5	7683.68	5391.58	5362.55	4117.11	22661.6	1696
244000	244	4.87228	29233.7	7719.02	5242.4	5224.22	4188.11	22748.4	1696
245000	245	4.89113	29346.8	7686.33	5215.85	5447.72	4377.77	22812.1	1697
246000	246	5.02377	30142.6	7525.4	5302.48	5553.22	5222.04	22957.3	1699
247000	247	4.91753	29505.2	7743.57	4862.04	5184.76	5106.03	22932.7	1701
248000	248	4.98194	29891.6	7737.8	5438.03	5379.87	4734.04	22999	1702
249000	249	4.9096	29457.6	7887.94	4955.52	5412.99	4701.33	23003.8	1703
250000	250	5.17117	31027	7766.79	5257.07	5429.41	4083.72	23104.4	1703
251000	251	4.90439	29426.3	7514.1	5166.78	5289.23	6197.02	23092.7	1706
252000	252	4.88226	29293.6	7684.77	5122.98	5465.24	4926.23	23025.7	1708
253000	253	4.98913	29934.8	7650.42	4886.79	5375.9	4126.51	23027.9	1708
254000	254	4.85734	29144	7632.42	5094.88	5441.74	4511.16	22880.5	1708
255000	255	4.98825	29929.5	7747.36	4958.81	5630.8	5571.21	23040.8	1710
256000	256	4.9053	29431.8	8112.75	5092.23	5427.88	4002.7	22978.3	1710
257000	257	4.90389	29423.3	7876.88	5185.91	5386.73	4592.59	23055.6	1711
258000	258	5.05831	30349.9	7966.3	4931.53	5576	4458.81	22815.6	1712
259000	259	4.85684	29141.1	7919.16	4830.61	5542.14	4296.65	22984.6	1712
260000	260	5.08036	30482.2	7839.1	5127.09	5489.64	5416.15	22832.6	1714
261000	261	4.91476	29488.6	7896.24	5132.7	5499.93	4247.1	23172.6	1714
262000	262	4.98921	29935.3	7820.22	5298.05	5395.7	4159.95	22836.6	1714
263000	263	5.01712	30102.7	7674.73	5008.01	5488.93	4386.96	22518.4	1715
264000	264	4.95116	29707	7914.31	5280.44	5480.06	4847.68	22921.1	1716
265000	265	4.99447	29966.8	7461.59	5271.72	5353.95	4741.1	23121.7	1718
266000	266	4.91475	29488.5	7608.88	5081.58	5593.01	5034.2	23104.1	1720
267000	267	5.0707	30424.2	7880.47	4952.8	5410.12	4789.41	23084.4	1722
268000	268	4.84209	29052.5	7518	5263.65	5425.36	4724.48	23105.9	1723
269000	269	4.91481	29488.9	7840.77	5241.05	5450.95	4005.46	23116.8	1723
270000	270	5.00052	30003.1	7204.35	5088.9	5511.24	4709.43	22687	1724
271000	271	4.92982	29578.9	8108.64	4904.32	5525.5	4669.33	22782.2	1725
272000	272	4.97503	29850.2	7867.21	5155.34	5713.54	4833.96	22966.4	1726
273000	273	5.02948	30176.9	7812	4848.9	5655.44	4099.28	23255.2	1726
274000	274	4.89278	29356.7	7630.37	5067.12	5464.5	4261.14	23251.7	1726
275000	275	4.9419	29651.4	7843.92	4985.64	5353.65	4604.2	22937.2	1727
276000	276	5.0601	30360.6	8226.58	5057.18	5659.42	4956.01	23129	1728
277000	277	5.11407	30684.4	7623.52	5058.6	5351	4521.45	22801.4	1728
278000	278	4.87555	29253.3	7696.46	5415.64	5379.46	5528.86	23135.8	1731
279000	279	4.94971	29698.3	7850.98	5123.09	5682.38	5424.69	23158.8	1733
280000	280	4.96048	29762.9	7767.02	5490.27	5454.39	4163.67	22995	1733
281000	281	4.93844	29630.6	7982.64	5057.84	5624.46	4019.77	23405	1733
282000	282	4.91668	29500.1	8030.6	4861.52	5364.66	4350.19	23104.4	1733
283000	283	4.94415	29664.9	7602.17	5336.3	5564.18	4965.06	23035.2	1734
284000	284	4.97762	29865.7	7771.22	5164.9	5598.77	5833.17	23240.7	1736
285000	285	5.07082	30424.9	7859.58	5300.52	5317.67	5676.65	23282	1739
286000	286	4.93558	29613.5	7754.51	4921.2	5435.88	4873.17	22685.8	1740
287000	287	4.9606	29763.6	7706.82	4950.07	5483.23	4710.86	23082.8	1741
288000	288	4.89302	29358.1	7373.53	5079.63	5696.1	4488.4	23126.7	1742
289000	289	5.00539	30032.3	7561.79	5002.12	5431.51	4308.99	22958.2	1742
290000	290	4.86193	29171.6	7906.49	4951.89	5614.85	4520.16	23049.2	1742
291000	291	5.024	30144	8028.81	5114.23	5698.14	4051.08	23080.8	1742
292000	292	4.93552	29613.1	7733.06	5357.14	5884.29	4587.05	23346.8	1742
293000	293	4.92152	29529.1	7698.32	4888.57	5883.84	4061.06	23275.8	1742
294000	294	4.9703	29821.8	7967.34	5150.01	5552.75	4405.02	23059.9	1743
295000	295	4.86733	29204	7606.73	5027.71	5611.13	4290.68	23181.3	1743
296000	296	4.89011	29340.6	7665.86	4815.66	5781.47	5535.27	23017.1	1746
297000	297	4.87609	29256.5	7829.49	5043.08	5855.47	4334.76	23187.7	1747
298000	298	4.96628	29797.7	7650.53	5137.6	5619.04	4504.51	23231.9	1748
299000	299	4.9818	29890.8	7368.61	4869.7	5625.95	4192.67	23227.2	1748
300000	300	5.02319	30139.2	7663.96	5038.33	5627.27	4838.12	23144.2	1749
301000	301	4.91825	29509.5	8002.74	4941.2	5550.23	4138.98	23015.4	1749
302000	302	4.97452	29847.1	7929.06	5019.39	5637.05	4921.35	23023.3	1751
303000	303	4.85044	29102.6	7699.32	5264.08	5809.81	4234.55	22990.1	1751
304000	304	5.03402	30204.1	7473.07	5482.79	5495.13	4194.4	22938	1751
305000	305	4.93237	29594.2	7946.51	5017.68	5474.06	4519.54	23176.2	1752
306000	306	4.83829	29029.7	7664.91	5264.23	5726.83	4207.93	23137.2	1752
307000	307	4.99288	29957.3	7845.78	5341.59	5424.97	4149.55	23234.6	1752
308000	308	5.03265	30195.9	7749.2	5497.13	5460.14	4850.59	23126	1753
309000	309	4.98924	29935.4	7626.72	5401.09	5850	4656.48	23025.6	1754
310000	310	4.96056	29763.3	7858.77	5175.98	5660.38	4766.44	23105.9	1756
311000	311	4.94091	29645.5	7478.35	5123.27	5949.23	4593.17	22907.3	1757
312000	312	5.01553	30093.2	8019.21	4975.29	5664.42	4862.18	23070.5	1758
313000	313	4.97494	29849.6	7774.23	5102.96	5747.72	4494.37	23203.5	1758
314000	314	5.02217	30133	8170.61	5388.44	5447.36	4482.06	23518.7	1758
315000	315	4.91689	29501.3	7597.72	5053.54	5712.33	4313.62	23152.7	1758
316000	316	4.86541	29192.5	7519.11	5221.22	5361.74	4929.24	23351.2	1760
317000	317	4.96792	29807.5	7669.85	4895.63	5696.01	4317.8	23248.3	1760
318000	318	4.98458	29907.5	7839.3	5099.49	5522.36	4199.99	23728.2	1760
319000	319	4.95094	29705.6	8032.43	5185.51	5768.57	4802	23178.5	1761
320000	320	5.03169	30190.2	7687.73	5051.08	5547.13	4326.21	23557.9	1761
321000	321	4.88536	29312.2	7792.13	4900.97	5422.53	4929.06	23017.2	1762
322000	322	5.01649	30099	8086.41	5355.67	5587.79	4005.05	23064.1	1762
323000	323	4.87118	29227.1	7612.63	4987.22	5538.91	4365.65	23205.1	1762
324000	324	4.97004	29820.2	7625.52	4938.44	5576.71	4402.15	23485.6	1762
325000	325	4.88281	29296.9	7881.1	5128.64	5726.79	4554.9	23302.3	1763
326000	326	5.05177	30310.6	7502.61	4871.93	5461.59	5314.97	23419	1765
