step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	count_0
24000	24	4.36159	26169.5	5785.06	4487.61	549.161	1947.93	22923.2	203
25000	25	4.3896	26337.6	5904.87	4808.69	640.663	5196.97	23446.4	213
26000	26	4.44623	26677.4	5890.55	4127.2	576.62	4268.66	23657.2	224
27000	27	4.52362	27141.7	6050.44	4476.74	593.661	3310.96	23473.7	230
28000	28	4.46258	26775.5	5771.08	4329.98	568.883	5426.38	23440.7	240
29000	29	4.44712	26682.7	6100.74	4743.24	634.487	4741.59	23425.2	250
30000	30	4.43042	26582.5	6183.63	4522.99	661.775	4736.61	23164.2	260
31000	31	4.42968	26578.1	6073.8	4433.16	733.815	2563.53	23014.3	265
32000	32	4.37584	26255.1	5661.12	4531.83	631.013	4684.67	23122.5	275
33000	33	4.31867	25912	5761.13	4223.22	780.736	2820.04	22710.7	280
34000	34	4.60554	27633.2	5762.95	4601.55	689.691	3134	22994.3	285
35000	35	4.39445	26366.7	5781.73	4614.21	763.918	6797.17	23082.7	298
36000	36	4.467	26802	6349.31	4353.88	748.256	3576.08	23012	303
37000	37	4.53312	27198.7	5759.89	4365.34	874.822	2550.98	23028.1	308
38000	38	4.48242	26894.5	5956.15	4652.48	912.022	5411.3	22976.8	317
39000	39	4.40747	26444.8	6210.82	4532.12	806.889	4565.25	22490.5	325
40000	40	4.40888	26453.3	6133.99	4433.95	900.396	4608.12	22540.2	334
41000	41	4.519	27114	6072.96	4402.38	937.13	5099.27	22701.1	343
42000	42	4.35777	26146.6	6243.2	4628.38	917.963	6265.13	22761.9	354
43000	43	4.46561	26793.6	6435.19	4483.25	985.237	3187.38	22729.9	359
44000	44	4.43914	26634.9	6456.05	4633.81	1036.65	3779.07	22702.3	366
45000	45	4.50837	27050.2	6025.27	4537.51	1115.96	4308.2	22066	375
46000	46	4.48134	26888	5967.83	4485.01	1011.47	6151.65	22271.5	388
47000	47	4.60423	27625.4	6394.77	4483.7	1094.22	1557.48	22566.3	390
48000	48	4.59628	27577.7	5997.36	4539.92	1066.48	3473.01	22101.6	396
49000	49	4.57867	27472	6208.1	4339.8	1141.37	3692.22	22219	402
50000	50	4.46406	26784.4	6094.26	4363.25	1024.56	3227.43	21959.7	409
51000	51	4.48663	26919.8	6244.21	4384.59	1134.56	4151.44	22575.4	415
52000	52	4.44296	26657.8	6372.11	4612.49	1187.76	4858.22	22566.5	426
53000	53	4.64749	27885	6345.29	4725.11	1236.08	4053.6	21835.3	432
54000	54	4.58284	27497.1	6210.22	4802.39	1268.58	3131.43	22045.8	437
55000	55	4.46842	26810.5	6254.91	4411.77	1195.52	5219.38	21665.3	446
56000	56	4.5548	27328.8	6217.21	4673.99	1253.97	1990.22	21775.3	450
57000	57	4.46905	26814.3	6253.7	4384.06	1356.18	2926.66	21643.6	456
58000	58	4.55946	27356.8	6410.85	4666	1238.36	2658.73	22154.4	460
59000	59	4.48847	26930.8	6528.53	4653.34	1303.73	2442.1	21718.9	464
60000	60	4.44402	26664.1	6764.55	4513.35	1283.99	4370.03	21901.9	472
61000	61	4.44826	26689.6	6186.32	4519.1	1319.24	4250.71	21757.6	479
62000	62	4.51944	27116.6	6644.64	4562.42	1467.56	2940.94	21745.6	483
63000	63	4.54952	27297.1	6749.14	4492.35	1547.01	3145.7	21820.1	489
64000	64	5.02734	30164	9083.41	4954.6	1466.17	2889.08	21891.2	492
65000	65	4.52222	27133.3	6332.33	4590.34	1439.38	2926.74	22153.7	496
66000	66	4.52747	27164.8	6249.06	4552.76	1442.13	4605.49	21700.9	503
67000	67	4.53458	27207.5	6657.46	4553.8	1481.49	4289.89	21409.2	510
68000	68	4.56578	27394.7	6283.3	4821.43	1654.86	4356.43	21632.8	516
69000	69	4.49091	26945.5	6607.37	4643.62	1571.92	2598.34	20709	520
70000	70	4.41434	26486	6237.85	4471.93	1569.37	3271.52	21035.5	525
71000	71	4.6329	27797.4	6688.94	4428.93	1452.9	4472.12	21298.1	533
72000	72	4.55635	27338.1	6433.32	4483.03	1603.96	2878.83	21128.5	537
73000	73	4.63438	27806.3	6390.87	4545.57	1612.02	4452.89	21335.5	545
74000	74	4.4997	26998.2	6682.78	4579.1	1643.64	3377.64	21047	550
75000	75	4.50065	27003.9	6561.52	4673.18	1701.86	3649.65	21194.4	555
76000	76	4.5233	27139.8	6687.37	4849.78	1738.42	4686.74	21146.7	561
77000	77	4.53031	27181.8	6646.74	4678.98	1775.11	4392.67	21272.4	567
78000	78	4.65825	27949.5	7049.66	4690.34	1745.46	5540.21	21270.7	576
79000	79	4.55245	27314.7	6920.86	4663.04	1700.35	3401.61	21261.5	580
80000	80	4.51183	27071	6965.12	4889.6	1701.11	2932.51	20939.3	585
81000	81	4.61423	27685.4	6497.3	4652.04	1753.57	2258.58	21070.2	588
82000	82	4.44062	26643.7	6603.43	4670.26	1679.03	3984.49	21157.5	593
83000	83	4.57987	27479.2	6672.49	4591.16	1638.98	2967.27	21048.6	596
84000	84	4.57367	27442	6465.83	4540.62	1699.3	5951.32	20904.1	606
85000	85	4.62185	27731.1	6515.85	4657.02	1605.89	3615.4	21128	611
86000	86	4.63933	27836	6765	4529.9	1788.04	3687.98	20898.4	616
87000	87	4.50054	27003.2	6925.27	4733.52	1838.49	4712.41	20765.9	624
88000	88	4.53134	27188	6783.88	4569.82	1930.02	3077.15	21243.2	628
89000	89	4.63959	27837.6	7144.15	4921.78	1784.45	3927.18	21169.4	634
90000	90	4.69158	28149.5	10074.5	4880.19	1721.56	4183.62	21033.3	639
91000	91	4.52286	27137.2	7121.1	4704.33	1833.52	1824.54	20643.4	640
92000	92	4.53711	27222.6	6887.19	4767.71	1750.93	5481	20887.7	649
93000	93	4.62662	27759.7	7049.82	4856.42	1766.35	4521.32	20848.4	657
94000	94	4.65599	27936	6712.02	4784.89	1993.22	5579.01	20710.7	665
95000	95	4.60761	27645.7	6750.44	4715.49	1866.38	2168.36	21110	666
96000	96	4.5978	27586.8	6894.19	4540.23	1899.77	2400.67	21270.5	670
97000	97	4.58668	27520.1	6974.66	4897.49	1948.73	4776.09	20857.8	676
98000	98	4.64974	27898.5	7045.78	4922.65	2018.89	4247.73	20947.8	682
99000	99	4.62042	27722.5	7253.45	4917.13	1968.47	2533.55	20646.4	684
100000	100	4.52489	27149.3	7259.89	4762.99	1939.1	3453.54	20162	687
101000	101	4.62114	27726.9	6294.26	4811.38	1918.44	3638.39	20480.9	693
102000	102	5.09136	30548.1	6964.63	4652.8	2016.09	3605.29	20669.4	698
103000	103	4.61076	27664.6	6965.32	4797.76	1956.54	3929.62	20602.2	704
104000	104	4.6964	28178.4	7129.12	4693.16	1998.31	2514.56	20042.5	706
105000	105	4.63678	27820.7	7174	4699.66	1995.2	3327.34	20766	711
106000	106	4.63437	27806.2	7001.52	4806.99	2153.42	6450.73	20606.5	721
107000	107	4.66097	27965.8	7501.22	4813.66	2184.23	3878.67	20650.7	726
108000	108	4.48548	26912.9	6789.41	4500.07	2194.62	4372.51	21154.6	732
109000	109	4.60345	27620.7	7054.7	4590.09	2269.13	3666.84	20873.1	737
110000	110	4.62367	27742	7082.29	4738.58	2279.92	4240.73	20742.4	743
111000	111	4.90158	29409.5	7170.23	5374.66	2298.17	4176.42	20614.9	749
112000	112	4.72508	28350.5	7054.18	4607.51	2202.41	6265.12	20280.6	759
113000	113	4.64555	27873.3	7290.74	4771.48	2248.09	3845.47	20545.5	764
114000	114	4.74513	28470.8	7350.2	4875.61	2281.59	3559.13	20556.2	768
115000	115	4.64451	27867	7194.19	4619.73	2363.55	2468.86	20470	770
116000	116	4.66782	28006.9	7052.88	4455.79	2386.38	5578.74	20333	779
117000	117	4.6621	27972.6	7140.04	5022.89	2485.39	2498.6	20456.1	780
118000	118	4.59632	27577.9	6945.3	4581.66	2353.34	5143.85	20556.3	787
119000	119	4.73855	28431.3	7256	4507.23	2312.14	3535.82	20335.9	791
120000	120	4.58253	27495.2	7074.61	4792.23	2310.76	2509.93	20501.4	792
121000	121	4.52448	27146.9	7314.94	4841.64	2369.38	3646.64	20378.6	796
122000	122	4.61754	27705.2	7351.88	4675.68	2389.56	3507.18	20679.6	799
123000	123	4.62214	27732.8	7140.35	4815.63	2392.31	3027.66	20333.5	801
124000	124	4.62953	27777.2	7130.41	4838.5	2378.55	4401.37	20377.2	806
125000	125	4.63832	27829.9	7490.04	4883.05	2234.6	7120.23	20555	817
126000	126	4.66521	27991.3	7454.09	4719.48	2504.58	4514.58	20496.7	824
127000	127	4.64924	27895.4	7311.1	4965.8	2557.99	3721.63	20591.1	828
128000	128	4.75182	28510.9	7815.69	4731.99	2460.8	3874.03	20602.2	833
129000	129	5.06992	30419.5	7581.75	5615.68	2559.03	5438.45	20744.7	838
130000	130	4.66511	27990.7	7427.68	4663.24	2408.3	3206.1	20611.9	841
131000	131	4.59316	27559	7530.85	4783.35	2514.67	3687.01	20643.7	845
132000	132	4.60604	27636.2	7563.66	4867.1	2528.82	4634.21	20581.8	851
133000	133	4.57055	27423.3	7290.8	4842.63	2609.75	5535.54	20233.6	859
134000	134	4.69389	28163.4	7338.25	4537.86	2712.84	5252.02	20154	865
135000	135	4.74017	28441	7349.72	4886.34	2590.9	4190.96	20333	869
136000	136	4.64352	27861.1	7192.9	4865.84	2846.81	4430.24	20135.8	875
137000	137	4.61228	27673.7	7173.82	4649.19	2717.66	3925.12	20326.4	879
138000	138	4.72871	28372.2	7412.67	4825.06	2769.75	4882.6	20457.4	885
139000	139	4.73204	28392.2	7260.41	4565.86	2635.43	3819.43	20198.7	888
140000	140	4.74646	28478.7	7600.69	4566.01	2833.55	4115.87	20217.8	892
141000	141	4.62903	27774.2	7385.64	4900.46	2814.27	4566.02	19911.5	899
142000	142	4.65047	27902.8	7038.94	4610.6	2717.08	2936.26	20402.5	901
143000	143	4.64114	27846.8	7351.67	4814.46	2873.3	2916.02	20195.3	903
144000	144	4.69027	28141.6	7506.7	4865.55	2807.85	4590.73	19915.7	908
145000	145	4.68975	28138.5	7606.36	4629.51	2736.14	4555.36	20048.2	913
146000	146	4.62488	27749.3	7268.04	4668.55	2836.1	3312.78	20011.7	915
147000	147	4.65825	27949.5	7254.95	4811.21	3078.96	3160.37	19963.7	917
148000	148	4.72921	28375.2	7265.8	5006.87	3014.5	3901.9	20045.3	921
149000	149	4.75377	28522.6	7446.71	4952.03	2867.98	5050.34	20349.7	928
150000	150	4.66651	27999	7254.11	4850.4	2898.07	3036.87	20549.1	930
151000	151	4.67242	28034.5	7178.08	4894.16	2833.05	5266.06	19787.3	936
152000	152	4.73137	28388.2	7358.76	4926.89	2863.38	2837.66	20074.4	937
153000	153	4.74166	28449.9	7510.25	4667.82	3043.49	3578.2	20540.2	940
154000	154	4.668	28008	7365.9	4757.22	2875.92	5218.58	20296.1	946
155000	155	4.67932	28075.9	7520.59	4969.42	2775.57	4195.23	20336.6	950
156000	156	4.62645	27758.7	7292.38	5033.44	2979.27	3015.89	20261.2	952
157000	157	4.73138	28388.3	7467.26	4917.54	3059.85	2398.08	20168.6	953
158000	158	4.85181	29110.9	7528.02	5106.05	3169.76	4793.32	20422.8	958
159000	159	4.73748	28424.9	7152.84	4583.82	3194.02	4448.29	20340.5	963
160000	160	4.71907	28314.4	7546.74	4598.47	3350.24	4000.85	20292.1	966
161000	161	4.73918	28435.1	7612.7	5117.48	3171.99	3934.03	20297.2	970
162000	162	4.69459	28167.5	7488.32	4676.43	3243.15	3766.36	20206.1	973
163000	163	4.78443	28706.6	7383.39	4834.64	3207.8	2411.04	20284.8	973
164000	164	4.71855	28311.3	7548.7	5066.85	3091.21	4679.76	20411.8	977
165000	165	4.63462	27807.7	7813.42	4874.72	3194.85	4995.64	20145.3	982
166000	166	4.74879	28492.7	7574.83	4834.63	3208.08	4875.03	20169.8	987
167000	167	4.62872	27772.3	7254.22	4438.27	3208.92	3134.88	20309.4	988
168000	168	4.74024	28441.4	7449.59	4701.17	3110.2	3281.03	20536.1	991
169000	169	4.76506	28590.4	7831.09	4927.23	3168.76	2483.99	20554.3	991
170000	170	4.75687	28541.2	7669.67	4610.02	3198.97	3676.95	20525.1	993
171000	171	4.85174	29110.5	7943.78	4719.67	3277.67	3296.3	20423.2	996
172000	172	4.71522	28291.3	7574.06	4865.55	3218.66	2490.57	19878	996
173000	173	4.67811	28068.7	7556.02	4818.67	3089.09	3484.32	20044.8	998
174000	174	4.73414	28404.8	7637.58	4664.45	3121	4296.39	20275.2	1001
175000	175	4.68806	28128.3	7643.42	4982.09	3423.84	4586.48	19970.2	1005
176000	176	4.70354	28221.3	7697.94	4829.21	3264.82	3849.13	20178.9	1008
177000	177	4.61655	27699.3	7240.94	4633.81	3291.5	3605.46	20411	1010
178000	178	4.75995	28559.7	7536.36	4845.91	3234.29	2790	20205.4	1011
179000	179	4.62795	27767.7	7828.62	4676.07	3386.26	2816.35	20302.7	1012
180000	180	4.78488	28709.3	7700.05	4760.83	3089.42	3835.64	20143.9	1015
181000	181	4.79254	28755.2	7678.28	5132.24	3194.46	2943.43	20369.3	1016
182000	182	4.62476	27748.6	7445.07	4652.79	3165.36	3197.04	20562.7	1019
183000	183	4.77143	28628.6	7826.97	4930.41	3161.44	4200.66	20278.6	1024
184000	184	4.80105	28806.3	7669.61	4693.71	3373.78	4443.96	20268.1	1029
185000	185	4.70615	28236.9	7258.32	4723.45	3307.95	3512.91	20538.5	1032
186000	186	4.75722	28543.3	7626.59	4910.9	3413.22	4327.4	20297.2	1036
187000	187	4.70178	28210.7	7298.96	4844.63	3460.92	3220.88	20212.8	1038
188000	188	4.80614	28836.9	7829.77	4655.32	3358.25	2947.18	20250.3	1039
189000	189	4.72405	28344.3	7670.1	4486.69	3177.12	4671.08	20095.8	1044
190000	190	4.69148	28148.9	7758.51	4853.77	3164.72	6155.46	19989.3	1051
191000	191	4.79383	28763	7431.37	5012.96	3228.1	3865.89	20297.7	1054
192000	192	4.80619	28837.1	7683.43	4845.19	3406.82	3656.44	20048.6	1056
193000	193	4.68193	28091.6	7674.57	4971.38	3172.57	4278.65	20101.3	1059
194000	194	4.72053	28323.2	7649.75	4764.65	3284.13	3113.37	19945	1060
195000	195	4.73472	28408.3	7905.41	4822.36	3291.01	4876.3	20001.5	1064
196000	196	4.82332	28939.9	7707.61	5036.11	3348.11	4447.64	20120.9	1068
197000	197	4.67313	28038.8	7762.11	4964.88	3328.37	4451.53	20339.8	1071
198000	198	4.70445	28226.7	7703.5	4914.04	3550.04	3022.73	20152	1072
199000	199	4.76938	28616.3	7698.78	4927.07	3399.1	4829.84	20355.7	1076
200000	200	4.77984	28679	7114.56	4570.61	3471.51	2464.57	20333.2	1076
201000	201	4.78022	28681.3	7870.49	4695.14	3487.65	3455.78	20170.2	1078
202000	202	4.75998	28559.9	8041.94	5147.11	3330.82	4139.39	20321.1	1081
203000	203	4.70706	28242.3	8060.38	4993.63	3325.05	3086.98	20170.8	1082
204000	204	4.64017	27841	7880.07	4879.28	3374.94	3369.22	19819.6	1084
205000	205	4.69955	28197.3	7618.46	4964.05	3435.06	3316.07	20098.8	1086
206000	206	4.81094	28865.6	7311.15	4688.95	3400.4	4090.22	20147.1	1089
207000	207	4.63126	27787.6	7592.53	4786.04	3199.98	3422.53	20118.8	1090
208000	208	4.7334	28400.4	7753.13	4560.11	3327.5	3293.93	20066	1091
209000	209	4.6961	28176.6	7882.33	4709.77	3399.34	2946.5	20068.4	1092
210000	210	4.78517	28711	7530.84	4761.6	3430.92	4241.63	19977.2	1097
211000	211	4.81482	28888.9	7317.47	4920.47	3328.26	3638.67	20407.1	1099
212000	212	4.76264	28575.8	7903.21	4883.05	3387.84	3964.06	20330.1	1102
213000	213	4.78876	28732.6	7756.11	5000.58	3547.37	3374.54	20357.4	1104
214000	214	4.74494	28469.6	7973.88	4892.25	3319.74	2547.22	20275.8	1104
215000	215	4.74681	28480.9	7507.38	4806.42	3601.14	4115.33	20212.2	1107
216000	216	4.83004	28980.3	7998.11	4788.15	3503.74	4815.1	20304.1	1112
217000	217	4.83116	28987	7642.97	4822.98	3484.62	5357.19	20000.2	1117
218000	218	4.72056	28323.4	7698.52	4921.67	3604.04	4641.4	20273.3	1120
219000	219	4.73098	28385.9	7589.25	4830.99	3610.18	4066.83	20300.3	1123
220000	220	4.65862	27951.7	7876.01	4796.61	3552.84	3071.36	20254.4	1124
221000	221	4.8111	28866.6	7707.67	4834.89	3519.34	3664.95	20396	1126
222000	222	4.76679	28600.7	7873.11	4612.54	3378.36	3393.68	20295.4	1127
223000	223	4.7516	28509.6	7950.37	4899.11	3542.27	2806.78	20420.4	1127
224000	224	4.7721	28632.6	7326.01	5140.18	3460.11	3596.57	20172.7	1129
225000	225	4.81318	28879.1	7745.46	4920.71	3562.63	4884.34	20666.7	1134
226000	226	4.7337	28402.2	8056.05	4994.52	3604.57	2600.85	20620.3	1134
227000	227	4.84713	29082.8	7641.94	5041.27	3279.44	3752.96	20722	1136
228000	228	4.79395	28763.7	8191.97	4843.13	3599.59	4109.1	20620.7	1139
229000	229	5.08289	30497.3	7864.78	4827.79	3903.34	3341.67	20263.7	1140
230000	230	4.68062	28083.7	8022.56	4967.52	3779.82	3751.95	20526.9	1142
231000	231	4.80844	28850.6	7786.71	4866.11	3583.72	4320.96	20616.9	1145
232000	232	4.83674	29020.5	8000.18	4589.8	3516.09	2850.37	20428.7	1146
233000	233	4.76733	28604	7998.55	4826.2	3673.95	2600.22	20246	1146
234000	234	4.73486	28409.2	7969.51	4674.39	3558.81	3574.2	20308.4	1148
235000	235	4.84448	29066.9	8035.87	4821.84	3737.98	3431.05	20573.3	1150
236000	236	4.7147	28288.2	8022.94	4877.11	3857.5	3819.28	20369.3	1152
237000	237	4.93866	29631.9	7789.24	4825.95	3825.33	4114.52	20308.7	1155
238000	238	4.669	28014	8032.41	4850.48	3713.28	2926.47	20439.1	1155
239000	239	4.6686	28011.6	7898.51	4802.62	3462.18	4109.8	20408.4	1158
240000	240	4.78099	28685.9	7880.22	4821.88	3648.39	3019.1	20262.4	1158
241000	241	4.89541	29372.4	7758.01	5000.84	3596.6	3828.61	20354.1	1159
242000	242	4.63701	27822.1	7953.85	4778.94	3829.59	5186.4	20319.8	1163
243000	243	4.83258	28995.5	7533.67	4719.85	3819.38	3742.38	19962.7	1166
244000	244	4.86765	29205.9	8075.02	4991.23	3704.61	4005.44	20581.8	1168
245000	245	4.70038	28202.3	8352.33	4958.09	3729.93	3784.8	20754.6	1170
246000	246	4.87548	29252.9	7787.84	5058.01	3922.54	3857.35	20477.1	1172
247000	247	4.81057	28863.4	7740.07	5003.58	3574.96	3956.78	20285.9	1174
248000	248	4.78831	28729.9	7454.59	5003.13	3828.32	4026.83	20522.9	1176
249000	249	4.76415	28584.9	8006.98	5105.48	3670.86	4562.42	20521.7	1179
250000	250	4.81584	28895	7933.16	5143.83	3734.72	3193.66	20407.4	1180
251000	251	4.80479	28828.7	7904.27	4819.42	3799.57	3620.93	20365.2	1181
252000	252	4.83555	29013.3	7790.79	4862.99	3773	3015.97	20244.2	1181
253000	253	4.78806	28728.4	7999.29	4879.75	3815.63	5149.39	20250.3	1186
254000	254	4.79071	28744.3	7807.9	4870.99	3723.9	4602.15	20173.4	1189
255000	255	4.73787	28427.2	7819.07	5063.23	3858.12	3023.67	20648.9	1190
256000	256	4.81182	28870.9	7346.91	4978.13	3628.65	3890.06	20420.3	1193
257000	257	4.95523	29731.4	8043.05	5112.78	3823.92	3229.47	20606.2	1194
258000	258	4.70988	28259.3	7717.37	4849.6	3746.83	3686.93	20464.8	1196
259000	259	4.80841	28850.5	7932.57	4893.84	3952.09	3872.74	20876.2	1198
260000	260	4.84296	29057.8	7765.16	4574.51	3896.63	4235.11	20254.9	1201
261000	261	4.67985	28079.1	8046.35	5124.5	3860.12	3627	20594.9	1202
262000	262	4.89188	29351.3	8134.5	4782.06	3860.2	4153.74	20425.9	1205
263000	263	4.85617	29137	8054.52	5119.99	3934.81	3667.87	20675	1206
264000	264	4.77595	28655.7	7851.75	5109.82	3971.03	3122.62	20819.1	1207
265000	265	4.76576	28594.6	7768.4	5034.35	3720.23	4265.17	20525.2	1210
266000	266	4.82202	28932.1	7577.62	4727.95	3814.51	3921.1	20764.4	1212
267000	267	4.84572	29074.3	8047.15	5243.64	3831.85	3169.26	20913.1	1213
268000	268	4.90382	29422.9	7752.73	4609.39	3966.37	4272.16	20489	1215
269000	269	4.73546	28412.8	7936.82	4969.67	3910.5	3433.3	21118	1217
270000	270	4.76079	28564.7	8277.59	4737.37	3796.84	2818.62	20865.4	1217
271000	271	4.81848	28910.9	7927.66	4885.35	3931.97	3366.67	20666.4	1218
272000	272	4.86167	29170	7776.39	5190.71	3864.47	3207.84	21327.6	1218
273000	273	4.75759	28545.6	7966.16	4755.25	3883.85	4812.09	20879.8	1221
274000	274	4.88646	29318.7	7747.65	5048.16	3889.32	4013.66	20970.9	1223
275000	275	4.85329	29119.8	7871.21	4804.83	3622.18	3819.94	20890.6	1225
276000	276	4.71029	28261.7	7949.65	4757.52	4002.09	3775.34	21065.6	1227
277000	277	4.82059	28923.5	7869.75	4653.67	3834.35	3643.04	21224.3	1228
278000	278	4.90394	29423.7	8084.21	4948.54	3911.12	3888.73	21139.5	1230
279000	279	4.69819	28189.1	8038.25	5022.99	3791.24	5108.81	20896.5	1234
280000	280	4.79165	28749.9	8204.68	5174.17	3969.07	3703.31	21211	1235
281000	281	4.91753	29505.2	7944.19	4787.1	3839.3	3017.87	21161.5	1235
282000	282	4.78751	28725.1	7729.86	4988.44	3952.09	4552.97	20949.6	1238
283000	283	4.84502	29070.1	7804.86	4970.29	4118.05	5346.52	20925	1243
284000	284	4.82085	28925.1	7869.58	4558.07	4094.35	3402.89	20868.8	1243
285000	285	4.89577	29374.6	7894.48	4934.2	3951.09	3851.49	20830.1	1245
286000	286	4.8762	29257.2	8330.41	4964.26	4307.42	4489.66	20722.6	1248
287000	287	4.67282	28036.9	8052.2	4749.29	4178.19	3271.66	20883.1	1249
288000	288	4.85251	29115	7630.51	4779.27	4127.71	5066.69	20766.1	1253
289000	289	4.82604	28956.3	7649.16	4584.4	3974.14	4901.05	20785.7	1257
290000	290	4.853	29118	8351.25	5009.43	4253.47	4224.31	20907.2	1259
291000	291	4.82676	28960.5	8296.66	5130.27	4139.84	3924.22	20921.6	1261
292000	292	4.79004	28740.2	8004.08	4860.88	4028.79	4463.59	20790.4	1264
293000	293	4.84734	29084	7771.4	4752.76	4069.83	3777.67	20719.9	1265
294000	294	4.79215	28752.9	8108.57	4951.9	4206.78	4167.83	20723.6	1267
295000	295	4.88585	29315.1	8231.2	5039.4	4138.47	5090	20714.4	1271
296000	296	4.88805	29328.3	7980.1	4791.9	4336.01	3912.64	20933.6	1273
297000	297	4.81404	28884.2	8032.84	5261.64	4178.68	3721.27	20402.7	1274
298000	298	4.89356	29361.4	7978.16	4883.73	4056.51	3356.13	20792.2	1275
299000	299	4.82018	28921.1	8094.84	4905.6	3959.14	4264.83	21097.2	1278
300000	300	4.86095	29165.7	7947.61	4955.31	4257.98	3449.38	21076.8	1279
301000	301	4.74334	28460	7800.81	4958.57	3975.09	3988.32	21264	1281
302000	302	4.928	29568	8029.74	4870.69	3972.49	5266.61	21011.2	1286
303000	303	7.84555	47073.3	10215.6	7884.39	4112.49	9418.59	22262.3	1290
304000	304	4.73221	28393.3	8022.28	5330.93	4267.56	4368.73	21000.8	1292
305000	305	4.67621	28057.3	8011.02	4865.86	4361.46	3055.3	20887	1292
306000	306	4.9155	29493	8014.78	5373.2	4322.48	3807.2	21137.4	1294
307000	307	4.78798	28727.9	7951.89	4884.81	4324.69	4095.6	21239.2	1297
308000	308	4.8927	29356.2	8004.86	4980.34	4211.56	3078.91	21003.1	1297
309000	309	4.91025	29461.5	7943.28	5239.16	4226.67	3309.33	21092.9	1298
310000	310	4.85355	29121.3	7971.11	4918.07	4399.37	3234.89	21216.1	1298
311000	311	4.79348	28760.9	8077.64	4726.67	4194.35	3394.59	21282.8	1298
312000	312	4.78372	28702.3	7780.23	4825.3	3949.4	3973.33	20903.7	1300
313000	313	4.9498	29698.8	8241.53	4998.07	4119.31	3261.93	21077.2	1301
314000	314	4.88443	29306.6	8223.81	5082.65	4210.69	4240.15	20933.9	1303
315000	315	4.94672	29680.3	7889.87	4737.61	4265.5	3525.37	21112.7	1304
316000	316	5.0298	30178.8	7809.41	5042.29	4289.45	3438.28	20753.3	1305
317000	317	4.90833	29450	8133.38	4954.55	4133.26	3365.35	20889.1	1305
318000	318	4.77223	28633.4	7937.96	4694.03	4141.12	3574.43	20939.6	1306
319000	319	4.78666	28719.9	7777.39	5139.57	4001.99	3622.48	20703.1	1307
320000	320	4.82876	28972.6	7947.21	5112.09	3985.48	3854.54	21392.7	1309
321000	321	4.7507	28504.2	7923.06	5167.05	4182.97	5274.86	21026.3	1314
322000	322	4.7997	28798.2	7808.08	4901.17	4373.47	3194.84	21356.5	1314
323000	323	4.80068	28804.1	8098.13	4737.17	4018.94	4247.68	20820.1	1316
324000	324	4.73201	28392.1	7402.67	4935.2	4167.66	3465.6	20762.5	1317
325000	325	5.05612	30336.7	8353.64	5105.75	4200.61	3751.33	21481.1	1318
326000	326	4.78707	28722.4	7958.71	4788.75	3983.8	4195.54	21177.7	1320
327000	327	4.94626	29677.6	7789.84	5022.37	4159.99	5077.62	20893.2	1324
328000	328	4.77247	28634.8	8106.15	5439.66	4322.12	4222.18	21163.6	1326
329000	329	4.95054	29703.3	7968.92	4649.59	4319.58	3145.83	20832.7	1326
330000	330	4.8712	29227.2	8038.36	4956.83	4166.59	3498.77	20795.8	1327
