step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	count_0
0	0	2.66784	16007	5260.21	4145.55	0	0	25269.5	0
1000	1	4.42682	26560.9	5398.99	4260.07	0	3186.85	25320.4	6
2000	2	4.35322	26119.3	5217.65	4568.72	16.9602	961.281	25441.5	8
3000	3	4.33906	26034.4	5189.53	4764.02	23.162	2943.8	25412	15
4000	4	4.41187	26471.2	5154.49	4557.57	29.6895	370.25	25488.2	16
5000	5	4.35838	26150.3	5297.88	4598.09	31.912	2294.21	25339.3	21
6000	6	4.36128	26167.7	5330.31	4304.91	39.1485	1582.52	25173.7	25
7000	7	4.37928	26275.7	5494.8	4630.96	55.6718	2267.41	25433.3	30
8000	8	4.51658	27099.5	5103.22	4442.63	49.1135	2266.96	25571.9	35
9000	9	4.38581	26314.8	5594.86	4434.36	78.6031	3379.25	25203.7	43
10000	10	4.45741	26744.5	5259.43	4274.42	84.2471	2266.79	25386.5	49
11000	11	4.41584	26495	5202.43	4411.74	104.501	3223.28	24717.3	57
12000	12	4.38358	26301.5	5322.15	4285.07	95.7736	2360.86	24779.5	63
13000	13	4.44083	26645	5382.78	4674.32	148.403	2910.38	24991.3	69
14000	14	4.51723	27103.4	5550.17	4366.48	176.719	2553.16	24781	74
15000	15	4.41809	26508.5	5258.07	4669.24	139.53	3513.81	24671.6	83
16000	16	4.5594	27356.4	5715.44	4205.67	183.447	2958.43	24320.4	89
17000	17	4.36971	26218.2	5215.29	4357.51	200.929	4961.64	24447	103
18000	18	4.43569	26614.1	5344.65	4732.62	242.929	1834.13	24691.9	107
19000	19	4.45074	26704.5	5714.46	4524.08	243.72	1613.32	24831.2	110
20000	20	4.41878	26512.7	5451.4	4317.66	191.871	3190.02	24651.4	118
21000	21	4.3919	26351.4	5804.89	4456.79	264.379	3910.21	24767.3	126
22000	22	4.43188	26591.3	5529.83	4531.28	268.467	1734.72	24008.6	130
23000	23	4.42529	26551.7	5693.93	4533.78	289.93	1654.77	23885.9	133
24000	24	4.45961	26757.7	5463.39	4475.18	313.577	3438.8	23945.8	140
25000	25	4.52617	27157	5858.7	4818.65	317.174	2038.45	24108.2	145
26000	26	4.4103	26461.8	5565.36	4330.97	307.804	886.06	23851.2	146
27000	27	4.42002	26520.1	5402.73	4542.66	322.046	2431.8	24104.8	150
28000	28	4.41785	26507.1	5865.51	4444.59	376.515	1207.47	24077.7	153
29000	29	4.42184	26531	5713.51	4445.32	338.257	3112.43	23918.2	160
30000	30	4.50164	27009.8	5539.03	4552.42	397.566	3735.49	24304.3	168
31000	31	4.50406	27024.3	5651.35	4154.44	369.952	2309.6	23745.7	172
32000	32	4.47394	26843.6	5854.27	4184.1	440.777	3673.31	24150.5	178
33000	33	4.41641	26498.5	5846.64	4538.2	412.933	2247.55	23951.6	182
34000	34	4.52657	27159.4	5677.12	4327.4	469.977	3091.81	24036.3	188
35000	35	4.39541	26372.5	5417.76	4371.79	489.389	3500.02	23792.5	195
36000	36	4.40528	26431.7	5738.81	4655.47	458.037	2148.53	23293.6	198
37000	37	4.38475	26308.5	5900.23	4359.4	449.058	1690.68	23575.1	201
38000	38	4.46215	26772.9	5927.71	4539.64	473.127	3258.02	23489	207
39000	39	4.3693	26215.8	6119.98	4586.25	496.153	1913.6	23694.5	210
40000	40	4.56005	27360.3	6116.68	4375.56	545.361	2234.94	23595.3	214
41000	41	4.45531	26731.9	5738.18	4482.33	552.762	3709.86	23720	222
42000	42	4.36044	26162.7	5840.39	4478.12	544.742	1923.47	22901.5	225
43000	43	4.50577	27034.6	5863.29	4390.18	612.088	2777.98	23246.2	230
44000	44	4.4622	26773.2	6005.47	4359.3	603.741	4449.23	23221.5	239
45000	45	4.47481	26848.8	5646.82	4356.87	616.697	2862.67	23307.8	244
46000	46	4.49622	26977.3	5973.39	4294.79	603.717	2490.47	23086.7	249
47000	47	4.43434	26606.1	5847.48	4649.49	612.314	1952.3	22808.6	252
48000	48	4.51371	27082.3	5994.43	4638.24	629.902	1051.23	23105.1	253
