step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	count_0
89000	89	5.00502	30030.1	8139.43	5169.57	5228.57	6497.28	22614.1	1644
90000	90	4.92355	29541.3	7978.08	5147.11	5268.83	6049.39	22616.9	1649
91000	91	5.04574	30274.5	8055.68	5203.95	5156.29	7499.18	22530.2	1656
92000	92	4.81759	28905.5	7719.22	5228.81	5341.16	4918.3	22808.5	1658
93000	93	4.95576	29734.6	7794.46	5426.17	5362.21	6658.14	22464.6	1663
94000	94	4.98584	29915.1	7458.84	4891.77	5440.61	5051.03	22690.5	1665
95000	95	4.91327	29479.6	7625.05	5187.29	5480.21	6114.49	22845	1669
96000	96	4.91623	29497.4	7904.36	4866.62	5245.13	4709.79	22882.7	1670
97000	97	5.02984	30179	7838.73	5187.42	5242	5725.22	22400	1675
98000	98	4.98376	29902.6	7783.65	5270.99	5486.08	4463.18	22587.4	1676
99000	99	4.99203	29952.2	7906.01	5494.81	5327.1	5571.23	22691.4	1679
100000	100	4.97935	29876.1	7394.8	4826.73	5205.59	4495.69	22789.2	1680
101000	101	4.89885	29393.1	7418.48	4901.25	5368.21	6635.38	22590.3	1686
102000	102	5.01404	30084.2	7807.75	5130.81	5479.26	4990.9	22520.3	1688
103000	103	4.92274	29536.4	7941.29	5003.8	5361.43	4152.85	22692	1689
104000	104	4.9306	29583.6	7667.2	5074.13	5422.29	5226.57	23283.3	1692
105000	105	5.19946	31196.7	7465.88	5149.49	5477.75	5216.56	22797.6	1695
106000	106	4.93789	29627.3	7550.97	5092.17	5436.88	5771.43	22779.9	1699
107000	107	4.97794	29867.6	7905.36	5227.02	5306.88	5194.34	22868	1701
108000	108	4.99139	29948.3	7785.9	5097.84	5652.04	4828.22	22949.5	1702
109000	109	4.97202	29832.1	7740.05	5184.59	5384.08	5142.35	23028.6	1704
110000	110	4.97315	29838.9	7680.79	5316.91	5276.69	6542.87	23100.6	1709
111000	111	4.9477	29686.2	7483.95	5269.47	5362.01	4544.26	23007.7	1710
112000	112	4.9712	29827.2	7547.02	4947.22	5331.71	6171.47	23059	1715
113000	113	4.85406	29124.4	7569.37	5106.77	5379.78	6037.59	23239	1719
114000	114	4.81745	28904.7	7937.22	5049.12	5462.49	4797	23188.2	1720
115000	115	5.0307	30184.2	7808.64	4907.56	5479.61	5045.66	23198.9	1722
116000	116	4.98119	29887.1	7908.1	5021.63	5440.2	5689.55	23030.2	1725
117000	117	4.94937	29696.2	7741.56	5039.24	5598.25	6133.85	23109.9	1729
118000	118	5.009	30054	7609.49	4846.37	5601.18	5492.61	22854.8	1731
119000	119	4.92538	29552.3	7898.45	5198.88	5646.04	4741.97	23296	1732
120000	120	4.93192	29591.5	7472.18	4951.88	5493.19	4228.28	23307.6	1732
121000	121	4.97608	29856.5	7586.08	5253.94	5364.51	4285.64	23027.6	1733
122000	122	5.13517	30811	7782.1	5025.8	5139.16	6452.31	23202	1737
123000	123	5.04325	30259.5	7645.98	4714.23	5522.36	4288.22	23379.7	1737
124000	124	4.99928	29995.7	7414.82	4973.11	5459.01	5110.78	23157.9	1738
125000	125	4.85514	29130.9	7535.37	5025.01	5580.84	4628.97	23528.8	1739
126000	126	5.0389	30233.4	7498.71	5045.68	5585.56	4809.95	23560.6	1740
127000	127	5.0639	30383.4	7714.72	5001.88	5481.07	5126.51	23254.2	1742
128000	128	4.94896	29693.8	7736.41	5090.72	5483.3	4741.05	23058.6	1743
129000	129	4.93675	29620.5	7884.97	5599.35	5609.11	5874.61	23144.6	1746
130000	130	4.89514	29370.9	7567.73	4962.94	5654.51	4539.65	23527.3	1747
131000	131	4.99015	29940.9	7601.82	4926.41	5608.39	4687.36	23395.8	1748
132000	132	5.01443	30086.6	7578.17	4953.64	5432	4994.62	23257.2	1750
133000	133	4.93805	29628.3	7827.61	5034.46	5696.72	5093.28	22997.8	1752
134000	134	4.95203	29712.2	7553.31	4873.37	5829.2	4685.95	23214.3	1753
135000	135	4.9416	29649.6	7614.53	5246.53	5690.1	4640.29	23379.7	1754
136000	136	5.09765	30585.9	7614.1	5154.53	5635.4	4760.3	23375.9	1755
137000	137	4.97371	29842.3	7868.29	4924.89	5897.16	4039.05	23064.7	1755
138000	138	4.81842	28910.5	7600.66	5025.33	5743.45	4938.98	23103	1757
139000	139	4.97119	29827.1	7919.4	5023.52	5641.19	4349.95	22953.5	1757
140000	140	5.08808	30528.5	7846.23	5321.75	5674.58	4532.62	23283.9	1758
141000	141	4.89827	29389.6	7853.84	4887.28	5712.97	4390.91	23178.2	1758
142000	142	5.05589	30335.4	7930.69	5265.91	5930.21	4609.42	22905.1	1759
143000	143	4.93452	29607.1	7784.03	4837.1	6038.09	5736.62	23345.3	1762
144000	144	4.91405	29484.3	7689.29	4798.99	5798.59	5564.89	23236.4	1765
145000	145	4.94776	29686.6	7635.85	5140.09	5773.93	4417.57	23102.8	1765
146000	146	4.8807	29284.2	8066.28	5407.56	5825.85	4747.99	23175.7	1766
147000	147	4.86116	29166.9	7636.71	4813.58	5715.65	4273.85	23155.7	1766
148000	148	4.94931	29695.8	7879.86	4956.51	6020.01	4689.16	23409.4	1767
149000	149	5.02537	30152.2	7926.95	4797.11	5710.12	4626.31	23394.1	1767
150000	150	4.93221	29593.3	7608.57	4775.02	5825.67	4848.38	23208.7	1768
151000	151	4.94197	29651.8	7936.27	5245.57	5728.05	5732.6	22897.3	1771
152000	152	4.84778	29086.7	7690.87	4878.88	5624.56	4371.62	23103.1	1771
153000	153	4.9673	29803.8	7426.36	5039.41	5781.27	5362.74	23563.8	1774
154000	154	4.96081	29764.8	7370.96	4995.19	5741.61	4272.62	23435.1	1774
155000	155	5.00341	30020.5	7476.07	5181.55	5494.83	4711.63	23197.3	1775
156000	156	4.95227	29713.6	8232.8	5005.85	5836.12	5648.58	23122.6	1778
157000	157	5.04766	30286	7445.99	5212.53	5654.85	4393.76	23225	1778
158000	158	6.16848	37010.9	8652.36	6501.31	5756.3	5913.8	23490.2	1779
159000	159	5.03676	30220.6	7618.76	5308.43	5644.2	5366.34	23153.4	1781
160000	160	5.11054	30663.3	7990.2	5027.71	5702.45	4354.62	23428.3	1781
161000	161	5.61573	33694.4	8034.28	6833.12	5590.43	5107.98	23508.6	1782
162000	162	4.9796	29877.6	7643.59	5086.89	5675	4920.77	23509.6	1784
163000	163	4.89012	29340.7	7589.35	4863.61	5837.64	4287.85	23809.2	1784
164000	164	5.01776	30106.6	7698.02	4873.24	5908.4	4497.29	23358.3	1785
165000	165	4.94524	29671.5	7661.71	5278.4	5567.79	5954.74	23405.3	1788
166000	166	5.02025	30121.5	7624.46	4983.5	5680.29	5212.72	23703.2	1789
167000	167	4.92777	29566.6	7558.82	5170.78	5607.52	4780.44	23436.9	1790
168000	168	4.89765	29385.9	7890.96	4901.79	5600.38	4901.78	23260.7	1791
169000	169	5.00929	30055.7	7705.1	5233.61	5687.46	4332.34	23274.2	1791
170000	170	5.0272	30163.2	7377.42	4930.57	5734.88	4616.71	23277	1791
171000	171	4.89764	29385.9	7646.56	4789.08	5685.81	5410.26	23464.4	1793
172000	172	4.89313	29358.8	7801.16	5069.27	5548.17	4780.87	23128.1	1794
173000	173	4.99373	29962.4	7524.27	5010.75	5424.27	4851.03	23300.1	1795
174000	174	5.02645	30158.7	7847.74	5157.04	5712.55	5418.48	23510.3	1797
175000	175	4.9372	29623.2	7896.17	5323.5	5841.37	4695.93	23300.9	1798
176000	176	4.97434	29846	7835.63	5009.15	5806.16	5990.58	23574.9	1802
177000	177	5.07763	30465.8	7920.33	5153.69	5820.88	5079.06	23597	1803
178000	178	5.10415	30624.9	7705.65	5189.58	5655.06	4566.12	23476.7	1803
179000	179	4.97119	29827.1	7704.67	5309.28	5942.91	4874.59	23810.5	1804
180000	180	4.91329	29479.8	7409.61	5282.9	5844.84	4411.08	23398.8	1805
181000	181	5.11647	30698.8	7740.64	5389.48	5688.87	4483.9	23928.3	1805
182000	182	4.98802	29928.1	7733.78	4712.28	5585.61	4428.66	23924.2	1805
183000	183	4.9919	29951.4	7978.63	5083.59	5711.67	4937.56	23590.4	1806
184000	184	4.89973	29398.4	7673.6	4895.37	6079.14	4631.75	23364.7	1807
185000	185	4.9017	29410.2	7514.52	5171.97	5704.41	4560.71	23564.5	1807
186000	186	4.89122	29347.3	7541.04	5322.1	5692.99	4515.33	23622.1	1807
187000	187	5.03923	30235.4	7399.67	5161.09	5812.19	4599.88	23629.1	1808
188000	188	4.87592	29255.5	7467.04	5295.78	6004.13	5087.38	23634.1	1810
189000	189	5.05156	30309.3	7556.67	5028.6	5895.68	4581.95	23217.5	1811
190000	190	5.11838	30710.3	7817.73	5470.15	5825.27	4330.08	23484.6	1811
191000	191	5.04565	30273.9	7737.5	4779.79	5969.14	4608.51	23324.3	1811
192000	192	4.98553	29913.2	7496.13	4820.59	6070.41	4893.51	23760.2	1812
193000	193	4.9248	29548.8	7483.65	4931.81	6119.31	4410.22	23957	1812
194000	194	5.07084	30425	7673.26	5496.53	5935.08	4534.85	23432.4	1812
195000	195	5.03903	30234.2	7816.18	5007.33	6079.01	4732.04	23680.3	1812
196000	196	4.90632	29437.9	7187.1	5353.28	5793.45	4778.02	23588.5	1813
197000	197	4.88584	29315	7678.5	4914.16	5965.21	4336.28	23157.1	1813
198000	198	4.95687	29741.2	7577.11	4933.12	5776.95	4730.7	23433.1	1814
199000	199	4.85255	29115.3	7471.09	4871.88	5620.9	4375.54	23694.9	1814
200000	200	4.90916	29454.9	7413.11	5086.19	5667.99	4236.35	23685.5	1814
201000	201	5.06287	30377.2	7596.25	4839.47	5780.62	4686.84	23440.6	1815
202000	202	5.06763	30405.8	7845.07	4915.35	5761.64	4581.77	23555.2	1816
203000	203	4.93167	29590	7750.64	5171.01	5736.25	5156.6	23369.8	1818
204000	204	4.89821	29389.3	7656.7	5154.89	5877.31	4360.08	23677.1	1818
205000	205	4.95742	29744.5	7787.93	4890.76	5717.13	4243.43	23766.7	1818
206000	206	4.8807	29284.2	7816.66	5166.85	5956.68	4410.37	24119.8	1818
207000	207	4.97183	29831	7365.32	5047.05	5746.14	4258.05	23465	1818
208000	208	4.9048	29428.8	7478.51	5167.48	5753.3	5036.74	23810.6	1819
209000	209	4.96225	29773.5	7487.91	5208.97	5793.25	4480.94	23438.1	1819
210000	210	4.99426	29965.6	7777.74	5320.38	5889.03	4819.32	23642.9	1820
211000	211	5.03261	30195.6	7840.05	4881.23	5650.45	4934.27	23597.2	1821
212000	212	5.04371	30262.2	7666.58	5213.86	5681.88	4847.97	23622.8	1822
213000	213	4.8914	29348.4	7590.47	5322.94	5528.45	4674.75	23824.1	1822
214000	214	4.80206	28812.3	7464.95	5097.33	5751.18	4691.17	23427.9	1822
215000	215	4.90807	29448.4	7300.71	5002.16	5967.74	4357.56	23568.5	1822
216000	216	4.98746	29924.8	7633.25	5090.43	5932.15	5013.7	23801.7	1823
217000	217	4.9368	29620.8	8032.79	4907.04	5923.59	4630.02	23622	1824
218000	218	4.95583	29735	7801.74	5123.71	5964.01	4474.27	23640.4	1824
219000	219	4.94908	29694.5	7824.67	5109.85	5946.56	4749.71	23662.7	1825
220000	220	4.99919	29995.2	7603.68	5179.66	5704.03	4378.62	23522.6	1825
221000	221	4.94863	29691.8	7880.97	5155.88	5911.73	4455.6	23704.9	1825
222000	222	4.91495	29489.7	7652.82	5024.38	6081.21	4549	23702.4	1825
223000	223	5.05837	30350.2	7761.02	4937.84	5852.37	4552.65	23741.7	1826
224000	224	4.94565	29673.9	7713.74	5011.04	6047.92	5444.04	23685.1	1828
225000	225	4.84979	29098.8	7367.93	5138.56	5957.31	5246.31	23713.3	1829
226000	226	5.15141	30908.4	7675.85	5051.52	5800.61	4651.94	23842.4	1829
227000	227	4.88874	29332.5	7678.57	5050.65	5893.73	5051.07	23878.3	1830
228000	228	5.03294	30197.7	7710	4810.38	5823.1	5325.89	23709.2	1832
229000	229	4.93426	29605.6	7721.2	5082.24	6002.51	4373.23	23758.4	1832
230000	230	5.00168	30010.1	7649.15	5029.98	5894.14	4690.44	23900.8	1832
231000	231	5.00827	30049.6	7737.56	5082.44	5831.58	5233.8	23802.5	1834
232000	232	4.97952	29877.1	7338.44	4901.55	5980.72	4752.09	23924	1835
233000	233	4.91426	29485.6	7520.86	4947.69	6016.7	4214.43	23905.3	1835
234000	234	4.83674	29020.5	7405.61	4736.78	5770.33	4816.34	24023.6	1836
235000	235	4.90706	29442.4	7731.4	5156.96	5964.63	4934.93	23761	1837
236000	236	5.02946	30176.7	7873.22	5269.43	5945.27	4394	23959.3	1837
237000	237	5.12437	30746.2	7907.14	5134.4	5934.76	4458.11	23871.6	1837
238000	238	5.08847	30530.8	8490.31	5527.41	5911.89	4846.92	24214.9	1838
239000	239	4.87008	29220.5	7499.71	4974.56	6105.82	4766.88	23734.2	1839
240000	240	5.06463	30387.8	7375.81	5008.19	5807.29	5100.11	23972.2	1840
241000	241	4.86148	29168.9	7425.19	5004.02	5758.09	4908.83	23594.4	1841
242000	242	4.87115	29226.9	7769.99	5195.67	5641.39	4584.39	23614.6	1841
243000	243	4.94591	29675.4	7303.74	5127.55	5602.79	4684.25	23931.2	1841
244000	244	4.87843	29270.6	7739.66	5045.98	5788.08	4398.33	23911.9	1841
245000	245	4.96336	29780.1	7247.09	5195.75	5726.13	4864.2	23563.5	1842
246000	246	4.80949	28857	7762.98	5077.09	5767.35	4369.1	23826.6	1842
247000	247	4.89902	29394.1	7632.99	4967.61	5900.92	4738.12	23512.4	1843
248000	248	4.8306	28983.6	7454.9	5045	5716.69	5297.22	23525.6	1845
249000	249	4.90648	29438.9	7308.61	4763.33	5806.85	5207.33	23768.3	1847
250000	250	4.87946	29276.8	7502.65	5037.16	5743.51	4538.52	23808.6	1847
251000	251	4.95223	29713.4	7415.72	5119.13	5836.68	4865.66	23572.8	1848
252000	252	4.93971	29638.2	7729.49	5098.5	5726.68	4432.06	23952.1	1848
253000	253	4.85829	29149.8	7372.69	4950.85	5715.63	4401.07	23749.5	1848
254000	254	4.92162	29529.7	7495.76	5277.75	5908.69	4548.79	23727	1848
255000	255	4.98626	29917.5	7374.95	5241.3	5779.87	4737.68	23701.9	1848
256000	256	4.85785	29147.1	7504.5	5189.62	5775.97	4996.98	23714.8	1849
257000	257	5.02364	30141.8	7445.35	4975.28	5656.54	4230.48	24127.1	1849
258000	258	4.93039	29582.3	7707.5	5105.11	5754.25	4586.61	24129.9	1849
259000	259	4.99821	29989.3	7495.65	5071.67	5866.82	5122.87	24088.6	1850
260000	260	4.85159	29109.6	7850.57	5315.44	5906.89	4388.41	23868.6	1850
261000	261	4.95838	29750.3	8103.28	5178.35	5755.25	4598.41	24233.3	1850
262000	262	5.00817	30049	7816.58	4776.12	5954.7	4663.42	24028.3	1851
263000	263	5.03691	30221.5	7360.3	5101.57	5939.91	4366.02	23766.6	1851
264000	264	4.86973	29218.4	7744.25	5237.64	5768.48	5630.27	23830.5	1853
265000	265	5.02985	30179.1	7778.59	5170.12	5850.08	4588.21	23762.3	1853
266000	266	4.92026	29521.6	7197.25	4926.2	5769.24	4344.55	24071.7	1853
267000	267	5.12495	30749.7	7688.87	5121.32	5883.41	4761.78	24108.1	1853
268000	268	4.8963	29377.8	7486.64	5071.44	5700.39	4377	24289.6	1853
269000	269	4.92214	29532.8	7680.82	4971.97	5747.27	4536.06	24316.3	1853
270000	270	4.99977	29998.6	7712.9	5095.67	5925.39	4456.1	24083.9	1853
271000	271	4.92039	29522.3	7730.58	5074.67	5780.64	4464.67	24042.7	1853
272000	272	4.83925	29035.5	7727.62	4657.33	5809.97	4586.48	24016.7	1853
273000	273	5.01518	30091.1	7522.92	5081.07	5647.19	4556.99	23843.6	1853
274000	274	4.98747	29924.8	7719.5	5170.21	5935.06	4265.36	24167.2	1853
275000	275	4.97146	29828.7	7569.48	5229.46	5524.25	4697.26	23772.5	1853
276000	276	4.89194	29351.6	7368.93	5086.45	5928.93	4416.76	23820.7	1853
277000	277	5.01325	30079.5	7708.28	4958.38	5855.67	5162.86	23700.4	1854
278000	278	4.95766	29745.9	7705.67	5016.71	5982.59	4566.75	24100	1854
279000	279	4.91898	29513.9	7699.03	5289.1	5824.73	4333.84	24060.5	1854
280000	280	4.98325	29899.5	7490.2	5210.14	5771.87	5148.78	24352.8	1855
281000	281	4.96576	29794.6	7527.08	4903.96	5930.22	4582	23953.6	1855
282000	282	4.96181	29770.9	7469.51	4908.13	5833.95	4645.05	24248.2	1855
283000	283	5.04323	30259.4	7378.24	5004.64	5770.14	5102.19	23927.3	1856
284000	284	4.9667	29800.2	8055.88	5002.87	5853.04	4460.35	23981.2	1856
285000	285	5.04697	30281.8	7626.57	5095.24	5706.57	4795.5	23817.8	1857
286000	286	4.96133	29768	7489.91	5174.96	5779.52	4432.76	23967.9	1857
287000	287	4.91518	29491.1	7728.19	5318.17	5932.26	4835.73	23836.2	1858
288000	288	4.96317	29779	7906.31	5170.5	5867.35	4321.36	23869.9	1858
289000	289	4.95428	29725.7	7909.81	5123.31	5915.53	4666.61	24062.7	1858
290000	290	4.95495	29729.7	7562.62	5129.45	5867.02	4453.19	24223.8	1858
291000	291	4.90675	29440.5	7486.44	4866.15	5923.64	4850.74	24237.3	1859
292000	292	4.92156	29529.4	7704.68	5182.66	5753.66	4605.33	24382.8	1859
293000	293	4.94284	29657	7799	5161.58	5821.01	5187.36	24184.5	1860
294000	294	4.98932	29935.9	7930.97	5182.49	5979.12	4652.75	24041.3	1860
295000	295	4.90168	29410.1	7608.36	4945.54	5796.05	4579.21	23975.4	1861
296000	296	4.90788	29447.3	7386.46	5243.43	5930.12	4670.86	24058.2	1861
297000	297	4.90112	29406.7	7644.24	5143.75	5633.45	4402.26	24161.1	1861
298000	298	4.82365	28941.9	7710.71	5050.6	5970.22	4369.1	24222.5	1861
299000	299	4.90701	29442.1	7442.74	5319.55	5821.97	4579.11	23932.2	1861
300000	300	4.89532	29371.9	7233.19	4835.64	5659.39	4629.18	24200.2	1861
301000	301	5.04656	30279.4	7732.47	4882.94	5699.36	4325.87	24234.2	1861
302000	302	4.93438	29606.3	7483.39	4910.4	5884.5	4564.91	24087.7	1861
303000	303	4.88435	29306.1	7181.43	4957.58	5692.61	4531.46	23934	1861
304000	304	4.78569	28714.1	7581.07	4785.43	5827.44	4399.03	24021	1861
305000	305	4.96339	29780.3	7530.33	4955.2	6014.63	4551.87	24446.9	1861
306000	306	5.01633	30098	7716.4	5203.9	5922.62	4536.19	24254.1	1861
307000	307	4.96103	29766.2	7796.14	5011	6225.3	4526.33	24164.8	1861
308000	308	4.96962	29817.7	7724.3	5110.1	5832.86	4491.15	23944.9	1861
309000	309	5.0448	30268.8	7733.3	4917.66	6104.75	4560.03	24193.2	1862
310000	310	5.0035	30021	7873.49	5149.22	6027.08	4590.17	24054.1	1862
311000	311	5.09179	30550.7	7559.73	4745.36	5757.87	4548.31	23812.3	1862
312000	312	4.87087	29225.2	7441.54	5181.47	5835.97	5001.61	23698.7	1862
313000	313	4.93031	29581.8	7709.95	5034.15	5793.87	4209.52	23814.2	1862
314000	314	4.8963	29377.8	7649.29	4875.52	5763.29	4927.01	23962.7	1863
315000	315	4.88196	29291.7	7186.01	4918.88	5844.04	4717.54	23925.4	1863
316000	316	4.9338	29602.8	7703.56	4870.2	6126.96	4821.15	23712.6	1863
317000	317	4.93951	29637	7765.58	5183.08	5976.06	4768.98	24018.9	1863
318000	318	4.87615	29256.9	7332.2	4970.19	5942.99	5033.25	23842.6	1864
319000	319	4.85868	29152.1	7497.78	5037.47	6123.24	4516.3	24039.2	1864
320000	320	5.05538	30332.3	7590.32	4696.87	6114.59	5078.14	23983.4	1865
321000	321	5.07948	30476.9	7772.23	4964.09	6084.78	4738.56	24380.4	1865
322000	322	4.94356	29661.4	7583.59	5164.98	5842.05	4639.12	23914	1865
323000	323	5.04253	30255.2	7772.01	5306.55	5939.85	4971.91	24043.4	1866
324000	324	5.05655	30339.3	7746.98	5194.31	6021.56	4515.93	24020.2	1866
325000	325	4.9752	29851.2	7471.59	4940.99	5919.35	4595.62	24278.6	1867
326000	326	5.15378	30922.7	7479.91	4908.37	5959.93	4668.1	24337.7	1867
