step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	count_0
0	0	2.66784	16007	5260.21	4145.55	0	0	25269.5	0
1000	1	4.35952	26157.1	5549.93	4439.39	0	6443.26	24874.1	18
2000	2	4.37895	26273.7	4963.63	4180.05	50.9361	10006.9	26118	40
3000	3	4.4523	26713.8	5490.81	4625.31	104.382	4316.62	25021.3	53
4000	4	4.37699	26261.9	5552.5	4475.95	109.43	8987.37	25003	74
5000	5	4.50215	27012.9	5352.24	4379.94	185.192	11328.4	25317.4	100
6000	6	4.40991	26459.5	5540.61	4229.36	238.872	7541.76	24641.6	118
7000	7	4.44681	26680.9	5556.88	4487.25	296.368	8864.48	24105.7	136
8000	8	4.35501	26130	5680.35	4482.48	303.607	10146.4	23791.4	161
9000	9	4.42126	26527.5	5844.84	4540.22	428.139	9879.49	23786	183
10000	10	4.48988	26939.3	5976.45	4583.3	507.987	5379.31	23450.2	194
11000	11	4.39593	26375.6	6192.78	4404.06	477.381	7841.98	23650.6	209
12000	12	4.4818	26890.8	5907.78	4626.23	532.203	8240.13	23281.8	229
13000	13	4.40642	26438.5	5820.32	4600.43	673.253	9527.61	23209.1	249
14000	14	4.44874	26692.4	5854.39	4589.43	626.967	6938.57	23382.5	266
15000	15	4.50639	27038.3	5934.94	4465.12	683.832	6333.18	23456.2	277
16000	16	4.43256	26595.4	5986.46	4537.7	704.533	6328.64	23080.9	289
17000	17	4.53428	27205.7	6107.3	4254.56	813.262	6546.71	22674.1	305
18000	18	4.49146	26948.7	5840.75	4524.66	836.026	10025.3	22743.3	326
19000	19	4.395	26370	6209.76	4320.63	1022.14	7020.92	23150	341
20000	20	4.4874	26924.4	5626.08	4484.7	1028.91	6871.96	22117.2	356
21000	21	4.53109	27186.5	6104.42	4207.03	1040.21	10448.3	22345.4	378
22000	22	4.41308	26478.5	5791.23	4425.51	1142.84	6936.51	22665.7	394
23000	23	4.39072	26344.3	6154.75	4624.47	1112.79	6883.45	22686.9	409
24000	24	4.52699	27162	6027.62	4527.13	1170.18	7997.52	22116	426
25000	25	4.52812	27168.7	6046.62	4550.61	1259.29	4705.37	22652.7	434
26000	26	4.48035	26882.1	6505.08	4601.46	1323.89	7854	21904.1	449
27000	27	4.4917	26950.2	6385.48	4651.31	1319.69	5642.31	22237	460
28000	28	4.59932	27595.9	6490.55	4597.47	1328.5	8496.57	22213.7	478
29000	29	4.47431	26845.8	6466.38	4890.21	1448.82	6144.14	21899.9	491
30000	30	4.46357	26781.4	6628.37	4466.82	1402.06	6707.3	21343.6	505
31000	31	4.49763	26985.8	6771.48	4559.71	1559.98	7945.69	21647.6	522
32000	32	4.46838	26810.3	6714.01	4762.42	1552.11	5033.48	21757.4	533
33000	33	4.51517	27091	6549.4	4621.26	1754.27	7395.99	21235.1	548
34000	34	4.5566	27339.6	6701.36	4635.66	1578.68	7313.91	21446.2	562
35000	35	4.51981	27118.9	6730.37	4582.6	1776.55	6531.84	21252.6	574
36000	36	4.49799	26987.9	6847.53	4470.11	1640.67	11019.6	21106.6	595
37000	37	4.67628	28057.7	6830.36	4645.52	1817.54	6015.09	21304.6	606
38000	38	4.52462	27147.7	6731.82	4480.06	1914.34	8621.46	21141.7	623
39000	39	4.55998	27359.9	6739.48	4500.5	1894.62	6045.81	21386.8	632
40000	40	4.55039	27302.3	6538.55	4734.65	1956.39	4850.54	20834.5	640
41000	41	4.58799	27528	7092.51	4947.17	2092.11	7579.56	20770.5	655
42000	42	4.61694	27701.6	7085.12	4363.13	2069.62	7124.47	21135.7	667
43000	43	4.59642	27578.5	7185.87	4667.34	2081.35	4935.82	21306.3	675
44000	44	4.64084	27845	7158.77	4852.35	2010.5	7587.03	21403.9	689
45000	45	4.54071	27244.3	7065.48	4480.43	2046.51	6656.19	20940.6	699
