# t cr num_loops avg_loops
6.500000000000000000e+04 1.640000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
6.600000000000000000e+04 1.642000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
6.700000000000000000e+04 1.646000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
6.800000000000000000e+04 1.650000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
6.900000000000000000e+04 1.655000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.000000000000000000e+04 1.656000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.100000000000000000e+04 1.662000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.200000000000000000e+04 1.662000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.300000000000000000e+04 1.665000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.400000000000000000e+04 1.665000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.500000000000000000e+04 1.666000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.600000000000000000e+04 1.665000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.700000000000000000e+04 1.667000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.800000000000000000e+04 1.670000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
7.900000000000000000e+04 1.671000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.000000000000000000e+04 1.678000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.100000000000000000e+04 1.683000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.200000000000000000e+04 1.681000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.300000000000000000e+04 1.680000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.400000000000000000e+04 1.683000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.500000000000000000e+04 1.684000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.600000000000000000e+04 1.686000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.700000000000000000e+04 1.684000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.800000000000000000e+04 1.686000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
8.900000000000000000e+04 1.688000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
9.000000000000000000e+04 1.687000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
9.100000000000000000e+04 1.690000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
9.200000000000000000e+04 1.692000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
9.300000000000000000e+04 1.694000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
9.400000000000000000e+04 1.698000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
9.500000000000000000e+04 1.700000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
9.600000000000000000e+04 1.702000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
9.700000000000000000e+04 1.703000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
9.800000000000000000e+04 1.704000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
9.900000000000000000e+04 1.709000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.000000000000000000e+05 1.710000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.010000000000000000e+05 1.711000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.020000000000000000e+05 1.711000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.030000000000000000e+05 1.712000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.040000000000000000e+05 1.713000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.050000000000000000e+05 1.715000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.060000000000000000e+05 1.714000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.070000000000000000e+05 1.715000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.080000000000000000e+05 1.715000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.090000000000000000e+05 1.719000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.100000000000000000e+05 1.721000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.110000000000000000e+05 1.723000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.120000000000000000e+05 1.725000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.130000000000000000e+05 1.723000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.140000000000000000e+05 1.722000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.150000000000000000e+05 1.722000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.160000000000000000e+05 1.724000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.170000000000000000e+05 1.726000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.180000000000000000e+05 1.728000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.190000000000000000e+05 1.727000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.200000000000000000e+05 1.727000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.210000000000000000e+05 1.727000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.220000000000000000e+05 1.729000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.230000000000000000e+05 1.730000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.240000000000000000e+05 1.726000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.250000000000000000e+05 1.728000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.260000000000000000e+05 1.729000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.270000000000000000e+05 1.729000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.280000000000000000e+05 1.730000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.290000000000000000e+05 1.731000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.300000000000000000e+05 1.729000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.310000000000000000e+05 1.729000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.320000000000000000e+05 1.727000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.330000000000000000e+05 1.728000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.340000000000000000e+05 1.730000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.350000000000000000e+05 1.729000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.360000000000000000e+05 1.730000000000000000e+03 4.000000000000000000e+00 1.200000000000000000e+01
1.370000000000000000e+05 1.732000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.380000000000000000e+05 1.733000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.390000000000000000e+05 1.731000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.400000000000000000e+05 1.730000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.410000000000000000e+05 1.727000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.420000000000000000e+05 1.722000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.430000000000000000e+05 1.722000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.440000000000000000e+05 1.725000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.450000000000000000e+05 1.726000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.460000000000000000e+05 1.728000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.470000000000000000e+05 1.731000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.480000000000000000e+05 1.733000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.490000000000000000e+05 1.738000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.500000000000000000e+05 1.741000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.510000000000000000e+05 1.742000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.520000000000000000e+05 1.742000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.530000000000000000e+05 1.741000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.540000000000000000e+05 1.743000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.550000000000000000e+05 1.742000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.560000000000000000e+05 1.743000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.570000000000000000e+05 1.743000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.580000000000000000e+05 1.745000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.590000000000000000e+05 1.745000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.600000000000000000e+05 1.746000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.610000000000000000e+05 1.748000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.620000000000000000e+05 1.748000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.630000000000000000e+05 1.745000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.640000000000000000e+05 1.749000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.650000000000000000e+05 1.751000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.660000000000000000e+05 1.752000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.670000000000000000e+05 1.753000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.680000000000000000e+05 1.756000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.690000000000000000e+05 1.756000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.700000000000000000e+05 1.760000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.710000000000000000e+05 1.759000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.720000000000000000e+05 1.759000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.730000000000000000e+05 1.760000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.740000000000000000e+05 1.759000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.750000000000000000e+05 1.761000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.760000000000000000e+05 1.763000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.770000000000000000e+05 1.764000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.780000000000000000e+05 1.761000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.790000000000000000e+05 1.760000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.800000000000000000e+05 1.762000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.810000000000000000e+05 1.763000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.820000000000000000e+05 1.763000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.830000000000000000e+05 1.762000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.840000000000000000e+05 1.762000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.850000000000000000e+05 1.762000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.860000000000000000e+05 1.764000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.870000000000000000e+05 1.762000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.880000000000000000e+05 1.761000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.890000000000000000e+05 1.760000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.900000000000000000e+05 1.762000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.910000000000000000e+05 1.762000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.920000000000000000e+05 1.762000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.930000000000000000e+05 1.760000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.940000000000000000e+05 1.761000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.950000000000000000e+05 1.761000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.960000000000000000e+05 1.765000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.970000000000000000e+05 1.767000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.980000000000000000e+05 1.768000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
1.990000000000000000e+05 1.770000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.000000000000000000e+05 1.774000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.010000000000000000e+05 1.775000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.020000000000000000e+05 1.774000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.030000000000000000e+05 1.775000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.040000000000000000e+05 1.776000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.050000000000000000e+05 1.776000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.060000000000000000e+05 1.777000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.070000000000000000e+05 1.780000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.080000000000000000e+05 1.782000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.090000000000000000e+05 1.782000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.100000000000000000e+05 1.781000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.110000000000000000e+05 1.781000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.120000000000000000e+05 1.782000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.130000000000000000e+05 1.783000000000000000e+03 5.000000000000000000e+00 1.200000000000000000e+01
2.140000000000000000e+05 1.778000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.150000000000000000e+05 1.777000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.160000000000000000e+05 1.782000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.170000000000000000e+05 1.781000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.180000000000000000e+05 1.779000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.190000000000000000e+05 1.779000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
2.200000000000000000e+05 1.777000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
2.210000000000000000e+05 1.779000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
2.220000000000000000e+05 1.778000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
2.230000000000000000e+05 1.775000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
2.240000000000000000e+05 1.777000000000000000e+03 3.000000000000000000e+00 9.333333333333333925e+00
2.250000000000000000e+05 1.779000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.260000000000000000e+05 1.779000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.270000000000000000e+05 1.778000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.280000000000000000e+05 1.782000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.290000000000000000e+05 1.778000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.300000000000000000e+05 1.780000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.310000000000000000e+05 1.779000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.320000000000000000e+05 1.780000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.330000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.340000000000000000e+05 1.784000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.350000000000000000e+05 1.785000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.360000000000000000e+05 1.785000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.370000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.380000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.390000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.400000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.410000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.420000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.430000000000000000e+05 1.784000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.440000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.450000000000000000e+05 1.785000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.460000000000000000e+05 1.785000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.470000000000000000e+05 1.784000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.480000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.490000000000000000e+05 1.784000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.500000000000000000e+05 1.785000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.510000000000000000e+05 1.783000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.520000000000000000e+05 1.785000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.530000000000000000e+05 1.784000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.540000000000000000e+05 1.787000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.550000000000000000e+05 1.787000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.560000000000000000e+05 1.788000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.570000000000000000e+05 1.787000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.580000000000000000e+05 1.788000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.590000000000000000e+05 1.788000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.600000000000000000e+05 1.790000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.610000000000000000e+05 1.788000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.620000000000000000e+05 1.787000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.630000000000000000e+05 1.785000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+01
2.640000000000000000e+05 1.787000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.650000000000000000e+05 1.786000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.660000000000000000e+05 1.787000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.670000000000000000e+05 1.784000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.680000000000000000e+05 1.784000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.690000000000000000e+05 1.785000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.700000000000000000e+05 1.785000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.710000000000000000e+05 1.786000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.720000000000000000e+05 1.787000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.730000000000000000e+05 1.787000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.740000000000000000e+05 1.788000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.750000000000000000e+05 1.786000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.760000000000000000e+05 1.788000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.770000000000000000e+05 1.786000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.780000000000000000e+05 1.789000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.790000000000000000e+05 1.790000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.800000000000000000e+05 1.794000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.810000000000000000e+05 1.797000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.820000000000000000e+05 1.796000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.830000000000000000e+05 1.795000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.840000000000000000e+05 1.798000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.850000000000000000e+05 1.799000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.860000000000000000e+05 1.797000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.870000000000000000e+05 1.796000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.880000000000000000e+05 1.795000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.890000000000000000e+05 1.796000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
2.900000000000000000e+05 1.797000000000000000e+03 5.000000000000000000e+00 1.040000000000000036e+01
