step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	lj-tab_cap	tab-dynamic_0	cr_3	count_0	st_A_1	st_C_0	st_D_2	st_E_0	st_E_1	st_Z_0	st_W_0	st_W_1	st_DUMMY_7_0	st_DUMMY_7_1	st_DUMMY_7_2	st_DUMMY_8_0	st_DUMMY_8_1	st_DUMMY_8_2	fd_0	fd_1
9000	9	4.6496	30275.8	104573	476207	4794.69	4219.79	20919	5265.33	11487.5	0.4765	953	1047	953	246	311	443	486	341	0	796	0	0	377	0	0	796	377
9250	9.25	8.11711	55387.1	5486.42	15702.7	10132.1	4010.09	24278.4	6147.7	161236	0.4765	953	1047	953	246	311	443	298	549	0	779	0	0	374	0	0	779	374
9500	9.5	4.92253	33788.2	2397.96	9283.81	5142.97	3645.93	21992.7	5498.17	5868.32	0.4765	953	1047	953	246	311	443	275	576	0	775	0	0	374	0	0	775	374
9750	9.75	4.68105	32215	2382.92	8100.65	5131.98	3459.22	21457	5443.79	2279.87	0.4765	953	1047	953	246	311	443	267	588	0	773	0	0	372	0	0	773	372
10000	10	4.63334	30295.1	85052	608264	4800.84	4055.06	20448	5336.93	9934.47	0.468	936	1064	936	246	306	448	455	359	0	853	0	0	333	0	0	853	333
10250	10.25	8.50044	58614.8	5720.95	14200.6	11649.4	3946.23	25435.2	6367.06	294501	0.468	936	1064	936	246	306	448	241	597	0	829	0	0	333	0	0	829	333
10500	10.5	4.92145	34053.9	2349.94	9383.48	5283.83	3307.96	22163.3	5918.53	20304.7	0.468	936	1064	936	246	306	448	233	613	0	822	0	0	332	0	0	822	332
10750	10.75	4.60976	31924.9	2212.31	8323.1	4775.64	3186.59	21396.1	5652.17	1854.52	0.468	936	1064	936	246	306	448	235	617	0	817	0	0	331	0	0	817	331
11000	11	4.5754	30053.5	92465.4	641695	5094.85	3677.32	20773.7	5480.13	7647.84	0.465	930	1070	930	227	293	480	434	379	0	885	0	0	302	0	0	885	302
11250	11.25	10.0578	69006.3	7545.09	17045.5	14397	3633.54	26286.2	6266.69	51325.6	0.465	930	1070	930	227	293	480	260	574	0	868	0	0	298	0	0	868	298
11500	11.5	5.05675	34861.2	2722.34	9753.33	5610.4	3282.58	22777	5884.05	6213.93	0.465	930	1070	930	227	293	480	246	596	0	863	0	0	295	0	0	863	295
11750	11.75	4.91224	33923.9	2293.27	7891.53	4652.67	3088.9	21918.7	5636.19	16404.6	0.465	930	1070	930	227	293	480	242	604	0	859	0	0	295	0	0	859	295
12000	12	4.68837	30697.1	92354.3	605514	4998.94	4010.76	20877.8	5405.31	15260.2	0.468	936	1064	936	229	316	455	451	365	0	920	0	0	264	0	0	920	264
12250	12.25	9.24169	63351.8	8983.73	15790.7	13162.3	3688.88	25673.8	6585.76	211577	0.468	936	1064	936	229	316	455	269	570	0	902	0	0	259	0	0	902	259
12500	12.5	5.03515	34659.4	2545.17	9635.81	5667.26	3356.54	22496.9	5851.44	4136.95	0.468	936	1064	936	229	316	455	256	589	0	896	0	0	259	0	0	896	259
12750	12.75	4.73752	32667.6	2322.93	8224.91	5082.18	3056.36	21580.4	5617.46	4108.29	0.468	936	1064	936	229	316	455	254	597	0	891	0	0	258	0	0	891	258
13000	13	4.72248	30828.3	93453.4	566511	5017.1	3949.85	20922.8	5372.52	16643.9	0.468	936	1064	936	217	317	466	464	352	0	956	0	0	228	0	0	956	228
13250	13.25	8.81196	60379.5	7426.63	15938.2	12888.8	3543.3	25400	6181.17	193075	0.468	936	1064	936	217	317	466	273	568	0	934	0	0	225	0	0	934	225
13500	13.5	4.97159	34229.4	2673.15	9810.35	5689.48	3295.41	22509.5	5741.68	22725.2	0.468	936	1064	936	217	317	466	260	590	0	925	0	0	225	0	0	925	225
13750	13.75	4.72566	32578.7	2315.34	8808.05	5017.41	3172.21	21564.1	5610.25	8838.93	0.468	936	1064	936	217	317	466	258	596	0	921	0	0	225	0	0	921	225
14000	14	4.65906	30498.2	95779.5	791319	5183.86	4195.94	21111.6	5412.92	8290.61	0.472	944	1056	944	209	331	460	466	364	0	967	0	0	203	0	0	967	203
14250	14.25	9.3384	64182.8	7871.22	16059.3	14265.1	3845.76	25844.4	6533.34	249605	0.472	944	1056	944	209	331	460	271	582	0	948	0	0	199	0	0	948	199
14500	14.5	5.03504	34764.4	2670.37	9618.56	5482.94	3525.51	22544	5696.27	6050.89	0.472	944	1056	944	209	331	460	257	603	0	943	0	0	197	0	0	943	197
14750	14.75	4.64557	32138.1	2230.27	8315.21	4800.01	3271.17	21794.8	5532.57	2515.56	0.472	944	1056	944	209	331	460	254	612	0	938	0	0	196	0	0	938	196
15000	15	4.75262	31189	91033.5	667417	5132.78	4250.94	21220.5	5247.68	10944.1	0.4735	947	1053	947	195	335	470	465	375	0	979	0	0	181	0	0	979	181
15250	15.25	10.602	72994.9	7344.36	16749.7	15689.5	3831.13	26441.4	6414.87	518164	0.4735	947	1053	947	195	335	470	267	590	0	964	0	0	179	0	0	964	179
15500	15.5	5.17052	35769.6	2773.96	9966.82	5669.64	3523.27	22665.6	5679.52	315293	0.4735	947	1053	947	195	335	470	254	612	0	957	0	0	177	0	0	957	177
15750	15.75	4.69872	32555.1	2307.84	8734.8	5052.25	3468.03	22442.6	5346.69	22855.8	0.4735	947	1053	947	195	335	470	250	619	0	954	0	0	177	0	0	954	177
16000	16	4.76117	31223.7	88544.7	611628	5067.11	3784.77	21097.9	5315.13	5717.52	0.457	914	1086	914	201	324	475	416	372	0	1047	0	0	165	0	0	1047	165
16250	16.25	9.07658	62451.4	6272.23	17297.4	11905.5	3515.71	26483.3	6494.51	238961	0.457	914	1086	914	201	324	475	219	587	0	1030	0	0	164	0	0	1030	164
16500	16.5	5.06258	34962.1	2548.17	9888.86	5359.19	3342.67	22768.8	5865.79	2833.1	0.457	914	1086	914	201	324	475	208	604	0	1025	0	0	163	0	0	1025	163
16750	16.75	4.85529	33596.2	2226.65	8884.09	5005.62	3110.06	22192.7	5597.49	4410.25	0.457	914	1086	914	201	324	475	206	613	0	1020	0	0	161	0	0	1020	161
17000	17	4.73065	31094.6	97803.6	754471	5572.11	4197.87	21323	5418.2	12589.6	0.464	928	1072	928	181	334	485	410	382	0	1059	0	0	149	0	0	1059	149
17250	17.25	9.21922	63031.8	6102.62	16009.6	14655.1	4016.67	25161.8	6189.74	150745	0.464	928	1072	928	181	334	485	262	558	0	1034	0	0	146	0	0	1034	146
17500	17.5	5.10107	34983.1	2581.52	9948.02	5604.06	3378.6	22112.1	5749.17	3369.25	0.464	928	1072	928	181	334	485	256	572	0	1028	0	0	144	0	0	1028	144
17750	17.75	4.70454	32306.1	2367.31	8557.25	5035.14	3281.08	22035.9	5706.05	4439.98	0.464	928	1072	928	181	334	485	253	578	0	1025	0	0	144	0	0	1025	144
18000	18	4.76462	31289.3	93894.8	466069	5153.9	4643.2	21716.2	5199.51	4662.25	0.48	960	1040	960	189	386	425	430	378	0	1061	0	0	131	0	0	1061	131
18250	18.25	7.41722	51045.3	5234.68	15067.4	10200.8	4265.39	25037.9	5946	202817	0.48	960	1040	960	189	386	425	244	588	0	1040	0	0	128	0	0	1040	128
18500	18.5	4.87103	33705.1	2511.41	9778.49	5309.08	3963.01	22368.3	5534.78	7821.81	0.48	960	1040	960	189	386	425	230	613	0	1029	0	0	128	0	0	1029	128
18750	18.75	4.82518	33445.8	2329.69	8265.31	5229.25	3822.85	22171.2	5318.25	19225.1	0.48	960	1040	960	189	386	425	228	621	0	1023	0	0	128	0	0	1023	128
19000	19	4.78439	31433.4	84163.9	640089	5332.8	3970.98	21503.4	5473.4	6929.58	0.4645	929	1071	929	170	348	482	400	380	0	1100	0	0	120	0	0	1100	120
19250	19.25	8.54017	58466	6277.2	15325.5	13743.4	3763.08	25857.3	6177.79	518421	0.4645	929	1071	929	170	348	482	236	564	0	1080	0	0	120	0	0	1080	120
19500	19.5	5.15443	35472.8	2340.06	9236.24	5471.32	3526.41	23057.1	5707.24	5778.05	0.4645	929	1071	929	170	348	482	219	588	0	1073	0	0	120	0	0	1073	120
19750	19.75	4.78187	32987.7	2516.52	8516.24	4788.81	3545.03	22247.3	5571.07	47190.2	0.4645	929	1071	929	170	348	482	220	599	0	1061	0	0	120	0	0	1061	120
20000	20	4.8593	31772.5	92335.6	410587	5006.61	4009.24	21385.2	5460.84	12918.1	0.457	914	1086	914	181	356	463	415	359	0	1112	0	0	114	0	0	1112	114
