step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	lj-tab_cap	tab-dynamic_0	cr_3	count_0	st_A_1	st_C_0	st_D_2	st_E_0	st_E_1	st_Z_0	st_W_0	st_W_1	st_DUMMY_7_0	st_DUMMY_7_1	st_DUMMY_7_2	st_DUMMY_8_0	st_DUMMY_8_1	st_DUMMY_8_2	fd_0	fd_1
9000	9	4.67648	30878.8	89751.6	623649	4976.47	3683.8	21557.6	5065.2	31714.5	0.4885	977	1023	977	222	305	473	444	402	0	802	0	0	352	0	0	802	352
9250	9.25	11.0314	76331.9	9475.3	17777.4	16428.1	3732.61	26400.3	6248.15	71057.9	0.4885	977	1023	977	222	305	473	260	613	0	785	0	0	342	0	0	785	342
9500	9.5	5.12975	35687.7	2840.69	10049.5	5677.89	3451.47	23151.1	5579.36	48353.2	0.4885	977	1023	977	222	305	473	245	638	0	775	0	0	342	0	0	775	342
9750	9.75	4.66533	32498.7	2436.8	8084.72	5193.89	3182.71	22345.9	5494.52	43229.4	0.4885	977	1023	977	222	305	473	246	644	0	769	0	0	341	0	0	769	341
10000	10	4.69555	31004.7	84789.6	749010	5292.48	4032.6	21534.6	5270.73	22167.2	0.4755	951	1049	951	243	312	445	433	402	0	852	0	0	313	0	0	852	313
10250	10.25	10.228	70558.2	9489.26	18519.8	15160.7	3841.06	26706.1	6803.49	63474.7	0.4755	951	1049	951	243	312	445	256	599	0	837	0	0	308	0	0	837	308
10500	10.5	5.15003	35728.3	2705.95	10123.6	5746.46	3561.29	22844.5	5940.97	144526	0.4755	951	1049	951	243	312	445	237	625	0	830	0	0	308	0	0	830	308
10750	10.75	4.63973	32257.7	2350.76	8352.73	4824.81	3330.89	21885.6	5780.44	2230.03	0.4755	951	1049	951	243	312	445	231	635	0	827	0	0	307	0	0	827	307
11000	11	4.70909	31101.2	86175.5	630480	5086.68	3459.7	21582.8	5318.1	7771.19	0.473	946	1054	946	229	306	465	426	403	0	895	0	0	276	0	0	895	276
11250	11.25	9.14562	63063.6	6577.61	15076.7	15039.3	3326.81	25830.7	6446.72	128072	0.473	946	1054	946	229	306	465	254	597	0	876	0	0	273	0	0	876	273
11500	11.5	4.94326	34227.1	2689.51	9761.85	5462.99	2949.97	22644.6	5758.12	118729	0.473	946	1054	946	229	306	465	241	616	0	870	0	0	273	0	0	870	273
11750	11.75	4.63364	32132	2348.22	8196.9	4978.93	2709.2	22074.8	5545.81	2257.88	0.473	946	1054	946	229	306	465	238	623	0	867	0	0	272	0	0	867	272
12000	12	4.77881	31482.8	94272.5	740676	5181.47	3854.37	21638.1	5291.78	12298.6	0.4765	953	1047	953	222	322	456	436	392	0	924	0	0	248	0	0	924	248
12250	12.25	9.9104	68292.5	7113.81	16913.3	14055.2	3730.05	27029	6207.71	325273	0.4765	953	1047	953	222	322	456	256	594	0	907	0	0	243	0	0	907	243
12500	12.5	5.01116	34697.3	2583.54	10306.5	5737.97	3517.19	23278.5	5564.82	4919.15	0.4765	953	1047	953	222	322	456	235	616	0	906	0	0	243	0	0	906	243
12750	12.75	4.68672	32493.1	2329.84	8547.96	4690.7	3387.04	22401.5	5485.77	2632.05	0.4765	953	1047	953	222	322	456	237	622	0	899	0	0	242	0	0	899	242
13000	13	4.61528	30509.3	94851.7	720629	4986.77	4375.81	21400.4	5090.02	11962.7	0.487	974	1026	974	212	349	439	439	407	0	932	0	0	222	0	0	932	222
13250	13.25	11.5108	79597.4	9377.19	16449.7	16962	4286.24	27116.1	6064.52	215580	0.487	974	1026	974	212	349	439	257	610	0	915	0	0	218	0	0	915	218
13500	13.5	5.10748	35479.1	2731.43	9786.48	5678.21	3740.62	23684.8	5535.95	16971.6	0.487	974	1026	974	212	349	439	247	631	0	907	0	0	215	0	0	907	215
13750	13.75	4.70117	32663.7	2126.36	8163.31	4999.73	3665.86	22837.4	5419.16	6432.38	0.487	974	1026	974	212	349	439	252	632	0	901	0	0	215	0	0	901	215
14000	14	4.7925	31824.6	92956.1	504052	4801.36	4534.28	21547.9	5127.81	14629.9	0.4975	995	1005	995	209	379	412	443	427	0	936	0	0	194	0	0	936	194
14250	14.25	8.03558	55855.3	6896.83	15873.3	11453.9	4381.45	25184.4	6028.86	158242	0.4975	995	1005	995	209	379	412	248	634	0	925	0	0	193	0	0	925	193
14500	14.5	5.00935	34970.3	2454.36	9040.61	5312.95	3937.03	22527.4	5486.07	532423	0.4975	995	1005	995	209	379	412	237	654	0	916	0	0	193	0	0	916	193
14750	14.75	4.60097	32195.3	2266.95	8197.79	4944.07	3805.39	21967	5366.11	2470.3	0.4975	995	1005	995	209	379	412	234	665	0	909	0	0	192	0	0	909	192
15000	15	4.71866	31454.6	75622.8	684508	5220.62	4546.13	20988.3	5382.27	9827.27	0.486	972	1028	972	206	368	426	400	444	0	975	0	0	181	0	0	975	181
15250	15.25	9.04406	63000.9	7400.93	16650.9	16521.2	4503.42	25353.6	6438.59	199142	0.486	972	1028	972	206	368	426	220	644	0	959	0	0	177	0	0	959	177
15500	15.5	5.13501	35855.2	2521.15	10066.5	5749.5	3955.48	22762.9	5732.19	4811.44	0.486	972	1028	972	206	368	426	215	655	0	953	0	0	177	0	0	953	177
15750	15.75	4.69728	32862.2	2355.62	8489.43	4799.56	3969.46	22087.8	5409.27	2341.24	0.486	972	1028	972	206	368	426	213	664	0	947	0	0	176	0	0	947	176
16000	16	4.68068	31250.6	86905.7	700470	5083.91	4548.61	21342.4	5085.9	4805.06	0.486	972	1028	972	197	372	431	395	451	0	995	0	0	159	0	0	995	159
16250	16.25	11.9036	82598.8	9850.3	16936.5	17642.2	4244.27	27146.1	6255.38	276059	0.486	972	1028	972	197	372	431	242	626	0	974	0	0	158	0	0	974	158
16500	16.5	5.09201	35463.3	2905.66	9904.1	6138.75	3911.9	23260.6	5566.77	127846	0.486	972	1028	972	197	372	431	235	643	0	965	0	0	157	0	0	965	157
16750	16.75	4.73562	33023.9	2359.16	8557.8	4964.3	3707.25	22307.3	5410.82	16846.5	0.486	972	1028	972	197	372	431	231	649	0	963	0	0	157	0	0	963	157
17000	17	4.71041	31350.1	77501.2	819627	5526.5	4319.58	21329.3	5351.24	4941.35	0.4775	955	1045	955	190	362	448	397	437	0	1019	0	0	147	0	0	1019	147
17250	17.25	9.67425	67187.7	8304.69	17209.2	15654.8	4177.26	27155.9	6732.38	127272	0.4775	955	1045	955	190	362	448	225	630	0	1001	0	0	144	0	0	1001	144
17500	17.5	5.03466	35109.2	2721.62	10275.5	5466.87	3599.32	23063.2	5675.87	2121.57	0.4775	955	1045	955	190	362	448	213	649	0	996	0	0	142	0	0	996	142
17750	17.75	4.68098	32713	2408.53	8252.24	4930.93	3498.11	22436.4	5490.66	74551.6	0.4775	955	1045	955	190	362	448	208	659	0	992	0	0	141	0	0	992	141
18000	18	4.73834	31678.2	94824.9	772366	5307.56	4649.39	21647.8	4969.54	4373.58	0.4975	995	1005	995	169	386	445	415	457	0	1000	0	0	128	0	0	1000	128
18250	18.25	10.6693	74098.3	7556.92	17793.9	17978.2	4647.97	27267.7	6158.92	83611.1	0.4975	995	1005	995	169	386	445	270	630	0	972	0	0	128	0	0	972	128
18500	18.5	5.20272	36304.6	2629.3	9920.9	5565.34	4070.99	23618.7	5536.06	8802.42	0.4975	995	1005	995	169	386	445	262	652	0	958	0	0	128	0	0	958	128
18750	18.75	4.8199	33676.6	2444.77	8587.77	4922.17	3917.05	22968.6	5171.56	30012.8	0.4975	995	1005	995	169	386	445	262	658	0	953	0	0	127	0	0	953	127
19000	19	4.78151	31873.5	76245.2	628207	5555.1	4590.74	22062.5	5193.28	11198.1	0.492	984	1016	984	163	381	456	413	444	0	1024	0	0	119	0	0	1024	119
19250	19.25	9.19155	64166.2	7440.8	16669.1	12876.7	4521.95	27017.3	5935.85	140832	0.492	984	1016	984	163	381	456	230	654	0	1002	0	0	114	0	0	1002	114
19500	19.5	5.03383	35352.6	2813.96	9874.02	5516.66	4216.71	23432.2	5171.6	10286	0.492	984	1016	984	163	381	456	208	682	0	996	0	0	114	0	0	996	114
19750	19.75	4.71524	33207.1	2709.86	8402.69	5390.15	4066.14	22623.8	5211.35	1758.68	0.492	984	1016	984	163	381	456	201	695	0	990	0	0	114	0	0	990	114
20000	20	4.77986	31962.9	92160.9	616640	5338.52	4438.7	21625.6	5035.01	25944.4	0.485	970	1030	970	165	382	453	389	458	0	1049	0	0	104	0	0	1049	104
