step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	lj-tab_cap	tab-dynamic_0	cr_3	count_0	st_A_1	st_C_0	st_D_2	st_E_0	st_E_1	st_Z_0	st_W_0	st_W_1	st_DUMMY_7_0	st_DUMMY_7_1	st_DUMMY_7_2	st_DUMMY_8_0	st_DUMMY_8_1	st_DUMMY_8_2	fd_0	fd_1
9000	9	4.75224	30915.7	91342	585605	4972.13	3947.89	20619.4	5515.3	6436.59	0.4695	939	1061	939	247	301	452	480	337	0	831	0	0	352	0	0	831	352
9250	9.25	9.02657	62039.6	6813.46	15538.2	14461.6	3573.18	24594	6640.85	95058	0.4695	939	1061	939	247	301	452	255	582	0	818	0	0	345	0	0	818	345
9500	9.5	5.06605	35001.4	2750.71	9029.94	5443.69	3421.08	22105.8	5983.21	4200.72	0.4695	939	1061	939	247	301	452	247	606	0	806	0	0	341	0	0	806	341
9750	9.75	4.69364	32484.7	2398.77	7869.91	4996.25	3299.56	21346.1	5875.14	22699.9	0.4695	939	1061	939	247	301	452	247	614	0	800	0	0	339	0	0	800	339
10000	10	4.69111	30672.8	95293.7	634782	5253.14	4166.85	20705.6	5470.29	15702.4	0.4635	927	1073	927	242	302	456	456	359	0	882	0	0	303	0	0	882	303
10250	10.25	9.09168	62091.6	7615.61	16358.8	11649.3	3692.66	24864.6	6627.64	280069	0.4635	927	1073	927	242	302	456	285	553	0	865	0	0	297	0	0	865	297
10500	10.5	5.01053	34362.2	2682.46	9687.29	5068.09	3288.26	22062.1	5918.91	4101.88	0.4635	927	1073	927	242	302	456	270	572	0	861	0	0	297	0	0	861	297
10750	10.75	4.7446	32652.3	2022.85	8244.79	4757.7	3095.39	21501.6	5777.14	9004.34	0.4635	927	1073	927	242	302	456	257	588	0	858	0	0	297	0	0	858	297
11000	11	4.77219	31138.6	95418.2	551419	5153.37	3868.23	20633.9	5516.23	12263	0.4635	927	1073	927	233	308	459	461	350	0	920	0	0	269	0	0	920	269
11250	11.25	8.63133	59193.7	5225.76	14377.5	16704.8	3696.98	25062.2	6441.16	57535	0.4635	927	1073	927	233	308	459	259	572	0	902	0	0	267	0	0	902	267
11500	11.5	4.96924	34228.1	2338.93	9395.03	5744.58	3293.04	22162.5	5859.82	287959	0.4635	927	1073	927	233	308	459	246	592	0	897	0	0	265	0	0	897	265
11750	11.75	4.74149	32687.9	2300.11	8038.56	5322.73	3181.95	21501.8	5828.04	1865.18	0.4635	927	1073	927	233	308	459	248	596	0	892	0	0	264	0	0	892	264
12000	12	4.77894	31125.3	97202.9	549787	5239.96	3962.69	20965.7	5515.43	8135.69	0.4645	929	1071	929	223	319	458	459	342	0	964	0	0	235	0	0	964	235
12250	12.25	8.5534	58453.9	6717.83	15007.5	14320.4	3665.66	24907.7	6493.08	131934	0.4645	929	1071	929	223	319	458	264	556	0	948	0	0	232	0	0	948	232
12500	12.5	4.96478	34063.4	2429.88	9848.3	5527.82	3197.51	22205.5	5763.75	6173.9	0.4645	929	1071	929	223	319	458	251	574	0	943	0	0	232	0	0	943	232
12750	12.75	4.7361	32544.1	2291.33	8507.47	4951.55	3142.97	21355.3	5667.25	35893.3	0.4645	929	1071	929	223	319	458	255	581	0	932	0	0	232	0	0	932	232
13000	13	4.71162	30566.6	99819.6	812874	5276.47	4110.7	20718.9	5610.92	6868.03	0.4555	911	1089	911	228	326	446	455	325	0	1015	0	0	205	0	0	1015	205
13250	13.25	10.3213	70272.6	8456.99	17560	17153.6	3796.66	26780.5	7137.27	308757	0.4555	911	1089	911	228	326	446	265	539	0	992	0	0	204	0	0	992	204
13500	13.5	5.04087	34464.4	2703.36	10304.7	5632.06	3526.89	22470.4	6154.39	7310.38	0.4555	911	1089	911	228	326	446	255	558	0	984	0	0	203	0	0	984	203
13750	13.75	4.76453	32610.8	2189.94	8694.4	4664.58	3353.65	21620	5840.95	2018.52	0.4555	911	1089	911	228	326	446	255	563	0	980	0	0	202	0	0	980	202
14000	14	4.69548	30553.5	88351.5	488781	5170.67	3878.69	20943.9	5623.86	6383.94	0.4545	909	1091	909	214	321	465	435	338	0	1036	0	0	191	0	0	1036	191
14250	14.25	9.14862	62384.4	6581.42	14276.7	11434.5	3534.59	25218	6692.52	85352.5	0.4545	909	1091	909	214	321	465	262	546	0	1006	0	0	186	0	0	1006	186
14500	14.5	5.12383	35108.5	2621.69	9163.99	5029.69	3493.43	22669.7	6010.57	2460.71	0.4545	909	1091	909	214	321	465	246	568	0	1000	0	0	186	0	0	1000	186
14750	14.75	4.67663	32107.4	2082.96	8102.98	4730.48	3356.17	21917.2	5941.23	2924.96	0.4545	909	1091	909	214	321	465	240	577	0	997	0	0	186	0	0	997	186
15000	15	4.76759	31101.4	92912.2	582544	4947.46	3991.8	21336.3	5606.16	3962.32	0.4595	919	1081	919	213	340	447	435	349	0	1048	0	0	168	0	0	1048	168
15250	15.25	9.11858	62138.5	6654.77	15597	13493.3	3715.58	26001.5	6558.31	299395	0.4595	919	1081	919	213	340	447	270	543	0	1022	0	0	165	0	0	1022	165
15500	15.5	5.0575	34707.1	2900.38	8983.09	5297.79	3500.61	22813.6	5895.07	3979.76	0.4595	919	1081	919	213	340	447	244	575	0	1016	0	0	165	0	0	1016	165
15750	15.75	4.81861	33111.1	2210.36	7724.76	4944.91	3286.59	22226.6	5525.08	1561.61	0.4595	919	1081	919	213	340	447	244	581	0	1010	0	0	165	0	0	1010	165
16000	16	4.76505	31034.8	90661.3	767572	5210.13	4023.34	21511.2	5557.76	21329	0.456	912	1088	912	213	345	442	445	342	0	1054	0	0	159	0	0	1054	159
16250	16.25	9.81359	66918.9	6498.3	16597.2	14660.5	3960.75	26480.1	6737.06	106639	0.456	912	1088	912	213	345	442	265	546	0	1034	0	0	155	0	0	1034	155
16500	16.5	5.1385	35232.1	2440.53	9830.07	5323.05	3600.08	22650	5973.86	23689.3	0.456	912	1088	912	213	345	442	250	571	0	1024	0	0	155	0	0	1024	155
16750	16.75	4.84486	33262.4	2092.61	8705.43	4782.31	3260.6	21981.2	5618.98	25675.6	0.456	912	1088	912	213	345	442	247	577	0	1022	0	0	154	0	0	1022	154
17000	17	4.69923	30690.7	84920.6	694413	5181.27	3609.72	21058.7	5546.14	8931.43	0.4475	895	1105	895	216	343	441	422	354	0	1086	0	0	138	0	0	1086	138
17250	17.25	10.5031	71856.9	8528.2	15574.4	14865.6	3865.42	26796.3	6906.3	220456	0.4475	895	1105	895	216	343	441	235	561	0	1067	0	0	137	0	0	1067	137
17500	17.5	5.25411	36111.5	2539.15	10024.8	6079.8	3501.29	22922.6	6010.31	2837.81	0.4475	895	1105	895	216	343	441	222	582	0	1059	0	0	137	0	0	1059	137
17750	17.75	4.80769	33115.4	2217.37	8167.71	4817.17	3341.47	22494.2	5811	2925.05	0.4475	895	1105	895	216	343	441	218	592	0	1053	0	0	137	0	0	1053	137
18000	18	4.82963	31491.6	93623.9	578412	5047.21	3857.55	20907.8	5769.5	22690.2	0.4395	879	1121	879	207	325	468	396	347	0	1134	0	0	123	0	0	1134	123
18250	18.25	8.42122	57171.7	6472.9	16460.8	11802.5	3660.26	24448.6	6745.4	125564	0.4395	879	1121	879	207	325	468	235	526	0	1119	0	0	120	0	0	1119	120
18500	18.5	4.82982	32934.6	2430.92	9691.42	5369.74	3365.85	22182.1	6013.06	116327	0.4395	879	1121	879	207	325	468	227	546	0	1109	0	0	118	0	0	1109	118
18750	18.75	4.82745	32976.3	2295.18	8252.5	4907.19	3216.45	21550.3	5989.92	12000.9	0.4395	879	1121	879	207	325	468	228	554	0	1101	0	0	117	0	0	1101	117
19000	19	5.12695	33484.1	101322	631639	6359.26	4340.16	21140.6	5401.1	36006.2	0.464	928	1072	928	175	352	473	431	354	0	1108	0	0	107	0	0	1108	107
19250	19.25	8.77802	59738.8	5669.34	15902.1	13127.6	4122.21	24924.5	6550.88	106812	0.464	928	1072	928	175	352	473	278	537	0	1079	0	0	106	0	0	1079	106
19500	19.5	5.09968	34843.5	2600.41	9670.42	5369.84	3686.7	22345.5	5721.69	2468.06	0.464	928	1072	928	175	352	473	266	555	0	1073	0	0	106	0	0	1073	106
19750	19.75	4.84202	33184.8	2194.56	8438.17	4776.15	3536.77	22093.8	5519.3	3888.57	0.464	928	1072	928	175	352	473	257	569	0	1068	0	0	106	0	0	1068	106
20000	20	4.83136	31473.9	93308.5	511694	5473.96	4425.34	20867.2	5282.97	5769.8	0.4695	939	1061	939	188	383	429	461	343	0	1096	0	0	100	0	0	1096	100
