step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	lj-tab_cap	tab-dynamic_0	cr_3	count_0	st_A_1	st_C_0	st_D_2	st_E_0	st_E_1	st_Z_0	st_W_0	st_W_1	st_DUMMY_7_0	st_DUMMY_7_1	st_DUMMY_7_2	st_DUMMY_8_0	st_DUMMY_8_1	st_DUMMY_8_2	fd_0	fd_1
9000	9	4.6933	31841.7	74939.7	634424	4768.05	4017.79	21730	5158.16	8369.72	0.505	1010	990	1010	230	325	445	394	523	0	724	0	0	359	0	0	724	359
9250	9.25	8.44964	59709.4	6684.96	16459.4	13135	3936.89	26254.4	6311.33	345997	0.505	1010	990	1010	230	325	445	227	711	0	709	0	0	353	0	0	709	353
9500	9.5	5.06324	35923.7	2662.35	9278.38	5351.64	3387.22	23873.4	5448.18	5224.69	0.505	1010	990	1010	230	325	445	214	730	0	705	0	0	351	0	0	705	351
9750	9.75	4.70673	33464.9	2282.37	7956.9	4955.08	3220.68	22627.7	5284.3	16347.2	0.505	1010	990	1010	230	325	445	209	740	0	701	0	0	350	0	0	701	350
10000	10	4.66559	31751.7	85482	691035	5063.6	3941.43	22101.1	4927.73	9649.06	0.515	1030	970	1030	207	336	457	394	537	0	751	0	0	318	0	0	751	318
10250	10.25	9.7272	68751.9	7675.58	16945.4	15533.7	3673.77	27278.5	5819.45	128725	0.515	1030	970	1030	207	336	457	243	712	0	731	0	0	314	0	0	731	314
10500	10.5	5.06415	35922.5	3143.74	10212.2	5455.81	3297.66	23687	5217.8	96365.5	0.515	1030	970	1030	207	336	457	232	729	0	725	0	0	314	0	0	725	314
10750	10.75	4.5525	32334.1	2603.95	8721.62	4953.25	3141.6	22952.1	4979.64	1842.89	0.515	1030	970	1030	207	336	457	232	735	0	720	0	0	313	0	0	720	313
11000	11	4.78292	32399.5	83895.9	602602	4998.32	3859.27	21620.4	4898.19	4867.33	0.509	1018	982	1018	222	348	430	415	516	0	784	0	0	285	0	0	784	285
11250	11.25	8.68387	61312.4	6957.42	16338.4	13229.5	3761.99	25509.1	5888.7	133832	0.509	1018	982	1018	222	348	430	240	707	0	770	0	0	283	0	0	770	283
11500	11.5	4.87393	34595.2	2880.72	9318.11	5503.52	3473.4	23189.3	5334.79	4960.89	0.509	1018	982	1018	222	348	430	219	732	0	767	0	0	282	0	0	767	282
11750	11.75	4.70883	33458.6	2515.22	8347.1	4674.14	3301.66	22519.6	5253.6	1514.64	0.509	1018	982	1018	222	348	430	216	737	0	765	0	0	282	0	0	765	282
12000	12	4.62577	31439.1	88388.7	539013	5122.34	3812.89	22016.4	4845.27	35403.2	0.5145	1029	971	1029	205	355	440	401	531	0	810	0	0	258	0	0	810	258
12250	12.25	9.79641	69358.6	8467.65	15290.7	15032.5	3586.19	26113.4	5844.48	722101	0.5145	1029	971	1029	205	355	440	234	720	0	789	0	0	257	0	0	789	257
12500	12.5	5.01325	35606.6	2954.96	9779.48	5768.39	3363.45	23103.2	5365.52	146203	0.5145	1029	971	1029	205	355	440	225	735	0	786	0	0	254	0	0	786	254
12750	12.75	4.83773	34389	2441.59	8561.88	5180.38	3035.93	22152.9	5054.52	2062.32	0.5145	1029	971	1029	205	355	440	229	739	0	779	0	0	253	0	0	779	253
13000	13	4.72155	32090	85333.4	828756	5025.56	4025.06	21724.9	4832.79	17299.7	0.515	1030	970	1030	193	353	454	402	531	0	833	0	0	234	0	0	833	234
13250	13.25	12.4125	87973.5	10277	18500.3	16943.3	4078.98	27759.6	5876.63	64743.9	0.515	1030	970	1030	193	353	454	226	725	0	816	0	0	233	0	0	816	233
13500	13.5	5.18321	36883.8	2978.44	9945.12	5839.01	3647.13	23317	5315.68	4266.04	0.515	1030	970	1030	193	353	454	212	744	0	812	0	0	232	0	0	812	232
13750	13.75	4.79701	34178.7	2502.16	8874.8	4888.94	3493.12	22477.7	5005.14	1591.51	0.515	1030	970	1030	193	353	454	211	750	0	807	0	0	232	0	0	807	232
14000	14	4.63634	31622.1	84385.6	680815	5156.26	4176.92	22039.7	5002.69	14171.4	0.515	1030	970	1030	196	365	439	388	547	0	857	0	0	208	0	0	857	208
14250	14.25	10.0398	71111.8	6975.24	15858.8	15360.4	3898.52	27635.4	5911.13	51777.5	0.515	1030	970	1030	196	365	439	229	722	0	843	0	0	206	0	0	843	206
14500	14.5	5.0804	36121.7	2963.9	9932.77	5508	3652.57	23379.5	5310.98	2477.46	0.515	1030	970	1030	196	365	439	213	740	0	841	0	0	206	0	0	841	206
14750	14.75	4.65721	33147.7	2591.29	8316.98	4925.44	3552.66	22937.5	5008.51	49531.8	0.515	1030	970	1030	196	365	439	213	745	0	836	0	0	206	0	0	836	206
15000	15	4.7388	32413.4	78533.7	704085	4995.74	4372.41	22134.4	4974.52	23106.5	0.52	1040	960	1040	192	384	424	375	560	0	880	0	0	185	0	0	880	185
15250	15.25	10.0683	71661.2	9620.42	16488.1	15135.7	4406.06	27614.9	5719.38	152001	0.52	1040	960	1040	192	384	424	209	745	0	865	0	0	181	0	0	865	181
15500	15.5	5.02797	35907.3	2866.7	9341.57	5565.21	3916.21	23509.1	5208.3	50772.1	0.52	1040	960	1040	192	384	424	203	761	0	857	0	0	179	0	0	857	179
15750	15.75	4.71817	33709	2457.28	8559.36	4616.03	3733.11	22743.9	5083.47	467547	0.52	1040	960	1040	192	384	424	208	763	0	852	0	0	177	0	0	852	177
16000	16	4.75547	32577.3	84501.7	697226	5014.13	4474.13	22250.9	4758.8	3013.62	0.5255	1051	949	1051	182	395	423	387	567	0	880	0	0	166	0	0	880	166
16250	16.25	9.83782	69887.8	8671.14	17681.9	14051.4	4458.48	27376.7	5756.02	66863	0.5255	1051	949	1051	182	395	423	239	736	0	863	0	0	162	0	0	863	162
16500	16.5	4.9716	35445	2988.96	10382.4	5592.97	4171.53	23901.7	5060.11	7732.17	0.5255	1051	949	1051	182	395	423	230	753	0	856	0	0	161	0	0	856	161
16750	16.75	4.7139	33678.5	2476.73	8833.49	4864.31	4024.48	23049.9	4888.01	26147.3	0.5255	1051	949	1051	182	395	423	223	763	0	853	0	0	161	0	0	853	161
17000	17	4.78477	32821.1	79580	685000	5025.9	4731.26	22158.2	4715.28	10576.4	0.53	1060	940	1060	177	408	415	382	573	0	893	0	0	152	0	0	893	152
17250	17.25	9.31995	66530.5	7792.76	16485.3	13854.1	4564.15	29160.3	5551.98	670396	0.53	1060	940	1060	177	408	415	211	759	0	879	0	0	151	0	0	879	151
17500	17.5	5.08468	36441.9	2791.73	10042.9	5702.18	4047.38	23459.8	5063.43	12965.9	0.53	1060	940	1060	177	408	415	200	778	0	873	0	0	149	0	0	873	149
17750	17.75	4.78917	34381.5	2404.6	8945.77	5152.82	3880.38	22839.1	4911.44	597013	0.53	1060	940	1060	177	408	415	196	786	0	869	0	0	149	0	0	869	149
18000	18	4.7792	32897.6	73893.8	894363	4958	4487.28	21890.2	4771.17	47638.2	0.523	1046	954	1046	171	399	430	353	589	0	925	0	0	133	0	0	925	133
18250	18.25	10.9693	78238.4	8430.63	18475	20179.1	4531.08	27667.6	6003.49	250511	0.523	1046	954	1046	171	399	430	209	755	0	904	0	0	132	0	0	904	132
18500	18.5	5.19591	37176.7	3101	11096.5	5499.5	4151.12	24005.4	5160.64	91958.9	0.523	1046	954	1046	171	399	430	200	770	0	898	0	0	132	0	0	898	132
18750	18.75	4.727	33885.5	2549.17	9072.74	4781.82	4017.89	23202.6	4854.01	1398.16	0.523	1046	954	1046	171	399	430	195	779	0	894	0	0	132	0	0	894	132
19000	19	4.65656	31857.9	77027	736269	5286.48	4408.18	22026.3	4857.16	12598.7	0.5105	1021	979	1021	172	396	432	353	561	0	958	0	0	128	0	0	958	128
19250	19.25	9.6496	68333.7	6906.98	17130.4	16471.9	4337	25844.5	5832.32	148253	0.5105	1021	979	1021	172	396	432	212	721	0	940	0	0	127	0	0	940	127
19500	19.5	5.03595	35828.3	2756.67	10239.8	5512.29	3951.62	23031.9	5412.42	4543.2	0.5105	1021	979	1021	172	396	432	194	743	0	936	0	0	127	0	0	936	127
19750	19.75	4.74665	33812.8	2733.9	9120.8	4993.11	3748.31	22940.2	5026.36	3539.93	0.5105	1021	979	1021	172	396	432	194	749	0	931	0	0	126	0	0	931	126
20000	20	4.8011	32861.1	84724.7	758360	5142.08	4788.51	22014.4	4798.97	4197.72	0.526	1052	948	1052	165	428	407	387	563	0	931	0	0	119	0	0	931	119
