step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	lj-tab_cap	tab-dynamic_0	cr_3	count_0	st_A_1	st_C_0	st_D_2	st_E_0	st_E_1	st_Z_0	st_W_0	st_W_1	st_DUMMY_7_0	st_DUMMY_7_1	st_DUMMY_7_2	st_DUMMY_8_0	st_DUMMY_8_1	st_DUMMY_8_2	fd_0	fd_1
9000	9	4.6358	30554.5	92625.4	692175	4952.43	3819.53	20910.5	5366	11676.2	0.4695	939	1061	939	249	317	434	418	394	0	839	0	0	349	0	0	839	349
9250	9.25	10.1211	69486.4	7788.43	16478.2	14154.4	3628.74	25637.2	6342.53	54624.5	0.4695	939	1061	939	249	317	434	256	577	0	825	0	0	342	0	0	825	342
9500	9.5	5.0711	34990.6	2638.89	9388.36	5531.61	3230.28	22615	5655.47	2357.36	0.4695	939	1061	939	249	317	434	238	600	0	820	0	0	342	0	0	820	342
9750	9.75	4.74083	32761.5	2172.77	8266.35	4833.99	2977.89	21812.2	5620.94	32928.9	0.4695	939	1061	939	249	317	434	237	607	0	814	0	0	342	0	0	814	342
10000	10	4.66569	30688.6	97562.5	579544	5279.04	3917.1	21300.4	5197.46	18703.2	0.477	954	1046	954	225	326	449	432	385	0	870	0	0	313	0	0	870	313
10250	10.25	8.87354	61001.1	6804.28	16627.9	12992.8	3742.9	26704.2	6127.82	104974	0.477	954	1046	954	225	326	449	251	583	0	856	0	0	310	0	0	856	310
10500	10.5	5.09493	35177.9	2745.15	9196.73	5758.77	3294.64	22778.5	5645.29	6951.12	0.477	954	1046	954	225	326	449	242	603	0	849	0	0	306	0	0	849	306
10750	10.75	4.72936	32689.4	2437.95	8264.69	4932.74	3294.65	21910.2	5420.29	1772.5	0.477	954	1046	954	225	326	449	240	608	0	847	0	0	305	0	0	847	305
11000	11	4.66031	30639.2	91107.5	632650	5374.02	3995.51	21112.9	5407.48	11276	0.4775	955	1045	955	229	347	424	446	383	0	891	0	0	280	0	0	891	280
11250	11.25	8.33531	57351.1	6193.1	15607.6	10601.8	3865.09	26632.7	6193.43	413153	0.4775	955	1045	955	229	347	424	251	587	0	884	0	0	278	0	0	884	278
11500	11.5	5.01226	34607.1	2687.91	9214.58	5289.27	3507.81	22702.2	5732.8	8785.77	0.4775	955	1045	955	229	347	424	243	603	0	879	0	0	275	0	0	879	275
11750	11.75	4.68535	32427.3	2499.45	7893.84	4832.47	3319.2	22068.1	5427.14	29836.7	0.4775	955	1045	955	229	347	424	241	614	0	872	0	0	273	0	0	872	273
12000	12	4.61683	30339.5	84388	643681	5163.05	3867.29	21176.9	5348.81	7765.49	0.4695	939	1061	939	219	340	441	424	381	0	950	0	0	245	0	0	950	245
12250	12.25	9.64242	66460.4	7384.12	15401.5	13137	3571.56	26085.7	6474.32	173241	0.4695	939	1061	939	219	340	441	232	595	0	931	0	0	242	0	0	931	242
12500	12.5	5.05505	34895	2510.74	9504.23	5549.78	3177.36	22731.5	5945.45	14952.8	0.4695	939	1061	939	219	340	441	232	602	0	924	0	0	242	0	0	924	242
12750	12.75	4.78023	33055.3	2424.72	7955.3	4948.74	2977.6	22366.4	5448.88	1738.74	0.4695	939	1061	939	219	340	441	227	610	0	921	0	0	242	0	0	921	242
13000	13	4.73952	31174.2	90021.5	566068	4886.97	4057.59	21293.8	5388.34	4457.05	0.47	940	1060	940	209	346	445	415	385	0	975	0	0	225	0	0	975	225
13250	13.25	9.54775	65478.5	6922.73	15455.4	16237.4	3840.17	25118.1	6274.37	226356	0.47	940	1060	940	209	346	445	251	572	0	954	0	0	223	0	0	954	223
13500	13.5	5.08511	35033.8	2754.79	9592.96	5794.13	3394.19	22283.2	5655.91	2971.04	0.47	940	1060	940	209	346	445	238	593	0	947	0	0	222	0	0	947	222
13750	13.75	4.70028	32431.9	2471.04	7891.96	4815.5	3269.54	22083.3	5379.49	34187.9	0.47	940	1060	940	209	346	445	239	600	0	939	0	0	222	0	0	939	222
14000	14	4.6378	30345.1	102208	708572	5112.46	4005.54	21432.2	5238.52	4042.76	0.4735	947	1053	947	197	355	448	439	362	0	997	0	0	202	0	0	997	202
14250	14.25	9.43123	64495.5	8116.45	16649.9	14544.3	3753.2	26402.2	6214.5	238575	0.4735	947	1053	947	197	355	448	270	559	0	973	0	0	198	0	0	973	198
14500	14.5	5.08785	34968.8	2747.36	9521.78	5857.74	3507.81	23145.2	5690.22	17544.3	0.4735	947	1053	947	197	355	448	260	582	0	961	0	0	197	0	0	961	197
14750	14.75	4.68877	32282.2	2164.88	8189.73	5037.8	3273.43	22175.3	5660.68	13885.7	0.4735	947	1053	947	197	355	448	258	590	0	956	0	0	196	0	0	956	196
15000	15	4.81248	31683	84475.5	657114	4902.11	4066.32	21664.6	5333.58	9820.94	0.4765	953	1047	953	200	374	426	428	389	0	1001	0	0	182	0	0	1001	182
15250	15.25	8.77803	60476.3	5691.01	15316.9	13200.4	3785.1	25432.9	6353.47	48087.5	0.4765	953	1047	953	200	374	426	243	593	0	986	0	0	178	0	0	986	178
15500	15.5	4.94846	34292.8	2537.42	9194.99	5560.04	3494.11	23306.8	5729.26	25874	0.4765	953	1047	953	200	374	426	226	620	0	978	0	0	176	0	0	978	176
15750	15.75	4.70347	32686.7	2311.24	8386.81	4725.49	3548.11	22814.8	5407.2	4948.08	0.4765	953	1047	953	200	374	426	219	633	0	973	0	0	175	0	0	973	175
16000	16	4.70453	30972.3	78042	737823	5288.57	4003.75	21289.2	5632.91	5091.92	0.4545	909	1091	909	208	360	432	382	389	0	1063	0	0	166	0	0	1063	166
16250	16.25	11.0611	75774.2	8440.94	17898.1	15479.5	3995.52	37630.5	6621.2	284041	0.4545	909	1091	909	208	360	432	227	567	0	1044	0	0	162	0	0	1044	162
16500	16.5	5.14958	35416.2	2622.62	9922.68	5846.2	3602.76	23228.4	5890.87	8866.85	0.4545	909	1091	909	208	360	432	219	585	0	1034	0	0	162	0	0	1034	162
16750	16.75	4.73424	32630.8	2261.7	8583.82	4841.28	3478.71	22354.4	5685.05	2787	0.4545	909	1091	909	208	360	432	217	595	0	1027	0	0	161	0	0	1027	161
17000	17	4.62949	30492.1	98141.9	548185	5067.96	4361.95	21841.2	5306.79	14780.5	0.478	956	1044	956	182	393	425	431	391	0	1036	0	0	142	0	0	1036	142
17250	17.25	9.01381	61668	7195.15	15060.9	12539.1	4201.56	25223.7	6101.52	222987	0.478	956	1044	956	182	393	425	277	561	0	1021	0	0	141	0	0	1021	141
17500	17.5	5.01971	34508	2777.73	9181.09	5463.02	3943.55	22720.4	5485.11	43443.5	0.478	956	1044	956	182	393	425	263	583	0	1013	0	0	141	0	0	1013	141
17750	17.75	4.76514	32829.4	2282.63	8514.6	5011.59	3785.81	22507.5	5226.6	18787.7	0.478	956	1044	956	182	393	425	260	593	0	1006	0	0	141	0	0	1006	141
18000	18	4.83006	31617.6	78544.4	520246	5158.3	4097.63	21674.9	5429.6	6141.49	0.4585	917	1083	917	191	381	428	420	364	0	1091	0	0	125	0	0	1091	125
18250	18.25	8.78107	60405	8443.19	15759.4	11319	3730.65	25261	6768.57	80750.5	0.4585	917	1083	917	191	381	428	212	586	0	1077	0	0	125	0	0	1077	125
18500	18.5	4.95275	34181.4	2598.37	9234.72	5589.77	3544.26	22790.8	5911.38	22164.8	0.4585	917	1083	917	191	381	428	205	601	0	1069	0	0	125	0	0	1069	125
18750	18.75	4.77882	33038.4	2346.3	8588.2	5045.45	3217.11	22580.7	5803.13	2867.42	0.4585	917	1083	917	191	381	428	203	609	0	1064	0	0	124	0	0	1064	124
19000	19	4.79769	31542.4	92980	670437	5369.29	3999.41	21551.1	5601.22	6527.35	0.462	924	1076	924	184	388	428	395	383	0	1109	0	0	113	0	0	1109	113
19250	19.25	10.3942	70971.8	8960.78	16390.7	14806.8	3873.09	25801.4	6638.1	49929.2	0.462	924	1076	924	184	388	428	257	552	0	1082	0	0	109	0	0	1082	109
19500	19.5	5.00392	34264.3	2733.47	9658.45	6020.78	3619.66	23095	5747.49	6830.88	0.462	924	1076	924	184	388	428	250	565	0	1076	0	0	109	0	0	1076	109
19750	19.75	4.84278	33219	1972.07	8751.8	5043.94	3489.73	22255.3	5662.82	2838.15	0.462	924	1076	924	184	388	428	249	573	0	1069	0	0	109	0	0	1069	109
20000	20	4.74943	31054.1	91677.1	659825	5079.39	3907.99	21730.7	5351.14	7767.2	0.4695	939	1061	939	154	389	457	441	359	0	1099	0	0	101	0	0	1099	101
