step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.4289	26573.4	0	5212.06	4311.05	0	25841	0	0	0	-nan
2000	2	4.3665	26199	0	5336.2	4278.3	0	25522.6	0	0	0	-nan
3000	3	4.47472	26848.3	0	5326.53	4378.1	0	25572.7	0	0	0	-nan
4000	4	4.40265	26415.9	0	5361.51	4375.31	0	25737.2	0	0	0	-nan
5000	5	4.47186	26831.2	0	5472.99	4628.82	0	25764.7	0	0	0	-nan
6000	6	4.46052	26763.1	0	5225.38	4433.67	0	26034.5	0	0	0	-nan
7000	7	4.49183	26951	0	5212.3	4168.99	0	25700	0	0	0	-nan
8000	8	4.4615	26769	0	5070.49	4340.47	0	25463.6	0	0	0	-nan
9000	9	4.43904	26634.2	0	5250.52	4561.72	0	25652.7	0	0	0	-nan
10000	10	4.38314	26298.8	0	5314.72	4499.05	0	25837.3	0	0	0	-nan
11000	11	4.41705	26502.3	0	5164.52	4499.34	0	25770.7	0	0	0	-nan
12000	12	4.39654	26379.2	0	5158.33	4615.72	0	25613.8	0	0	0	-nan
13000	13	4.39619	26377.1	0	5584.76	4671.35	0	25730.6	0	0	0	-nan
14000	14	4.45293	26717.6	0	5101.75	4243.98	0	25819.7	0	0	0	-nan
15000	15	4.38964	26337.8	0	5332.8	4564.87	0	25656.6	0	0	0	-nan
16000	16	4.46934	26816	0	5181.53	4211.49	0	25552.5	0	0	0	-nan
17000	17	4.37753	26265.2	0	5294.58	4535.4	0	25474.9	0	0	0	-nan
18000	18	4.50726	27043.5	0	5283.04	4195.04	0	25672.3	0	0	0	-nan
19000	19	4.3687	26212.2	0	5440.86	4545.15	0	25728.6	0	0	0	-nan
20000	20	4.41871	26512.3	0	5543.21	4598.43	0	25602.2	0	0	0	-nan
21000	21	4.44886	26693.2	0	5213.84	4546.79	0	26119.1	0	0	0	-nan
22000	22	4.4206	26523.6	0	5293.21	4333.59	0	25761	0	0	0	-nan
23000	23	4.38586	26315.2	0	5242.2	4408.9	0	25814	0	0	0	-nan
24000	24	4.37321	26239.3	0	5259.1	4106.85	0	25451.4	0	0	0	-nan
25000	25	4.50512	27030.7	0	5132.78	4305.91	0	25760.6	0	0	0	-nan
26000	26	4.40723	26443.4	0	5277.05	4365.22	0	25644.5	0	0	0	-nan
27000	27	4.45447	26726.8	0	5464.02	4350.58	0	25534.5	0	0	0	-nan
28000	28	4.44451	26667.1	0	5318.79	4372.06	0	25048	0	0	0	-nan
29000	29	4.47007	26820.4	0	5264.45	4181.57	0	24961.9	0	0	0	-nan
30000	30	4.48734	26924	0	5244.01	4366.67	0	25017.3	0	0	0	-nan
31000	31	4.40054	26403.2	0	5127.38	4406.54	0	25304	0	0	0	-nan
32000	32	4.38386	26303.2	0	5320.01	4465.22	0	25727.9	0	0	0	-nan
33000	33	4.50293	27017.6	0	5355.25	4287.43	0	25075.3	0	0	0	-nan
34000	34	4.45699	26742	0	5040.26	4417.1	0	24978.2	0	0	0	-nan
35000	35	4.44784	26687.1	0	5063.03	4746.94	0	25476.2	0	0	0	-nan
36000	36	4.44459	26667.5	0	5146.04	4317.94	0	25168.1	0	0	0	-nan
37000	37	4.40968	26458.1	0	5057.25	4524.36	0	25180.3	0	0	0	-nan
38000	38	4.4576	26745.6	0	5360.22	4316.91	0	25212.4	0	0	0	-nan
39000	39	4.37572	26254.3	0	5213.3	4678.99	0	25714	0	0	0	-nan
40000	40	4.59107	27546.4	0	5175.35	4241.81	0	25557.1	0	0	0	-nan
41000	41	4.335	26010	0	5134.39	4447.15	0	25470.1	0	0	0	-nan
42000	42	4.48678	26920.7	0	5281.53	4362.83	0	25538.9	0	0	0	-nan
43000	43	4.35731	26143.9	0	5342.8	4284.23	0	25344.3	0	0	0	-nan
44000	44	4.45405	26724.3	0	5198.34	4240.89	0	25359.2	0	0	0	-nan
45000	45	4.34431	26065.9	0	5147.9	4500.19	0	25657.3	0	0	0	-nan
46000	46	4.42812	26568.7	0	5115.25	4460.8	0	25535.7	0	0	0	-nan
47000	47	4.45404	26724.2	0	5085.98	4380.46	0	25731	0	0	0	-nan
48000	48	4.42824	26569.5	0	5075.42	4404.16	0	25488.7	0	0	0	-nan
49000	49	4.4887	26932.2	0	5256.23	4349.79	0	25462.5	0	0	0	-nan
50000	50	4.40675	26440.5	0	5238	4293.49	0	25615.3	0	0	0	-nan
51000	51	4.45056	26703.3	0	5245.95	4439.07	0	25657.6	0	0	0	-nan
52000	52	4.47369	26842.1	0	5352.26	4440.49	0	25258.1	0	0	0	-nan
53000	53	4.48798	26927.9	0	5107.7	4293.96	0	25805.4	0	0	0	-nan
54000	54	4.45667	26740	0	5294.36	4522.49	0	25460	0	0	0	-nan
