step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.42752	26565.1	0	5231.43	4558.08	0	25356.9	0	0	0	-nan
2000	2	4.50186	27011.1	0	5118.86	4385.56	0	25566.4	0	0	0	-nan
3000	3	4.47667	26860	0	4899.82	4434.26	0	25634.8	0	0	0	-nan
4000	4	4.37064	26223.9	0	5235.56	4514.08	0	25632.4	0	0	0	-nan
5000	5	4.38249	26295	0	4913.31	4276.3	0	25539.9	0	0	0	-nan
6000	6	4.5019	27011.4	0	5214.96	4599.28	0	25568	0	0	0	-nan
7000	7	4.51698	27101.9	0	5370.02	4418.25	0	25696.8	0	0	0	-nan
8000	8	4.47748	26864.9	0	5171.6	4486.05	0	25512.3	0	0	0	-nan
9000	9	4.481	26886	0	4944.79	4341.87	0	25327.9	0	0	0	-nan
10000	10	4.38387	26303.2	0	5493.52	4663.84	0	25653.3	0	0	0	-nan
11000	11	4.35461	26127.7	0	5468.18	4374.42	0	25391.2	0	0	0	-nan
12000	12	4.3896	26337.6	0	4977.57	4652.91	0	25732.5	0	0	0	-nan
13000	13	4.52269	27136.2	0	5073.11	4534.46	0	25997.1	0	0	0	-nan
14000	14	4.39787	26387.2	0	4965.63	4222.97	0	25822.6	0	0	0	-nan
15000	15	4.43725	26623.5	0	5460.94	4373.51	0	25401.8	0	0	0	-nan
16000	16	4.42746	26564.8	0	4943.3	4387.51	0	25733.3	0	0	0	-nan
17000	17	4.37317	26239	0	5249.91	4231.45	0	25961.9	0	0	0	-nan
18000	18	4.43301	26598.1	0	5048.55	4482.56	0	25511.3	0	0	0	-nan
19000	19	4.51411	27084.6	0	5020.41	4477.93	0	25505.8	0	0	0	-nan
20000	20	4.43469	26608.1	0	5225.01	4446.69	0	25574.3	0	0	0	-nan
21000	21	4.43786	26627.1	0	5167.93	4549.67	0	25384.4	0	0	0	-nan
22000	22	4.43596	26615.7	0	5083.12	4529.29	0	25420.4	0	0	0	-nan
23000	23	4.38501	26310.1	0	5245.25	4688.56	0	25644.3	0	0	0	-nan
24000	24	4.49338	26960.3	0	5012.84	4332.29	0	25654.8	0	0	0	-nan
25000	25	4.41992	26519.5	0	5282.8	4463.22	0	25289.6	0	0	0	-nan
26000	26	4.44623	26677.4	0	5455.19	4303.73	0	25489.6	0	0	0	-nan
27000	27	4.45081	26704.9	0	5201.75	4448.72	0	25750.2	0	0	0	-nan
28000	28	4.40963	26457.8	0	5277.89	4394.22	0	25207.7	0	0	0	-nan
29000	29	4.35478	26128.7	0	5189.37	4333.83	0	25566.5	0	0	0	-nan
30000	30	4.29871	25792.3	0	5547.4	4312.41	0	25446.1	0	0	0	-nan
31000	31	4.43563	26613.8	0	5060.4	4556.31	0	25465.8	0	0	0	-nan
32000	32	4.43474	26608.4	0	5519.6	4521.89	0	25198.2	0	0	0	-nan
33000	33	4.52858	27171.5	0	5187.35	4400.37	0	25494.4	0	0	0	-nan
34000	34	4.49162	26949.7	0	5650.45	4238.39	0	25521.9	0	0	0	-nan
35000	35	4.51563	27093.8	0	5288.66	4152.71	0	25720.5	0	0	0	-nan
36000	36	4.44039	26642.3	0	5305.52	4436.12	0	25999.3	0	0	0	-nan
37000	37	4.51216	27072.9	0	5405.35	4626.42	0	25877.7	0	0	0	-nan
38000	38	4.3837	26302.2	0	5188.98	4456.99	0	25495.4	0	0	0	-nan
39000	39	4.55049	27302.9	0	5134.07	4597.05	0	25783.1	0	0	0	-nan
40000	40	4.44334	26660.1	0	5220.84	4690.28	0	25550.6	0	0	0	-nan
41000	41	4.39119	26347.1	0	5188.62	4502.27	0	25885.9	0	0	0	-nan
42000	42	4.43703	26622.2	0	5135.94	4391.03	0	25626.7	0	0	0	-nan
43000	43	4.4233	26539.8	0	5215.82	4327.93	0	25481.9	0	0	0	-nan
44000	44	4.37781	26266.9	0	5107.53	4549.82	0	25570	0	0	0	-nan
45000	45	4.43116	26587	0	5248.98	4318.98	0	25582.9	0	0	0	-nan
46000	46	4.34182	26050.9	0	5610.38	4311.29	0	25597.4	0	0	0	-nan
47000	47	4.40062	26403.7	0	5358.35	4401.96	0	25685.1	0	0	0	-nan
48000	48	4.46542	26792.5	0	5105.84	4484.45	0	25121.1	0	0	0	-nan
49000	49	4.37974	26278.5	0	5106.8	4471.67	0	25535.2	0	0	0	-nan
50000	50	4.42921	26575.3	0	5115.29	4336.77	0	25309.8	0	0	0	-nan
51000	51	4.41475	26488.5	0	5177.32	4551.91	0	25619.3	0	0	0	-nan
52000	52	4.42568	26554.1	0	5216.74	4436.61	0	25964.5	0	0	0	-nan
53000	53	4.40329	26419.8	0	5175.99	4075.8	0	25788.7	0	0	0	-nan
54000	54	4.51683	27101	0	5373.52	4529.19	0	25806.6	0	0	0	-nan
55000	55	4.32368	25942.1	0	5067.6	4603.54	0	25656.1	0	0	0	-nan
56000	56	4.44249	26655	0	4995.72	4475.69	0	25447.7	0	0	0	-nan
57000	57	4.44734	26684	0	5369.77	4383.64	0	25573.6	0	0	0	-nan
58000	58	4.44493	26669.6	0	5463.33	4441.29	0	25376.2	0	0	0	-nan
59000	59	4.41281	26476.8	0	5221.69	4377.39	0	25488.2	0	0	0	-nan
60000	60	4.47077	26824.6	0	5054.71	4452.39	0	25775.5	0	0	0	-nan
61000	61	4.52584	27155	0	5325.36	4302.23	0	25355.3	0	0	0	-nan
62000	62	4.43428	26605.7	0	5147.99	4321.67	0	24927.2	0	0	0	-nan
63000	63	4.46767	26806	0	5019.47	4591	0	25351.2	0	0	0	-nan
64000	64	4.41676	26500.6	0	5337.81	4351.93	0	25144.9	0	0	0	-nan
65000	65	4.47063	26823.8	0	5153.46	4382.69	0	25170.5	0	0	0	-nan
66000	66	4.42569	26554.2	0	5152.83	4475.25	0	25104.3	0	0	0	-nan
67000	67	4.28108	25686.5	0	5139.66	4428.82	0	25101.5	0	0	0	-nan
68000	68	4.41263	26475.8	0	4998.42	4527.37	0	25883.2	0	0	0	-nan
69000	69	4.50076	27004.6	0	5357.85	4321.05	0	25694.6	0	0	0	-nan
70000	70	4.4559	26735.4	0	5432.69	4501.6	0	25594.1	0	0	0	-nan
71000	71	4.42522	26551.3	0	5379.25	4226.75	0	25737	0	0	0	-nan
72000	72	4.4902	26941.2	0	5075.65	4304.7	0	25775.8	0	0	0	-nan
73000	73	4.48491	26909.5	0	5091.89	4323.48	0	25371.2	0	0	0	-nan
74000	74	4.49521	26971.3	0	5267.89	4500.55	0	25777.4	0	0	0	-nan
75000	75	4.47712	26862.7	0	5169.81	4523.07	0	25344.8	0	0	0	-nan
76000	76	4.43071	26584.3	0	5398.38	4445.69	0	25720.1	0	0	0	-nan
77000	77	4.38785	26327.1	0	5260.77	4228.42	0	25403.6	0	0	0	-nan
78000	78	4.49849	26990.9	0	5299.31	4457.32	0	25515.4	0	0	0	-nan
79000	79	4.50964	27057.8	0	5001.96	4710.98	0	25847.1	0	0	0	-nan
80000	80	4.35905	26154.3	0	5371.15	4523.79	0	26031.1	0	0	0	-nan
81000	81	4.38366	26302	0	5178.88	4643.33	0	25914	0	0	0	-nan
82000	82	4.39279	26356.7	0	5184.29	4352.77	0	25293.6	0	0	0	-nan
83000	83	4.51673	27100.4	0	5206.59	4417.87	0	25349.1	0	0	0	-nan
84000	84	4.4214	26528.4	0	5221.96	4249.32	0	25563.1	0	0	0	-nan
85000	85	4.45012	26700.7	0	5043.76	4326.3	0	25426.5	0	0	0	-nan
86000	86	4.55028	27301.7	0	4986.83	4467.48	0	25661	0	0	0	-nan
87000	87	4.40501	26430.1	0	5196.37	4379.62	0	25679	0	0	0	-nan
88000	88	4.52377	27142.6	0	5210.29	4664.49	0	25546.1	0	0	0	-nan
89000	89	4.42546	26552.8	0	5390.83	4367.52	0	25476.2	0	0	0	-nan
90000	90	4.48996	26939.8	0	5172.19	4481.84	0	25649.1	0	0	0	-nan
91000	91	4.36966	26217.9	0	5293.64	4458.92	0	25754.8	0	0	0	-nan
92000	92	4.36523	26191.4	0	5266.76	4445.6	0	25987.5	0	0	0	-nan
93000	93	4.35307	26118.4	0	5090.19	4422.79	0	25829.1	0	0	0	-nan
94000	94	4.39854	26391.3	0	5277.71	4437.64	0	25444	0	0	0	-nan
95000	95	4.40283	26417	0	5502.22	4480.15	0	25521.5	0	0	0	-nan
96000	96	4.43363	26601.8	0	5224.27	4608.54	0	25493.3	0	0	0	-nan
97000	97	4.54576	27274.6	0	5356.82	4317.1	0	25484.6	0	0	0	-nan
98000	98	4.39693	26381.6	0	5240.09	4335.27	0	25823.4	0	0	0	-nan
99000	99	4.36443	26186.6	0	5410.48	4241.59	0	25620.2	0	0	0	-nan
100000	100	4.40505	26430.3	0	5219.91	4627.4	0	25681.9	0	0	0	-nan
101000	101	4.45085	26705.1	0	5162.62	4321.14	0	25463.3	0	0	0	-nan
102000	102	4.35737	26144.2	0	5192.71	4396.05	0	25440.1	0	0	0	-nan
103000	103	4.54849	27290.9	0	5279.69	4334.12	0	25593.9	0	0	0	-nan
104000	104	4.54544	27272.6	0	5308.72	4225.71	0	25573.8	0	0	0	-nan
105000	105	4.50486	27029.2	0	5132.84	4483.59	0	25557.4	0	0	0	-nan
106000	106	4.38442	26306.5	0	5455.21	4377.4	0	25510.8	0	0	0	-nan
107000	107	4.38945	26336.7	0	4906.01	4153.8	0	25909	0	0	0	-nan
108000	108	4.44548	26672.9	0	5224.43	4424.16	0	25446.8	0	0	0	-nan
109000	109	4.44325	26659.5	0	5235.12	4485.91	0	25470	0	0	0	-nan
110000	110	4.48985	26939.1	0	5187.03	4341.69	0	25564.2	0	0	0	-nan
111000	111	4.44678	26680.7	0	5220.81	4465.74	0	25706	0	0	0	-nan
112000	112	4.35206	26112.3	0	5141.63	4503.95	0	25531.6	0	0	0	-nan
113000	113	4.50794	27047.7	0	5007.09	4662.86	0	25463.5	0	0	0	-nan
114000	114	4.47682	26860.9	0	4976.89	4210.9	0	25187.8	0	0	0	-nan
115000	115	4.44744	26684.6	0	5212.54	4249.73	0	25618.2	0	0	0	-nan
116000	116	4.44952	26697.1	0	5377.72	4341.69	0	25414.4	0	0	0	-nan
117000	117	4.38411	26304.7	0	5279.17	4228.81	0	25570.5	0	0	0	-nan
118000	118	4.33441	26006.5	0	5053.11	4367.46	0	25433.8	0	0	0	-nan
119000	119	4.3787	26272.2	0	5282.82	4314.95	0	25005.7	0	0	0	-nan
120000	120	4.24153	25449.2	0	5198.43	4556.59	0	25095.9	0	0	0	-nan
121000	121	4.4253	26551.8	0	5226.6	4541.53	0	25524.7	0	0	0	-nan
122000	122	4.31572	25894.3	0	5128.03	4248.33	0	25627.3	0	0	0	-nan
123000	123	4.50072	27004.3	0	5020.2	4221.38	0	25091.1	0	0	0	-nan
124000	124	4.37906	26274.4	0	5224.84	4304.34	0	25825.5	0	0	0	-nan
125000	125	4.42957	26577.4	0	5234.57	4566.74	0	25818.3	0	0	0	-nan
126000	126	4.52455	27147.3	0	5439.1	4248.5	0	25843	0	0	0	-nan
127000	127	4.4685	26811	0	5162.98	4337.83	0	25655.9	0	0	0	-nan
128000	128	4.36545	26192.7	0	5104.35	4517.71	0	25734.1	0	0	0	-nan
129000	129	4.43271	26596.2	0	5272.38	4485.57	0	25746	0	0	0	-nan
130000	130	4.43358	26601.5	0	5382.06	4280.35	0	25540.7	0	0	0	-nan
131000	131	4.38106	26286.4	0	5289.33	4533.11	0	25508.7	0	0	0	-nan
132000	132	4.41063	26463.8	0	5161.87	4442.75	0	25865.1	0	0	0	-nan
133000	133	4.44782	26686.9	0	5220.48	4493.05	0	26050.5	0	0	0	-nan
134000	134	4.40728	26443.7	0	4805.84	4121.81	0	25741.8	0	0	0	-nan
135000	135	4.49294	26957.6	0	5368.65	4278.26	0	25756.4	0	0	0	-nan
136000	136	4.33851	26031.1	0	5349.94	4500.42	0	25297.5	0	0	0	-nan
137000	137	4.37752	26265.1	0	5371.27	4139.93	0	25416	0	0	0	-nan
138000	138	4.36482	26188.9	0	5373.17	4449.86	0	25614.4	0	0	0	-nan
139000	139	4.48141	26888.5	0	5547.49	4451.34	0	25504.4	0	0	0	-nan
140000	140	4.40992	26459.5	0	5263.92	4220.45	0	25594.8	0	0	0	-nan
141000	141	4.38423	26305.4	0	5137.14	4246.16	0	25798.2	0	0	0	-nan
142000	142	4.37104	26226.3	0	5426.73	4391.59	0	25604.9	0	0	0	-nan
