step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.42415	26544.9	0	5002.19	4576.65	0	26016.9	0	0	0	-nan
2000	2	4.48563	26913.8	0	5066.95	4442.81	0	25444.7	0	0	0	-nan
3000	3	4.4103	26461.8	0	5191.74	4304.94	0	25853.7	0	0	0	-nan
4000	4	4.34741	26084.5	0	5066.83	4603.04	0	25974.8	0	0	0	-nan
5000	5	4.39056	26343.3	0	5438.33	4391	0	25450	0	0	0	-nan
6000	6	4.43321	26599.3	0	5306.65	4495.48	0	25512	0	0	0	-nan
7000	7	4.42146	26528.7	0	5245.01	4498.9	0	25276.6	0	0	0	-nan
8000	8	4.39587	26375.2	0	5257.99	4368.78	0	25624.7	0	0	0	-nan
9000	9	4.37568	26254.1	0	5403.45	4159.81	0	25299.8	0	0	0	-nan
10000	10	4.35813	26148.8	0	5110.42	4632.98	0	25117.9	0	0	0	-nan
11000	11	4.44479	26668.7	0	5220.91	4375.51	0	25064.8	0	0	0	-nan
12000	12	4.29619	25777.1	0	5034.11	4235.35	0	25099.6	0	0	0	-nan
13000	13	4.38187	26291.2	0	5092.9	4446.23	0	25299.7	0	0	0	-nan
14000	14	4.41859	26511.6	0	4991.64	4692.29	0	25320.8	0	0	0	-nan
15000	15	4.43899	26634	0	5103.12	4414.08	0	25239.1	0	0	0	-nan
16000	16	4.47129	26827.7	0	5263.86	4423.16	0	25413.7	0	0	0	-nan
17000	17	4.43216	26593	0	5096.57	4389.25	0	25658.3	0	0	0	-nan
18000	18	4.34409	26064.5	0	4804.07	4362.4	0	25034.7	0	0	0	-nan
19000	19	4.51981	27118.9	0	5296.23	4584.16	0	25327.8	0	0	0	-nan
20000	20	4.47486	26849.1	0	5378.24	4532.74	0	25291.2	0	0	0	-nan
21000	21	4.44296	26657.8	0	5102.18	4311.26	0	24874.1	0	0	0	-nan
22000	22	4.45195	26711.7	0	5208.23	4354.96	0	25297	0	0	0	-nan
23000	23	4.42177	26530.6	0	5433.31	4300.03	0	25428	0	0	0	-nan
24000	24	4.4241	26544.6	0	4958.74	4544.26	0	25227.6	0	0	0	-nan
25000	25	4.4641	26784.6	0	5307.97	4429.47	0	25414.4	0	0	0	-nan
26000	26	4.40364	26421.8	0	5335.43	4617.81	0	25553.4	0	0	0	-nan
27000	27	4.44412	26664.7	0	5307.7	4450.23	0	25651.9	0	0	0	-nan
28000	28	4.4419	26651.4	0	5182.53	4368.86	0	25817.2	0	0	0	-nan
29000	29	4.35903	26154.2	0	5157.95	4565.76	0	25514.7	0	0	0	-nan
30000	30	4.41243	26474.6	0	5084.18	4159.33	0	25394.1	0	0	0	-nan
31000	31	4.50765	27045.9	0	5286.51	4457.22	0	25780.4	0	0	0	-nan
32000	32	4.40377	26422.6	0	5210.83	4436.21	0	25359.7	0	0	0	-nan
33000	33	4.53021	27181.2	0	5243.94	4477.84	0	25734.7	0	0	0	-nan
34000	34	4.4668	26800.8	0	4801.55	4232.38	0	25598.7	0	0	0	-nan
35000	35	4.39611	26376.7	0	5053.07	4282.15	0	25549.7	0	0	0	-nan
36000	36	4.42296	26537.7	0	5274.77	4493.57	0	25761.7	0	0	0	-nan
37000	37	4.44686	26681.2	0	5038.64	4402.4	0	25574.1	0	0	0	-nan
38000	38	4.36881	26212.9	0	5369.12	4658.25	0	25877.9	0	0	0	-nan
39000	39	4.48822	26929.3	0	5036.02	4281.63	0	25794.1	0	0	0	-nan
40000	40	4.39532	26371.9	0	5308.46	4594.36	0	25862.1	0	0	0	-nan
41000	41	4.34422	26065.3	0	5275.55	4603.55	0	25566.3	0	0	0	-nan
42000	42	4.41022	26461.3	0	5334.05	4346.8	0	25898.8	0	0	0	-nan
43000	43	4.36731	26203.9	0	5375.15	4445.29	0	25691	0	0	0	-nan
44000	44	4.48438	26906.3	0	5125.84	4457.34	0	25269.7	0	0	0	-nan
45000	45	4.41934	26516.1	0	5464.72	4442.61	0	25513.2	0	0	0	-nan
46000	46	4.47038	26822.3	0	5138.24	4542.21	0	25563.8	0	0	0	-nan
47000	47	4.44164	26649.9	0	5011.07	4045.91	0	25774.6	0	0	0	-nan
48000	48	4.39294	26357.7	0	5148.34	4649.54	0	25690.3	0	0	0	-nan
49000	49	4.33472	26008.3	0	5040.02	4266.09	0	25502.8	0	0	0	-nan
50000	50	4.39799	26388	0	5239.77	4495.98	0	25550	0	0	0	-nan
51000	51	4.36918	26215.1	0	5128.19	4601.7	0	25894.2	0	0	0	-nan
52000	52	4.52096	27125.8	0	5265.48	4219.67	0	25629.2	0	0	0	-nan
53000	53	4.49331	26959.9	0	5275.53	4445.19	0	25586.8	0	0	0	-nan
54000	54	4.54143	27248.6	0	4983.97	4355.71	0	25888.1	0	0	0	-nan
55000	55	4.53847	27230.8	0	5427.2	4568	0	25352.3	0	0	0	-nan
56000	56	4.37202	26232.1	0	5116.19	4597.94	0	25442.6	0	0	0	-nan
57000	57	4.45497	26729.8	0	5268.51	4628.15	0	25575.1	0	0	0	-nan
58000	58	4.43181	26590.8	0	5321.81	4348.78	0	25641.7	0	0	0	-nan
59000	59	4.5074	27044.4	0	4890.76	4583	0	25630.8	0	0	0	-nan
60000	60	4.38531	26311.8	0	5164.71	4375.32	0	25458.8	0	0	0	-nan
61000	61	4.45596	26735.8	0	5415.78	4462.12	0	25481.3	0	0	0	-nan
62000	62	4.41229	26473.8	0	4923.99	4454.8	0	25452.8	0	0	0	-nan
63000	63	4.40713	26442.8	0	5089.3	4362.08	0	25954	0	0	0	-nan
64000	64	4.46775	26806.5	0	5320.87	4616.5	0	25283.3	0	0	0	-nan
65000	65	4.37769	26266.2	0	5129.57	4400.85	0	25688.1	0	0	0	-nan
66000	66	4.51418	27085.1	0	5250.72	4578.92	0	25624.3	0	0	0	-nan
67000	67	4.3915	26349	0	5291.72	4409.41	0	25443.8	0	0	0	-nan
68000	68	4.50587	27035.2	0	5099.84	4308.38	0	25357.9	0	0	0	-nan
69000	69	4.44126	26647.6	0	5260.67	4284.63	0	25721.6	0	0	0	-nan
70000	70	4.35507	26130.4	0	5057.65	4481.43	0	25738.2	0	0	0	-nan
71000	71	4.48889	26933.3	0	5053.04	4344.94	0	25646.8	0	0	0	-nan
72000	72	4.49972	26998.3	0	5154	4469.32	0	25404.8	0	0	0	-nan
73000	73	4.43234	26594	0	5342.98	4354.33	0	25960.3	0	0	0	-nan
74000	74	4.39229	26353.7	0	5276.06	4413.73	0	26105.1	0	0	0	-nan
75000	75	4.4153	26491.8	0	5318.01	4523.8	0	25633.6	0	0	0	-nan
76000	76	4.38124	26287.5	0	5268.51	4262.9	0	25541.2	0	0	0	-nan
77000	77	4.48699	26922	0	5198.98	4538.22	0	25805.6	0	0	0	-nan
78000	78	4.47291	26837.5	0	5390.9	4346.22	0	25559.1	0	0	0	-nan
79000	79	4.60247	27614.8	0	5281.6	4202.25	0	25976.6	0	0	0	-nan
80000	80	4.37308	26238.5	0	5688.01	4507.68	0	25980.4	0	0	0	-nan
81000	81	4.47511	26850.7	0	5269.71	4407.81	0	25721	0	0	0	-nan
82000	82	4.4319	26591.4	0	5235.88	4360.2	0	25576.5	0	0	0	-nan
83000	83	4.46563	26793.8	0	5441.01	4311.03	0	25855.2	0	0	0	-nan
84000	84	4.38668	26320.1	0	5433.47	4473.95	0	25789.4	0	0	0	-nan
85000	85	4.52999	27180	0	5161.26	4539.03	0	25734.8	0	0	0	-nan
86000	86	4.45694	26741.6	0	5243.55	4625.93	0	25966	0	0	0	-nan
87000	87	4.40928	26455.7	0	5296.68	4423.55	0	25971.8	0	0	0	-nan
88000	88	4.45552	26733.1	0	5238.03	4539.06	0	26112.6	0	0	0	-nan
89000	89	4.48844	26930.7	0	5268.78	4599.98	0	25895.4	0	0	0	-nan
90000	90	4.42575	26554.5	0	5283.79	4396.81	0	26195.7	0	0	0	-nan
91000	91	4.46239	26774.4	0	5196.98	4526.73	0	25834.9	0	0	0	-nan
92000	92	4.39059	26343.6	0	5189.61	4551.34	0	26227.7	0	0	0	-nan
93000	93	4.4402	26641.2	0	5322.65	4491.69	0	25606.1	0	0	0	-nan
94000	94	4.3734	26240.4	0	5353.63	4474.8	0	25905.8	0	0	0	-nan
95000	95	4.56098	27365.9	0	5071.23	4636.12	0	25895.5	0	0	0	-nan
96000	96	4.43883	26633	0	5189.84	4417.77	0	25406	0	0	0	-nan
97000	97	4.37116	26227	0	5054.73	4186.9	0	25567.9	0	0	0	-nan
98000	98	4.48351	26901.1	0	5447.14	4234.79	0	25361.8	0	0	0	-nan
99000	99	4.50889	27053.4	0	5332.38	4520.57	0	25678.8	0	0	0	-nan
100000	100	4.37128	26227.7	0	5172.17	4362.78	0	25691.6	0	0	0	-nan
101000	101	4.2758	25654.8	0	5275.58	4640.64	0	25486.4	0	0	0	-nan
102000	102	4.5019	27011.4	0	5301.49	4430.37	0	25489.2	0	0	0	-nan
103000	103	4.42763	26565.8	0	5058.76	4276.51	0	26014	0	0	0	-nan
104000	104	4.46708	26802.5	0	5145.77	4496.07	0	25886.8	0	0	0	-nan
105000	105	4.47975	26878.5	0	5246.67	4406.62	0	25370	0	0	0	-nan
106000	106	4.37321	26239.3	0	5192.22	4343.47	0	25536.6	0	0	0	-nan
107000	107	4.41887	26513.2	0	5661.38	4682.93	0	25878.8	0	0	0	-nan
108000	108	4.39791	26387.4	0	5195.6	4520.81	0	25301.1	0	0	0	-nan
109000	109	4.43321	26599.2	0	5284.53	4383.86	0	24928.7	0	0	0	-nan
110000	110	4.37836	26270.1	0	5249.35	4618.46	0	25309.8	0	0	0	-nan
111000	111	4.43069	26584.1	0	5418.15	4430.41	0	25785.3	0	0	0	-nan
112000	112	4.41809	26508.5	0	5292.8	4215.34	0	25549.3	0	0	0	-nan
113000	113	4.51468	27088.1	0	5117.74	4645.91	0	25613.6	0	0	0	-nan
114000	114	4.43133	26588	0	5152.85	4328.83	0	25568.5	0	0	0	-nan
115000	115	4.50364	27021.9	0	5128.11	4396.33	0	25720.6	0	0	0	-nan
116000	116	4.30608	25836.5	0	5148.75	4362.79	0	25444.7	0	0	0	-nan
117000	117	4.3414	26048.4	0	5132.79	4249.06	0	26012.1	0	0	0	-nan
118000	118	4.45144	26708.6	0	5214.74	4475.93	0	25659	0	0	0	-nan
119000	119	4.44939	26696.3	0	5127.36	4200.75	0	25637.1	0	0	0	-nan
120000	120	4.46715	26802.9	0	5267.19	4520.56	0	25850.6	0	0	0	-nan
121000	121	4.52336	27140.1	0	5275.86	4645.94	0	25836.8	0	0	0	-nan
122000	122	4.54683	27281	0	5192.67	4273.1	0	25630.8	0	0	0	-nan
123000	123	4.4167	26500.2	0	5161.54	4340.27	0	25666.9	0	0	0	-nan
124000	124	4.30679	25840.8	0	5424.68	4368.52	0	25433.1	0	0	0	-nan
125000	125	4.5142	27085.2	0	5130.13	4452.6	0	25243.3	0	0	0	-nan
126000	126	4.40323	26419.4	0	5179.49	4497.41	0	25874.6	0	0	0	-nan
