step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	tab-scaled_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	15737.1	0	10063.7	0	0	-nan
1000	1	4.36175	26170.5	0	16408.3	4679.82	0	16348.5	1120.53	8523.69	0.0915	183	0
2000	2	4.44111	26646.6	444.587	32637.2	4697.27	310.865	16468.8	2909.74	7900.26	0.162	324	0.564815
3000	3	4.57648	28454.3	749.363	76144.6	4928.81	760.458	17682.3	2571.76	7303.43	0.228	456	0.710526
4000	4	4.59673	29538.6	1011.45	123649	4942.62	1011.01	18753.4	2238.7	7494.83	0.284	568	0.802817
5000	5	4.59889	30352.7	1327.11	223656	4877.48	1564.89	18984.7	2205.99	6847.81	0.329	658	0.863222
6000	6	4.54343	30668.1	1575.64	278730	4670.67	1788.07	19777.5	5730.5	6896.28	0.3765	753	0.868526
7000	7	4.58143	31605	1804.37	323902	5283.13	2085.58	20224	1757.05	6811.18	0.416	832	0.90024
8000	8	4.45218	31354.5	1931.51	549936	4819.93	2447.07	20305.5	2145.25	6620.83	0.459	918	0.906318
9000	9	4.54078	32496.1	1989.82	303199	5038.74	2634.23	20657.5	7954.67	6900.01	0.485	970	0.94433
10000	10	4.56289	33174.5	2262.22	473206	5002.41	2895.97	20774.7	4192.15	6121.03	0.5135	1027	0.940604
11000	11	4.52497	33299.2	2329.07	244452	4917.36	3186.87	21335.5	1463.26	6036.32	0.538	1076	0.950743
12000	12	4.59364	34245.6	2371.37	321415	4724.52	3243.02	20471	3138.15	6141.94	0.558	1116	0.960573
13000	13	4.50853	34016.8	2619.89	406396	4863.71	3462.25	20925.7	832.243	5787.37	0.573	1146	0.971204
14000	14	4.64226	35304.4	2705.37	443514	5175.23	3552.64	20764	2098.78	6188.99	0.5845	1169	0.974337
15000	15	4.56097	34905.1	2595.15	153495	4773.43	3661.57	20898.4	21390.8	6086	0.593	1186	0.98145
16000	16	4.5213	34818.5	2928.8	347369	4735.26	3846.52	20488.6	902.428	5894.2	0.6115	1223	0.967294
17000	17	4.55748	35254.4	2926.48	520715	4856.95	4032.24	20883.1	1375.3	6088.76	0.6275	1255	0.972908
18000	18	4.61959	35963.5	3060.93	420978	4632.55	4122.42	21052.6	687.952	6232.51	0.638	1276	0.978056
19000	19	4.50852	35308.5	2914.44	280116	4998.65	4165.28	20978.2	1210.81	5733.93	0.646	1292	0.982198
20000	20	4.58203	36056	2904.43	349987	4767.56	4403.56	20985.9	721.547	5730.12	0.6545	1309	0.982429
21000	21	4.52939	35750.4	3050.52	612251	4917.69	4420.03	20562.1	1018.03	5862.32	0.664	1328	0.980422
22000	22	4.56121	36138.5	2882.93	166411	4766.53	4604.78	20523	223.036	5917.01	0.669	1338	0.989537
23000	23	4.62967	36833.6	2891.12	411470	4907.55	4615.16	20609	267.348	5764.7	0.6775	1355	0.983764
24000	24	4.45982	35535.8	3050.84	154491	4660.87	4272.78	20953.3	216.131	5693.98	0.6805	1361	0.989713
25000	25	4.584	36621.6	3097.01	406625	4495.29	4433.36	21076.2	255.383	5474.08	0.6865	1373	0.986162
26000	26	4.50663	36050.8	3236.65	541200	4801.69	4577.33	20873.5	1105.51	5823.6	0.6915	1383	0.986262
27000	27	4.52947	36294.7	2899.85	150620	4650.16	4607.63	21107.6	903.572	6059.24	0.6935	1387	0.989906
28000	28	4.52488	36373.2	3282.89	401686	4843.81	4756.94	20819.9	193.169	5910.06	0.698	1396	0.990688
29000	29	4.5461	36612.1	2989.95	365698	4900.47	4792.09	20724	150.814	5803.54	0.7045	1409	0.987225
30000	30	4.52648	36447.2	2978.83	304774	4813.54	4830.16	20806.3	227.86	5687.59	0.707	1414	0.987977
31000	31	4.48791	36190.5	3410.63	439148	4606.53	4834.87	20601.6	220.8	5569.99	0.7125	1425	0.985965
32000	32	4.50869	36446	3194.17	376153	4441.93	4925.25	20648.8	566.529	5829.48	0.715	1430	0.98951
33000	33	4.46361	36135.1	3056.84	244389	4771.5	4951.25	20738.3	106.904	5857.24	0.7175	1435	0.989547
34000	34	4.47916	36281.2	3355.03	393815	4917.44	4964.37	20849.7	519.696	5926.1	0.72	1440	0.990972
35000	35	4.60051	37333.1	3104.97	173261	4769.58	4789.4	20925.7	579.145	5700.79	0.722	1444	0.992382
36000	36	4.53342	36788.7	3044.41	121412	4617.28	4901.4	20525.2	109.574	5734.17	0.721	1442	0.993759
37000	37	4.50412	36598.2	2887.3	153852	4735.83	5077.77	20859.9	190.206	5702.36	0.7255	1451	0.989662
38000	38	4.49601	36539.1	3396.78	392855	4649.29	5021.01	20876.5	76.1006	5595.55	0.727	1454	0.991059
39000	39	4.53919	36917.2	3343.31	234421	4993.61	5028.99	20721	177.993	5746.42	0.7305	1461	0.989049
40000	40	4.54489	37052.2	3193.59	431264	4652.24	5245.73	20726.5	755.828	5553.09	0.738	1476	0.987805
41000	41	4.4972	36710.6	3433.26	70252.6	4617.79	5331.61	21130.1	22957.1	5771.01	0.738	1476	0.993902
42000	42	4.48148	36616	3416.22	132649	4532.1	5003.74	20593.6	1511.42	5704.24	0.736	1472	0.994565
43000	43	4.51532	36892.5	3516.24	236236	4915.11	5153.67	20993.9	5054.08	5604.08	0.739	1478	0.988498
44000	44	4.56525	37286.7	3300.7	427239	4787.58	4991.5	20772.2	865.488	5705.55	0.7395	1479	0.990534
45000	45	4.42866	36184.4	3216.98	222177	4824.27	5256.77	20997.1	693.224	5924.22	0.742	1484	0.987197
46000	46	4.50535	36851.5	3367.46	244127	4535.08	5229.54	20509.7	138.802	5975.49	0.7425	1485	0.993939
47000	47	4.48724	36723.6	3339.14	220624	4990.5	5155.84	20614.5	93.3123	5866.81	0.7415	1483	0.992583
48000	48	4.497	36830.5	3182.4	329387	4640.9	5310.79	20914.8	86.603	6483.43	0.747	1494	0.988621
49000	49	4.55542	37315.8	3447.66	169481	4787.3	5210.04	20910.2	145.615	5815.44	0.7495	1499	0.991328
50000	50	4.51933	37081.1	3404.57	70650.3	4843.87	5197.06	20936.8	2678.59	6023.48	0.7505	1501	0.994004
51000	51	4.5635	37484.5	3433.46	223570	4824.39	5347.39	20962.6	602.603	5971.11	0.751	1502	0.992676
52000	52	4.52716	37192.9	3374.79	124463	4629.41	5224	20850.4	96.1069	5826.82	0.751	1502	0.994008
53000	53	4.52522	37190.5	3361.35	324590	4652.77	5195.63	21187.1	573.566	5516.9	0.754	1508	0.988727
54000	54	4.44774	36540.4	3367.07	336478	4673.87	5230.43	21214.5	338.667	5593.52	0.755	1510	0.991391
55000	55	4.59546	37774.7	3365.82	189180	4943.87	5217.79	20776.4	1249.91	5876.76	0.7555	1511	0.992058
56000	56	4.41006	36230.9	3218.79	199726	4686.01	5249.31	20818	2615.04	5590.01	0.7555	1511	0.990073
57000	57	4.49529	36944.6	3271.56	273482	4893.51	5131.71	20403.8	1526.88	5763.2	0.754	1508	0.994032
58000	58	4.47563	36843.4	3713.81	220420	5021.63	5287.32	21225.7	99.0259	5441.64	0.758	1516	0.990106
59000	59	4.52084	37215.6	3393.83	86709.7	4679.49	5138.9	21046.2	163.624	5823.09	0.7575	1515	0.994059
60000	60	4.48152	36939	3647.34	331100	4903.71	5263.57	21720.1	491.306	5595.3	0.7625	1525	0.986885
61000	61	4.39096	36172.7	3532.12	225123	4819.94	5323.99	20922.6	180.154	5818	0.763	1526	0.992792
62000	62	4.56205	37664.2	3619.92	317492	4736.37	5434.22	21064.2	682.357	5789.95	0.7685	1537	0.987638
63000	63	4.4782	37005.6	3357.19	152112	4784.45	5449.75	21206.1	216.799	5978.69	0.772	1544	0.993523
64000	64	4.51852	37372.7	3380.9	181498	4768.16	5374.88	20696.4	88.3672	6009.41	0.775	1550	0.990323
65000	65	4.47177	37053	3536.75	212945	4824.55	5394.47	20649.3	215.802	5673.34	0.78	1560	0.991026
66000	66	4.54471	37684.8	3457.63	222660	4623.9	5547.18	21341.4	185.593	5730.55	0.7805	1561	0.992953
67000	67	4.46879	37075.3	3642.99	76695.5	4554.21	5316.66	21433.5	127.837	5646.46	0.778	1556	0.995501
68000	68	4.46153	37048.5	3755.45	81131.6	4735.08	5435.68	21303.9	80.47	5727.9	0.7795	1559	0.993586
69000	69	4.55701	37868.7	3428.67	155205	4699.1	5549.07	20710.2	79.3706	5940.86	0.7805	1561	0.994875
70000	70	4.58066	38051.6	3628.8	243264	4772.06	5579.7	21043.2	64.3459	5791.59	0.786	1572	0.986005
71000	71	4.5566	37817.5	3433.33	127981	4586.4	5552.76	21000	195.632	6276.55	0.7865	1573	0.992371
