# cr len_gsub, pn, pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01
2.000000000000000000e+00 1.998000000000000000e+03 1.001001001001001089e+00 1.000997999999945209e+00
4.000000000000000000e+00 1.996000000000000000e+03 1.002004008016031955e+00 1.001991999999945149e+00
6.000000000000000000e+00 1.994000000000000000e+03 1.003009027081243731e+00 1.002981999999944973e+00
8.000000000000000000e+00 1.992000000000000000e+03 1.004016064257028162e+00 1.003967999999944904e+00
1.200000000000000000e+01 1.988000000000000000e+03 1.006036217303822866e+00 1.005927999999944644e+00
1.400000000000000000e+01 1.986000000000000000e+03 1.007049345417925457e+00 1.006901999999944675e+00
1.500000000000000000e+01 1.985000000000000000e+03 1.007556675062972307e+00 1.007387499999944591e+00
1.900000000000000000e+01 1.981000000000000000e+03 1.009591115598182709e+00 1.009319499999944192e+00
2.200000000000000000e+01 1.978000000000000000e+03 1.011122345803842304e+00 1.010757999999944090e+00
2.300000000000000000e+01 1.977000000000000000e+03 1.011633788568538250e+00 1.011235499999943777e+00
2.600000000000000000e+01 1.974000000000000000e+03 1.013171225937183451e+00 1.012661999999943552e+00
2.800000000000000000e+01 1.972000000000000000e+03 1.014198782961460488e+00 1.013607999999943443e+00
2.900000000000000000e+01 1.971000000000000000e+03 1.014713343480466712e+00 1.014079499999943623e+00
3.000000000000000000e+01 1.970000000000000000e+03 1.015228426395939021e+00 1.014549999999943442e+00
3.500000000000000000e+01 1.965000000000000000e+03 1.017811704834605591e+00 1.017869999999942987e+00
3.700000000000000000e+01 1.963000000000000000e+03 1.018848700967906362e+00 1.018796999999942665e+00
3.900000000000000000e+01 1.961000000000000000e+03 1.019887812340642519e+00 1.019719999999942894e+00
4.200000000000000000e+01 1.958000000000000000e+03 1.021450459652706755e+00 1.021096999999942634e+00
4.400000000000000000e+01 1.956000000000000000e+03 1.022494887525562390e+00 1.022009999999942798e+00
4.700000000000000000e+01 1.953000000000000000e+03 1.024065540194572410e+00 1.023371999999942661e+00
4.900000000000000000e+01 1.951000000000000000e+03 1.025115325474115879e+00 1.024274999999942315e+00
5.000000000000000000e+01 1.950000000000000000e+03 1.025641025641025550e+00 1.024724999999942598e+00
5.200000000000000000e+01 1.948000000000000000e+03 1.026694045174537884e+00 1.025621999999942524e+00
5.400000000000000000e+01 1.946000000000000000e+03 1.027749229188078095e+00 1.026514999999942335e+00
5.700000000000000000e+01 1.943000000000000000e+03 1.029336078229541984e+00 1.027846999999942001e+00
5.800000000000000000e+01 1.942000000000000000e+03 1.029866117404737436e+00 1.028288999999941833e+00
5.900000000000000000e+01 1.941000000000000000e+03 1.030396702730551173e+00 1.028729999999941969e+00
6.100000000000000000e+01 1.939000000000000000e+03 1.031459515214027789e+00 1.029608999999941821e+00
6.200000000000000000e+01 1.938000000000000000e+03 1.031991744066047545e+00 1.030046999999941759e+00
6.300000000000000000e+01 1.937000000000000000e+03 1.032524522457408445e+00 1.030483999999942002e+00
6.600000000000000000e+01 1.934000000000000000e+03 1.034126163391933861e+00 1.031788999999941892e+00
6.700000000000000000e+01 1.933000000000000000e+03 1.034661148473874803e+00 1.032221999999941797e+00
6.900000000000000000e+01 1.931000000000000000e+03 1.035732780942516751e+00 1.033084999999942077e+00
7.300000000000000000e+01 1.927000000000000000e+03 1.037882719252724462e+00 1.034798999999941849e+00
7.800000000000000000e+01 1.922000000000000000e+03 1.040582726326742868e+00 1.036918999999941748e+00
8.000000000000000000e+01 1.920000000000000000e+03 1.041666666666666741e+00 1.038719999999941690e+00
8.100000000000000000e+01 1.919000000000000000e+03 1.042209484106305428e+00 1.039138499999941567e+00
8.300000000000000000e+01 1.917000000000000000e+03 1.043296817944705301e+00 1.040930999999941209e+00
8.400000000000000000e+01 1.916000000000000000e+03 1.043841336116910323e+00 1.041345999999941263e+00
8.600000000000000000e+01 1.914000000000000000e+03 1.044932079414838011e+00 1.043129999999941271e+00
8.800000000000000000e+01 1.912000000000000000e+03 1.046025104602510414e+00 1.043951999999941149e+00
8.900000000000000000e+01 1.911000000000000000e+03 1.046572475143903613e+00 1.044361499999940879e+00
9.100000000000000000e+01 1.909000000000000000e+03 1.047668936616029445e+00 1.045177499999940585e+00
9.300000000000000000e+01 1.907000000000000000e+03 1.048767697954902989e+00 1.045989499999940620e+00
9.500000000000000000e+01 1.905000000000000000e+03 1.049868766404199460e+00 1.046797499999940761e+00
9.600000000000000000e+01 1.904000000000000000e+03 1.050420168067226934e+00 1.048151999999940687e+00
9.700000000000000000e+01 1.903000000000000000e+03 1.050972149238045272e+00 1.048552999999940560e+00
9.800000000000000000e+01 1.902000000000000000e+03 1.051524710830704423e+00 1.048952999999940738e+00
1.000000000000000000e+02 1.900000000000000000e+03 1.052631578947368363e+00 1.049749999999940453e+00
