step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	tab-scaled_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	15737.1	0	10063.7	0	0	-nan
1000	1	4.36736	26204.1	0	12293.5	4580.08	0	15981.1	865.867	8564.02	0.083	166	0
2000	2	4.46456	26787.4	456.674	35105	4833.98	290.79	16297.6	5030.57	7780.42	0.16	320	0.51875
3000	3	4.4917	27826.1	761.764	122192	4863.47	564.988	17569.8	6272.67	7428.95	0.22	440	0.727273
4000	4	4.41256	28202.9	1023.63	131878	4738.21	919.235	18187.1	82501.2	6867.42	0.2765	553	0.793852
5000	5	4.56556	29961.5	1303.47	255229	4962.5	1362.38	18926.7	3946.48	6888.92	0.3255	651	0.849462
6000	6	4.57623	30862.1	1502.95	319443	4718.83	1667.8	19307.2	2990.22	6665.47	0.3725	745	0.869799
7000	7	4.60129	31707.5	1598.37	321883	4815.63	2007.54	19751.7	2732.88	6507.84	0.416	832	0.894231
8000	8	4.59109	32319	1983.46	375107	4949.71	2543.07	20709.4	1292.82	6375.56	0.453	906	0.916115
9000	9	4.53352	32464.5	2059.49	423690	4881.21	2558.94	20832.4	196422	6347.08	0.4815	963	0.935618
10000	10	4.5975	33453.7	2110.94	321007	5112.62	2916	20846.2	1222.87	6516.81	0.5065	1013	0.948667
11000	11	4.54242	33523.1	2258.6	179643	4857.55	2979.84	20861.5	1001.36	6381.21	0.5285	1057	0.957427
12000	12	4.57589	34106.4	2445.45	421127	4741.46	3280.55	20252.1	832.25	6147.62	0.546	1092	0.96337
13000	13	4.50644	33879.5	2284.42	354485	4979.84	3511.11	20774.2	1390.03	5937.68	0.5635	1127	0.964508
14000	14	4.58308	34696.2	2524.99	466743	4919.3	3619.58	20533.5	3997.48	6127.6	0.583	1166	0.963122
