step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	tab-scaled_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	15737.1	0	10063.7	0	0	-nan
1000	1	4.32521	25951.2	0	12990.3	4718.43	0	16304.7	594.863	8568.9	0.079	158	0
2000	2	4.561	27366	366.604	62599.3	5073.4	214.951	16351.5	3683.18	7855.37	0.1525	305	0.518033
3000	3	4.51093	27870.8	638.805	134989	4838.27	674.712	17379.9	5810.21	7610.4	0.2145	429	0.710956
4000	4	4.50462	28750.7	941.665	106133	4953.88	909.267	18279.2	5449.7	7035.38	0.2665	533	0.804878
5000	5	4.5134	29592.1	1250.1	221523	4900.55	1198.01	18811	4344.66	7115.37	0.315	630	0.844444
6000	6	4.64562	31141.9	1368.97	196247	4843.15	1679.39	19811.2	5214.71	6796.76	0.3605	721	0.869626
7000	7	4.61485	31648.7	1696.16	144986	4765.19	1986.94	19838.9	2518.62	6985.61	0.394	788	0.912437
8000	8	4.61471	32236.1	1705.68	370242	5056.83	2113.5	20031.6	2342.14	6778.92	0.4285	857	0.91832
9000	9	4.58967	32563.7	2013.95	312924	4921.95	2297.54	20179.1	4156.65	6436.58	0.4585	917	0.932388
10000	10	4.62259	33282.6	1908	374603	5194.11	2506.29	20684.4	5768.65	6407.87	0.485	970	0.943299
11000	11	4.59452	33597.5	2170.39	308422	4783.17	2885.85	20903.7	2410.3	6419.57	0.5125	1025	0.942439
12000	12	4.60368	33989	2371.24	309030	4899.35	2890.86	20865.5	1712.84	6276.26	0.5355	1071	0.954248
13000	13	4.60083	34382	2418.29	238541	4982.12	2958.34	21009.9	734.438	6550.42	0.5485	1097	0.972653
14000	14	4.579	34521.1	2441.16	199233	5007.2	3128.47	20984.9	675.936	6150.29	0.5615	1123	0.973286
15000	15	4.58869	34800.6	2510.41	393627	4538.04	3423.98	20884.4	1272.93	6094.54	0.5795	1159	0.963762
16000	16	4.63978	35403.8	2580.52	470612	4999.74	3450.6	20967.1	406.573	5958.05	0.5915	1183	0.975486
17000	17	4.46965	34407.4	2682.99	267873	4843.65	3436.1	21292.5	455.022	6258.45	0.603	1206	0.9801
18000	18	4.64684	35945.6	2662.72	608148	5080.37	3729.75	21171.9	5089.83	5975.85	0.6165	1233	0.974858
19000	19	4.50216	34954.8	2734.28	414942	4878.66	4051.46	21333.9	2184.71	5728.11	0.626	1252	0.980032
20000	20	4.60743	35986.3	2900.46	566407	4824.7	4016.84	21090.2	2710.96	6035.48	0.6435	1287	0.972028
21000	21	4.60897	36157.3	2861.06	390922	4941.56	4248.52	21130.1	489.481	5702.63	0.654	1308	0.979358
22000	22	4.61522	36400.2	3047.2	556500	4739.35	4322.32	21047.3	459.474	6014.32	0.6625	1325	0.983396
23000	23	4.52708	35854.5	2929.12	346912	5209.15	4468.28	21241.9	163.389	5973.49	0.672	1344	0.979911
24000	24	4.55998	36210.8	3069.63	283072	4660.51	4399.99	20855.7	297.532	5823.62	0.6755	1351	0.988157
25000	25	4.51466	35972.8	2851.01	346740	4871	4411.75	20681.2	274.585	6000.65	0.6795	1359	0.988227
26000	26	4.59646	36693.5	3095.03	233479	4917.83	4494.3	20807.9	3606.07	5927.31	0.6825	1365	0.989011
27000	27	4.47764	35792	2947.47	218055	5061.84	4433.24	20592.4	148.401	5852.88	0.684	1368	0.987573
28000	28	4.56493	36524	3189.03	478451	4732.66	4267.52	20451.2	137.948	5796.29	0.689	1378	0.985486
29000	29	4.50962	36162.6	3207.48	174379	4715.58	4482.44	20471.6	1640.21	6026.28	0.6935	1387	0.990627
30000	30	4.51434	36275	3092.07	193019	4932.5	4580.92	20943.8	172.991	5972.55	0.702	1404	0.983618
31000	31	4.42951	35633.2	3092.54	201889	4930.26	4653.46	20405	1331.16	5820.67	0.704	1408	0.992188
32000	32	4.50752	36369	3070.22	423721	4639.5	4548.97	20209.1	275.486	5780.58	0.7105	1421	0.983814
33000	33	4.50527	36391.4	3244.1	207083	4677.62	4682.57	20597.7	495.458	5887.14	0.7135	1427	0.99089
34000	34	4.43649	35909	3512.75	160332	4790.35	4583.17	20851.3	139.861	5955.23	0.716	1432	0.993017
35000	35	4.58139	37116.1	3273.73	512684	4833.24	4715.84	20823	512.169	5710.93	0.716	1432	0.990223
36000	36	4.51249	36585	3372.4	488782	4507.77	4854.75	20842.4	913.437	5920.52	0.7235	1447	0.986178
37000	37	4.49838	36538.1	3196.58	187839	4676.13	4973.76	20702.1	206.916	5912.39	0.728	1456	0.989698
