step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	tab-scaled_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	15737.1	0	10063.7	0	0	-nan
1000	1	4.33161	25989.7	0	5244.02	4367.56	0	15480.3	0.548914	9862.38	0.001	2	0
2000	2	4.34828	26089.7	0.234893	5339.01	4138.33	0	15996.9	28.8337	9688.2	0.002	4	0.5
3000	3	4.44891	26706.8	11.0394	4982.38	4405.16	0	16081.3	17.48	9854.04	0.0025	5	0.8
4000	4	4.43368	26622	9.71725	5285.77	4471.04	0	15676.7	38.5922	10227.7	0.0055	11	0.454545
5000	5	4.52429	27179.7	33.7889	5280.51	4446.93	0	15957.6	48.0293	10136.3	0.0055	11	1
6000	6	4.35353	26179.9	47.9547	5086.36	4305.15	0	15721.1	10.9128	10014.2	0.0065	13	0.846154
7000	7	4.48805	26988.9	22.2855	5632.61	4321.87	0	15612.8	63.9876	9699.76	0.008	16	0.8125
8000	8	4.53437	27287.8	32.5805	5109.14	4456.22	0	15592.8	32.1455	10068.9	0.009	18	0.888889
9000	9	4.33442	26110.5	44.7935	5287.12	4404	0	15748.4	25.303	9969.36	0.009	18	1
10000	10	4.39013	26459.3	33.5451	4777.34	4609.26	0	15708.2	0.0195063	9665.71	0.01	20	0.9
11000	11	4.37838	26388.5	60.1216	5199.2	4529.75	0	15585.7	332.548	9749.57	0.0105	21	0.952381
12000	12	4.40748	26570.5	73.7131	5222.95	4483.36	0	15817.9	24.9817	10073.2	0.0115	23	0.913043
13000	13	4.37932	26413.9	66.3929	6302.7	4480.61	0	15788.7	14.8838	9828.67	0.012	24	0.958333
14000	14	4.45776	26900.4	61.5631	4978.64	4351.08	0	15801.5	8.36724	9530.12	0.013	26	0.923077
15000	15	4.44189	26804.6	65.8246	5053.81	4372.03	0	15940.3	15.852	9799.77	0.014	28	0.928571
16000	16	4.47799	27042.6	75.3613	5163.51	4422.77	0	15925.9	22.5403	9578.78	0.0145	29	0.965517
17000	17	4.35582	26317.8	71.6246	5067.95	4452.73	0	15775.1	11.4914	9463.75	0.0155	31	0.935484
18000	18	4.48323	27094.4	73.2519	5208.42	4335.54	0	16055.5	0	9356.57	0.0155	31	1
19000	19	4.47388	27037.9	69.6276	5110.3	4148.76	0	15708.1	0	10060.1	0.016	32	0.96875
20000	20	4.47189	27025.9	90.6701	4972.06	4553.87	0	15474.9	32.7026	9921.23	0.0175	35	0.914286
21000	21	4.46748	26999.2	58.4571	5393.82	4540.52	0	15573.8	5491.83	9813.43	0.018	36	0.972222
22000	22	4.4625	26989.2	115.668	5436.09	4662.42	0	16110.1	30.8134	9622.1	0.0195	39	0.923077
23000	23	4.45625	26964.8	133.469	5493.85	4490.65	0	15826.2	18.3309	10001.8	0.02	40	0.975
24000	24	4.37362	26477.9	78.4968	5016.5	4178.86	0	15861.2	17.3758	9664.78	0.0205	41	0.97561
25000	25	4.46106	27014	75.766	5120.28	4515.68	0	15986.6	15.7634	9701.45	0.022	44	0.931818
26000	26	4.46001	27020.9	89.5326	5174.37	4447.5	0	15787.6	29.8256	9490.35	0.0225	45	0.977778
27000	27	4.4119	26742.8	117.053	14220.6	4607.62	10.3328	15788.7	39.1437	9493.48	0.0235	47	0.957447
28000	28	4.40116	26690.8	100.928	5115.12	4600.2	1.65227	16115.4	45.1499	9612.49	0.0255	51	0.921569
29000	29	4.42607	26868.5	117.1	55696.1	4450.24	11.8761	16142.1	44.4275	9719.34	0.027	54	0.944444
30000	30	4.53964	27585.1	131.365	6968.98	4361.74	17.1539	16368.9	81.8782	9605.63	0.03	60	0.9
31000	31	4.47944	27239.5	122.851	4938.29	4314.75	31.053	16321.3	30.2602	9469.46	0.03	60	1
32000	32	4.41898	26904.9	135.627	5012.07	4549.12	14.3084	16165.3	12.8013	9718.65	0.03	60	1
33000	33	4.51466	27487.5	180.144	5168.06	4387.34	19.2124	16363.9	11.6927	9202.3	0.031	62	0.967742
34000	34	4.42898	26972.5	120.471	5089.86	4289.85	14.3591	16156.2	91.1931	9480.69	0.031	62	1
35000	35	4.52038	27542.7	165.3	5390.12	4572.21	31.2132	16272.8	0	9629.68	0.031	62	1
36000	36	4.44756	27099	121.871	4955.18	4245.82	31.7345	16478.4	0.0596596	9330.9	0.032	64	0.96875
37000	37	4.36862	26618	142.376	4905.34	4421.75	25.6697	16286.6	31.6172	9167.72	0.033	66	0.969697
38000	38	4.49398	27395.3	98.6628	4813.05	4534.52	29.9458	16118.1	31.0072	9307.53	0.033	66	1
39000	39	4.46269	27217.9	167.893	5188.73	4524.31	20.0141	15983	0.0555171	9504.11	0.0345	69	0.956522
40000	40	4.45807	27189.8	208.059	4982.5	4529.42	21.9871	16124.6	42.3647	9312.59	0.0355	71	0.971831
41000	41	4.45385	27177.4	167.392	5175.91	4676.08	16.0791	16291.3	46.0283	9221.7	0.0355	71	1
42000	42	4.37321	26705	186.274	5405.47	4465.76	40.8871	16332.1	3.06265	9052.08	0.0375	75	0.946667
43000	43	4.42742	27036	141.28	5067.21	4474.59	46.4668	16398.3	87.063	9124.7	0.0385	77	0.974026
44000	44	4.49023	27446.5	222.119	5168.99	4472.09	36.4758	16417.2	16.7087	9401.65	0.0405	81	0.950617
45000	45	4.61419	28211.2	214.467	5179.09	4736.38	40.6359	16335.7	29.881	9692.7	0.0405	81	1
46000	46	4.55517	27870.8	184.114	5250.74	4508.27	46.2991	16453	5.9508	9293.08	0.041	82	0.987805
47000	47	4.49293	27496.7	228.492	5053.03	4705.99	42.1731	16412.2	375.861	9290.16	0.0425	85	0.964706
48000	48	4.4212	27064.4	156.804	5109.25	4677.89	40.2075	15992.3	31.0379	9787.59	0.0435	87	0.977011
49000	49	4.55082	27878.3	226.626	5332.36	4837.5	58.0995	16157	37.5579	9686.38	0.0455	91	0.956044
50000	50	4.34027	26601.5	204.419	5125.61	4710.07	55.1147	16102.8	40.9893	9555.16	0.0455	91	1
51000	51	4.44124	27247	245.294	4827.72	4398.7	46.9833	16212.5	8.55044	9541.64	0.0475	95	0.957895
52000	52	4.46271	27378.7	206.352	5245.46	4600.03	57.1614	16431.9	49.0947	9256.99	0.0475	95	1
53000	53	4.43669	27245.7	243.538	4918.43	4641.79	37.2249	16659.9	10.928	9423.05	0.048	96	0.989583
54000	54	4.43996	27265.8	221.997	6300.09	4635.41	52.2332	16494.9	9.7968	9505.59	0.0485	97	0.989691
55000	55	4.44184	27290.7	232.596	5179.44	4677.35	47.3175	16245.8	22.4158	9506.86	0.05	100	0.97
56000	56	4.51412	27741.5	227.377	4787.69	4347.35	34.051	16456.2	24.5731	9273.98	0.0505	101	0.990099
57000	57	4.47836	27541.9	238.533	4914.75	4591.52	38.8032	16245	20.2902	9786.09	0.0515	103	0.980583
58000	58	4.51844	27795.2	244.41	4886.9	4778.46	23.7933	16195.7	20.6204	9262.93	0.0525	105	0.980952
59000	59	4.44737	27371.3	286.952	4700.97	4494.47	56.4567	16531.7	12.8129	9121.15	0.053	106	0.990566
60000	60	4.5285	27877.5	210.195	42252.3	4634.78	53.0053	16539.3	12.3232	9232.12	0.0525	105	1
61000	61	4.55622	28054.9	247.282	4778.06	4554.14	53.576	16588.1	13.138	9260.66	0.0535	107	0.981308
62000	62	4.45721	27445.3	262.142	5326.31	4454.9	58.8985	16677.5	6.71738	9065.05	0.055	110	0.972727
63000	63	4.46115	27482.9	312.025	41993.9	4484.6	55.5251	16356.1	140.406	9468.56	0.0555	111	0.990991
64000	64	4.46988	27556.8	226.7	5082.02	4403.28	61.2708	16605.3	3.93236	9231.69	0.0565	113	0.982301
65000	65	4.51066	27815	200.803	6863.37	4208	83.6449	16762.2	29.4166	8987.96	0.059	118	0.957627
66000	66	4.59019	28319.2	245.304	5688.69	4563.54	71.6262	16342.1	382.88	9150.07	0.06	120	0.983333
67000	67	4.54847	28089	241.273	4789.22	4808.71	80.6045	16197	21.4272	9252.79	0.06	120	1
68000	68	4.51143	27873.9	360.575	5269.43	4530.22	83.7877	16535.5	0.0821301	9359.93	0.0605	121	0.991736
69000	69	4.41172	27251.2	308.466	4790.72	4412.56	56.9204	16132.3	261.188	9311.81	0.061	122	0.983607
70000	70	4.4677	27603.7	284.547	5074.57	4490.6	47.1947	16151	40.9319	8960	0.0615	123	0.99187
71000	71	4.53069	28013.2	234.818	4800.33	4610.75	56.5866	16311.6	4.24687	9233.46	0.0615	123	1
72000	72	4.59992	28434.4	287.447	28213.5	4278.35	58.4153	16056.3	0.212341	9237.34	0.0615	123	0.98374
73000	73	4.52158	27950.1	290.639	5130.76	4549.49	51.1921	16287.8	43.3463	9082.93	0.063	126	0.97619
74000	74	4.51819	27942.8	255.343	5037.51	4478.23	50.6821	16361.7	17.7226	9112.15	0.063	126	1
75000	75	4.43759	27464.3	307.879	4964.16	4535.06	54.7204	16610.2	0	9086.42	0.063	126	1
76000	76	4.445	27510.1	300.098	4930.24	4436.86	45.1676	16404.8	0	9179.05	0.0635	127	0.992126
77000	77	4.50188	27862.1	272.841	5180.33	4599.77	52.1234	16168	23.744	9264.15	0.0645	129	0.984496
78000	78	4.44313	27498.6	365.706	4842.63	4631.05	46.52	16585.8	17.5283	9187.78	0.065	130	0.992308
79000	79	4.47217	27698.4	315.009	5040.49	4766.72	41.6139	16555.7	38.4082	9336.58	0.066	132	0.984848
80000	80	4.57142	28319.9	248.453	4848.07	4625.75	47.0689	16194.6	779.613	9311	0.0675	135	0.977778
81000	81	4.41716	27377.6	362.051	4875.61	4289.56	66.2786	16198.7	29.0258	8984.31	0.0675	135	1
82000	82	4.43113	27484.1	371.405	4884.86	4514.24	64.5348	16095.8	0.0289325	9068.88	0.068	136	0.992647
83000	83	4.50209	27924.2	323.082	4953.3	4952.06	73.5963	15989.3	13.2526	9250.16	0.0685	137	0.992701
84000	84	4.51221	27993.7	339.274	6132.01	4511.17	85.5759	16497.4	11.8609	8905.35	0.0695	139	0.985612
85000	85	4.53964	28170.7	305.704	4710.74	4611.5	88.4492	16301.6	18.8134	8998.78	0.0695	139	1
86000	86	4.50893	27993.7	282.57	5006.78	4533.59	83.4583	16601.1	0.106465	9066.84	0.0705	141	0.985816
87000	87	4.45974	27688.3	373.969	4861.82	4709.25	104.078	16213.7	13.7659	9113.9	0.0715	143	0.986014
88000	88	4.52993	28137.6	292.335	5066.9	4576.1	117.415	16331.4	43.293	9245.95	0.0715	143	1
89000	89	4.57296	28418.7	324.279	51150	4443.05	93.3148	16464.4	0.143143	9182.28	0.073	146	0.979452
90000	90	4.49842	27955.4	248.768	5241.08	4349.85	92.6842	16192.5	17.559	9170.19	0.074	148	0.986486
91000	91	4.50355	28007.6	345.545	8719.45	4683.88	90.3259	16754.2	25.9238	9068	0.075	150	0.986667
92000	92	4.47481	27835.5	310.763	16799.9	4457.48	93.1084	16436.1	5.84694	9247.36	0.075	150	0.993333
93000	93	4.52116	28123.9	321.796	5076.5	4857.75	106.119	16574.5	20.1671	9026.86	0.076	152	0.986842
94000	94	4.56261	28395.4	310.385	4780.78	4411.8	97.259	16838	21.9061	9030.05	0.078	156	0.974359
95000	95	4.58889	28565.8	384.681	4861.67	4505.47	95.1732	16543.2	159.619	8966.18	0.079	158	0.987342
96000	96	4.4917	27987.8	348.566	5012.8	4624.02	83.0667	16345.3	30.7374	9085.74	0.079	158	1
97000	97	4.5203	28186.3	342.839	5134.99	4662.74	66.9859	16573.5	1.67327	9097.01	0.0795	159	0.993711
98000	98	4.40003	27429.8	405.788	64745.1	4699.07	65.5687	16884.9	68.1902	9232.17	0.08	160	0.9875
99000	99	4.41811	27549.1	408.533	4923.25	4685.03	80.7512	16762.1	29.4391	9156.3	0.081	162	0.987654
100000	100	4.49055	28021	429.386	11646	4693.42	118.571	16828.8	176.067	8775.16	0.082	164	0.987805
101000	101	4.46539	27877.4	420.251	5122.23	4727.29	94.7005	16830.8	16.105	9000.67	0.082	164	1
102000	102	4.65051	29047.1	420.121	4815.08	4606.78	72.5748	16756.5	1.49471	8802.73	0.083	166	0.987952
103000	103	4.48798	28031.9	354.149	7816.22	4663.96	113.735	16410.4	21.2122	8842.07	0.0835	167	0.994012
104000	104	4.45952	27860.9	417.235	7815.92	4527.83	128.114	16193.5	7.73398	8959.81	0.084	168	0.988095
105000	105	4.53128	28316	373.357	5086.31	4596.54	128.262	16529.3	17.6146	8822.66	0.085	170	0.988235
106000	106	4.54379	28401	446.871	24631.3	4171.18	113.698	16198.2	21.3889	8944.67	0.086	172	0.988372
107000	107	4.5065	28181.4	360.741	4841.5	4615.96	100.974	16612.3	35.5127	9020.72	0.0865	173	0.99422
108000	108	4.47096	27979.3	380.356	4917.42	4412.41	83.7981	16817.7	34.6729	9126.17	0.0875	175	0.988571
109000	109	4.57632	28645.5	307.843	4962.02	4345.74	103.118	16909	144.485	9099.3	0.089	178	0.983146
110000	110	4.55593	28531.5	408.999	6102.3	4449.81	88.9077	16837.4	26.3005	8544.35	0.0895	179	0.994413
111000	111	4.49999	28201.4	436.786	4980.16	4651.83	87.0275	17321.4	4.45068	8551.64	0.09	180	0.994444
112000	112	4.39769	27553.7	350.597	4926.58	4633.89	119.09	17348.3	14.845	8620.37	0.0895	179	1
113000	113	4.43886	27825	448.029	5159.11	4458.4	83.4343	16657.2	0	8882.02	0.09	180	0.994444
114000	114	4.56154	28594	388.49	5008.21	4674.24	96.8053	16847.9	5.28664	8336.23	0.09	180	1
115000	115	4.57592	28684.1	463.339	4881.45	4557.1	133.008	16815.5	19.6728	8933.39	0.0915	183	0.983607
116000	116	4.53424	28429.7	387.261	4724.85	4579.5	116.306	16732.1	24.314	8529.27	0.092	184	0.994565
117000	117	4.54096	28492.3	405.139	4859.94	4667.47	88.051	17030.1	3.82442	8547	0.093	186	0.989247
118000	118	4.47287	28065	380.157	42537.1	4736.55	102.569	16827.4	10.4475	9062.18	0.0925	185	1
119000	119	4.41361	27699.8	385.254	4826.49	4626.05	117.255	16916.9	13.2988	8829.1	0.093	186	0.994624
120000	120	4.49859	28239.9	431.204	4640.39	4554.44	119.987	16905.4	52.02	8762.59	0.093	186	1
121000	121	4.60151	28892.9	439.534	4960.66	4295.1	89.5861	17029.5	0.0532803	8705.87	0.094	188	0.989362
122000	122	4.47607	28105.2	460.11	38329.3	4569.36	101.261	17139	5.18604	8756.23	0.095	190	0.989474
123000	123	4.4971	28244	380.559	41419	4744.73	117.355	16765.4	16.2586	8585.42	0.0955	191	0.989529
124000	124	4.4452	27931.4	460.272	4984.15	4611.97	106.675	16840.7	22.9041	8797.36	0.0955	191	1
125000	125	4.50293	28307.7	512.545	6303.6	4554.98	120.257	17039.4	0.0628655	8769.45	0.096	192	0.994792
126000	126	4.66214	29308.5	501.116	4704.84	4877.36	114.448	16933.2	12.9082	8844.64	0.0975	195	0.984615
127000	127	4.50346	28317.7	400.889	5220.12	4320.86	125.479	16690.5	24.2181	8606.02	0.098	196	0.994898
128000	128	4.4809	28189.4	432.141	5063.69	4651.17	97.3317	17093.4	11.4087	8534.47	0.1005	201	0.975124
129000	129	4.48675	28232.9	443.447	42092.4	4633.37	135.473	16509.9	56.3267	8709.14	0.102	204	0.985294
130000	130	4.58852	28893.9	511.766	4613.59	4447.34	126.4	16544.9	29.1471	9167.91	0.102	204	1
131000	131	4.53974	28614	583.5	4948.94	4292.4	161.942	16965.3	511.756	8748.09	0.1025	205	0.995122
132000	132	4.48048	28240.5	476.426	11180.1	4768.65	133.28	16941.4	8.71058	8745.87	0.1025	205	0.995122
133000	133	4.46377	28141.8	547.755	27350.7	4579.64	132.833	17281.9	11.8594	8827.24	0.103	206	0.995146
134000	134	4.46192	28136.8	493.223	5041.65	4633.36	153.01	17064.1	17.0923	9006.73	0.1045	209	0.985646
135000	135	4.59933	29017.1	471.056	4710.1	4846.45	140.112	16793.7	7.01331	8743.65	0.1055	211	0.990521
136000	136	4.50142	28399.5	422.682	6014.01	4577.63	131.748	16850.5	3.90451	8399.1	0.1065	213	0.985915
137000	137	4.54391	28674.3	579.797	4872.51	4615.3	117.838	16906.2	32.1559	8447.99	0.1075	215	0.990698
138000	138	4.57774	28908.4	475.541	4866.06	4416.77	108.733	16793.9	14.7004	8569.99	0.1085	217	0.990783
139000	139	4.58529	28969.9	425.76	4983.33	4425.65	99.8471	17148.7	20.8259	8545.58	0.109	218	0.995413
140000	140	4.60362	29099.5	517.989	4850.23	4830.57	124.149	16872.6	15.2877	8554.15	0.1095	219	0.995434
141000	141	4.57797	28944.2	475.764	18931.2	4602.29	122.435	16801.6	17.0793	8596.54	0.1095	219	0.995434
142000	142	4.49365	28417.8	453.259	4627.7	4549.93	120.305	16844	9.23872	8707.39	0.1095	219	1
143000	143	4.42603	27996.8	579.696	6889.31	4555.46	119.629	16985.9	9.75277	8726.94	0.11	220	0.990909
144000	144	4.48146	28347.5	470.578	4858.53	4523.1	139.197	16993.8	31.8677	8599.11	0.111	222	0.990991
145000	145	4.52017	28612.7	496.558	4689.27	4677.39	142.297	16766.3	26.3401	8711.23	0.112	224	0.991071
146000	146	4.52371	28648.7	523.215	18571.7	4529.13	166.508	16777.3	27.2042	8263.3	0.113	226	0.99115
147000	147	4.55183	28840.4	656.402	4996.69	4796.09	155.307	17152.8	17.9433	8348.62	0.114	228	0.991228
148000	148	4.59094	29102	506.774	4814.8	4732.63	145.92	16921.5	22.6078	8575.31	0.115	230	0.991304
149000	149	4.50184	28550.6	507.03	5238.05	4544.4	190.711	17145.8	18.5808	8623.26	0.1175	235	0.978723
150000	150	4.51969	28677.4	577.297	4891.88	4572.46	152.745	17660.8	38.7693	8200.79	0.1175	235	1
151000	151	4.5147	28679.7	551.414	4948.81	4344.67	144.013	17444.2	0	8019.05	0.118	236	0.995763
152000	152	4.51545	28677.7	547.768	62743.4	4635.68	176.974	17180.2	0	8257.18	0.1175	235	1
153000	153	4.52885	28762.7	650.737	5763.18	4736.01	189.345	17130.3	1.93419	8367.01	0.119	238	0.987395
154000	154	4.34575	27599.8	531.908	4848.01	4733.44	175.204	17248.1	26.1069	8319.16	0.119	238	1
155000	155	4.57535	29071.7	567.472	31533.8	4349.1	184.378	17744.3	272.468	8190.71	0.1205	241	0.987552
156000	156	4.46844	28399.2	568.34	4864.53	4738.75	188.224	17513.8	44.9324	8354.39	0.121	242	0.995868
157000	157	4.51283	28694.9	564.446	5148.68	4571.12	179.345	17233.6	11.6688	8170.92	0.121	242	1
158000	158	4.48542	28534	513.165	4576.28	4856.03	186.939	17334.6	0	8387.59	0.121	242	1
159000	159	4.57705	29110	487.347	5241.05	4611.63	188.686	17168.7	16.8797	8213.86	0.122	244	0.987705
160000	160	4.5296	28808.3	634.509	4701.44	4863.57	138.221	17553.3	41.4609	8569.64	0.122	244	1
161000	161	4.52646	28801.9	578.73	56921.1	4783.08	213.568	17350.4	13.3772	8184.84	0.1225	245	0.991837
162000	162	4.52264	28784.4	618.083	5134.02	4460.4	210.319	16915.5	49.0817	8230.2	0.124	248	0.987903
