# cr len_gsub, pn, pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01
1.600000000000000000e+02 1.840000000000000000e+03 1.086956521739130377e+00 1.072719999999943497e+00
3.210000000000000000e+02 1.679000000000000000e+03 1.191185229303156623e+00 1.155991499999950101e+00
4.740000000000000000e+02 1.526000000000000000e+03 1.310615989515072188e+00 1.260475999999956853e+00
5.830000000000000000e+02 1.417000000000000000e+03 1.411432604093154630e+00 1.321352499999962182e+00
6.680000000000000000e+02 1.332000000000000000e+03 1.501501501501501412e+00 1.355309999999978032e+00
7.510000000000000000e+02 1.249000000000000000e+03 1.601281024819855903e+00 1.408247500000027186e+00
8.010000000000000000e+02 1.199000000000000000e+03 1.668056713928273593e+00 1.471772500000032569e+00
8.490000000000000000e+02 1.152000000000000000e+03 1.736111111111111160e+00 1.507968000000029063e+00
8.910000000000000000e+02 1.110000000000000000e+03 1.801801801801801828e+00 1.553445000000026166e+00
9.070000000000000000e+02 1.094000000000000000e+03 1.828153564899451577e+00 1.563873000000026936e+00
9.330000000000000000e+02 1.067000000000000000e+03 1.874414245548266189e+00 1.572758000000027634e+00
9.520000000000000000e+02 1.049000000000000000e+03 1.906577693040991450e+00 1.576647000000027221e+00
9.630000000000000000e+02 1.039000000000000000e+03 1.924927815206929793e+00 1.546032000000025608e+00
9.850000000000000000e+02 1.018000000000000000e+03 1.964636542239685646e+00 1.588589000000024898e+00
1.001000000000000000e+03 1.002000000000000000e+03 1.996007984031936022e+00 1.578150000000025699e+00
1.014000000000000000e+03 9.890000000000000000e+02 2.022244691607684608e+00 1.546796000000023152e+00
1.008000000000000000e+03 9.950000000000000000e+02 2.010050251256281229e+00 1.532300000000023088e+00
1.009000000000000000e+03 9.930000000000000000e+02 2.014098690835850913e+00 1.559010000000024654e+00
1.007000000000000000e+03 9.940000000000000000e+02 2.012072434607645732e+00 1.552131000000024796e+00
1.019000000000000000e+03 9.820000000000000000e+02 2.036659877800407248e+00 1.522100000000021103e+00
1.035000000000000000e+03 9.670000000000000000e+02 2.068252326783867723e+00 1.541398000000020696e+00
1.044000000000000000e+03 9.580000000000000000e+02 2.087682672233820647e+00 1.542859000000020631e+00
1.050000000000000000e+03 9.520000000000000000e+02 2.100840336134453867e+00 1.548904000000020043e+00
1.061000000000000000e+03 9.400000000000000000e+02 2.127659574468085069e+00 1.558990000000020748e+00
1.091000000000000000e+03 9.100000000000000000e+02 2.197802197802197988e+00 1.574300000000020683e+00
1.090000000000000000e+03 9.120000000000000000e+02 2.192982456140351033e+00 1.564992000000020589e+00
1.089000000000000000e+03 9.130000000000000000e+02 2.190580503833515991e+00 1.574012000000021283e+00
1.084000000000000000e+03 9.170000000000000000e+02 2.181025081788440456e+00 1.600165000000021154e+00
1.106000000000000000e+03 8.950000000000000000e+02 2.234636871508379752e+00 1.632480000000019027e+00
1.118000000000000000e+03 8.820000000000000000e+02 2.267573696145124718e+00 1.684179000000019855e+00
1.124000000000000000e+03 8.760000000000000000e+02 2.283105022831050324e+00 1.714770000000021888e+00
1.123000000000000000e+03 8.780000000000000000e+02 2.277904328018223179e+00 1.651079000000022168e+00
1.128000000000000000e+03 8.740000000000000000e+02 2.288329519450801097e+00 1.587621000000020155e+00
1.127000000000000000e+03 8.740000000000000000e+02 2.288329519450801097e+00 1.653608000000021949e+00
