# cr len_gsub, pn, pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01
1.720000000000000000e+02 1.828000000000000000e+03 1.094091903719912384e+00 1.076691999999944693e+00
3.040000000000000000e+02 1.696000000000000000e+03 1.179245283018867996e+00 1.153279999999948791e+00
4.330000000000000000e+02 1.567000000000000000e+03 1.276324186343331224e+00 1.234795999999955152e+00
5.560000000000000000e+02 1.444000000000000000e+03 1.385041551246537495e+00 1.308263999999961236e+00
6.600000000000000000e+02 1.340000000000000000e+03 1.492537313432835910e+00 1.392259999999988507e+00
7.510000000000000000e+02 1.249000000000000000e+03 1.601281024819855903e+00 1.466326000000031771e+00
8.320000000000000000e+02 1.168000000000000000e+03 1.712328767123287632e+00 1.521904000000031898e+00
9.010000000000000000e+02 1.099000000000000000e+03 1.819836214740673253e+00 1.574867000000029105e+00
9.650000000000000000e+02 1.035000000000000000e+03 1.932367149758454028e+00 1.620292500000027447e+00
1.010000000000000000e+03 9.900000000000000000e+02 2.020202020202020332e+00 1.683000000000026031e+00
1.053000000000000000e+03 9.470000000000000000e+02 2.111932418162618674e+00 1.719278500000025245e+00
1.093000000000000000e+03 9.070000000000000000e+02 2.205071664829107103e+00 1.781801500000024907e+00
1.120000000000000000e+03 8.800000000000000000e+02 2.272727272727272929e+00 1.772760000000012326e+00
1.147000000000000000e+03 8.530000000000000000e+02 2.344665885111371750e+00 1.786181999999980397e+00
1.176000000000000000e+03 8.240000000000000000e+02 2.427184466019417286e+00 1.808679999999976529e+00
1.198000000000000000e+03 8.020000000000000000e+02 2.493765586034912829e+00 1.815326999999973712e+00
1.221000000000000000e+03 7.790000000000000000e+02 2.567394094993581621e+00 1.838050499999973386e+00
1.234000000000000000e+03 7.660000000000000000e+02 2.610966057441253430e+00 1.842612999999974299e+00
1.249000000000000000e+03 7.510000000000000000e+02 2.663115845539281157e+00 1.837321499999975183e+00
1.266000000000000000e+03 7.340000000000000000e+02 2.724795640326975299e+00 1.876837999999972917e+00
