step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	tab-scaled_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	15737.1	0	10063.7	0	0	-nan
1000	1	4.35823	26149.4	0	5730.11	4374.7	0	15397.8	888.272	9824.26	0.01	20	0
2000	2	4.32369	25942.2	24.1146	6707.4	4455.29	0	16034.8	274.676	9375.8	0.023	46	0.434783
3000	3	4.33995	26150.4	118.203	6763.18	4613.47	0.108258	15773	2004.5	9425.66	0.03	60	0.766667
4000	4	4.57688	27722.1	159.945	6476.22	4742.29	22.6798	16174.8	356.816	8930.84	0.0405	81	0.740741
5000	5	4.44376	27022.5	168.619	19149.3	4336.28	29.1603	16226.1	229.761	9036.63	0.0495	99	0.818182
6000	6	4.55619	27856.5	208.956	5818.47	4380.53	55.4098	16586.2	319.928	9261.46	0.0595	119	0.831933
7000	7	4.4447	27274.9	304.189	6490.21	4559.64	28.325	16585.5	273.45	9202.67	0.067	134	0.880597
8000	8	4.60499	28403.6	321.225	5894.67	4577.66	33.8196	17232.1	329.826	8887.13	0.0745	149	0.899329
9000	9	4.47663	27705.8	349.798	5891.91	4720.01	50.1657	16889.5	209.34	8812.82	0.0795	159	0.937107
10000	10	4.52873	28130.2	395.523	21907.4	4490.89	75.9677	16969.1	179.715	8990.7	0.087	174	0.908046
11000	11	4.60869	28709.8	464.26	6381.69	4482.52	112.469	16747.7	235.185	8690	0.093	186	0.935484
12000	12	4.46637	27917.1	515.976	10042.9	4623.24	145.639	16554.2	7063.93	8754.05	0.1045	209	0.889952
13000	13	4.50223	28215.5	514.072	24972	4784.12	107.666	17036.4	323.243	8516.96	0.115	230	0.908696
14000	14	4.56539	28768.8	481.624	8105.42	4667.87	184.779	17334.3	191.154	8721.24	0.1215	243	0.946502
15000	15	4.62663	29279.6	484.655	57160	4580.99	207.613	17280.2	155.899	8548.56	0.1295	259	0.938224
16000	16	4.55388	28921.7	584.476	47582.8	4775.89	187.084	17475.4	551.724	8198.63	0.1355	271	0.95203
17000	17	4.52943	28881.9	683.69	57663.1	4686.24	256.251	17434.4	396.299	8058.75	0.1445	289	0.937716
18000	18	4.56267	29182.9	568.04	33730.8	4688.6	331.82	17707.8	261.099	8044.61	0.1545	309	0.932039
19000	19	4.49424	28839.6	705.734	20956.9	4848.58	356.733	17661	650.428	7985.61	0.1615	323	0.956656
20000	20	4.50843	29059.1	816.473	44689.1	4728.13	343.629	17783.8	357.854	7983.4	0.1715	343	0.941691
21000	21	4.58406	29670.3	758.416	11538	5051.52	420.683	18172.1	214.473	7717.38	0.18	360	0.952778
22000	22	4.54517	29554.9	951.175	18913	4751.67	443.235	18194.9	816.399	7546.49	0.1865	373	0.962466
23000	23	4.61498	30105.8	751.225	215116	4822.39	483.244	18276.6	157.59	7916.91	0.191	382	0.971204
24000	24	4.57057	29905.2	948.963	10253.6	4881.68	535.304	18423.3	135.362	8044.79	0.1985	397	0.959698
25000	25	4.56422	29932.2	985.511	30185.8	4627.23	550.623	18475.4	624.385	7715.75	0.2045	409	0.96577
26000	26	4.54721	29922.9	1031.65	52641.6	5162.97	620.658	18490.8	1724.89	7765.83	0.2115	423	0.966903
27000	27	4.49336	29669.6	1060.24	4821.81	4718.98	611.255	17997.6	160.621	7755.34	0.2145	429	0.986014
28000	28	4.62038	30605.4	863.23	23693.7	4537.3	606.348	17959.7	90.6282	7485.88	0.22	440	0.972727
29000	29	4.496	29828.7	1003.29	18359.6	4927.25	556.739	17971.8	180.464	7317.72	0.2255	451	0.973392
30000	30	4.54116	30189.6	1058.89	5526.37	4863.67	594.377	17645.4	246.29	7542.57	0.2305	461	0.978308
31000	31	4.67558	31153.4	1106.81	159174	4598.92	650.117	18456.5	322.911	7139.56	0.234	468	0.982906
32000	32	4.65111	31046.2	1183.18	111992	4610.85	682.825	18453.7	382.801	7338.98	0.239	478	0.979079
33000	33	4.49519	30072.8	1082	33066.4	4615.59	647.379	18048.9	174.092	7485.82	0.2445	489	0.977505
34000	34	4.62908	31044.9	1256.53	41250.2	4952.68	775.047	18154.1	2979.88	7391.53	0.251	502	0.974104
35000	35	4.60425	30961.3	1220.3	13294.8	4956.37	746.814	18350.8	71.5649	7458.06	0.2555	511	0.982387
36000	36	4.49743	30337.4	1198.62	83751.1	4579.06	720.616	18567.5	61.2611	7300.42	0.261	522	0.977011
37000	37	4.47233	30188.2	1153.32	134607	4736.94	748.617	18840.1	95.444	7259.63	0.266	532	0.973684
38000	38	4.61573	31218.5	1171.78	16202.3	4965.68	853.224	18463	205.471	7331.88	0.2715	543	0.976059
39000	39	4.61365	31294.4	1151.26	9682.17	4752.38	873.053	18188.1	190.562	7265.31	0.2755	551	0.985481
40000	40	4.61331	31395.9	1286.07	167508	4882.31	1031.65	18392.6	126.056	7186.83	0.2845	569	0.968366
41000	41	4.54524	30987.2	1413.65	106959	4798.48	949.968	18337.3	636.843	7224.78	0.292	584	0.972603
42000	42	4.49045	30721.4	1453.24	47638.3	4758.71	969.558	18785.8	271.19	7051.83	0.2965	593	0.983137
43000	43	4.53296	31107.4	1269.89	47851.3	5095.39	932.535	18571	140.371	7065.27	0.304	608	0.973684
