# cr len_gsub, pn, pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01
1.720000000000000000e+02 1.828000000000000000e+03 1.094091903719912384e+00 1.079433999999943383e+00
3.180000000000000000e+02 1.682000000000000000e+03 1.189060642092746756e+00 1.153010999999948716e+00
4.490000000000000000e+02 1.551000000000000000e+03 1.289490651192778836e+00 1.240799999999953940e+00
5.570000000000000000e+02 1.443000000000000000e+03 1.386001386001386004e+00 1.314572999999960023e+00
6.630000000000000000e+02 1.338000000000000000e+03 1.494768310911808618e+00 1.383491999999985511e+00
7.610000000000000000e+02 1.240000000000000000e+03 1.612903225806451513e+00 1.429720000000031854e+00
8.250000000000000000e+02 1.176000000000000000e+03 1.700680272108843427e+00 1.483524000000033594e+00
8.870000000000000000e+02 1.114000000000000000e+03 1.795332136445242366e+00 1.556258000000033226e+00
9.460000000000000000e+02 1.055000000000000000e+03 1.895734597156398138e+00 1.618897500000030076e+00
9.870000000000000000e+02 1.014000000000000000e+03 1.972386587771203237e+00 1.630005000000028126e+00
1.026000000000000000e+03 9.750000000000000000e+02 2.051282051282051100e+00 1.633125000000026805e+00
1.070000000000000000e+03 9.310000000000000000e+02 2.148227712137486645e+00 1.640887500000023369e+00
1.095000000000000000e+03 9.070000000000000000e+02 2.205071664829107103e+00 1.649379500000021759e+00
1.129000000000000000e+03 8.750000000000000000e+02 2.285714285714285587e+00 1.650250000000019757e+00
1.160000000000000000e+03 8.440000000000000000e+02 2.369668246445497672e+00 1.650442000000016840e+00
1.179000000000000000e+03 8.250000000000000000e+02 2.424242424242424310e+00 1.660312500000007851e+00
1.200000000000000000e+03 8.040000000000000000e+02 2.487562189054726147e+00 1.686791999999984748e+00
1.218000000000000000e+03 7.860000000000000000e+02 2.544529262086514088e+00 1.673393999999983173e+00
1.241000000000000000e+03 7.630000000000000000e+02 2.621231979030144377e+00 1.690807999999979438e+00
1.250000000000000000e+03 7.520000000000000000e+02 2.659574468085106336e+00 1.683727999999979907e+00
1.252000000000000000e+03 7.510000000000000000e+02 2.663115845539281157e+00 1.685994999999981037e+00
1.257000000000000000e+03 7.460000000000000000e+02 2.680965147453083119e+00 1.732211999999978547e+00
1.277000000000000000e+03 7.260000000000000000e+02 2.754820936639118312e+00 1.743851999999978863e+00
