step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	tab-scaled_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	15737.1	0	10063.7	0	0	-nan
1000	1	4.38233	26294	0	5773.9	4339.11	0	15358	297.679	9949.44	0.0105	21	0
2000	2	4.49017	26941	70.4489	7036.65	4627.89	0	15697.3	1338.37	9675.12	0.021	42	0.5
3000	3	4.44669	26793.6	82.4642	5147.86	4385.66	10.001	15946.6	247.917	9431.19	0.0305	61	0.688525
4000	4	4.52126	27371.7	199.729	5429.19	4367.79	11.6123	16208.7	636.446	9610.95	0.038	76	0.802632
5000	5	4.34765	26444.6	198.487	34584	4576.61	14.2187	16373.9	462.12	9132.84	0.047	94	0.808511
6000	6	4.41711	26959.8	211.509	14916.3	4372.67	38.4447	16499.3	2206.09	9121.03	0.0555	111	0.846847
7000	7	4.56045	27978.3	282.655	8895.21	4589.48	52.8846	16460.7	201.943	9336.89	0.0635	127	0.874016
8000	8	4.46577	27484.6	337.409	6919.1	4502.58	37.7003	16361	164.923	9061.57	0.069	138	0.92029
9000	9	4.50199	27835.8	281.479	8464.25	4533.23	63.9655	16592.1	137.171	9265.98	0.076	152	0.907895
10000	10	4.49327	27862.8	296.789	6000.41	4481.64	52.1163	16583.2	1200.08	9129.62	0.0855	171	0.888889
11000	11	4.52492	28133.7	432.683	94171.6	4430.02	122.985	16483	497.08	9094.67	0.095	190	0.9
12000	12	4.57431	28598.6	428.958	19575	4983.77	166.335	16975.6	298.865	8864.48	0.1065	213	0.892019
13000	13	4.55821	28627.8	460.401	9257.33	4795.63	192.966	16833.5	308.833	8476.71	0.1145	229	0.930131
14000	14	4.61554	29140.2	589.597	96832.4	4811.64	243.751	17295.3	437.879	8465.38	0.122	244	0.934426
15000	15	4.41589	27979.1	527.179	20710.1	4726.21	207.927	17478.4	996.28	8312.14	0.1295	259	0.938224
16000	16	4.39602	27958.7	732.483	36479.3	4570.75	300.175	17991	1029.36	8264.63	0.1365	273	0.948718
17000	17	4.53618	28965.8	573.34	5443.37	4696.43	264.985	18012.2	228.028	7948.33	0.1405	281	0.97153
18000	18	4.51699	28938.1	656.529	6742.63	4613.9	306.006	17571	220.769	8186.34	0.148	296	0.949324
19000	19	4.63051	29720.9	606.38	67616.7	4608.09	352.313	17322.4	215.25	8049.1	0.1565	313	0.942492
20000	20	4.55323	29306.8	709.861	34672.3	4850.03	342.529	17698.4	467.137	7939.06	0.1625	325	0.96
21000	21	4.52694	29246.3	789.141	31437.9	4599.86	451.345	17836.5	179.169	8057.11	0.173	346	0.939306
22000	22	4.6421	30087.8	838.613	16482.5	4734.04	472.545	17721.1	143.777	8042	0.1795	359	0.963788
23000	23	4.56854	29761.8	898.87	60264.9	4668.17	473.545	18045	157.384	7842.22	0.1875	375	0.957333
24000	24	4.46568	29152	879.246	50534.1	4809.23	492.762	17634.9	620.831	8059.42	0.194	388	0.966495
25000	25	4.61225	30219.4	895.99	23516.5	4689.52	533.61	18018	135.557	7663.52	0.2	400	0.9675
26000	26	4.57025	30026.5	832.857	168212	4652.14	546.705	17570.8	236.423	7737.48	0.2065	413	0.968523
27000	27	4.62131	30459.1	879.649	61489.6	4612.48	617.875	18119.9	629.296	7795.03	0.2145	429	0.960373
28000	28	4.49157	29671.3	1026.84	67223	4623.44	585.289	18469.8	244.856	7627.89	0.219	438	0.977169
29000	29	4.51375	29926.2	1166.25	77007.3	4663.73	709.508	17848	434.079	7709.95	0.2285	457	0.958425
30000	30	4.45727	29625.3	1003.41	69311.7	4890.51	716.767	18587.2	267.719	7494.99	0.234	468	0.974359
31000	31	4.61317	30772.1	1062.19	13352	4967	706.353	17928.9	151.838	7354.73	0.2395	479	0.974948
32000	32	4.52002	30232.1	1152.92	29003.3	4699.77	760.458	18324.7	341.305	7520.77	0.2485	497	0.961771
33000	33	4.56468	30599.3	1211.14	76483.7	4992.81	797.031	18323.5	233.442	7266.92	0.257	514	0.963035
34000	34	4.51047	30378	1149.02	66636.7	4673.4	850.929	19090.3	1468.07	7075.19	0.2605	521	0.986564
35000	35	4.61164	31197.8	1203.25	6986.62	4931.86	864	18687.1	94.7732	7253.67	0.265	530	0.983019
36000	36	4.61347	31251.6	1060.46	12741.7	4754.85	779.052	18830.6	126.548	7107.75	0.2675	535	0.986916
37000	37	4.5997	31220.5	1214.64	33064.2	4580.52	945.201	18306.4	58.2334	7260.72	0.273	546	0.979853
38000	38	4.56475	31024.3	1133.51	94309.3	4838.84	887.028	18594.4	239.586	7310.42	0.2785	557	0.978456
39000	39	4.51702	30747.4	1296.83	121672	4895.32	918.567	18348.8	283.667	7247.32	0.285	570	0.973684
40000	40	4.58395	31285.5	1281.53	141082	4896.77	910.043	18588.7	118.778	7171.44	0.2905	581	0.977625
41000	41	4.4737	30626.9	1398.03	66200.2	4897.32	998.682	18563.4	1080.27	6917.83	0.2975	595	0.976471
42000	42	4.55939	31316.2	1310.79	98080.7	4888.35	1069.88	18473.2	472.995	7138.18	0.3015	603	0.986733
43000	43	4.65766	32026.1	1240.28	156305	4788.82	1027.18	18232.5	156.386	7158.15	0.3065	613	0.973899
44000	44	4.50511	31024.5	1363.36	5075.5	4859.08	1018.92	18227.1	510.932	6910.57	0.3105	621	0.985507
45000	45	4.5637	31510.1	1454	131852	4686.93	1160.26	18809.7	115.718	6898.21	0.316	632	0.981013
46000	46	4.61595	31926.2	1317.44	192031	4545.72	1255.8	18653.5	233.278	6961.47	0.3205	641	0.981279
47000	47	4.60283	31876.9	1435.7	133926	4602.51	1160.25	18727.7	120.665	6770.76	0.3235	647	0.984544
48000	48	4.64847	32248.7	1501.65	6728.42	4907.44	1203.49	18835.1	643.877	6503.94	0.3285	657	0.980213
49000	49	4.62205	32114	1561.18	163288	4757.39	1253.81	18448.3	245.657	6946.13	0.332	664	0.98494
50000	50	4.54326	31641.6	1589.27	34688.4	5064.74	1240.93	18620.1	84.5397	6963.64	0.3355	671	0.988077
51000	51	4.66258	32563.4	1713.5	137179	4685.77	1290.71	18736	1172.01	6622.96	0.339	678	0.988201
52000	52	4.5272	31658.7	1669.52	126133	4651.58	1294.77	18701.4	73.403	6761.63	0.343	686	0.98688
53000	53	4.52955	31722.7	1624.85	102797	4966.95	1310.26	18974.7	146.429	6382.28	0.3485	697	0.982783
54000	54	4.62153	32415.4	1526.54	188616	4793.54	1317.42	18628.8	122.593	6628.12	0.3505	701	0.988588
55000	55	4.56976	32114	1502.48	47811.7	4918.77	1358.2	18659.9	81.4262	6323.23	0.3535	707	0.990099
56000	56	4.59208	32319.1	1441.04	139907	4886.66	1422.55	18775.5	84.5527	6544.54	0.3575	715	0.984615
57000	57	4.55255	32088.7	1424.16	155518	4769.99	1338.57	19111.6	199.69	6394.4	0.361	722	0.98892
58000	58	4.59572	32455	1637.62	84759.8	4900.05	1301.75	19139.5	73.699	6896.14	0.363	726	0.991736
