# cr num_clusters num_clusters2 size_max_cluster pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
2.000000000000000000e+00 1.998000000000000000e+03 2.000000000000000000e+00 2.000000000000000000e+00 1.001001001001001089e+00 1.001999999999945157e+00 1.001001001001001089e+00 1.000997999999945209e+00
4.000000000000000000e+00 1.996000000000000000e+03 4.000000000000000000e+00 2.000000000000000000e+00 1.002004008016031955e+00 1.003999999999944936e+00 1.002004008016031955e+00 1.001991999999945149e+00
5.000000000000000000e+00 1.995000000000000000e+03 5.000000000000000000e+00 2.000000000000000000e+00 1.002506265664160345e+00 1.004999999999944826e+00 1.002506265664160345e+00 1.002487499999945131e+00
1.100000000000000000e+01 1.989000000000000000e+03 1.100000000000000000e+01 2.000000000000000000e+00 1.005530417295123158e+00 1.010999999999944166e+00 1.005530417295123158e+00 1.005439499999944530e+00
1.100000000000000000e+01 1.989000000000000000e+03 1.100000000000000000e+01 2.000000000000000000e+00 1.005530417295123158e+00 1.010999999999944166e+00 1.005530417295123158e+00 1.005439499999944530e+00
1.300000000000000000e+01 1.987000000000000000e+03 1.300000000000000000e+01 2.000000000000000000e+00 1.006542526421741357e+00 1.012999999999943945e+00 1.006542526421741357e+00 1.006415499999944174e+00
1.600000000000000000e+01 1.984000000000000000e+03 1.600000000000000000e+01 2.000000000000000000e+00 1.008064516129032251e+00 1.015999999999943615e+00 1.008064516129032251e+00 1.007871999999944146e+00
1.800000000000000000e+01 1.982000000000000000e+03 1.800000000000000000e+01 2.000000000000000000e+00 1.009081735620585230e+00 1.017999999999943617e+00 1.009081735620585230e+00 1.008837999999944168e+00
1.800000000000000000e+01 1.982000000000000000e+03 1.800000000000000000e+01 2.000000000000000000e+00 1.009081735620585230e+00 1.017999999999943617e+00 1.009081735620585230e+00 1.008837999999944168e+00
2.000000000000000000e+01 1.980000000000000000e+03 2.000000000000000000e+01 2.000000000000000000e+00 1.010101010101010166e+00 1.019999999999943396e+00 1.010101010101010166e+00 1.009799999999943854e+00
2.100000000000000000e+01 1.979000000000000000e+03 2.100000000000000000e+01 2.000000000000000000e+00 1.010611419909045017e+00 1.020999999999943286e+00 1.010611419909045017e+00 1.010279499999943820e+00
2.300000000000000000e+01 1.977000000000000000e+03 2.300000000000000000e+01 2.000000000000000000e+00 1.011633788568538250e+00 1.022999999999943066e+00 1.011633788568538250e+00 1.011235499999943555e+00
2.400000000000000000e+01 1.976000000000000000e+03 2.400000000000000000e+01 2.000000000000000000e+00 1.012145748987854255e+00 1.023999999999942956e+00 1.012145748987854255e+00 1.011711999999943545e+00
