# cr len_gsub pn pdi
4.570000000000000000e+02 1.543000000000000000e+03 1.296176279974076584e+00 1.277603999999953999e+00
4.720000000000000000e+02 1.528000000000000000e+03 1.308900523560209361e+00 1.287339999999955520e+00
4.850000000000000000e+02 1.515000000000000000e+03 1.320132013201320120e+00 1.293809999999956384e+00
4.990000000000000000e+02 1.501000000000000000e+03 1.332445036642238456e+00 1.298364999999957359e+00
5.120000000000000000e+02 1.488000000000000000e+03 1.344086021505376261e+00 1.307207999999957959e+00
5.210000000000000000e+02 1.479000000000000000e+03 1.352265043948613910e+00 1.313351999999958553e+00
5.350000000000000000e+02 1.465000000000000000e+03 1.365187713310580309e+00 1.333149999999959201e+00
5.450000000000000000e+02 1.455000000000000000e+03 1.374570446735395191e+00 1.338599999999959600e+00
5.550000000000000000e+02 1.445000000000000000e+03 1.384083044982698851e+00 1.345294999999960162e+00
5.630000000000000000e+02 1.437000000000000000e+03 1.391788448155880209e+00 1.349342999999960435e+00
5.720000000000000000e+02 1.428000000000000000e+03 1.400560224089635764e+00 1.360169999999961021e+00
5.850000000000000000e+02 1.415000000000000000e+03 1.413427561837455881e+00 1.371842499999961440e+00
5.950000000000000000e+02 1.405000000000000000e+03 1.423487544483985845e+00 1.383924999999962102e+00
6.110000000000000000e+02 1.389000000000000000e+03 1.439884809215262740e+00 1.396639499999966505e+00
6.240000000000000000e+02 1.376000000000000000e+03 1.453488372093023173e+00 1.402831999999975432e+00
6.350000000000000000e+02 1.365000000000000000e+03 1.465201465201465103e+00 1.406632499999982411e+00
6.440000000000000000e+02 1.356000000000000000e+03 1.474926253687315558e+00 1.413629999999990172e+00
6.520000000000000000e+02 1.348000000000000000e+03 1.483679525222551865e+00 1.416073999999995170e+00
6.680000000000000000e+02 1.332000000000000000e+03 1.501501501501501412e+00 1.425240000000007612e+00
6.770000000000000000e+02 1.323000000000000000e+03 1.511715797430083219e+00 1.430163000000014062e+00
6.950000000000000000e+02 1.305000000000000000e+03 1.532567049808429172e+00 1.434847500000025144e+00
7.020000000000000000e+02 1.298000000000000000e+03 1.540832049306625651e+00 1.445972000000030233e+00
7.140000000000000000e+02 1.286000000000000000e+03 1.555209953343701379e+00 1.452537000000030165e+00
7.220000000000000000e+02 1.278000000000000000e+03 1.564945226917057841e+00 1.453725000000031020e+00
7.280000000000000000e+02 1.272000000000000000e+03 1.572327044025157328e+00 1.452624000000030335e+00
7.410000000000000000e+02 1.259000000000000000e+03 1.588562351072279499e+00 1.475548000000032056e+00
7.520000000000000000e+02 1.248000000000000000e+03 1.602564102564102644e+00 1.480128000000031419e+00
7.580000000000000000e+02 1.242000000000000000e+03 1.610305958132045134e+00 1.492263000000032980e+00
7.680000000000000000e+02 1.232000000000000000e+03 1.623376623376623362e+00 1.493800000000032657e+00
7.790000000000000000e+02 1.221000000000000000e+03 1.638001638001638005e+00 1.494504000000033361e+00
7.950000000000000000e+02 1.205000000000000000e+03 1.659751037344398439e+00 1.506250000000034506e+00
7.990000000000000000e+02 1.201000000000000000e+03 1.665278934221481988e+00 1.515061500000034034e+00
8.060000000000000000e+02 1.194000000000000000e+03 1.675041876046901246e+00 1.519962000000034008e+00
8.150000000000000000e+02 1.185000000000000000e+03 1.687763713080168815e+00 1.521540000000034976e+00
8.240000000000000000e+02 1.176000000000000000e+03 1.700680272108843427e+00 1.519392000000034937e+00
8.350000000000000000e+02 1.165000000000000000e+03 1.716738197424892753e+00 1.537217500000032100e+00
8.440000000000000000e+02 1.156000000000000000e+03 1.730103806228373786e+00 1.541526000000032148e+00
8.480000000000000000e+02 1.152000000000000000e+03 1.736111111111111160e+00 1.545984000000031555e+00
8.560000000000000000e+02 1.144000000000000000e+03 1.748251748251748339e+00 1.551836000000031301e+00
8.630000000000000000e+02 1.137000000000000000e+03 1.759014951627088763e+00 1.550868000000029667e+00
8.710000000000000000e+02 1.129000000000000000e+03 1.771479185119574806e+00 1.572697000000030876e+00
8.810000000000000000e+02 1.119000000000000000e+03 1.787310098302055339e+00 1.587861000000033052e+00
8.870000000000000000e+02 1.113000000000000000e+03 1.796945193171608279e+00 1.584912000000032517e+00
8.930000000000000000e+02 1.107000000000000000e+03 1.806684733514001717e+00 1.582456500000032795e+00
9.010000000000000000e+02 1.099000000000000000e+03 1.819836214740673253e+00 1.590253000000031669e+00
9.100000000000000000e+02 1.090000000000000000e+03 1.834862385321101019e+00 1.594670000000031118e+00
9.170000000000000000e+02 1.083000000000000000e+03 1.846722068328716437e+00 1.599049500000031987e+00
9.240000000000000000e+02 1.076000000000000000e+03 1.858736059479553893e+00 1.602164000000031674e+00
9.330000000000000000e+02 1.067000000000000000e+03 1.874414245548266189e+00 1.606902000000031361e+00
9.400000000000000000e+02 1.060000000000000000e+03 1.886792452830188704e+00 1.605900000000030081e+00
9.490000000000000000e+02 1.051000000000000000e+03 1.902949571836346276e+00 1.618540000000029178e+00
9.610000000000000000e+02 1.039000000000000000e+03 1.924927815206929793e+00 1.623437500000029177e+00
9.670000000000000000e+02 1.033000000000000000e+03 1.936108422071636026e+00 1.628008000000028765e+00
9.740000000000000000e+02 1.026000000000000000e+03 1.949317738791422894e+00 1.629288000000028713e+00
9.820000000000000000e+02 1.018000000000000000e+03 1.964636542239685646e+00 1.634908000000027783e+00
9.900000000000000000e+02 1.010000000000000000e+03 1.980198019801980180e+00 1.654885000000028805e+00
9.930000000000000000e+02 1.007000000000000000e+03 1.986097318768619724e+00 1.651983500000028027e+00
9.990000000000000000e+02 1.001000000000000000e+03 1.998001998001998070e+00 1.656655000000027966e+00
1.000000000000000000e+03 1.000000000000000000e+03 2.000000000000000000e+00 1.657000000000028006e+00
1.004000000000000000e+03 9.960000000000000000e+02 2.008032128514056325e+00 1.658340000000028347e+00
1.008000000000000000e+03 9.920000000000000000e+02 2.016129032258064502e+00 1.665568000000028803e+00
1.012000000000000000e+03 9.880000000000000000e+02 2.024291497975708509e+00 1.668732000000029192e+00
1.016000000000000000e+03 9.840000000000000000e+02 2.032520325203252209e+00 1.691496000000030531e+00
1.024000000000000000e+03 9.760000000000000000e+02 2.049180327868852292e+00 1.688968000000030223e+00
1.032000000000000000e+03 9.680000000000000000e+02 2.066115702479338623e+00 1.689160000000029749e+00
1.039000000000000000e+03 9.610000000000000000e+02 2.081165452653485737e+00 1.689438000000029971e+00
1.046000000000000000e+03 9.540000000000000000e+02 2.096436058700209770e+00 1.691442000000028978e+00
1.051000000000000000e+03 9.490000000000000000e+02 2.107481559536354077e+00 1.691118000000028987e+00
1.057000000000000000e+03 9.430000000000000000e+02 2.120890774125132605e+00 1.690327500000028182e+00
1.064000000000000000e+03 9.360000000000000000e+02 2.136752136752136710e+00 1.707732000000027561e+00
1.069000000000000000e+03 9.310000000000000000e+02 2.148227712137486645e+00 1.708385000000026910e+00
1.072000000000000000e+03 9.280000000000000000e+02 2.155172413793103647e+00 1.717264000000026547e+00
1.081000000000000000e+03 9.190000000000000000e+02 2.176278563656147913e+00 1.717151500000025921e+00
1.083000000000000000e+03 9.170000000000000000e+02 2.181025081788440456e+00 1.714790000000026238e+00
1.084000000000000000e+03 9.160000000000000000e+02 2.183406113537118109e+00 1.713378000000025825e+00
1.088000000000000000e+03 9.120000000000000000e+02 2.192982456140351033e+00 1.710456000000025290e+00
1.093000000000000000e+03 9.070000000000000000e+02 2.205071664829107103e+00 1.713323000000025687e+00
1.098000000000000000e+03 9.030000000000000000e+02 2.214839424141749724e+00 1.710282000000025837e+00
1.100000000000000000e+03 9.010000000000000000e+02 2.219755826859045378e+00 1.710548500000026229e+00
1.110000000000000000e+03 8.910000000000000000e+02 2.244668911335577999e+00 1.710274500000025011e+00
1.118000000000000000e+03 8.830000000000000000e+02 2.265005662514156359e+00 1.721408500000024766e+00
1.124000000000000000e+03 8.770000000000000000e+02 2.280501710376282798e+00 1.722866500000024059e+00
1.129000000000000000e+03 8.720000000000000000e+02 2.293577981651376163e+00 1.721764000000024497e+00
1.138000000000000000e+03 8.630000000000000000e+02 2.317497103128621116e+00 1.747143500000006178e+00
1.142000000000000000e+03 8.590000000000000000e+02 2.328288707799767376e+00 1.744629000000001540e+00
1.145000000000000000e+03 8.560000000000000000e+02 2.336448598130841159e+00 1.741959999999998177e+00
1.152000000000000000e+03 8.490000000000000000e+02 2.355712603062426247e+00 1.735355999999990795e+00
1.157000000000000000e+03 8.440000000000000000e+02 2.369668246445497672e+00 1.750455999999987133e+00
1.163000000000000000e+03 8.380000000000000000e+02 2.386634844868734895e+00 1.756028999999985185e+00
1.166000000000000000e+03 8.350000000000000000e+02 2.395209580838323138e+00 1.753917499999984697e+00
1.169000000000000000e+03 8.320000000000000000e+02 2.403846153846153744e+00 1.750111999999985679e+00
1.177000000000000000e+03 8.240000000000000000e+02 2.427184466019417286e+00 1.759239999999983040e+00
1.182000000000000000e+03 8.190000000000000000e+02 2.442002442002442208e+00 1.762078499999982339e+00
1.188000000000000000e+03 8.130000000000000000e+02 2.460024600246002446e+00 1.780469999999979791e+00
1.191000000000000000e+03 8.100000000000000000e+02 2.469135802469135665e+00 1.779164999999979457e+00
1.193000000000000000e+03 8.080000000000000000e+02 2.475247524752475226e+00 1.777195999999979570e+00
1.201000000000000000e+03 8.000000000000000000e+02 2.500000000000000000e+00 1.795199999999978591e+00
1.206000000000000000e+03 7.950000000000000000e+02 2.515723270440251458e+00 1.808624999999978389e+00
1.208000000000000000e+03 7.930000000000000000e+02 2.522068095838587709e+00 1.809625999999977530e+00
1.212000000000000000e+03 7.890000000000000000e+02 2.534854245880862056e+00 1.807993499999977161e+00
1.214000000000000000e+03 7.870000000000000000e+02 2.541296060991105499e+00 1.808132499999977494e+00
1.219000000000000000e+03 7.820000000000000000e+02 2.557544757033248128e+00 1.811111999999977629e+00
1.224000000000000000e+03 7.770000000000000000e+02 2.574002574002574040e+00 1.811186999999976566e+00
1.226000000000000000e+03 7.750000000000000000e+02 2.580645161290322509e+00 1.811949999999976413e+00
1.231000000000000000e+03 7.700000000000000000e+02 2.597402597402597380e+00 1.818354999999976629e+00
1.234000000000000000e+03 7.670000000000000000e+02 2.607561929595827888e+00 1.816255999999977000e+00
1.235000000000000000e+03 7.660000000000000000e+02 2.610966057441253430e+00 1.817334999999977052e+00
1.241000000000000000e+03 7.600000000000000000e+02 2.631578947368421240e+00 1.817539999999976397e+00
1.245000000000000000e+03 7.560000000000000000e+02 2.645502645502645578e+00 1.815155999999976233e+00
1.248000000000000000e+03 7.530000000000000000e+02 2.656042496679946741e+00 1.810964999999976843e+00
1.251000000000000000e+03 7.500000000000000000e+02 2.666666666666666519e+00 1.818749999999975664e+00
1.256000000000000000e+03 7.450000000000000000e+02 2.684563758389261867e+00 1.823014999999975405e+00
1.259000000000000000e+03 7.420000000000000000e+02 2.695417789757412308e+00 1.823093999999975789e+00
1.260000000000000000e+03 7.410000000000000000e+02 2.699055330634278160e+00 1.833974999999974598e+00
1.264000000000000000e+03 7.370000000000000000e+02 2.713704206241519756e+00 1.855765999999973825e+00
1.267000000000000000e+03 7.340000000000000000e+02 2.724795640326975299e+00 1.867295999999974088e+00
1.270000000000000000e+03 7.310000000000000000e+02 2.735978112175102783e+00 1.861125999999974523e+00
1.275000000000000000e+03 7.260000000000000000e+02 2.754820936639118312e+00 1.883606999999974718e+00
1.278000000000000000e+03 7.230000000000000000e+02 2.766251728907330509e+00 1.879438499999974921e+00
1.284000000000000000e+03 7.170000000000000000e+02 2.789400278940028066e+00 1.881766499999974585e+00
1.291000000000000000e+03 7.100000000000000000e+02 2.816901408450704025e+00 1.888954999999975071e+00
1.294000000000000000e+03 7.070000000000000000e+02 2.828854314002828829e+00 1.885568999999975404e+00
1.297000000000000000e+03 7.040000000000000000e+02 2.840909090909090828e+00 1.885311999999975674e+00
1.299000000000000000e+03 7.020000000000000000e+02 2.849002849002848947e+00 1.881710999999975931e+00
1.301000000000000000e+03 7.000000000000000000e+02 2.857142857142857206e+00 1.878099999999975900e+00
1.303000000000000000e+03 6.980000000000000000e+02 2.865329512893982855e+00 1.883901999999975985e+00
1.304000000000000000e+03 6.970000000000000000e+02 2.869440459110473629e+00 1.883293999999976043e+00
1.308000000000000000e+03 6.930000000000000000e+02 2.886002886002886125e+00 1.880801999999976770e+00
1.312000000000000000e+03 6.890000000000000000e+02 2.902757619738751682e+00 1.883381499999976727e+00
1.316000000000000000e+03 6.850000000000000000e+02 2.919708029197080279e+00 1.877242499999976832e+00
1.323000000000000000e+03 6.780000000000000000e+02 2.949852507374631116e+00 1.878398999999978169e+00
1.327000000000000000e+03 6.740000000000000000e+02 2.967359050445103730e+00 1.882144999999978863e+00
1.330000000000000000e+03 6.710000000000000000e+02 2.980625931445603616e+00 1.877793499999979021e+00
1.336000000000000000e+03 6.650000000000000000e+02 3.007518796992481036e+00 1.882282499999979875e+00
1.337000000000000000e+03 6.640000000000000000e+02 3.012048192771084487e+00 1.879783999999979915e+00
1.339000000000000000e+03 6.620000000000000000e+02 3.021148036253776592e+00 1.878424999999979805e+00
1.345000000000000000e+03 6.560000000000000000e+02 3.048780487804878092e+00 1.869271999999980727e+00
1.348000000000000000e+03 6.530000000000000000e+02 3.062787136294027768e+00 1.879333999999980298e+00
1.350000000000000000e+03 6.510000000000000000e+02 3.072196620583717230e+00 1.877483999999980613e+00
1.351000000000000000e+03 6.500000000000000000e+02 3.076923076923077094e+00 1.875249999999980766e+00
1.353000000000000000e+03 6.480000000000000000e+02 3.086419753086419693e+00 1.880819999999980618e+00
1.354000000000000000e+03 6.470000000000000000e+02 3.091190108191653962e+00 1.894739499999980703e+00
1.357000000000000000e+03 6.440000000000000000e+02 3.105590062111801331e+00 1.888529999999980946e+00
1.360000000000000000e+03 6.410000000000000000e+02 3.120124804992199685e+00 1.885180999999981344e+00
1.361000000000000000e+03 6.400000000000000000e+02 3.125000000000000000e+00 1.902719999999980871e+00
1.363000000000000000e+03 6.380000000000000000e+02 3.134796238244514033e+00 1.899963999999980890e+00
1.366000000000000000e+03 6.350000000000000000e+02 3.149606299212598604e+00 1.893252499999981131e+00
1.370000000000000000e+03 6.310000000000000000e+02 3.169572107765451729e+00 1.904673499999981479e+00
1.373000000000000000e+03 6.280000000000000000e+02 3.184713375796178525e+00 1.921365999999981922e+00
1.374000000000000000e+03 6.270000000000000000e+02 3.189792663476874068e+00 1.921441499999982039e+00
1.378000000000000000e+03 6.230000000000000000e+02 3.210272873194221610e+00 1.928807999999981648e+00
1.380000000000000000e+03 6.210000000000000000e+02 3.220611916264090269e+00 1.926341999999982013e+00
1.383000000000000000e+03 6.180000000000000000e+02 3.236245954692556825e+00 1.921979999999982036e+00
1.385000000000000000e+03 6.160000000000000000e+02 3.246753246753246724e+00 1.916991999999982266e+00
1.388000000000000000e+03 6.130000000000000000e+02 3.262642740619902337e+00 1.919302999999981552e+00
1.389000000000000000e+03 6.120000000000000000e+02 3.267973856209150263e+00 1.916783999999981614e+00
1.392000000000000000e+03 6.090000000000000000e+02 3.284072249589490955e+00 1.910432999999982062e+00
1.395000000000000000e+03 6.060000000000000000e+02 3.300330033003300301e+00 1.904657999999982199e+00
1.397000000000000000e+03 6.040000000000000000e+02 3.311258278145695400e+00 1.901995999999982034e+00
1.398000000000000000e+03 6.030000000000000000e+02 3.316749585406301826e+00 1.900354499999981739e+00
1.400000000000000000e+03 6.010000000000000000e+02 3.327787021630615794e+00 1.906071499999981711e+00
1.402000000000000000e+03 5.990000000000000000e+02 3.338898163606009994e+00 1.905418999999981988e+00
1.404000000000000000e+03 5.970000000000000000e+02 3.350083752093802492e+00 1.902638999999981984e+00
1.406000000000000000e+03 5.950000000000000000e+02 3.361344537815126099e+00 1.899537499999982559e+00
1.409000000000000000e+03 5.930000000000000000e+02 3.372681281618886917e+00 1.897006999999982790e+00
1.410000000000000000e+03 5.920000000000000000e+02 3.378378378378378510e+00 1.895287999999982764e+00
1.412000000000000000e+03 5.900000000000000000e+02 3.389830508474576121e+00 1.906584999999982655e+00
1.413000000000000000e+03 5.890000000000000000e+02 3.395585738539898202e+00 1.903647999999982243e+00
1.416000000000000000e+03 5.860000000000000000e+02 3.412969283276450660e+00 1.906257999999982911e+00
1.420000000000000000e+03 5.820000000000000000e+02 3.436426116838487754e+00 1.979090999999982614e+00
1.421000000000000000e+03 5.810000000000000000e+02 3.442340791738382144e+00 1.976561999999982611e+00
1.422000000000000000e+03 5.800000000000000000e+02 3.448275862068965303e+00 1.982439999999982660e+00
1.426000000000000000e+03 5.760000000000000000e+02 3.472222222222222321e+00 1.975967999999982627e+00
1.429000000000000000e+03 5.730000000000000000e+02 3.490401396160558445e+00 1.971979499999982899e+00
1.430000000000000000e+03 5.720000000000000000e+02 3.496503496503496677e+00 1.968823999999983032e+00
1.434000000000000000e+03 5.680000000000000000e+02 3.521126760563380476e+00 2.005039999999982836e+00
1.435000000000000000e+03 5.670000000000000000e+02 3.527336860670193808e+00 2.002927499999982874e+00
1.436000000000000000e+03 5.660000000000000000e+02 3.533568904593639370e+00 1.999677999999982969e+00
1.439000000000000000e+03 5.630000000000000000e+02 3.552397868561278926e+00 1.993301499999983184e+00
1.444000000000000000e+03 5.580000000000000000e+02 3.584229390681003657e+00 2.016890999999983336e+00
1.448000000000000000e+03 5.540000000000000000e+02 3.610108303249097261e+00 2.016836999999983338e+00
1.450000000000000000e+03 5.520000000000000000e+02 3.623188405797101552e+00 2.027495999999983756e+00
1.452000000000000000e+03 5.500000000000000000e+02 3.636363636363636243e+00 2.024274999999983837e+00
1.453000000000000000e+03 5.490000000000000000e+02 3.642987249544626494e+00 2.042554499999984063e+00
1.460000000000000000e+03 5.420000000000000000e+02 3.690036900369003892e+00 2.045778999999984471e+00
1.461000000000000000e+03 5.410000000000000000e+02 3.696857670979667443e+00 2.043627499999984387e+00
1.464000000000000000e+03 5.380000000000000000e+02 3.717472118959107785e+00 2.038481999999985028e+00
1.466000000000000000e+03 5.360000000000000000e+02 3.731343283582089665e+00 2.045375999999984984e+00
1.467000000000000000e+03 5.350000000000000000e+02 3.738317757009345765e+00 2.041827499999985029e+00
1.469000000000000000e+03 5.330000000000000000e+02 3.752345215759850028e+00 2.037392499999985063e+00
1.470000000000000000e+03 5.320000000000000000e+02 3.759398496240601517e+00 2.036229999999985107e+00
1.474000000000000000e+03 5.290000000000000000e+02 3.780718336483932074e+00 2.029508499999985283e+00
1.477000000000000000e+03 5.260000000000000000e+02 3.802281368821292862e+00 2.036408999999985259e+00
1.478000000000000000e+03 5.250000000000000000e+02 3.809523809523809312e+00 2.034374999999985612e+00
1.481000000000000000e+03 5.220000000000000000e+02 3.831417624521072707e+00 2.029013999999985884e+00
1.482000000000000000e+03 5.210000000000000000e+02 3.838771593090211098e+00 2.025387499999986129e+00
1.486000000000000000e+03 5.170000000000000000e+02 3.868471953578336731e+00 2.038272499999986387e+00
1.487000000000000000e+03 5.160000000000000000e+02 3.875968992248061795e+00 2.035361999999986793e+00
1.488000000000000000e+03 5.150000000000000000e+02 3.883495145631068013e+00 2.036567499999986541e+00
1.490000000000000000e+03 5.130000000000000000e+02 3.898635477582845787e+00 2.033275499999986469e+00
1.491000000000000000e+03 5.120000000000000000e+02 3.906250000000000000e+00 2.032895999999986714e+00
1.493000000000000000e+03 5.100000000000000000e+02 3.921568627450980227e+00 2.028779999999986483e+00
1.495000000000000000e+03 5.090000000000000000e+02 3.929273084479371292e+00 2.026583499999986326e+00
1.497000000000000000e+03 5.070000000000000000e+02 3.944773175542406474e+00 2.024704499999986584e+00
1.498000000000000000e+03 5.060000000000000000e+02 3.952569169960474138e+00 2.025770999999989552e+00
1.499000000000000000e+03 5.050000000000000000e+02 3.960396039603960361e+00 2.022524999999991024e+00
1.503000000000000000e+03 5.010000000000000000e+02 3.992015968063872045e+00 2.021535000000002746e+00
1.504000000000000000e+03 5.000000000000000000e+02 4.000000000000000000e+00 2.020500000000004182e+00
1.506000000000000000e+03 4.980000000000000000e+02 4.016064257028112650e+00 2.042796000000012047e+00
1.507000000000000000e+03 4.970000000000000000e+02 4.024144869215291465e+00 2.039191000000012188e+00
1.508000000000000000e+03 4.960000000000000000e+02 4.032258064516129004e+00 2.036328000000012128e+00
1.509000000000000000e+03 4.950000000000000000e+02 4.040404040404040664e+00 2.034697500000011594e+00
1.510000000000000000e+03 4.940000000000000000e+02 4.048582995951417018e+00 2.031822000000012007e+00
1.512000000000000000e+03 4.920000000000000000e+02 4.065040650406504419e+00 2.025564000000011688e+00
1.513000000000000000e+03 4.910000000000000000e+02 4.073319755600814496e+00 2.022674500000011921e+00
1.514000000000000000e+03 4.900000000000000000e+02 4.081632653061224580e+00 2.019290000000011798e+00
1.518000000000000000e+03 4.860000000000000000e+02 4.115226337448559590e+00 2.039742000000013267e+00
1.521000000000000000e+03 4.830000000000000000e+02 4.140786749482401774e+00 2.046712500000016810e+00
1.524000000000000000e+03 4.800000000000000000e+02 4.166666666666666963e+00 2.043840000000016754e+00
1.525000000000000000e+03 4.790000000000000000e+02 4.175365344467641293e+00 2.041258500000016962e+00
1.527000000000000000e+03 4.780000000000000000e+02 4.184100418410041655e+00 2.042733000000017007e+00
1.528000000000000000e+03 4.770000000000000000e+02 4.192872117400419540e+00 2.038936500000016139e+00
1.532000000000000000e+03 4.730000000000000000e+02 4.228329809725158484e+00 2.054002500000019271e+00
1.536000000000000000e+03 4.690000000000000000e+02 4.264392324093816633e+00 2.045543500000018611e+00
1.537000000000000000e+03 4.680000000000000000e+02 4.273504273504273421e+00 2.041884000000018240e+00
1.538000000000000000e+03 4.670000000000000000e+02 4.282655246252677017e+00 2.038922000000018109e+00
1.539000000000000000e+03 4.660000000000000000e+02 4.291845493562231439e+00 2.035255000000018022e+00
1.540000000000000000e+03 4.650000000000000000e+02 4.301075268817204034e+00 2.031585000000017516e+00
1.542000000000000000e+03 4.630000000000000000e+02 4.319654427645787997e+00 2.029329000000017924e+00
1.544000000000000000e+03 4.610000000000000000e+02 4.338394793926247495e+00 2.032779500000017503e+00
1.546000000000000000e+03 4.590000000000000000e+02 4.357298474945533684e+00 2.032681500000017127e+00
1.547000000000000000e+03 4.580000000000000000e+02 4.366812227074236219e+00 2.028940000000016841e+00
1.549000000000000000e+03 4.560000000000000000e+02 4.385964912280702066e+00 2.032392000000017074e+00
1.550000000000000000e+03 4.550000000000000000e+02 4.395604395604395975e+00 2.030665000000016818e+00
1.551000000000000000e+03 4.540000000000000000e+02 4.405286343612334399e+00 2.029607000000016814e+00
1.552000000000000000e+03 4.530000000000000000e+02 4.415011037527594162e+00 2.026495500000017103e+00
1.553000000000000000e+03 4.520000000000000000e+02 4.424778761061946675e+00 2.022926000000016877e+00
1.554000000000000000e+03 4.510000000000000000e+02 4.434589800443458962e+00 2.023862500000017217e+00
1.555000000000000000e+03 4.500000000000000000e+02 4.444444444444444642e+00 2.019600000000016937e+00
1.556000000000000000e+03 4.490000000000000000e+02 4.454342984409799477e+00 2.016010000000016955e+00
1.558000000000000000e+03 4.470000000000000000e+02 4.474272930648769631e+00 2.009712000000016818e+00
1.560000000000000000e+03 4.450000000000000000e+02 4.494382022471910432e+00 2.014960000000016738e+00
1.561000000000000000e+03 4.440000000000000000e+02 4.504504504504504681e+00 2.013096000000016428e+00
1.563000000000000000e+03 4.420000000000000000e+02 4.524886877828054210e+00 2.009332000000017437e+00
1.565000000000000000e+03 4.400000000000000000e+02 4.545454545454545858e+00 2.002220000000017208e+00
1.567000000000000000e+03 4.380000000000000000e+02 4.566210045662100647e+00 2.022684000000017246e+00
1.569000000000000000e+03 4.360000000000000000e+02 4.587155963302752326e+00 2.017154000000016989e+00
1.571000000000000000e+03 4.340000000000000000e+02 4.608294930875575623e+00 2.014628000000017405e+00
1.572000000000000000e+03 4.330000000000000000e+02 4.618937644341801096e+00 2.011501500000017373e+00
1.573000000000000000e+03 4.320000000000000000e+02 4.629629629629629761e+00 2.007720000000017269e+00
1.574000000000000000e+03 4.310000000000000000e+02 4.640371229698375899e+00 2.006305000000017102e+00
1.576000000000000000e+03 4.290000000000000000e+02 4.662004662004662237e+00 1.999140000000016348e+00
1.577000000000000000e+03 4.280000000000000000e+02 4.672897196261682318e+00 1.997048000000016366e+00
1.578000000000000000e+03 4.270000000000000000e+02 4.683840749414519777e+00 1.995798000000016170e+00
1.579000000000000000e+03 4.260000000000000000e+02 4.694835680751173967e+00 1.993680000000016106e+00
1.580000000000000000e+03 4.250000000000000000e+02 4.705882352941176627e+00 1.990700000000015901e+00
1.581000000000000000e+03 4.240000000000000000e+02 4.716981132075471983e+00 1.988136000000015668e+00
1.582000000000000000e+03 4.230000000000000000e+02 4.728132387706855511e+00 1.990215000000015833e+00
1.583000000000000000e+03 4.220000000000000000e+02 4.739336492890995345e+00 1.987198000000016007e+00
1.585000000000000000e+03 4.200000000000000000e+02 4.761904761904761862e+00 1.981140000000015444e+00
1.586000000000000000e+03 4.190000000000000000e+02 4.773269689737469790e+00 1.978727500000015516e+00
