# cr len_gsub pn pdi
1.645000000000000000e+03 3.580000000000000000e+02 5.586592178770949602e+00 2.107009000000011234e+00
1.652000000000000000e+03 3.510000000000000000e+02 5.698005698005697894e+00 2.157421500000010983e+00
1.655000000000000000e+03 3.480000000000000000e+02 5.747126436781608838e+00 2.155512000000011419e+00
1.658000000000000000e+03 3.450000000000000000e+02 5.797101449275362306e+00 2.144520000000010640e+00
1.660000000000000000e+03 3.430000000000000000e+02 5.830903790087463179e+00 2.134832000000010499e+00
1.666000000000000000e+03 3.370000000000000000e+02 5.934718100890207459e+00 2.112484500000009646e+00
1.670000000000000000e+03 3.330000000000000000e+02 6.006006006006005649e+00 2.120544000000010421e+00
1.674000000000000000e+03 3.290000000000000000e+02 6.079027355623100703e+00 2.160378500000009971e+00
1.677000000000000000e+03 3.270000000000000000e+02 6.116207951070336435e+00 2.203162500000009683e+00
1.682000000000000000e+03 3.220000000000000000e+02 6.211180124223602661e+00 2.200870000000009430e+00
1.684000000000000000e+03 3.200000000000000000e+02 6.250000000000000000e+00 2.191840000000009336e+00
1.686000000000000000e+03 3.180000000000000000e+02 6.289308176100629311e+00 2.192928000000009092e+00
1.690000000000000000e+03 3.140000000000000000e+02 6.369426751592357050e+00 2.251380000000008597e+00
1.693000000000000000e+03 3.110000000000000000e+02 6.430868167202572039e+00 2.254750000000008914e+00
1.698000000000000000e+03 3.060000000000000000e+02 6.535947712418300526e+00 2.280771000000008097e+00
1.700000000000000000e+03 3.040000000000000000e+02 6.578947368421052211e+00 2.270272000000008727e+00
1.701000000000000000e+03 3.030000000000000000e+02 6.600660066006600601e+00 2.264470500000008268e+00
1.702000000000000000e+03 3.020000000000000000e+02 6.622516556291390799e+00 2.259866000000008146e+00
1.703000000000000000e+03 3.010000000000000000e+02 6.644518272425249172e+00 2.270443000000007761e+00
1.708000000000000000e+03 2.970000000000000000e+02 6.734006734006734440e+00 2.252299500000007448e+00
1.709000000000000000e+03 2.960000000000000000e+02 6.756756756756757021e+00 2.250932000000007260e+00
1.713000000000000000e+03 2.920000000000000000e+02 6.849315068493150527e+00 2.226938000000007190e+00
1.718000000000000000e+03 2.870000000000000000e+02 6.968641114982577989e+00 2.324412999999993623e+00
1.719000000000000000e+03 2.860000000000000000e+02 6.993006993006993355e+00 2.318029999999993596e+00
1.721000000000000000e+03 2.840000000000000000e+02 7.042253521126760951e+00 2.307357999999992693e+00
1.722000000000000000e+03 2.830000000000000000e+02 7.067137809187278741e+00 2.408895999999987492e+00
1.723000000000000000e+03 2.820000000000000000e+02 7.092198581560283266e+00 2.451143999999985557e+00
1.725000000000000000e+03 2.800000000000000000e+02 7.142857142857143238e+00 2.472959999999986280e+00
1.726000000000000000e+03 2.790000000000000000e+02 7.168458781362007315e+00 2.470265999999986306e+00
1.728000000000000000e+03 2.780000000000000000e+02 7.194244604316546443e+00 2.480315999999985976e+00
1.730000000000000000e+03 2.760000000000000000e+02 7.246376811594203105e+00 2.482619999999985616e+00
1.736000000000000000e+03 2.700000000000000000e+02 7.407407407407407440e+00 2.479679999999985895e+00
1.740000000000000000e+03 2.660000000000000000e+02 7.518796992481203034e+00 2.476991999999985872e+00
1.742000000000000000e+03 2.640000000000000000e+02 7.575757575757576134e+00 2.461007999999985874e+00
1.743000000000000000e+03 2.630000000000000000e+02 7.604562737642585724e+00 2.452606499999986589e+00
1.744000000000000000e+03 2.620000000000000000e+02 7.633587786259542263e+00 2.443673999999986357e+00
1.747000000000000000e+03 2.590000000000000000e+02 7.722007722007721675e+00 2.430067499999986946e+00
1.748000000000000000e+03 2.580000000000000000e+02 7.751937984496123590e+00 2.422619999999986895e+00
1.750000000000000000e+03 2.560000000000000000e+02 7.812500000000000000e+00 2.406271999999987088e+00
1.751000000000000000e+03 2.550000000000000000e+02 7.843137254901960453e+00 2.400952499999987388e+00
1.752000000000000000e+03 2.540000000000000000e+02 7.874015748031496287e+00 2.425826999999987521e+00
1.753000000000000000e+03 2.530000000000000000e+02 7.905138339920948276e+00 2.444612499999986976e+00
1.754000000000000000e+03 2.520000000000000000e+02 7.936507936507936734e+00 2.459897999999986595e+00
1.757000000000000000e+03 2.490000000000000000e+02 8.032128514056225299e+00 2.437585499999987082e+00
1.759000000000000000e+03 2.470000000000000000e+02 8.097165991902834037e+00 2.426157499999987088e+00
1.761000000000000000e+03 2.450000000000000000e+02 8.163265306122449161e+00 2.416802499999987308e+00
1.763000000000000000e+03 2.430000000000000000e+02 8.230452674897119181e+00 2.496581999999987200e+00
1.764000000000000000e+03 2.420000000000000000e+02 8.264462809917354491e+00 2.492841999999988012e+00
1.765000000000000000e+03 2.410000000000000000e+02 8.298755186721992416e+00 2.495795999999987025e+00
1.766000000000000000e+03 2.400000000000000000e+02 8.333333333333333925e+00 2.485799999999986909e+00
1.770000000000000000e+03 2.360000000000000000e+02 8.474576271186441190e+00 2.512573999999986984e+00
1.771000000000000000e+03 2.350000000000000000e+02 8.510638297872340274e+00 2.502044999999987418e+00
1.772000000000000000e+03 2.340000000000000000e+02 8.547008547008546842e+00 2.497832999999987980e+00
1.773000000000000000e+03 2.330000000000000000e+02 8.583690987124462879e+00 2.488789499999988220e+00
1.774000000000000000e+03 2.320000000000000000e+02 8.620689655172414589e+00 2.478571999999987785e+00
1.775000000000000000e+03 2.310000000000000000e+02 8.658008658008657932e+00 2.471353499999988212e+00
1.776000000000000000e+03 2.300000000000000000e+02 8.695652173913043015e+00 2.470314999999988270e+00
1.777000000000000000e+03 2.290000000000000000e+02 8.733624454148472438e+00 2.461864499999987910e+00
1.778000000000000000e+03 2.280000000000000000e+02 8.771929824561404132e+00 2.452367999999988335e+00
1.780000000000000000e+03 2.260000000000000000e+02 8.849557522123893349e+00 2.487129999999988517e+00
1.782000000000000000e+03 2.240000000000000000e+02 8.928571428571428825e+00 2.512047999999988068e+00
1.784000000000000000e+03 2.220000000000000000e+02 9.009009009009009361e+00 2.498054999999988812e+00
1.785000000000000000e+03 2.210000000000000000e+02 9.049773755656108420e+00 2.487796999999988934e+00
1.786000000000000000e+03 2.200000000000000000e+02 9.090909090909091717e+00 2.478079999999989180e+00
1.787000000000000000e+03 2.190000000000000000e+02 9.132420091324201294e+00 2.477765999999989255e+00
1.788000000000000000e+03 2.180000000000000000e+02 9.174311926605504652e+00 2.467759999999989518e+00
1.789000000000000000e+03 2.170000000000000000e+02 9.216589861751151247e+00 2.463383999999989804e+00
1.791000000000000000e+03 2.150000000000000000e+02 9.302325581395349374e+00 2.467662499999989656e+00
1.792000000000000000e+03 2.140000000000000000e+02 9.345794392523364635e+00 2.457896999999990229e+00
1.794000000000000000e+03 2.120000000000000000e+02 9.433962264150943966e+00 2.466725999999990204e+00
1.795000000000000000e+03 2.110000000000000000e+02 9.478672985781990690e+00 2.455934499999990361e+00
1.796000000000000000e+03 2.100000000000000000e+02 9.523809523809523725e+00 2.452799999999990987e+00
1.797000000000000000e+03 2.090000000000000000e+02 9.569377990430622205e+00 2.441955999999991356e+00
1.798000000000000000e+03 2.080000000000000000e+02 9.615384615384614975e+00 2.520751999999991888e+00
1.800000000000000000e+03 2.060000000000000000e+02 9.708737864077669144e+00 2.506504999999991767e+00
1.801000000000000000e+03 2.050000000000000000e+02 9.756097560975609539e+00 2.520987499999991055e+00
1.803000000000000000e+03 2.030000000000000000e+02 9.852216748768473309e+00 2.513647499999991375e+00
1.804000000000000000e+03 2.020000000000000000e+02 9.900990099009900902e+00 2.528837999999991482e+00
1.805000000000000000e+03 2.010000000000000000e+02 9.950248756218904589e+00 2.517223499999992065e+00
1.807000000000000000e+03 1.990000000000000000e+02 1.005025125628140792e+01 2.560234499999991531e+00
1.808000000000000000e+03 1.980000000000000000e+02 1.010101010101010033e+01 2.550635999999991466e+00
1.809000000000000000e+03 1.970000000000000000e+02 1.015228426395939110e+01 2.564348999999991552e+00
1.810000000000000000e+03 1.960000000000000000e+02 1.020408163265306101e+01 2.585631999999991937e+00
1.811000000000000000e+03 1.950000000000000000e+02 1.025641025641025728e+01 2.577509999999991752e+00
1.812000000000000000e+03 1.940000000000000000e+02 1.030927835051546460e+01 2.564582999999991841e+00
1.813000000000000000e+03 1.930000000000000000e+02 1.036269430051813423e+01 2.577900999999992226e+00
1.814000000000000000e+03 1.920000000000000000e+02 1.041666666666666607e+01 2.569631999999992367e+00
1.815000000000000000e+03 1.910000000000000000e+02 1.047120418848167489e+01 2.582988499999992360e+00
1.816000000000000000e+03 1.900000000000000000e+02 1.052631578947368496e+01 2.577064999999992168e+00
1.818000000000000000e+03 1.880000000000000000e+02 1.063829787234042534e+01 2.554449999999992116e+00
1.819000000000000000e+03 1.870000000000000000e+02 1.069518716577540118e+01 2.543667499999992199e+00
1.820000000000000000e+03 1.860000000000000000e+02 1.075268817204301008e+01 2.530808999999992537e+00
1.821000000000000000e+03 1.850000000000000000e+02 1.081081081081081052e+01 2.519422499999992571e+00
1.822000000000000000e+03 1.840000000000000000e+02 1.086956521739130466e+01 2.512703999999992721e+00
1.823000000000000000e+03 1.830000000000000000e+02 1.092896174863387948e+01 2.499322499999992786e+00
1.824000000000000000e+03 1.820000000000000000e+02 1.098901098901098905e+01 2.492944999999992639e+00
1.826000000000000000e+03 1.800000000000000000e+02 1.111111111111111072e+01 2.491199999999993420e+00
1.827000000000000000e+03 1.790000000000000000e+02 1.117318435754189920e+01 2.477628499999993572e+00
1.828000000000000000e+03 1.780000000000000000e+02 1.123595505617977608e+01 2.463875999999993294e+00
1.829000000000000000e+03 1.770000000000000000e+02 1.129943502824858825e+01 2.453308499999993231e+00
1.830000000000000000e+03 1.770000000000000000e+02 1.129943502824858825e+01 2.453308499999993231e+00
1.831000000000000000e+03 1.760000000000000000e+02 1.136363636363636331e+01 2.460391999999993473e+00
1.832000000000000000e+03 1.750000000000000000e+02 1.142857142857142883e+01 2.525074999999993519e+00
1.833000000000000000e+03 1.740000000000000000e+02 1.149425287356321768e+01 2.627573999999994303e+00
1.834000000000000000e+03 1.730000000000000000e+02 1.156069364161849755e+01 2.640325999999993734e+00
1.835000000000000000e+03 1.720000000000000000e+02 1.162790697674418539e+01 2.627987999999993995e+00
1.836000000000000000e+03 1.710000000000000000e+02 1.169590643274853825e+01 2.629466999999994226e+00
1.839000000000000000e+03 1.680000000000000000e+02 1.190476190476190510e+01 2.593667999999994755e+00
1.840000000000000000e+03 1.670000000000000000e+02 1.197604790419161702e+01 2.578479999999994998e+00
1.841000000000000000e+03 1.660000000000000000e+02 1.204819277108433795e+01 2.563122999999994711e+00
1.842000000000000000e+03 1.650000000000000000e+02 1.212121212121212110e+01 2.582002499999994871e+00
1.843000000000000000e+03 1.640000000000000000e+02 1.219512195121951237e+01 2.572257999999994826e+00
1.844000000000000000e+03 1.630000000000000000e+02 1.226993865030674868e+01 2.557306999999994890e+00
1.845000000000000000e+03 1.620000000000000000e+02 1.234567901234567877e+01 2.541698999999995046e+00
1.846000000000000000e+03 1.610000000000000000e+02 1.242236024844720532e+01 2.534864499999994969e+00
1.847000000000000000e+03 1.600000000000000000e+02 1.250000000000000000e+01 2.534719999999995199e+00
1.848000000000000000e+03 1.590000000000000000e+02 1.257861635220125862e+01 2.524283999999995309e+00
1.849000000000000000e+03 1.580000000000000000e+02 1.265822784810126578e+01 2.508565999999995633e+00
1.850000000000000000e+03 1.570000000000000000e+02 1.273885350318471410e+01 2.497398999999995706e+00
