# cr len_gsub pn pdi
1.717000000000000000e+03 2.870000000000000000e+02 6.968641114982577989e+00 2.507375499999981994e+00
1.718000000000000000e+03 2.860000000000000000e+02 6.993006993006993355e+00 2.538106999999981905e+00
1.720000000000000000e+03 2.840000000000000000e+02 7.042253521126760951e+00 2.524191999999982894e+00
1.721000000000000000e+03 2.830000000000000000e+02 7.067137809187278741e+00 2.515445499999983348e+00
1.725000000000000000e+03 2.790000000000000000e+02 7.168458781362007315e+00 2.527321499999983789e+00
1.728000000000000000e+03 2.760000000000000000e+02 7.246376811594203105e+00 2.520707999999983517e+00
1.729000000000000000e+03 2.750000000000000000e+02 7.272727272727272485e+00 2.513362499999983957e+00
1.732000000000000000e+03 2.720000000000000000e+02 7.352941176470587870e+00 2.507295999999984648e+00
1.737000000000000000e+03 2.670000000000000000e+02 7.490636704119849831e+00 2.480429999999984592e+00
1.740000000000000000e+03 2.640000000000000000e+02 7.575757575757576134e+00 2.479091999999984530e+00
1.742000000000000000e+03 2.620000000000000000e+02 7.633587786259542263e+00 2.491619999999985513e+00
1.745000000000000000e+03 2.590000000000000000e+02 7.722007722007721675e+00 2.469694499999985915e+00
1.746000000000000000e+03 2.580000000000000000e+02 7.751937984496123590e+00 2.461706999999986323e+00
1.747000000000000000e+03 2.570000000000000000e+02 7.782101167315174983e+00 2.459232999999986014e+00
1.749000000000000000e+03 2.550000000000000000e+02 7.843137254901960453e+00 2.449274999999986768e+00
1.750000000000000000e+03 2.540000000000000000e+02 7.874015748031496287e+00 2.441955999999986471e+00
1.752000000000000000e+03 2.520000000000000000e+02 7.936507936507936734e+00 2.429279999999986561e+00
1.753000000000000000e+03 2.510000000000000000e+02 7.968127490039840666e+00 2.420392999999986916e+00
1.754000000000000000e+03 2.500000000000000000e+02 8.000000000000000000e+00 2.425749999999986972e+00
1.755000000000000000e+03 2.490000000000000000e+02 8.032128514056225299e+00 2.416544999999987287e+00
1.756000000000000000e+03 2.480000000000000000e+02 8.064516129032258007e+00 2.407831999999987538e+00
1.757000000000000000e+03 2.480000000000000000e+02 8.064516129032258007e+00 2.407831999999987538e+00
1.758000000000000000e+03 2.470000000000000000e+02 8.097165991902834037e+00 2.398246499999987957e+00
1.760000000000000000e+03 2.450000000000000000e+02 8.163265306122449161e+00 2.379807499999988085e+00
1.761000000000000000e+03 2.440000000000000000e+02 8.196721311475409166e+00 2.372045999999988553e+00
1.762000000000000000e+03 2.430000000000000000e+02 8.230452674897119181e+00 2.430364499999988492e+00
1.764000000000000000e+03 2.410000000000000000e+02 8.298755186721992416e+00 2.414940499999988166e+00
1.767000000000000000e+03 2.380000000000000000e+02 8.403361344537815469e+00 2.404156999999988553e+00
1.768000000000000000e+03 2.370000000000000000e+02 8.438818565400843852e+00 2.402587499999988552e+00
1.770000000000000000e+03 2.350000000000000000e+02 8.510638297872340274e+00 2.392769999999988961e+00
1.772000000000000000e+03 2.330000000000000000e+02 8.583690987124462879e+00 2.383240499999989215e+00
1.773000000000000000e+03 2.320000000000000000e+02 8.620689655172414589e+00 2.376375999999988942e+00
1.775000000000000000e+03 2.300000000000000000e+02 8.695652173913043015e+00 2.361179999999989843e+00
1.778000000000000000e+03 2.270000000000000000e+02 8.810572687224668798e+00 2.344569499999989759e+00
1.782000000000000000e+03 2.240000000000000000e+02 8.928571428571428825e+00 2.385263999999989615e+00
1.785000000000000000e+03 2.210000000000000000e+02 9.049773755656108420e+00 2.364699999999989810e+00
1.788000000000000000e+03 2.180000000000000000e+02 9.174311926605504652e+00 2.415657999999990313e+00
1.789000000000000000e+03 2.170000000000000000e+02 9.216589861751151247e+00 2.405010999999990684e+00
1.790000000000000000e+03 2.160000000000000000e+02 9.259259259259259522e+00 2.395439999999990910e+00
1.791000000000000000e+03 2.150000000000000000e+02 9.302325581395349374e+00 2.418749999999990852e+00
1.793000000000000000e+03 2.130000000000000000e+02 9.389671361502347935e+00 2.451629999999990872e+00
1.794000000000000000e+03 2.120000000000000000e+02 9.433962264150943966e+00 2.442663999999991287e+00
1.796000000000000000e+03 2.100000000000000000e+02 9.523809523809523725e+00 2.546774999999991351e+00
1.797000000000000000e+03 2.090000000000000000e+02 9.569377990430622205e+00 2.569759499999991537e+00
1.798000000000000000e+03 2.080000000000000000e+02 9.615384615384614975e+00 2.562455999999991629e+00
1.799000000000000000e+03 2.070000000000000000e+02 9.661835748792270806e+00 2.555932499999991503e+00
1.800000000000000000e+03 2.060000000000000000e+02 9.708737864077669144e+00 2.578604999999991598e+00
1.801000000000000000e+03 2.050000000000000000e+02 9.756097560975609539e+00 2.567009999999992242e+00
1.803000000000000000e+03 2.030000000000000000e+02 9.852216748768473309e+00 2.550897999999991672e+00
1.804000000000000000e+03 2.020000000000000000e+02 9.900990099009900902e+00 2.539846999999991972e+00
1.805000000000000000e+03 2.010000000000000000e+02 9.950248756218904589e+00 2.528177999999992487e+00
1.806000000000000000e+03 2.000000000000000000e+02 1.000000000000000000e+01 2.594799999999992224e+00
1.807000000000000000e+03 1.990000000000000000e+02 1.005025125628140792e+01 2.584313499999992381e+00
1.809000000000000000e+03 1.970000000000000000e+02 1.015228426395939110e+01 2.560211999999992827e+00
1.810000000000000000e+03 1.960000000000000000e+02 1.020408163265306101e+01 2.553389999999992721e+00
1.811000000000000000e+03 1.950000000000000000e+02 1.025641025641025728e+01 2.542994999999992345e+00
1.812000000000000000e+03 1.940000000000000000e+02 1.030927835051546460e+01 2.539459999999992501e+00
1.816000000000000000e+03 1.900000000000000000e+02 1.052631578947368496e+01 2.502014999999992551e+00
1.817000000000000000e+03 1.890000000000000000e+02 1.058201058201058231e+01 2.490547499999992809e+00
1.818000000000000000e+03 1.880000000000000000e+02 1.063829787234042534e+01 2.477745999999993121e+00
1.819000000000000000e+03 1.870000000000000000e+02 1.069518716577540118e+01 2.468306499999993520e+00
1.820000000000000000e+03 1.860000000000000000e+02 1.075268817204301008e+01 2.456780999999993664e+00
1.821000000000000000e+03 1.850000000000000000e+02 1.081081081081081052e+01 2.445792499999993819e+00
1.822000000000000000e+03 1.840000000000000000e+02 1.086956521739130466e+01 2.433399999999993568e+00
1.823000000000000000e+03 1.830000000000000000e+02 1.092896174863387948e+01 2.420815499999994014e+00
1.825000000000000000e+03 1.810000000000000000e+02 1.104972375690607755e+01 2.401236499999993779e+00
1.826000000000000000e+03 1.800000000000000000e+02 1.111111111111111072e+01 2.389139999999994490e+00
1.827000000000000000e+03 1.790000000000000000e+02 1.117318435754189920e+01 2.376314499999994556e+00
1.828000000000000000e+03 1.780000000000000000e+02 1.123595505617977608e+01 2.365174999999994476e+00
1.829000000000000000e+03 1.770000000000000000e+02 1.129943502824858825e+01 2.353480499999994535e+00
1.830000000000000000e+03 1.760000000000000000e+02 1.136363636363636331e+01 2.397911999999994492e+00
1.831000000000000000e+03 1.750000000000000000e+02 1.142857142857142883e+01 2.385599999999994392e+00
1.832000000000000000e+03 1.740000000000000000e+02 1.149425287356321768e+01 2.385365999999994990e+00
1.833000000000000000e+03 1.730000000000000000e+02 1.156069364161849755e+01 2.376673999999994624e+00
1.834000000000000000e+03 1.720000000000000000e+02 1.162790697674418539e+01 2.364655999999995206e+00
1.835000000000000000e+03 1.710000000000000000e+02 1.169590643274853825e+01 2.351249999999994955e+00
1.836000000000000000e+03 1.700000000000000000e+02 1.176470588235294201e+01 2.356369999999995191e+00
1.837000000000000000e+03 1.690000000000000000e+02 1.183431952662721898e+01 2.343184999999995632e+00
1.838000000000000000e+03 1.680000000000000000e+02 1.190476190476190510e+01 2.334275999999995577e+00
1.840000000000000000e+03 1.660000000000000000e+02 1.204819277108433795e+01 2.343255999999995787e+00
1.841000000000000000e+03 1.650000000000000000e+02 1.212121212121212110e+01 2.334089999999996223e+00
1.842000000000000000e+03 1.640000000000000000e+02 1.219512195121951237e+01 2.320025999999995925e+00
1.843000000000000000e+03 1.630000000000000000e+02 1.226993865030674868e+01 2.305960999999996375e+00
1.844000000000000000e+03 1.620000000000000000e+02 1.234567901234567877e+01 2.300561999999996221e+00
1.845000000000000000e+03 1.610000000000000000e+02 1.242236024844720532e+01 2.288775999999996369e+00
1.846000000000000000e+03 1.600000000000000000e+02 1.250000000000000000e+01 2.274959999999996541e+00
1.848000000000000000e+03 1.580000000000000000e+02 1.265822784810126578e+01 2.250867999999996982e+00
1.849000000000000000e+03 1.570000000000000000e+02 1.273885350318471410e+01 2.238584499999996869e+00
1.850000000000000000e+03 1.560000000000000000e+02 1.282051282051282115e+01 2.234153999999996643e+00
