step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.36748	26204.9	0	5472.35	4483.04	0	25439.4	0	0	0
2000	2	4.37378	26242.7	0	5244.15	4619.05	0	25506.8	0	0	0
3000	3	4.38251	26295	0	5000.35	4422.87	0	25433.8	0	0	0
4000	4	4.4404	26642.4	0	5355.19	4516.15	0	25446.8	0	0	0
5000	5	4.31209	25872.6	0	5085.77	4490.91	0	25123.8	0	0	0
6000	6	4.40698	26441.9	0	5132.79	4760.93	0	25433.2	0	0	0
7000	7	4.46698	26801.9	0	5316.98	4347.2	0	25276.3	0	0	0
8000	8	4.38931	26335.9	0	4935.66	4279.28	0	25230.5	0	0	0
9000	9	4.46855	26811.3	0	5429.36	4296.97	0	25306.7	0	0	0
10000	10	4.45054	26703.2	0	5016.84	4372.77	0	25253.7	0	0	0
11000	11	4.48065	26883.9	0	5314.25	4396.66	0	25182.9	0	0	0
12000	12	4.3719	26231.4	0	5284.96	4691.06	0	25666.5	0	0	0
13000	13	4.42803	26568.2	0	5319.38	4535.53	0	25713.7	0	0	0
14000	14	4.4582	26749.2	0	5209.66	4252.38	0	25403	0	0	0
15000	15	4.42594	26555.6	0	5372.21	4185.03	0	25622.8	0	0	0
16000	16	4.47753	26865.2	0	4932.39	4378.26	0	25211.5	0	0	0
17000	17	4.48008	26880.5	0	5150.8	4524.76	0	25105.6	0	0	0
18000	18	4.42079	26524.7	0	5264.92	4378.32	0	25284.2	0	0	0
19000	19	4.42387	26543.2	0	5146.09	4338.76	0	25659.8	0	0	0
20000	20	4.42211	26532.6	0	5307.39	4513.67	0	25498.7	0	0	0
21000	21	4.46375	26782.5	0	5191.57	4467.82	0	25544.4	0	0	0
22000	22	4.52061	27123.6	0	5363.21	4410.73	0	25140.2	0	0	0
23000	23	4.41104	26466.2	0	5401.86	4402.48	0	25541.2	0	0	0
24000	24	4.47735	26864.1	0	5153.5	4266.43	0	25071.3	0	0	0
25000	25	4.41453	26487.2	0	5417.13	4152.08	0	25592.4	0	0	0
26000	26	4.40268	26416.1	0	5337.16	4576.26	0	25022.6	0	0	0
27000	27	4.31961	25917.7	0	5249.03	4416.44	0	25528.2	0	0	0
28000	28	4.43074	26584.4	0	5386.15	4620.62	0	25139.2	0	0	0
29000	29	4.44711	26682.7	0	5131.15	4374.23	0	24947.4	0	0	0
30000	30	4.43447	26606.8	0	5295.21	4469.55	0	25425.5	0	0	0
31000	31	4.41901	26514.1	0	5216.54	4470.36	0	25231.6	0	0	0
32000	32	4.44541	26672.5	0	5096.46	4460.42	0	25426.1	0	0	0
33000	33	4.41459	26487.6	0	5270.35	4550.71	0	25489.6	0	0	0
34000	34	4.37228	26233.7	0	5383.15	4599.79	0	25467	0	0	0
