# cr len_gsub pn pdi
1.731000000000000000e+03 2.750000000000000000e+02 7.272727272727272485e+00 2.416837499999989536e+00
1.732000000000000000e+03 2.740000000000000000e+02 7.299270072992700698e+00 2.408322999999990000e+00
1.734000000000000000e+03 2.720000000000000000e+02 7.352941176470587870e+00 2.394823999999989628e+00
1.737000000000000000e+03 2.690000000000000000e+02 7.434944237918215570e+00 2.378497999999990675e+00
1.739000000000000000e+03 2.670000000000000000e+02 7.490636704119849831e+00 2.388448499999989760e+00
1.742000000000000000e+03 2.640000000000000000e+02 7.575757575757576134e+00 2.363987999999989764e+00
1.743000000000000000e+03 2.630000000000000000e+02 7.604562737642585724e+00 2.422098499999990384e+00
1.744000000000000000e+03 2.620000000000000000e+02 7.633587786259542263e+00 2.444328999999990426e+00
1.745000000000000000e+03 2.610000000000000000e+02 7.662835249042145414e+00 2.459663999999990303e+00
1.746000000000000000e+03 2.600000000000000000e+02 7.692307692307692513e+00 2.451019999999989984e+00
1.748000000000000000e+03 2.580000000000000000e+02 7.751937984496123590e+00 2.447645999999989996e+00
1.750000000000000000e+03 2.560000000000000000e+02 7.812500000000000000e+00 2.436351999999990525e+00
1.753000000000000000e+03 2.530000000000000000e+02 7.905138339920948276e+00 2.462954999999989791e+00
1.754000000000000000e+03 2.520000000000000000e+02 7.936507936507936734e+00 2.461157999999989521e+00
1.757000000000000000e+03 2.490000000000000000e+02 8.032128514056225299e+00 2.483027999999990243e+00
1.758000000000000000e+03 2.480000000000000000e+02 8.064516129032258007e+00 2.475039999999990581e+00
1.759000000000000000e+03 2.470000000000000000e+02 8.097165991902834037e+00 2.466294999999990800e+00
1.762000000000000000e+03 2.440000000000000000e+02 8.196721311475409166e+00 2.452687999999990875e+00
1.763000000000000000e+03 2.430000000000000000e+02 8.230452674897119181e+00 2.444822999999991087e+00
1.765000000000000000e+03 2.410000000000000000e+02 8.298755186721992416e+00 2.432292499999990643e+00
1.766000000000000000e+03 2.400000000000000000e+02 8.333333333333333925e+00 2.423279999999991219e+00
1.767000000000000000e+03 2.390000000000000000e+02 8.368200836820083310e+00 2.413541499999991569e+00
1.768000000000000000e+03 2.380000000000000000e+02 8.403361344537815469e+00 2.408202999999991434e+00
1.769000000000000000e+03 2.370000000000000000e+02 8.438818565400843852e+00 2.399506499999991327e+00
1.770000000000000000e+03 2.360000000000000000e+02 8.474576271186441190e+00 2.389971999999991326e+00
1.771000000000000000e+03 2.350000000000000000e+02 8.510638297872340274e+00 2.380314999999991521e+00
1.773000000000000000e+03 2.330000000000000000e+02 8.583690987124462879e+00 2.370308999999991784e+00
1.774000000000000000e+03 2.320000000000000000e+02 8.620689655172414589e+00 2.362455999999991896e+00
1.775000000000000000e+03 2.310000000000000000e+02 8.658008658008657932e+00 2.354120999999992581e+00
1.776000000000000000e+03 2.300000000000000000e+02 8.695652173913043015e+00 2.345999999999992536e+00
1.777000000000000000e+03 2.290000000000000000e+02 8.733624454148472438e+00 2.338318999999992709e+00
1.778000000000000000e+03 2.280000000000000000e+02 8.771929824561404132e+00 2.329475999999992553e+00
1.779000000000000000e+03 2.270000000000000000e+02 8.810572687224668798e+00 2.320166999999992985e+00
1.780000000000000000e+03 2.260000000000000000e+02 8.849557522123893349e+00 2.352320999999992779e+00
1.781000000000000000e+03 2.250000000000000000e+02 8.888888888888889284e+00 2.356087499999993007e+00
1.782000000000000000e+03 2.240000000000000000e+02 8.928571428571428825e+00 2.428607999999992106e+00
1.784000000000000000e+03 2.220000000000000000e+02 9.009009009009009361e+00 2.426348999999991651e+00
1.785000000000000000e+03 2.210000000000000000e+02 9.049773755656108420e+00 2.427021999999992019e+00
1.786000000000000000e+03 2.200000000000000000e+02 9.090909090909091717e+00 2.417909999999992010e+00
1.788000000000000000e+03 2.180000000000000000e+02 9.174311926605504652e+00 2.408027999999992286e+00
1.789000000000000000e+03 2.170000000000000000e+02 9.216589861751151247e+00 2.397415999999992664e+00
1.791000000000000000e+03 2.150000000000000000e+02 9.302325581395349374e+00 2.426704999999992118e+00
1.792000000000000000e+03 2.140000000000000000e+02 9.345794392523364635e+00 2.428899999999992065e+00
1.794000000000000000e+03 2.120000000000000000e+02 9.433962264150943966e+00 2.443723999999992014e+00
1.795000000000000000e+03 2.110000000000000000e+02 9.478672985781990690e+00 2.465956999999991961e+00
1.796000000000000000e+03 2.100000000000000000e+02 9.523809523809523725e+00 2.454584999999992245e+00
1.799000000000000000e+03 2.070000000000000000e+02 9.661835748792270806e+00 2.433595499999992917e+00
1.800000000000000000e+03 2.060000000000000000e+02 9.708737864077669144e+00 2.424928999999993007e+00
1.801000000000000000e+03 2.050000000000000000e+02 9.756097560975609539e+00 2.415822499999992878e+00
1.802000000000000000e+03 2.040000000000000000e+02 9.803921568627451677e+00 2.404139999999992838e+00
1.803000000000000000e+03 2.030000000000000000e+02 9.852216748768473309e+00 2.396008999999992728e+00
1.804000000000000000e+03 2.020000000000000000e+02 9.900990099009900902e+00 2.401981999999992734e+00
1.806000000000000000e+03 2.000000000000000000e+02 1.000000000000000000e+01 2.379599999999993276e+00
1.808000000000000000e+03 1.980000000000000000e+02 1.010101010101010033e+01 2.369861999999993252e+00
1.810000000000000000e+03 1.960000000000000000e+02 1.020408163265306101e+01 2.347785999999993489e+00
1.812000000000000000e+03 1.950000000000000000e+02 1.025641025641025728e+01 2.336977499999993491e+00
1.813000000000000000e+03 1.940000000000000000e+02 1.030927835051546460e+01 2.336729999999993090e+00
1.817000000000000000e+03 1.900000000000000000e+02 1.052631578947368496e+01 2.364169999999993887e+00
1.818000000000000000e+03 1.890000000000000000e+02 1.058201058201058231e+01 2.353805999999993848e+00
1.820000000000000000e+03 1.870000000000000000e+02 1.069518716577540118e+01 2.351431499999994124e+00
1.821000000000000000e+03 1.860000000000000000e+02 1.075268817204301008e+01 2.339135999999994109e+00
1.823000000000000000e+03 1.840000000000000000e+02 1.086956521739130466e+01 2.329255999999994220e+00
1.824000000000000000e+03 1.830000000000000000e+02 1.092896174863387948e+01 2.319067499999994286e+00
1.825000000000000000e+03 1.820000000000000000e+02 1.098901098901098905e+01 2.310216999999994414e+00
1.827000000000000000e+03 1.800000000000000000e+02 1.111111111111111072e+01 2.286449999999994542e+00
1.828000000000000000e+03 1.790000000000000000e+02 1.117318435754189920e+01 2.281891999999994702e+00
1.830000000000000000e+03 1.770000000000000000e+02 1.129943502824858825e+01 2.292061499999994645e+00
1.831000000000000000e+03 1.760000000000000000e+02 1.136363636363636331e+01 2.330943999999995242e+00
1.833000000000000000e+03 1.740000000000000000e+02 1.149425287356321768e+01 2.385365999999994990e+00
1.835000000000000000e+03 1.720000000000000000e+02 1.162790697674418539e+01 2.377899999999995018e+00
1.836000000000000000e+03 1.710000000000000000e+02 1.169590643274853825e+01 2.379122999999994992e+00
1.837000000000000000e+03 1.700000000000000000e+02 1.176470588235294201e+01 2.380169999999994790e+00
1.838000000000000000e+03 1.690000000000000000e+02 1.183431952662721898e+01 2.395321499999995218e+00
1.839000000000000000e+03 1.680000000000000000e+02 1.190476190476190510e+01 2.383079999999994758e+00
1.840000000000000000e+03 1.670000000000000000e+02 1.197604790419161702e+01 2.376493499999995596e+00
1.841000000000000000e+03 1.660000000000000000e+02 1.204819277108433795e+01 2.424512999999995255e+00
1.842000000000000000e+03 1.650000000000000000e+02 1.212121212121212110e+01 2.581012499999995491e+00
1.843000000000000000e+03 1.640000000000000000e+02 1.219512195121951237e+01 2.581359999999995214e+00
1.845000000000000000e+03 1.620000000000000000e+02 1.234567901234567877e+01 2.552309999999995416e+00
1.846000000000000000e+03 1.610000000000000000e+02 1.242236024844720532e+01 2.553459999999995844e+00
1.847000000000000000e+03 1.600000000000000000e+02 1.250000000000000000e+01 2.577360000000005424e+00
1.848000000000000000e+03 1.590000000000000000e+02 1.257861635220125862e+01 2.564113500000006152e+00
1.849000000000000000e+03 1.580000000000000000e+02 1.265822784810126578e+01 2.551068000000006109e+00
1.850000000000000000e+03 1.570000000000000000e+02 1.273885350318471410e+01 2.536256500000005687e+00
