step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.45627	26737.6	0	5673.98	4505.6	0	25429.6	0	0	0
2000	2	4.4814	26888.4	0	5245.43	4663.13	0	25478.9	0	0	0
3000	3	4.41748	26504.9	0	5211.14	4267.15	0	25645.3	0	0	0
4000	4	4.47144	26828.7	0	5258.36	4561.73	0	25836.4	0	0	0
5000	5	4.43374	26602.4	0	5466.21	4156.3	0	25786.9	0	0	0
6000	6	4.42005	26520.3	0	5071.41	4658.19	0	25617.2	0	0	0
7000	7	4.43876	26632.5	0	4979.26	4257.33	0	25768.9	0	0	0
8000	8	4.43723	26623.4	0	5119.04	4707.18	0	25778.6	0	0	0
9000	9	4.29992	25799.5	0	5070.82	4451.03	0	25826.9	0	0	0
10000	10	4.41541	26492.5	0	5293.6	4357.87	0	25968	0	0	0
11000	11	4.35423	26125.4	0	5177.87	4339.55	0	25721.7	0	0	0
12000	12	4.45036	26702.2	0	5019.25	4687.99	0	25837.9	0	0	0
13000	13	4.45181	26710.9	0	5256	4575.33	0	25578	0	0	0
14000	14	4.55418	27325.1	0	5448.44	4370.07	0	25694.9	0	0	0
15000	15	4.54276	27256.6	0	5028.29	4565.05	0	25532	0	0	0
16000	16	4.43254	26595.3	0	5209.71	4426.35	0	25617.2	0	0	0
17000	17	4.4109	26465.4	0	5026.88	4509.49	0	25711.6	0	0	0
18000	18	4.3743	26245.8	0	5239.57	4646.79	0	25617.5	0	0	0
19000	19	4.47283	26837	0	5170.9	4370.01	0	25563.8	0	0	0
20000	20	4.30111	25806.6	0	5147.97	4486.81	0	25835.7	0	0	0
21000	21	4.39377	26362.6	0	5168.04	4348.37	0	25356.5	0	0	0
22000	22	4.46041	26762.4	0	5274.53	4364.65	0	25480.1	0	0	0
23000	23	4.36344	26180.7	0	5267.89	4552.42	0	25319	0	0	0
24000	24	4.47995	26879.7	0	5311.85	4532.98	0	25471	0	0	0
25000	25	4.47074	26824.4	0	5358.27	4539.18	0	25557.4	0	0	0
26000	26	4.39672	26380.3	0	5491.24	4409.88	0	25744	0	0	0
27000	27	4.45182	26710.9	0	5200.89	4405.61	0	25945.7	0	0	0
28000	28	4.40834	26450	0	5347	4367.94	0	25593.7	0	0	0
29000	29	4.49649	26979	0	5020.68	4567.93	0	25569.1	0	0	0
30000	30	4.42793	26567.6	0	5051.26	4358.37	0	25223	0	0	0
31000	31	4.45777	26746.6	0	5118.5	4336.65	0	25956.5	0	0	0
32000	32	4.42347	26540.8	0	4975.28	4563.39	0	25720.1	0	0	0
33000	33	4.37267	26236	0	5178.76	4325.48	0	25834.3	0	0	0
34000	34	4.40908	26454.5	0	5262.13	4455.68	0	25178.7	0	0	0
35000	35	4.50544	27032.6	0	5277.84	4653.5	0	25163.1	0	0	0
36000	36	4.34918	26095.1	0	5065.21	4485.66	0	25412	0	0	0
37000	37	4.37459	26247.5	0	5105.34	4246.89	0	25555.5	0	0	0
38000	38	4.46437	26786.2	0	5272.66	4282.82	0	25713.8	0	0	0
39000	39	4.46777	26806.6	0	5212.13	4663.04	0	25599.4	0	0	0
40000	40	4.42191	26531.5	0	5231.16	4359.64	0	25708.6	0	0	0
41000	41	4.44322	26659.3	0	4914	4437.11	0	25266.5	0	0	0
42000	42	4.41142	26468.5	0	5185.34	4605.27	0	25807.9	0	0	0
43000	43	4.58184	27491	0	5282.25	4451.41	0	25534.7	0	0	0
44000	44	4.48272	26896.3	0	5284.56	4332.56	0	25585.7	0	0	0
45000	45	4.47942	26876.5	0	5024.02	4538.36	0	25005.5	0	0	0
46000	46	4.362	26172	0	4989.86	4320.44	0	25245.7	0	0	0
47000	47	4.41695	26501.7	0	5311.82	4310.14	0	25441.2	0	0	0
48000	48	4.50619	27037.1	0	5301.86	4536.17	0	26221.5	0	0	0
49000	49	4.41745	26504.7	0	5197.14	4522.19	0	25601.3	0	0	0
50000	50	4.56947	27416.8	0	5150.96	4294.78	0	25429.6	0	0	0
51000	51	4.015	24090	236604	44649.8	5291.1	1708.08	25356.8	5981.37	0.3545	709
52000	52	4.45769	26746.2	184152	89561.8	5313.84	6328.99	25507	97822.1	0.6125	1225
53000	53	4.60293	31801.6	64447.5	33742	4970.85	5547.68	27049.4	6655.34	0.688	1376
54000	54	4.61348	35286.2	30018.6	19400.5	5076.71	5521.32	28423	7782.79	0.721	1442
55000	55	4.5805	36346.2	21150.8	14510.1	4683.47	5383.81	28435.9	2714.42	0.74	1480
56000	56	4.57017	36888.2	16112	20257.8	4930.85	5553.38	28413.9	2306.83	0.754	1508
57000	57	4.64462	37879.2	9633.75	11512.1	4691.75	5235.13	27767.6	702.447	0.7625	1525
58000	58	4.63246	37974.6	8389.19	13208.3	4844.2	5257.9	27793.5	15942.6	0.7675	1535
59000	59	4.66913	38464.3	7818.86	10482.9	4852.16	5393.71	27254.7	98930	0.772	1544
60000	60	4.60986	38072.9	7615.97	10633.1	4642.69	5014.94	28127.1	218.405	0.776	1552
61000	61	4.61703	38263.6	5444.98	8425.56	4679.13	5193.52	27602.3	509.742	0.7785	1557
62000	62	4.57699	38007.3	8549.42	11654	5026.77	5342.93	27374.1	103.601	0.7835	1567
63000	63	4.70211	39138	6083.29	8426.54	4619.8	4980.51	26879.3	215.255	0.787	1574
64000	64	6.09521	50824.9	12659.4	13151	11390.6	5265.64	28447.9	60.7155	0.793	1586
65000	65	4.62758	38649.5	8153.54	11491	4746.19	5192.83	27341.8	57.4496	0.799	1598
