step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.3427	26056.2	0	4996.06	4546.68	0	25407.2	0	0	0
2000	2	4.35628	26137.7	0	5061.81	4653.27	0	25644.6	0	0	0
3000	3	4.44577	26674.6	0	5106.34	4526.76	0	25351	0	0	0
4000	4	4.47712	26862.7	0	5315.42	4350.92	0	25581.6	0	0	0
5000	5	4.50867	27052	0	5048.12	4503.73	0	25459.1	0	0	0
6000	6	4.34319	26059.1	0	5132.2	4119	0	25460.9	0	0	0
7000	7	4.44266	26655.9	0	5287.7	4017.05	0	25390.3	0	0	0
8000	8	4.41555	26493.3	0	4843.47	4172.71	0	25705.3	0	0	0
9000	9	4.41701	26502.1	0	5138.49	4153.71	0	25242.9	0	0	0
10000	10	4.36929	26215.8	0	5202.69	4351.42	0	25530.5	0	0	0
11000	11	4.42966	26578	0	5324.92	4559.05	0	25484.6	0	0	0
12000	12	4.34054	26043.2	0	5261.84	4335.4	0	25710.6	0	0	0
13000	13	4.51866	27112	0	5210.8	4354.57	0	25828.4	0	0	0
14000	14	4.46608	26796.5	0	5221.92	4503.46	0	25735.9	0	0	0
15000	15	4.42085	26525.1	0	5220.16	4489.74	0	25717.7	0	0	0
16000	16	4.44355	26661.3	0	5045.17	4549.78	0	25436.4	0	0	0
17000	17	4.40352	26421.1	0	5009.01	4512.89	0	25757.4	0	0	0
18000	18	4.40029	26401.8	0	5194.49	4414.82	0	25523.3	0	0	0
19000	19	4.44875	26692.5	0	5102.97	4367.39	0	25557.8	0	0	0
20000	20	4.3489	26093.4	0	5180.39	4422.91	0	25725.6	0	0	0
21000	21	4.42381	26542.9	0	5424.47	4572.02	0	25708.2	0	0	0
22000	22	4.41274	26476.4	0	5084.87	4737.77	0	25362.8	0	0	0
23000	23	4.64794	27887.6	0	5403.48	4297.28	0	25575.6	0	0	0
24000	24	4.40188	26411.3	0	5170.01	4495.84	0	25300	0	0	0
25000	25	4.43039	26582.3	0	5046.72	4394.73	0	25670.6	0	0	0
26000	26	4.36125	26167.5	0	5234.21	4355.23	0	25290.3	0	0	0
27000	27	4.37715	26262.9	0	5250.29	4605.69	0	25487	0	0	0
28000	28	4.43134	26588.1	0	5202.89	4608.6	0	25551.8	0	0	0
29000	29	4.48123	26887.4	0	5260.89	4472.36	0	25522.4	0	0	0
30000	30	4.37715	26262.9	0	5293.87	4659.82	0	25273.3	0	0	0
31000	31	4.40159	26409.5	0	5296.74	4478.84	0	25662.2	0	0	0
32000	32	4.45045	26702.7	0	5274.47	4347.65	0	25523.9	0	0	0
33000	33	4.3682	26209.2	0	5173.07	4586.04	0	25006.7	0	0	0
34000	34	4.44294	26657.6	0	5134.38	4464.67	0	25370.8	0	0	0
35000	35	4.36021	26161.3	0	5055.13	4426.46	0	25430.4	0	0	0
36000	36	4.47278	26836.7	0	5313.09	4318.53	0	25481.3	0	0	0
37000	37	4.44563	26673.8	0	5241.27	4506.61	0	25468.8	0	0	0
38000	38	4.45619	26737.1	0	5059.4	4705.37	0	25442.7	0	0	0
39000	39	4.35885	26153.1	0	5399.18	4417.28	0	25585.7	0	0	0
40000	40	4.49192	26951.5	0	5315.63	4174.43	0	25516.7	0	0	0
41000	41	4.42994	26579.7	0	5203.29	4395.99	0	25563.7	0	0	0
42000	42	4.36623	26197.4	0	5413.97	4335.83	0	25907.8	0	0	0
43000	43	4.5572	27343.2	0	5346.59	4167.98	0	25115.3	0	0	0
44000	44	4.4273	26563.8	0	5133.7	4354.94	0	25618.1	0	0	0
45000	45	4.41628	26497.7	0	5198.01	4488.87	0	25419.5	0	0	0
46000	46	4.41691	26501.4	0	5470.72	4262.53	0	25866.4	0	0	0
47000	47	4.49051	26943.1	0	5069.84	4245.75	0	25606.7	0	0	0
48000	48	4.37367	26242	0	5090.73	4243.17	0	25645.4	0	0	0
49000	49	4.48941	26936.5	0	5174.23	4121.06	0	25675.3	0	0	0
50000	50	4.4304	26582.4	0	5266.92	4704.33	0	25549.4	0	0	0
51000	51	4.45834	26750.1	8781.68	6163.06	4503.4	75.0599	25279.8	81.5638	0.0095	19
52000	52	4.43597	26615.8	8651.94	6712.54	4325.81	106.065	25264.1	1314.88	0.0195	39
53000	53	4.45547	26833.1	8929.39	5791.36	4634.62	166.226	25225.3	500.486	0.0295	59
54000	54	4.49698	27218	6802.08	6293.34	4539.32	224.362	25624.2	248.509	0.0375	75
55000	55	4.36092	26531.8	8256.08	7101.42	4417.43	222.757	25521.4	194.298	0.047	94
56000	56	4.43478	27094.3	6666.58	5644.65	4406.95	241.706	25101.3	230.512	0.054	108
57000	57	4.45356	27329.3	6597.84	6934.49	4778.59	411.899	25663	115.094	0.063	126
58000	58	4.35296	26796.8	6362.01	6430.66	4193.86	370.175	25618.5	214.679	0.0705	141
59000	59	4.46835	27614.4	7146.13	10733.7	4506	406.073	25685.2	718.132	0.079	158
60000	60	4.42967	27481.7	5741.57	6947.72	4577.6	469.876	25390.6	175.245	0.085	170
61000	61	4.46181	27801.6	4565.83	5885.07	4463.52	477.72	25148.8	120.066	0.0905	181
62000	62	4.45448	27829.4	9076.32	7567.31	4416.36	641.047	25698.6	121.69	0.1	200
63000	63	4.39485	27509.6	5386.07	6962.4	4337.22	684.876	25385.6	155.298	0.1055	211
64000	64	4.43207	27875.5	6119.83	6716.86	4392.22	681.646	25155	269.895	0.1125	225
65000	65	4.4597	28136.2	7975.19	8205.54	4771.15	632.334	25073.9	210.512	0.12	240
66000	66	4.44844	28172	6987.25	6638.83	4267.19	760.706	25526.5	234.877	0.1275	255
67000	67	4.48481	28496.5	5439.31	6014.19	4688.29	763.404	25868.8	583.724	0.133	266
68000	68	4.44159	28301.8	3804.66	6191.76	4442.73	807.877	25748.8	134.362	0.1375	275
69000	69	4.5575	29142.9	9430.36	8433.91	4313.06	971.512	25709.8	193.523	0.1475	295
70000	70	4.47971	28692.5	7238.6	10651.2	4730.44	1004.81	25300.2	1837.86	0.155	310
71000	71	4.46962	28748.6	6241.89	6256.79	4469.11	937.144	25574.9	219.597	0.1615	323
72000	72	4.37583	28243.8	8625.54	7740.54	4377.19	972.17	25521.4	2836.01	0.17	340
73000	73	4.5038	29171.1	6985.72	6274.33	4701.21	1057.25	25573	180.703	0.1765	353
74000	74	4.3249	28122.7	9159.32	7442.01	4404.67	1086.47	25432.2	175.208	0.1865	373
75000	75	4.46697	29140.3	8332.5	7531.96	4523.77	1183.06	25193.1	193.67	0.195	390
76000	76	4.52084	29593.4	6282.29	7002.22	4561.13	1178.43	25106.9	692.176	0.201	402
77000	77	4.50614	29618.9	6121.14	6969.79	4375	1160.53	25439.3	177.664	0.208	416
78000	78	5.64508	37240.6	6111.19	13070.6	12529.4	1383.94	25924.6	261.809	0.213	426
79000	79	4.45528	29491.8	9427.12	12423.7	4567.56	1442.89	25376	194.41	0.2215	443
80000	80	4.40052	29195.2	6911.64	6474.49	4827.33	1466.18	25553.4	595.098	0.2285	457
81000	81	4.57136	30424.7	6803.1	7327.83	4579.25	1499.31	24990.7	210.44	0.236	472
82000	82	4.4499	29723.1	6409.5	9352.77	4819.91	1400.68	25302.2	462.149	0.2425	485
83000	83	4.49453	30095.4	7784.47	7924.68	4672.2	1527.09	25192.1	1996.88	0.2495	499
84000	84	4.51859	30331	7710.68	7481.84	4649.89	1515.57	24992.4	482.598	0.256	512
85000	85	4.47014	30113.1	4763.46	8013.35	4450.57	1608.1	25048.1	166.369	0.2605	521
86000	86	4.49433	30363.7	8169.45	9181.73	4396.9	1637.89	25561.5	116.715	0.2675	535
87000	87	4.47033	30282	5599.96	7818.02	4978.93	1636.77	25742.6	218.15	0.2725	545
88000	88	4.364	29653.4	5476.58	6954.62	4723.33	1676.05	25666.2	77.7409	0.2775	555
89000	89	4.55008	30979.2	4318.87	6443.81	4422.34	1525.97	25094.8	179.076	0.2815	563
90000	90	4.42434	30176.2	5178.18	7567.49	4505.76	1749.19	24905	100.994	0.286	572
91000	91	4.4834	30653	5793.54	7890.81	4377.08	1697.13	26009.2	272.62	0.2925	585
92000	92	4.55775	31222.8	5473.51	8056.87	4712.74	1721.3	25508.7	133.917	0.2975	595
93000	93	4.4611	30647.8	8463.71	9252.22	4380.79	1830.18	26131.2	1205.56	0.3055	611
94000	94	4.5376	31241.4	6829.57	8361.86	4483.03	1837.76	25884.9	178.324	0.312	624
95000	95	4.56443	31542.5	5183.42	6765.69	4778.86	1704.93	26077	156.711	0.3175	635
96000	96	4.55897	31593.7	5506.65	8257.46	4772.04	1741.95	25141.2	300.095	0.322	644
97000	97	4.4876	31179.8	4939.72	8123.71	4573.69	1769.14	25646.9	107.189	0.326	652
98000	98	4.47559	31156.8	8365.75	7557.95	4629.84	1898.76	25411.3	162.925	0.334	668
99000	99	4.55963	31789.8	6004.5	8716.09	4756.93	1949.91	25382.2	132.605	0.3385	677
100000	100	4.5552	31875	7631.14	9312.96	4558.73	2184.14	25498.3	394.164	0.3475	695
101000	101	4.53562	31785.6	4584.4	7056.65	4837.79	2022.86	25570.5	163.439	0.351	702
102000	102	4.56579	32134	6047.12	7296.93	4795.87	2039.04	25177.7	91.0194	0.357	714
103000	103	4.49785	31696.4	5713.11	7453.38	4695.76	2123.22	25752.4	76.2877	0.361	722
104000	104	4.49983	31798.1	3382.38	7275.87	4525.77	2185.42	25673.7	67.1862	0.364	728
105000	105	4.42335	31310.7	8066.89	7913.94	4412.87	2048.75	25556.5	244.38	0.3705	741
106000	106	4.49116	31831.1	6035.75	7460.22	4510.35	2352.78	25848.5	132.72	0.376	752
107000	107	4.51587	32067.2	4806.97	8524.04	4701.8	2140.59	25621.8	635.089	0.379	758
108000	108	4.41426	31431.7	7108.32	8737.28	4558.25	2360.22	25369.6	101.922	0.384	768
109000	109	4.54469	32415	5066.83	7283.2	4751.85	2429	26169.7	82.452	0.3895	779
110000	110	4.3764	31267.2	9834.49	9090.83	4700.19	2361.73	25598.7	289.047	0.3975	795
111000	111	4.46704	31988.5	3763.82	6808.99	4843.21	2358.45	25398.6	924.781	0.3995	799
112000	112	4.55051	32695.4	4929.13	8299.53	4539.39	2292.3	25950.4	5560.38	0.403	806
113000	113	4.50144	32376.6	6229.24	8678.3	4716.24	2336.79	25624.2	135.705	0.4075	815
114000	114	4.5544	32812.1	5883.53	7548.8	4492.36	2509.84	25366.1	140.355	0.412	824
115000	115	4.50238	32477.9	6346.34	7359.97	4752.17	2654.85	25728.2	577.249	0.4175	835
116000	116	4.49036	32458.6	6202.61	7018.38	4584.14	2606.15	26126.3	273.147	0.422	844
117000	117	4.53616	32864.5	3708.48	8092.22	4677.2	2700.38	25844.4	78.2974	0.424	848
118000	118	4.54665	33022.3	5600.75	11662.2	5123.35	2744.07	25590.2	43.1789	0.428	856
119000	119	4.52897	32914.3	4384.29	7251.92	4764.43	2548.09	25775.8	101.692	0.4315	863
120000	120	4.62076	33643.8	4768.22	8470.77	4793.64	2745.91	25853.8	60.6117	0.4355	871
121000	121	4.54772	33152.9	5759.17	8588.49	4808.26	2861.15	25452.5	69.6572	0.4405	881
122000	122	4.52634	33044.5	4076.61	7896.08	4824.11	2614.33	25355.3	72.73	0.4435	887
123000	123	4.5569	33349.7	3784.56	7198.33	4734.47	2706.17	25556.6	95.1032	0.4465	893
124000	124	4.50546	33013.7	5086.14	8534.29	4592.27	2766.86	25266.7	166.114	0.4505	901
125000	125	4.60028	33743.1	5793.58	7774.78	4794.18	2914.39	26032	884.554	0.455	910
126000	126	4.544	33378	5169.92	9099.18	4701.86	3101.92	25786.6	74.4729	0.4585	917
127000	127	4.5351	33380.6	5022.04	8790.57	4712.82	2866.39	25982.2	45.7377	0.462	924
128000	128	4.45486	32843.4	5360.16	8233.24	4628.45	2913.16	25927.3	71.3271	0.4665	933
129000	129	4.50549	33250.5	4322.36	7664.68	4548.5	2943.35	25927.8	101.201	0.47	940
130000	130	4.5099	33343.9	5826.09	10846.7	4484.72	3034.9	26179.1	141.217	0.4745	949
131000	131	4.51415	33429.5	7690.32	7588.95	4864.37	2883.91	26221.7	440.636	0.4805	961
132000	132	4.58525	34018	5075.89	9670.07	4599.08	3110.69	25772.6	95.6341	0.4835	967
133000	133	4.55165	33843.8	5576.87	7752.75	4521.78	3135.77	25183.5	85.6832	0.487	974
134000	134	4.51053	33571.9	5315.27	7957.67	4571.32	3187.91	26096.5	77.8672	0.491	982
135000	135	4.5135	33648.1	5973.95	9144.59	4790.74	2961.01	25816.5	1615.82	0.495	990
136000	136	4.5599	34055.6	3551.75	7412.74	4703.47	3111.68	25800.4	113.31	0.4965	993
137000	137	4.56592	34169.1	4666.61	7385.03	4527.02	3058.86	25615.4	51.9406	0.4995	999
138000	138	4.51779	33836	2420.7	7718.4	4850.99	2997.97	25730	26.7292	0.5	1000
139000	139	4.5703	34263.5	4064.14	7199.64	4623.29	3126.76	25535.5	10.0691	0.502	1004
140000	140	4.53209	33983.8	4349	8412.26	4537.68	3118.66	25651.7	20.2122	0.504	1008
141000	141	4.58958	34442.5	4179.14	7290.54	4701.04	3019.64	25725.8	33.4414	0.506	1012
142000	142	4.55338	34205	4080.08	8107.35	4591.06	3130.65	25850	14.6269	0.508	1016
143000	143	4.51462	33934.1	5171.99	7996.92	5182.65	3293.72	25954.7	75.6219	0.512	1024
144000	144	4.41527	33213.9	5348.77	8971.42	4554.91	3444.97	25793.7	44.496	0.516	1032
145000	145	4.60384	34687.6	6258.79	9455.99	4844.56	3394.31	25928.3	15.9432	0.5195	1039
146000	146	4.6133	34800.4	5032.73	11478.9	4997.11	3546.07	25670.8	40.6039	0.523	1046
147000	147	4.54953	34367.1	5002.48	8778.31	4847.5	3278.63	25962.5	80.6804	0.5255	1051
148000	148	4.52207	34200.4	5103.07	7482.06	4538.54	3654.7	25494	41.1096	0.5285	1057
149000	149	4.58683	34731.5	5346.95	7585.13	4744.4	3360.91	25696.2	42.2662	0.532	1064
150000	150	4.58217	34737.4	4522.36	7306.15	4392.41	3559.34	25819.9	61.8742	0.5345	1069
151000	151	4.46022	33846.4	3578.61	7416.74	4449.32	3607.3	25969.2	36.0413	0.536	1072
152000	152	4.5954	34906.7	6213.57	8627.43	4568.53	3545.36	26164	391.315	0.5405	1081
153000	153	4.51515	34330.9	3114.68	7885.22	4733.41	3342.47	25723	91.1626	0.5415	1083
154000	154	4.63079	35279.7	2947.97	7431.96	4422.8	3350.99	25807.1	50.6233	0.542	1084
155000	155	4.62125	35227.8	4104.37	7394.39	4911.84	3556.15	25812.8	1.14526	0.544	1088
156000	156	4.64094	35391.8	4482.88	7535.59	4892.83	3546.93	25679.7	21.8626	0.5465	1093
157000	157	4.54122	34658.6	4367.32	7699.37	4542.06	3517.58	26054.8	63.2875	0.549	1098
158000	158	4.59452	35099.8	3946.67	7408.69	4847.75	3624.28	25940.3	33.0913	0.55	1100
159000	159	4.70014	35934.9	7402.76	8367.56	4891.78	3699.3	25837.5	94.471	0.555	1110
160000	160	4.50649	34474.7	5647.72	7767.94	4916.76	3634.68	25766	130.094	0.559	1118
161000	161	4.63058	35486.5	5231.16	7614.48	4783.17	3640.25	25964.8	48.5371	0.562	1124
162000	162	4.56768	35059.2	4507.55	8705.72	4823.97	3833.47	26179.5	52.5019	0.5645	1129
163000	163	4.59412	35310.4	6005.6	8814.93	4768.69	3709.01	25976.8	37.6133	0.569	1138
164000	164	4.55221	35022.5	4224.22	8842.78	4958.02	3792.57	25952.8	58.9379	0.571	1142
165000	165	4.57932	35286	3624.1	7781.95	4673.73	3744.54	26330.2	31.6054	0.5725	1145
166000	166	4.52062	34847.2	5136.48	7816.34	4748.19	3702.61	25497.6	468.228	0.576	1152
167000	167	4.52226	34893.8	4520.47	11557.2	4758.12	3555.05	25761.3	37.9513	0.5785	1157
168000	168	4.57445	35330.7	5251.53	8454.76	4739.17	3648.66	25861.1	12722.1	0.5815	1163
169000	169	4.47677	34616.6	4116.12	7368.65	4687.54	3832.88	25910.3	66.1288	0.583	1166
