step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0
1000	1	4.58888	27533.3	0	5162	4610.17	0	25274.7	0	0	0
2000	2	4.37587	26255.2	0	5022.65	4264.99	0	25293	0	0	0
3000	3	4.41246	26474.8	0	5308.55	4231.25	0	25412.1	0	0	0
4000	4	4.38588	26315.3	0	4908.59	4514.48	0	25860	0	0	0
5000	5	4.48555	26913.3	0	5221.74	4397.92	0	25748.3	0	0	0
6000	6	4.45841	26750.5	0	5146.86	4488.55	0	25988	0	0	0
7000	7	4.51098	27065.9	0	5134.74	4310.22	0	25673.1	0	0	0
8000	8	4.48308	26898.5	0	5163.04	4756.53	0	25721.8	0	0	0
9000	9	4.45817	26749	0	4950.99	4430.91	0	25763	0	0	0
10000	10	4.45736	26744.1	0	5150.66	4516.49	0	25548	0	0	0
11000	11	4.43222	26593.3	0	5016.39	4388.97	0	25936.1	0	0	0
12000	12	4.41315	26478.9	0	5076.39	4865.54	0	25418.3	0	0	0
13000	13	4.47964	26877.8	0	5061.24	4283.13	0	25443.8	0	0	0
14000	14	4.46184	26771	0	5340.23	4230.33	0	25164.4	0	0	0
15000	15	4.25612	25536.7	0	5138.08	4442.77	0	25318.9	0	0	0
16000	16	4.42074	26524.4	0	5139.59	4267.31	0	25538.1	0	0	0
17000	17	4.47966	26877.9	0	5317.67	4209.01	0	25454.7	0	0	0
18000	18	4.37749	26264.9	0	5338.08	4335.58	0	25642.7	0	0	0
19000	19	4.40544	26432.6	0	5181.18	4203.62	0	26004.6	0	0	0
20000	20	4.40907	26454.4	0	5427.7	4286.32	0	25745.3	0	0	0
21000	21	4.33686	26021.2	0	5310.98	4412.46	0	25381.2	0	0	0
22000	22	4.43599	26615.9	0	5325.07	4252.8	0	25453.5	0	0	0
23000	23	4.47348	26840.9	0	5463.4	4381.23	0	25817	0	0	0
24000	24	4.41126	26467.6	0	5295.13	4380.39	0	25350	0	0	0
25000	25	4.46008	26760.5	0	5131.77	4408.45	0	26069.6	0	0	0
26000	26	4.50811	27048.6	0	5222.47	4550.05	0	25480.2	0	0	0
27000	27	4.26876	25612.5	0	5190.04	4517.45	0	25320.1	0	0	0
28000	28	4.41036	26462.2	0	5143.61	4372.13	0	25943.6	0	0	0
29000	29	4.32661	25959.7	0	5408.76	4620.05	0	25412.4	0	0	0
30000	30	4.4406	26643.6	0	5160.25	4411.85	0	25767.8	0	0	0
31000	31	4.42984	26579	0	5155.37	4496.25	0	25453.4	0	0	0
32000	32	4.31855	25911.3	0	5326.43	4541.97	0	26060.2	0	0	0
33000	33	4.4826	26895.6	0	5379.64	4566.49	0	25678.5	0	0	0
34000	34	4.44168	26650.1	0	5329.58	4372.74	0	25480	0	0	0
35000	35	4.43744	26624.6	0	5153.18	4546.71	0	25710.6	0	0	0
36000	36	4.38186	26291.1	0	4811.1	4111.38	0	25661.2	0	0	0
37000	37	4.46547	26792.8	0	5105.44	4581.29	0	25307.2	0	0	0
38000	38	4.39713	26382.8	0	5169.4	4363.26	0	25528.9	0	0	0
39000	39	4.43883	26633	0	5321.8	4198.63	0	25970	0	0	0
40000	40	4.41839	26510.3	0	5347.64	4514.49	0	25506.1	0	0	0
41000	41	4.39268	26356.1	0	5088.78	4312.04	0	25682.9	0	0	0
42000	42	4.37859	26271.6	0	5068.35	4393.82	0	25519.4	0	0	0
43000	43	4.39194	26351.7	0	5428.14	4429.65	0	25522.1	0	0	0
44000	44	4.30378	25822.7	0	5182.9	4483.33	0	25671.4	0	0	0
45000	45	4.41846	26510.8	0	5173.86	4476.68	0	25920.4	0	0	0
46000	46	4.38142	26288.5	0	5045.08	4472.66	0	25471.1	0	0	0
47000	47	4.49639	26978.3	0	5165.37	4531.51	0	25405.3	0	0	0
48000	48	4.46228	26773.7	0	5192.43	4508.18	0	25477.8	0	0	0
49000	49	4.45827	26749.6	0	5027.57	4223.03	0	25923.8	0	0	0
50000	50	4.50098	27005.9	0	5182.37	4453.03	0	25594.4	0	0	0
51000	51	4.0621	24372.6	212916	46592.2	4934.01	1576.06	25194.7	9351.04	0.274	548
52000	52	4.4125	26475	153951	58416.5	4922.99	4157.12	23721.8	10450.8	0.4655	931
53000	53	4.53029	30328	83582.7	38162.3	4739.46	4550.98	26625.1	9507.02	0.569	1138
54000	54	4.60627	33476.1	52012.3	33511.6	4988.65	4987.34	27164.6	5392.53	0.6305	1261
55000	55	4.68131	35468	40219.2	30411.1	4931.14	5203.38	27567.6	3578.89	0.674	1348
56000	56	4.67866	36430.4	23803.6	18288.1	4819.1	5340.18	27552.4	6802.18	0.6995	1399
57000	57	4.64409	36836.9	15545	11025.9	5086.86	5478.42	27281.7	1954.24	0.714	1428
58000	58	4.52921	36333.3	17201.2	15598.1	4716.12	5247.16	28063.3	597.845	0.73	1460
59000	59	4.61116	37302	16607.9	17145.5	4572.17	5350.59	27549.8	767.723	0.744	1488
60000	60	4.63837	37828.2	11786.7	15088.8	4894.72	5429.41	27457.3	1220.6	0.753	1506
61000	61	4.61023	37813.1	9721.23	9531	4876.94	5450.94	27481.3	419.119	0.7605	1521
62000	62	4.67348	38500.1	9573.18	12675	4565.23	5286.7	27275.9	534.562	0.7675	1535
63000	63	4.64331	38349.1	9782.95	9882.08	5039.13	5377.91	27658.2	147.853	0.7745	1549
64000	64	4.60836	38178	6675.35	11209.8	4956.04	5406.16	27236.7	95.9395	0.7785	1557
65000	65	4.61471	38334.4	8962.45	10346.9	4808.48	5331.76	27000.7	87.88	0.7845	1569
66000	66	4.60425	38309.6	6643.88	10327.3	4954.81	5113.86	27363.1	138.888	0.788	1576
67000	67	4.71514	39324.3	7192.51	12607.5	5046.01	5305.81	27305.6	120.809	0.7925	1585
68000	68	4.60873	38485.2	7835.78	10059.3	5045.08	5287.66	27527.6	168.381	0.797	1594
69000	69	4.62314	38681.8	6245.22	8754.89	4893.97	5184.71	27314	117.278	0.7995	1599
70000	70	4.56746	38270.8	6417.9	8456.2	5050.86	5483.98	26908.8	38.4677	0.803	1606
71000	71	4.59652	38555.6	8369.13	11011.5	4982.43	5368.91	27043.4	64.6988	0.8075	1615
72000	72	4.65855	39117.8	6394.8	13078.5	5027.74	5701.1	26753.7	3301.23	0.8105	1621
73000	73	4.5641	38365.8	5414.26	8955.18	4736.96	5359.06	26788.2	107.521	0.8125	1625
74000	74	4.60535	38774.8	6893.39	10164.9	4964.13	5476.45	27124.5	14.2343	0.816	1632
75000	75	4.65358	39208.8	5737.29	9321.98	4783.85	5495.55	26862.1	69.2198	0.818	1636
76000	76	4.65329	39262.1	5483.52	8028	4922.84	5386.47	26860.6	169.285	0.82	1640
77000	77	4.62693	39081.3	6159.01	12365.2	4663.82	5437.26	27065.5	36.2307	0.823	1646
78000	78	4.59304	38829.6	4554.38	8938.69	4624.22	5521.46	26630.9	59.7123	0.824	1648
79000	79	4.66525	39475	4820.71	9016.69	4850.98	5366.96	26718.4	22.4745	0.8255	1651
80000	80	4.67394	39569.5	5447.8	7949.89	4593.03	5259.04	26726	48.5777	0.8275	1655
81000	81	4.56264	38661.5	6007.52	9296.29	4796	5462.04	27066.3	39.7282	0.83	1660
82000	82	4.67986	39682.9	5133.35	8276.14	4938.09	5426.87	27172.3	313.604	0.831	1662
83000	83	4.54783	38590.6	5233.04	8048.74	4767.71	5515.56	26844.5	12.7126	0.833	1666
84000	84	4.60307	39080.1	5031.49	8049.44	4460.46	5477.02	26712.5	613.092	0.8345	1669
85000	85	4.67837	39747.4	4964.55	9171.14	4794.91	5381.16	26960.6	125.867	0.836	1672
86000	86	4.63338	39386	4304.49	8906.53	4847.27	5419.06	26909.2	17.81	0.837	1674
87000	87	4.60985	39206.8	7764.87	10134.2	5230.47	5284.7	27002.1	187.102	0.841	1682
88000	88	4.58068	38986.1	4710.93	8340.26	4817.13	5489.82	26663.2	11.4153	0.843	1686
89000	89	4.57686	39001.7	5064.88	8733.65	4628.08	5649.83	26158.6	17.7066	0.844	1688
90000	90	4.5683	38949.3	5855.96	7722.45	4816.48	5475.29	26330.2	18.2972	0.8465	1693
91000	91	4.62268	39433.7	4400.98	9996.61	4926.35	5493.69	26191.4	12.9166	0.847	1694
92000	92	4.52996	38676.8	5229.86	7794.6	4594.38	5332.97	26471.1	1.33031	0.8485	1697
93000	93	4.62112	39455.1	5821.95	7619.39	4612.84	5445.98	26476.9	86.8761	0.85	1700
94000	94	4.57982	39123.1	5220.63	8875.01	4612.28	5555.2	26621.2	92.622	0.8515	1703
95000	95	4.57587	39110	4312.16	7687.62	4637.95	5602.1	26509.6	21.4237	0.852	1704
96000	96	4.61353	39452.6	5340.01	7751.59	5022.1	5523.31	26478.1	21.8914	0.8535	1707
97000	97	4.47876	38306.8	4964.7	9358.74	4898.78	5592.76	26228.4	15.6477	0.855	1710
98000	98	4.55177	38945	5624.16	8367.7	4866.1	5407.52	26116.4	9.19588	0.857	1714
99000	99	4.44493	38050.8	4368.3	7624.72	5048.58	5691.04	26315.2	22.0403	0.8575	1715
100000	100	4.54247	38899.4	4037.19	7615.76	4897.72	5530.29	26469.7	16.0087	0.8575	1715
101000	101	4.59606	39379	4918.88	7797.28	4887.5	5590.65	26651.1	119.308	0.859	1718
102000	102	4.54382	38931.4	5253.2	8362.14	4898.02	5630.99	25955.2	18.381	0.86	1720
103000	103	4.55123	39015.4	4576.16	7612.22	4678.42	5482.05	26192.1	10.3359	0.8605	1721
104000	104	4.52686	38820.1	4764.87	7354.2	4802.29	5575.97	25894.1	23.4871	0.8615	1723
105000	105	4.50377	38628.8	4902.77	8308.64	4973.29	5524.34	26362.6	67.1455	0.8625	1725
106000	106	4.56612	39170.5	4204.09	7544.63	4468.66	5476.11	26557.8	51.1139	0.863	1726
107000	107	4.56658	39215.5	4664.1	7807.22	5073.29	5321.42	26398.4	2.7706	0.8635	1727
108000	108	4.58282	39361.9	5246.04	7899.85	5149.46	5456	26721.1	8.0779	0.865	1730
109000	109	4.58792	39412.5	4478.75	8842.92	4909.86	5508.08	26865.2	7.61045	0.8655	1731
110000	110	4.59365	39475.5	4170.58	7540.04	4776.26	5303.07	26920.9	10.9648	0.8655	1731
111000	111	4.72099	40584	4102.62	7553.08	4892.11	5357.92	26467.8	0	0.8655	1731
112000	112	4.66362	40090.8	4474.1	7654.72	5050.68	5566.84	26234.4	0.0471797	0.866	1732
113000	113	4.56201	39217.3	5077.92	8197.4	4851.67	5314.01	26918.4	3.21963	0.867	1734
114000	114	4.63759	39874	3989.33	7400.86	4941.2	5559.5	26831.6	7.74313	0.867	1734
115000	115	4.67318	40194	5825.57	11149.3	4487.16	5526.92	26642.1	1.84111	0.8685	1737
116000	116	4.63797	39891.1	4615.96	7757.03	4810.1	5380.86	26388.2	15.5701	0.8695	1739
117000	117	4.5335	39013.1	4330.75	7752.44	4753.69	5345.15	26531.8	11.2544	0.871	1742
118000	118	4.61185	39694.2	3874.84	7525.99	5048.34	5395.26	26520.6	39.0644	0.871	1742
119000	119	4.66616	40182.7	4945.15	7247.4	4940.57	5511.21	26446.8	-2.62249	0.8715	1743
120000	120	4.65359	40081.4	4845.91	9687.01	4718.84	5416.15	26000.1	5.03345	0.872	1744
121000	121	4.58018	39456	4549.77	9228.62	4848.92	5530.91	26353.6	6.03296	0.8725	1745
122000	122	4.57088	39382.7	4427.66	8613	4751.61	5221.47	26097.3	30.4142	0.873	1746
123000	123	4.6597	40155	4577.67	7601.01	4939.98	5414.25	26395	2.81262	0.874	1748
124000	124	4.61746	39797.9	4000.8	7269.15	4676.42	5541.26	26765.7	19.8584	0.874	1748
125000	125	4.60356	39691.9	4851.56	7510.94	4800.28	5474.86	26574.2	195.318	0.875	1750
126000	126	4.63458	39959.3	3815.78	7537.77	5042.85	5465.24	26293.8	9.69453	0.875	1750
127000	127	4.54485	39199.3	4024.52	7614.48	5030.55	5316.24	26664.5	0	0.875	1750
128000	128	4.6054	39721.6	5392.24	8245.16	4712.53	5311.33	26327.8	7.43181	0.8765	1753
129000	129	4.53676	39129.5	4578.7	7501.31	4909.55	5283.64	26259.2	23.2138	0.877	1754
130000	130	4.61312	39802	5722.93	7521.44	4863.42	5324.32	26608.8	320.139	0.8785	1757
131000	131	4.71807	40714.6	4298.85	7623	4885.7	5473.59	26112.8	31.0163	0.8785	1757
132000	132	4.51011	38947.1	4198.45	7588.02	4691.48	5470.81	26239.3	0	0.8785	1757
133000	133	4.59823	39708	4275.7	7909.28	4489.48	5320.86	26364.4	0.95327	0.879	1758
134000	134	4.55046	39295.5	4801.29	9862.02	4787.21	5475.66	25944.3	25.8818	0.8795	1759
135000	135	4.67113	40344.5	5697.66	8786.75	4800.2	5590.5	25991.3	20.6611	0.881	1762
136000	136	4.63052	40000.7	4283.15	7253.77	4609.14	5615.16	26187.1	5.28728	0.881	1762
137000	137	4.47937	38715.2	4525.13	8479.21	4465.27	5649.37	26295.5	2.01622	0.8815	1763
138000	138	4.60901	39835.6	4844.71	7474.15	4948.26	5675.28	26968.4	12.9165	0.8825	1765
139000	139	4.56231	39438.9	4486.62	7419.75	5094.69	5687.05	26221.7	7.50288	0.883	1766
140000	140	4.57191	39528.7	4291.94	7370.07	4737.01	5568.62	26203.4	36.6152	0.8835	1767
141000	141	4.63868	40112.9	4610.22	7727.62	4749.67	5693.41	26522.4	0.349803	0.884	1768
142000	142	4.56007	39446.9	4319.03	7926.13	4948.29	5565.1	26703.4	22.6999	0.884	1768
143000	143	4.56001	39453.2	4345.57	7421.4	4854.66	5484.82	26201.5	2.28298	0.8845	1769
144000	144	4.63372	40090.9	4438.71	7667.69	4894.34	5681.53	26918.5	3.96346	0.885	1770
145000	145	4.52005	39114.3	4716.14	7727.51	4704.95	5836.54	26672.9	0.661361	0.8855	1771
146000	146	4.5251	39158	4910.05	7419.25	4945.38	5832.12	26962.8	3.55379	0.8865	1773
147000	147	4.47153	38701.1	4771.24	8031.62	4896.92	5693.43	26378.1	31.5208	0.887	1774
148000	148	4.48051	38792.3	4132.78	7643.68	5144.55	5806.73	26072.4	25.9914	0.887	1774
149000	149	4.59781	39821.6	4125.67	7873.17	4754.24	5630.87	26489.7	0	0.887	1774
150000	150	4.5781	39650.9	4060.48	7815.03	4696.84	5458.57	26137.7	0	0.887	1774
151000	151	4.56356	39525	4324.09	7614.59	4575.96	5768.89	26092.1	0.0254668	0.8875	1775
152000	152	4.89254	42374.3	4856.75	7667.73	6388.99	5748.41	26300.1	7.60185	0.8875	1775
153000	153	4.63525	40152.8	4302.55	7437.73	4776.52	5483.43	26052.7	0.102816	0.888	1776
