0.000000000000000000e+00 5.000000000000000000e-01
1.000000000000000000e+00 5.000017285346984863e-01
2.000000000000000000e+00 5.000062584877014160e-01
3.000000000000000000e+00 5.000025033950805664e-01
4.000000000000000000e+00 5.000041723251342773e-01
5.000000000000000000e+00 5.000108480453491211e-01
6.000000000000000000e+00 4.999994337558746338e-01
7.000000000000000000e+00 4.999929368495941162e-01
8.000000000000000000e+00 5.000001788139343262e-01
9.000000000000000000e+00 5.000011920928955078e-01
1.000000000000000000e+01 4.999887347221374512e-01
1.100000000000000000e+01 5.000057220458984375e-01
1.200000000000000000e+01 5.000045299530029297e-01
1.300000000000000000e+01 4.999931156635284424e-01
1.400000000000000000e+01 4.999963343143463135e-01
1.500000000000000000e+01 4.999985694885253906e-01
1.600000000000000000e+01 5.000051856040954590e-01
1.700000000000000000e+01 4.999968111515045166e-01
1.800000000000000000e+01 5.000119209289550781e-01
1.900000000000000000e+01 5.000010132789611816e-01
2.000000000000000000e+01 4.999966621398925781e-01
2.100000000000000000e+01 5.000034570693969727e-01
2.200000000000000000e+01 5.000010728836059570e-01
2.300000000000000000e+01 5.000000000000000000e-01
2.400000000000000000e+01 5.000056028366088867e-01
2.500000000000000000e+01 4.999976456165313721e-01
2.600000000000000000e+01 5.000120401382446289e-01
2.700000000000000000e+01 4.999967813491821289e-01
2.800000000000000000e+01 5.000000596046447754e-01
2.900000000000000000e+01 5.000026226043701172e-01
3.000000000000000000e+01 4.999948740005493164e-01
3.100000000000000000e+01 4.999917149543762207e-01
3.200000000000000000e+01 4.999986588954925537e-01
3.300000000000000000e+01 5.000094175338745117e-01
3.400000000000000000e+01 4.999958872795104980e-01
3.500000000000000000e+01 5.000023841857910156e-01
3.600000000000000000e+01 5.000016093254089355e-01
3.700000000000000000e+01 5.000082850456237793e-01
3.800000000000000000e+01 5.000019073486328125e-01
3.900000000000000000e+01 4.999945163726806641e-01
4.000000000000000000e+01 5.000042915344238281e-01
4.100000000000000000e+01 5.000024437904357910e-01
4.200000000000000000e+01 5.000036358833312988e-01
4.300000000000000000e+01 5.000037550926208496e-01
4.400000000000000000e+01 5.000092387199401855e-01
4.500000000000000000e+01 4.999932050704956055e-01
4.600000000000000000e+01 4.999978542327880859e-01
4.700000000000000000e+01 5.000002384185791016e-01
4.800000000000000000e+01 5.000064373016357422e-01
4.900000000000000000e+01 5.000109076499938965e-01
5.000000000000000000e+01 5.000008940696716309e-01
5.100000000000000000e+01 5.000039339065551758e-01
5.200000000000000000e+01 5.000096559524536133e-01
5.300000000000000000e+01 5.000038743019104004e-01
5.400000000000000000e+01 4.999901354312896729e-01
5.500000000000000000e+01 5.000122785568237305e-01
5.600000000000000000e+01 5.000034570693969727e-01
5.700000000000000000e+01 4.999994635581970215e-01
5.800000000000000000e+01 4.999882578849792480e-01
5.900000000000000000e+01 4.999957382678985596e-01
6.000000000000000000e+01 4.999975264072418213e-01
6.100000000000000000e+01 4.999963343143463135e-01
6.200000000000000000e+01 5.000085234642028809e-01
6.300000000000000000e+01 5.000100135803222656e-01
6.400000000000000000e+01 4.999989867210388184e-01
6.500000000000000000e+01 4.999982714653015137e-01
6.600000000000000000e+01 5.000028610229492188e-01
6.700000000000000000e+01 5.000073909759521484e-01
6.800000000000000000e+01 5.000112652778625488e-01
6.900000000000000000e+01 4.999992251396179199e-01
7.000000000000000000e+01 4.999957978725433350e-01
7.100000000000000000e+01 5.000022053718566895e-01
7.200000000000000000e+01 4.999957978725433350e-01
7.300000000000000000e+01 5.000061988830566406e-01
7.400000000000000000e+01 5.000143051147460938e-01
7.500000000000000000e+01 5.000101923942565918e-01
7.600000000000000000e+01 5.000038743019104004e-01
7.700000000000000000e+01 4.999860227108001709e-01
7.800000000000000000e+01 5.000058412551879883e-01
7.900000000000000000e+01 4.999900758266448975e-01
8.000000000000000000e+01 5.000094175338745117e-01
8.100000000000000000e+01 4.999947249889373779e-01
8.200000000000000000e+01 4.999939799308776855e-01
8.300000000000000000e+01 5.000033974647521973e-01
8.400000000000000000e+01 5.000137090682983398e-01
8.500000000000000000e+01 4.999917447566986084e-01
8.600000000000000000e+01 4.999968111515045166e-01
8.700000000000000000e+01 4.999979734420776367e-01
8.800000000000000000e+01 4.999963939189910889e-01
8.900000000000000000e+01 5.000138282775878906e-01
9.000000000000000000e+01 5.000050663948059082e-01
9.100000000000000000e+01 5.000030398368835449e-01
9.200000000000000000e+01 5.000098347663879395e-01
9.300000000000000000e+01 5.000108480453491211e-01
9.400000000000000000e+01 5.000067353248596191e-01
9.500000000000000000e+01 5.000006556510925293e-01
9.600000000000000000e+01 5.000011920928955078e-01
9.700000000000000000e+01 5.000085830688476562e-01
9.800000000000000000e+01 5.000083446502685547e-01
9.900000000000000000e+01 5.000109076499938965e-01
1.000000000000000000e+02 4.999938607215881348e-01
