step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	0	0	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.40711	26442.7	0	5099.37	4737.65	0	25429.2	0	0	0	-nan
2000	2	4.42366	26541.9	0	4970.5	4422.52	0	25070.2	0	0	0	-nan
3000	3	4.38382	26302.9	0	5184.72	4450.65	0	25337.9	0	0	0	-nan
4000	4	4.43993	26639.6	0	5218.7	4280.54	0	25392.9	0	0	0	-nan
5000	5	4.38976	26338.6	0	5146.09	4479.92	0	25250.5	0	0	0	-nan
6000	6	4.45837	26750.2	0	5203.9	4533.19	0	25320.8	0	0	0	-nan
7000	7	4.41151	26469.1	0	5151.2	4471.65	0	25262.6	0	0	0	-nan
8000	8	4.35533	26132	0	5166.69	4383.83	0	25770.6	0	0	0	-nan
9000	9	4.48017	26881	0	5263.05	4617.64	0	25797.1	0	0	0	-nan
10000	10	4.42376	26542.6	0	5567.5	4299.82	0	25449.1	0	0	0	-nan
11000	11	4.43038	26582.3	0	5470.38	4407.23	0	25561.6	0	0	0	-nan
12000	12	4.48442	26906.5	0	5086.17	4505.03	0	25456.1	0	0	0	-nan
13000	13	4.43976	26638.6	0	5478.3	4619.96	0	25385.3	0	0	0	-nan
14000	14	4.40975	26458.5	0	5239.32	4356.87	0	25445.8	0	0	0	-nan
15000	15	4.46623	26797.4	0	5429.9	4105.59	0	25590.2	0	0	0	-nan
16000	16	4.46243	26774.6	0	5149.51	4320.51	0	25661.8	0	0	0	-nan
17000	17	4.47237	26834.2	0	4956.03	4349.8	0	25867.9	0	0	0	-nan
18000	18	4.46398	26783.9	0	5072.16	4381.68	0	26000.3	0	0	0	-nan
19000	19	4.37026	26221.5	0	5317.45	4315.86	0	25682.3	0	0	0	-nan
20000	20	4.50922	27055.3	0	5256.26	4681.3	0	25378.1	0	0	0	-nan
21000	21	4.38022	26281.3	0	5279.04	4270.27	0	25715.2	0	0	0	-nan
22000	22	4.4314	26588.4	0	5105.12	4406.86	0	25946	0	0	0	-nan
23000	23	4.48552	26913.1	0	5382.76	4372.45	0	25797.4	0	0	0	-nan
24000	24	4.39067	26344	0	4928.89	4383.04	0	25451.8	0	0	0	-nan
25000	25	4.50102	27006.1	0	5381.69	4242.93	0	25932.5	0	0	0	-nan
26000	26	4.42563	26553.8	0	5072.51	4393.28	0	26041.1	0	0	0	-nan
27000	27	4.36852	26211.1	0	5295.31	4629.02	0	25767.9	0	0	0	-nan
28000	28	4.477	26862	0	5244.36	4490.29	0	25947	0	0	0	-nan
29000	29	4.42526	26551.6	0	5597.82	4419.59	0	25724.9	0	0	0	-nan
30000	30	4.44042	26642.5	0	5258.82	4206.31	0	25742.8	0	0	0	-nan
31000	31	4.40304	26418.2	0	5207.3	4374.54	0	25761.6	0	0	0	-nan
32000	32	4.49026	26941.6	0	5115.85	4371.87	0	25396.9	0	0	0	-nan
33000	33	4.35765	26145.9	0	5187.91	4463.25	0	25770.9	0	0	0	-nan
34000	34	4.50062	27003.7	0	5381.47	4563.55	0	25617.1	0	0	0	-nan
35000	35	4.37489	26249.3	0	5447.56	4565.89	0	25061.7	0	0	0	-nan
36000	36	4.53526	27211.6	0	5469.58	4472.88	0	25823.1	0	0	0	-nan
37000	37	4.39757	26385.4	0	5303.35	4327.71	0	25475.7	0	0	0	-nan
38000	38	4.49648	26978.9	0	5253.97	4606.66	0	25648.7	0	0	0	-nan
39000	39	4.41719	26503.2	0	5059.09	4448.66	0	25416.7	0	0	0	-nan
40000	40	4.41437	26486.2	0	5460.12	4491.39	0	25499.1	0	0	0	-nan
41000	41	4.51371	27082.3	0	5364.44	4539.32	0	25329.4	0	0	0	-nan
42000	42	4.29338	25760.3	0	5456.68	4296.27	0	25107.1	0	0	0	-nan
43000	43	4.38239	26294.3	0	5041.14	4618.66	0	25075.1	0	0	0	-nan
44000	44	4.45408	26724.5	0	5289.19	4690.09	0	25228.5	0	0	0	-nan
45000	45	4.41693	26501.6	0	5252.61	4397.25	0	25081.8	0	0	0	-nan
46000	46	4.45055	26703.3	0	5085.87	4473.07	0	25655.7	0	0	0	-nan
47000	47	4.4306	26583.6	0	5408.34	4285.5	0	25510.7	0	0	0	-nan
48000	48	4.41432	26485.9	0	5276.76	4283.17	0	25436	0	0	0	-nan
49000	49	4.44437	26666.2	0	5210.82	4347.8	0	25885.3	0	0	0	-nan
50000	50	4.48292	26897.5	0	5533.53	4367.46	0	26199.9	0	0	0	-nan
51000	51	4.531	27186	0	5466.41	4418.65	0	25389.7	0	0	0	-nan
52000	52	4.46596	26795.7	0	5351.59	4367.57	0	25630.4	0	0	0	-nan
53000	53	4.46088	26765.3	0	4920.73	4324.74	0	25820.3	0	0	0	-nan
54000	54	4.44941	26696.4	0	5340.43	4565.31	0	25908.4	0	0	0	-nan
55000	55	4.41477	26488.6	0	5254.21	4412.04	0	25905.7	0	0	0	-nan
56000	56	4.46945	26816.7	0	4975.39	4538.1	0	25334.8	0	0	0	-nan
57000	57	4.38202	26292.1	0	5160.22	4257.82	0	25551.9	0	0	0	-nan
58000	58	4.53011	27180.6	0	5067.37	4402.74	0	25341.9	0	0	0	-nan
59000	59	4.42693	26561.6	0	5257.4	4523.81	0	25697.2	0	0	0	-nan
60000	60	4.36228	26173.7	0	5349.78	4591.94	0	25637.2	0	0	0	-nan
61000	61	4.4106	26463.6	0	5057.08	4338.93	0	25531.9	0	0	0	-nan
62000	62	4.47838	26870.3	0	5220.61	4517.29	0	25126.1	0	0	0	-nan
63000	63	4.511	27066	0	5102.15	4346.11	0	25661.1	0	0	0	-nan
64000	64	4.46884	26813	0	5040.73	4468.36	0	25857.1	0	0	0	-nan
65000	65	4.52639	27158.3	0	5124.84	4683.34	0	25939.9	0	0	0	-nan
66000	66	4.4193	26515.8	0	5151.66	4363.81	0	25574.8	0	0	0	-nan
67000	67	4.3835	26301	0	5463.13	4331.81	0	25803.3	0	0	0	-nan
68000	68	4.32872	25972.3	0	5129.09	4403.76	0	25844.3	0	0	0	-nan
69000	69	4.43898	26633.9	0	5311.84	4379.73	0	25507.2	0	0	0	-nan
70000	70	4.42384	26543	0	5218.15	4471.52	0	25982.3	0	0	0	-nan
71000	71	4.43532	26611.9	0	5083.4	4453.38	0	25574	0	0	0	-nan
72000	72	4.43761	26625.7	0	5113.91	4480.2	0	25349.9	0	0	0	-nan
73000	73	4.45184	26711	0	5421.16	4238.71	0	25639.1	0	0	0	-nan
74000	74	4.48762	26925.7	0	5114.67	4512.81	0	25499.1	0	0	0	-nan
75000	75	4.43348	26600.9	0	5310.05	4558.73	0	25696.2	0	0	0	-nan
76000	76	4.41811	26508.7	0	4818.57	4577.68	0	25598.7	0	0	0	-nan
77000	77	4.51526	27091.6	0	5245.93	4655.46	0	25420.9	0	0	0	-nan
78000	78	4.44987	26699.2	0	5222.91	4549.56	0	25770.3	0	0	0	-nan
79000	79	4.437	26622	0	5395.33	4340.67	0	25533.4	0	0	0	-nan
80000	80	4.3946	26367.6	0	5302.59	4523.19	0	25851.5	0	0	0	-nan
81000	81	4.33971	26038.3	0	5350.26	4322.24	0	25888.2	0	0	0	-nan
82000	82	4.45426	26725.5	0	5120.58	4135.15	0	25898.5	0	0	0	-nan
83000	83	4.3289	25973.4	0	5038.8	4621.4	0	25570.7	0	0	0	-nan
84000	84	4.48737	26924.2	0	4910.98	4410.82	0	25821.8	0	0	0	-nan
85000	85	4.45741	26744.5	0	5393.37	4384	0	25209.2	0	0	0	-nan
