step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	0	0	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.35953	26157.2	0	5079.93	4666.84	0	25596.2	0	0	0	-nan
2000	2	4.35628	26137.7	0	5323.52	4238.38	0	26031.4	0	0	0	-nan
3000	3	4.39696	26381.8	0	5146.57	4062.68	0	25738.7	0	0	0	-nan
4000	4	4.4097	26458.2	0	5060.19	4269.39	0	25741.1	0	0	0	-nan
5000	5	4.47701	26862.1	0	5286.29	4374.98	0	25649	0	0	0	-nan
6000	6	4.37849	26270.9	0	5486.12	4403.23	0	25382.1	0	0	0	-nan
7000	7	4.48031	26881.8	0	4764.92	4512.62	0	25685.4	0	0	0	-nan
8000	8	4.45704	26742.2	0	4795.81	4579.24	0	25509.2	0	0	0	-nan
9000	9	4.46046	26762.8	0	5284.16	4424.63	0	25398.9	0	0	0	-nan
10000	10	4.46308	26778.5	0	5208.73	4481.94	0	25386.2	0	0	0	-nan
11000	11	4.43172	26590.3	0	5177.14	4628.38	0	25825.6	0	0	0	-nan
12000	12	4.50986	27059.2	0	5272.86	4478.82	0	25625.4	0	0	0	-nan
13000	13	4.4624	26774.4	0	5019.33	4769.21	0	25971.4	0	0	0	-nan
14000	14	4.32753	25965.2	0	5092.61	4693.31	0	25793.9	0	0	0	-nan
15000	15	4.41519	26491.1	0	5219.94	4372.39	0	25867.4	0	0	0	-nan
16000	16	4.39743	26384.6	0	5220.86	4540.44	0	25809.1	0	0	0	-nan
17000	17	4.46748	26804.9	0	5108.67	4418.47	0	25872	0	0	0	-nan
18000	18	4.36137	26168.2	0	5131.65	4641.28	0	25592.8	0	0	0	-nan
19000	19	4.35129	26107.7	0	5012.77	4533.52	0	25274.1	0	0	0	-nan
20000	20	4.37566	26253.9	0	5093.91	4570.2	0	25717.4	0	0	0	-nan
21000	21	4.45408	26724.5	0	5662.07	4241.31	0	25453	0	0	0	-nan
22000	22	4.46212	26772.7	0	5153.5	4261.36	0	25625.9	0	0	0	-nan
23000	23	4.49451	26967.1	0	5037.92	4167.44	0	25734.7	0	0	0	-nan
24000	24	4.43487	26609.2	0	5084.11	4295.27	0	25920.7	0	0	0	-nan
25000	25	4.45503	26730.2	0	5221.77	4609.94	0	25768.5	0	0	0	-nan
26000	26	4.46854	26811.2	0	5203.95	4606.98	0	25867.5	0	0	0	-nan
27000	27	4.49294	26957.6	0	5158.32	4290.73	0	25467.1	0	0	0	-nan
28000	28	4.4544	26726.4	0	5252.47	4407.09	0	25785.3	0	0	0	-nan
29000	29	4.43509	26610.5	0	4858.87	4443.5	0	25495	0	0	0	-nan
30000	30	4.47148	26828.9	0	5238.14	4490.33	0	25392.1	0	0	0	-nan
31000	31	4.54721	27283.3	0	5339.14	4640.39	0	25393.3	0	0	0	-nan
32000	32	4.40514	26430.8	0	5056.73	4480.36	0	25116.8	0	0	0	-nan
33000	33	4.46988	26819.3	0	4819.55	4528.29	0	25243.2	0	0	0	-nan
34000	34	4.52421	27145.3	0	5390.89	4392.81	0	25323.8	0	0	0	-nan
35000	35	4.41998	26519.9	0	5311.77	4278.39	0	25287.5	0	0	0	-nan
36000	36	4.33975	26038.5	0	5443.28	4312.2	0	25426	0	0	0	-nan
37000	37	4.42395	26543.7	0	5030.43	4341.25	0	25568.1	0	0	0	-nan
38000	38	4.33906	26034.3	0	5184.77	4582.77	0	26179	0	0	0	-nan
39000	39	4.45206	26712.4	0	5289.23	4404.43	0	25400.5	0	0	0	-nan
40000	40	4.42314	26538.8	0	5356.47	4418.87	0	25708.9	0	0	0	-nan
41000	41	4.49407	26964.4	0	5440.54	4374.06	0	25117	0	0	0	-nan
42000	42	4.39532	26371.9	0	5125.75	4365.41	0	25290.3	0	0	0	-nan
43000	43	4.44564	26673.8	0	5313.57	4300.66	0	25439.1	0	0	0	-nan
44000	44	4.55985	27359.1	0	5382.82	4350.69	0	25435.4	0	0	0	-nan
45000	45	4.41024	26461.5	0	5172.36	4666.75	0	25748.4	0	0	0	-nan
46000	46	4.46906	26814.4	0	5043.21	4331.58	0	25319.1	0	0	0	-nan
47000	47	4.47972	26878.3	0	5117.65	4305.36	0	25533.7	0	0	0	-nan
