step	time	T	Ekin	P	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	count_0
0	0	2.66784	16007	231.739	5260.21	4145.55	0	0	25269.5	0
1000	1	4.41426	26485.6	247.289	5029.26	4427.87	0	0	25665.2	0
2000	2	4.5043	27025.8	240.96	5079.15	4204.13	0	0	25282	0
3000	3	4.37491	26249.5	249.246	5141.06	4332.19	0	0	25564.7	0
4000	4	4.43118	26587.1	247.679	5251.29	4256.14	0	0	25287.7	0
5000	5	4.50208	27012.5	249.294	5218.52	4428.24	0	0	25751.8	0
6000	6	4.36294	26177.7	253.697	5460.86	4489.93	0	0	25596.6	0
7000	7	4.42791	26567.5	240.883	5206.77	4464.76	0	0	25302.7	0
8000	8	4.44845	26690.7	255.39	5264.19	4246.69	0	0	25551.2	0
9000	9	4.37725	26263.5	245.338	5225.2	4260	0	0	25591.6	0
10000	10	4.49195	26951.7	250.263	5241.76	4738.69	0	0	25477.1	0
11000	11	4.42915	26574.9	252.543	5121.04	4448.94	0	0	25514.1	0
12000	12	4.50288	27017.3	245.103	5187.74	4249.49	0	0	25417.9	0
13000	13	4.50376	27022.5	247.869	5317.15	4329.33	0	0	25587	0
14000	14	4.39146	26348.7	250.853	5406.19	4576.5	0	0	25141.2	0
15000	15	4.47589	26855.3	247.004	4976.71	4353.42	0	0	25291.2	0
16000	16	4.45916	26755	241.526	5343.17	4470	0	0	25318.3	0
17000	17	4.38107	26286.4	248.562	5152.83	4452.88	0	0	25315.8	0
18000	18	4.48155	26889.3	253.031	5306.51	4367.25	0	0	25457.7	0
19000	19	4.38021	26281.2	248.749	5142.43	4479.45	0	0	25847.8	0
20000	20	4.39149	26348.9	242.622	5099.05	4492.92	0	0	25490.5	0
21000	21	4.38415	26304.9	255.542	5434.55	4585.11	0	0	25682.3	0
22000	22	4.37305	26238.3	244.298	5024.3	4189.03	0	0	25655.7	0
23000	23	4.4615	26769	250.281	5351.82	4461.87	0	0	25413.5	0
24000	24	4.31303	25878.2	263.784	5219.34	4365.89	0	0	25508.4	0
25000	25	4.42035	26522.1	249.092	5023.34	4169.11	0	0	25851.4	0
26000	26	4.40072	26404.3	258.799	5165.96	4620.31	0	0	25719.5	0
27000	27	4.45629	26737.7	249.92	5292.39	4550.81	0	0	25484.3	0
28000	28	4.41256	26475.4	242.889	5365.53	4288.2	0	0	25613	0
29000	29	4.36767	26206	262.121	5203.89	4584.27	0	0	25875.9	0
30000	30	4.47188	26831.3	245.714	5289.15	4387.46	0	0	25618.4	0
31000	31	4.43503	26610.2	245.415	5195.75	4293.01	0	0	25630.8	0
32000	32	4.49049	26942.9	252.477	5073.86	4322.6	0	0	25499.6	0
33000	33	4.38928	26335.7	251.975	5441.51	4535.04	0	0	25453.6	0
34000	34	4.41638	26498.3	252.636	5434.39	4495.4	0	0	25795.1	0
35000	35	4.49982	26998.9	255.222	5158.69	4539.02	0	0	25299.3	0
36000	36	4.32195	25931.7	252.859	5360.1	4458.22	0	0	25472	0
37000	37	4.45747	26744.8	242.086	5060.82	4353.72	0	0	25707	0
38000	38	4.44513	26670.8	258.135	5202.62	4406.46	0	0	25490.3	0
39000	39	4.5779	27467.4	252.789	5185.01	4511.07	0	0	25354	0
40000	40	4.58383	27503	256.044	5080.92	4513.81	0	0	25509	0
41000	41	4.50586	27035.1	256.265	5013.39	4603.11	0	0	25281.1	0
42000	42	4.32968	25978.1	244.254	5349.5	4555.82	0	0	25256.2	0
43000	43	4.54319	27259.1	241.733	5247.93	4557.91	0	0	25450.8	0
44000	44	4.35483	26129	244.946	5172.07	4350.89	0	0	25774.6	0
45000	45	4.47586	26855.2	241.954	5355.91	4339.18	0	0	25483.2	0
46000	46	4.36037	26162.2	238.406	4969.27	4494.38	0	0	25438.2	0
47000	47	4.39158	26349.5	242.937	4984.08	4385.58	0	0	25454	0
48000	48	4.47663	26859.8	257.018	5169.54	4256.19	0	0	25517.5	0
49000	49	4.46058	26763.5	252.854	5356.99	4422.07	0	0	25502.5	0
50000	50	4.5077	27046.2	255.15	5080.86	4375.99	0	0	25570.8	0
51000	51	4.42293	26537.6	235.128	5232.06	4412.04	0	0	25315.9	0
52000	52	4.43708	26622.5	254.305	5121.04	4641.67	0	0	25407	0
53000	53	4.43873	26632.4	246.861	5325	4452.2	0	0	25748.1	0
54000	54	4.45151	26709.1	251.241	5291.61	4544.91	0	0	25379.1	0
55000	55	4.39817	26389	247.175	5137.51	4686.95	0	0	25729.7	0
56000	56	4.52338	27140.3	250.381	5034.1	4538.08	0	0	25904.1	0
57000	57	4.35558	26133.5	251.709	5123.51	4630.61	0	0	25654.7	0
58000	58	4.4428	26656.8	239.587	5207.18	4373.57	0	0	25315.9	0
59000	59	4.44049	26642.9	255.757	4993.78	4455.38	0	0	25478.5	0
60000	60	4.33889	26033.3	242.469	5010.67	4099.74	0	0	25384.7	0
61000	61	4.48947	26936.8	257.639	5033.06	4372.63	0	0	25759.7	0
62000	62	4.47515	26850.9	252.716	5299.97	4454.5	0	0	25448.8	0
63000	63	4.44654	26679.2	250.065	5158.93	4538	0	0	25435.3	0
64000	64	4.44364	26661.8	251.861	5015.58	4405.28	0	0	25285.5	0
65000	65	4.42286	26537.1	244.188	5190.93	4672.79	0	0	25286.3	0
66000	66	4.4138	26482.8	244.699	5143.38	4383.57	0	0	25166.6	0
67000	67	4.4419	26651.4	243.812	5580.23	4409.68	0	0	25465.5	0
68000	68	4.45046	26702.8	244.677	5297.08	4333	0	0	25701.3	0
69000	69	4.3882	26329.2	250.894	4821.44	4194.43	0	0	25470.2	0
70000	70	4.44784	26687.1	248.966	5156.12	4586.32	0	0	25728.2	0
71000	71	4.56515	27390.9	244.826	5261.31	4705.72	0	0	25674.9	0
72000	72	4.43558	26613.5	241.686	5242.95	4618.17	0	0	25586.6	0
73000	73	4.41446	26486.8	253.718	5120.6	4490.2	0	0	25679.8	0
74000	74	4.41487	26489.2	236.972	4953.99	4558.07	0	0	25589	0
75000	75	4.4823	26893.8	245.609	5088.78	4478.1	0	0	25905.9	0
76000	76	4.41719	26503.2	255.075	5414.98	4717.6	0	0	25505.8	0
77000	77	4.45156	26709.4	253.067	5143.07	4432.19	0	0	25405	0
78000	78	4.41041	26462.5	240.224	5344.28	4562.83	0	0	25519.7	0
79000	79	4.43507	26610.4	240.505	5006.43	4304.39	0	0	25142.8	0
80000	80	4.36692	26201.5	237.53	5392.68	4421.35	0	0	25232.4	0
81000	81	4.4373	26623.8	241.232	5271.88	4379.81	0	0	25509	0
82000	82	4.57298	27437.9	246.294	5202.53	4559.47	0	0	25354.5	0
83000	83	4.40671	26440.3	246.347	5361.76	4535.98	0	0	25530.4	0
84000	84	4.39499	26369.9	247.862	5161.4	4451.97	0	0	25430	0
85000	85	4.48171	26890.3	252.787	5184.2	4605.03	0	0	26023.4	0
86000	86	4.47878	26872.7	250.338	5267.26	4696.38	0	0	25570.5	0
87000	87	4.46356	26781.4	252.096	5401.66	4421.33	0	0	25582.6	0
88000	88	4.41413	26484.8	250.122	5234.28	4561.8	0	0	25561.4	0
89000	89	4.41223	26473.4	247.701	5246.58	4207.27	0	0	25753.5	0
90000	90	4.44391	26663.5	245.839	5186.14	4428.03	0	0	25587.8	0
91000	91	4.37714	26262.8	256.259	5170.15	4247.93	0	0	25808.6	0
92000	92	4.33291	25997.5	244.198	5092.74	4448.43	0	0	25610.4	0
93000	93	4.44014	26640.8	252.713	5160.53	4577.36	0	0	25419.3	0
94000	94	4.42902	26574.1	245.899	5127.95	4410.09	0	0	25710.2	0
95000	95	4.43638	26618.3	259.748	5112.57	4612.78	0	0	25426.5	0
96000	96	4.47669	26860.2	244.883	5040.97	4640.59	0	0	25515	0
97000	97	4.38926	26335.6	248.859	5354.34	4478.73	0	0	25349.9	0
98000	98	4.46957	26817.4	260.404	5071.66	4462.13	0	0	25501.8	0
99000	99	4.5055	27033	258.436	5078.87	4359.83	0	0	25965.6	0
100000	100	4.46054	26763.2	247.397	5185.14	4517.17	0	0	25521	0
101000	101	4.45319	26719.1	254.689	5121.41	4164.8	0	0	25450.9	0
102000	102	4.39147	26348.8	252.49	5254.73	4321.51	0	0	25913.1	0
103000	103	4.35874	26152.4	250.165	5095.87	4429.09	0	0	25406.4	0
104000	104	4.47981	26878.8	254.871	5120.1	4510	0	0	25475.7	0
105000	105	4.51453	27087.2	248.95	5221.61	4455.98	0	0	25506	0
106000	106	4.31695	25901.7	251.725	5265.96	4416.01	0	0	25857.3	0
107000	107	4.37685	26261.1	247.132	5284.35	4425.14	0	0	25569.1	0
108000	108	4.37816	26268.9	252.652	5233.06	4225.19	0	0	25394.3	0
109000	109	4.52416	27144.9	245.856	5146.51	4380.44	0	0	25637.9	0
110000	110	4.42046	26522.7	241.213	5013.06	4528.12	0	0	25365.6	0
111000	111	4.4365	26619	247.522	4959.64	4307.96	0	0	25262.2	0
112000	112	4.37759	26265.6	254.987	5194.78	4518.12	0	0	25579	0
113000	113	4.42045	26522.7	245.828	5001.18	4273.56	0	0	25500.7	0
114000	114	4.42043	26522.6	254.229	5427.39	4470.97	0	0	25230.8	0
115000	115	4.37569	26254.1	246.431	5279.02	4417.54	0	0	25337.1	0
116000	116	4.40942	26456.5	241.633	4986.9	4515.34	0	0	25517.9	0
117000	117	4.41475	26488.5	246.287	5329.65	4492.3	0	0	25418.8	0
118000	118	4.44268	26656.1	246.594	5035.17	4440.53	0	0	25173	0
119000	119	4.321	25926	239.26	5394.29	4425.13	0	0	25580.5	0
120000	120	4.48673	26920.4	245.302	5343.04	4342.51	0	0	25412.3	0
121000	121	4.61815	27708.9	259.019	5354.87	4282.78	0	0	25545.6	0
122000	122	4.43746	26624.8	246.755	5024.22	4477.1	0	0	25798.7	0
123000	123	4.44728	26683.7	255.275	4798.84	4336.47	0	0	25204.5	0
124000	124	4.45212	26712.7	243.268	5288.3	4561.58	0	0	25455.5	0
125000	125	4.4985	26991	251.684	5249.19	4534.91	0	0	25656.1	0
126000	126	4.40652	26439.1	242.195	5238.32	4311.09	0	0	25347.3	0
127000	127	4.32577	25954.6	249.156	5048.53	4296.83	0	0	25001.8	0
128000	128	4.45008	26700.5	242.756	5094.02	4365.33	0	0	25163.2	0
129000	129	4.45119	26707.1	245.566	5255.01	4382.98	0	0	25328.7	0
130000	130	4.39405	26364.3	244.39	5083.39	4441.73	0	0	25445.8	0
131000	131	4.52826	27169.6	246.293	5091.45	4443.95	0	0	25723	0
132000	132	4.41583	26495	253.822	5475.53	4280.87	0	0	25759.4	0
133000	133	4.47755	26865.3	231.943	5030.84	4459.73	0	0	25420.7	0
134000	134	4.3199	25919.4	240.51	5070.75	4521.92	0	0	25199.9	0
135000	135	4.3534	26120.4	257.509	4863.07	4450.78	0	0	25728.9	0
136000	136	4.4632	26779.2	231.594	5317.09	4392.65	0	0	25533	0
137000	137	4.44079	26644.7	247.66	5429.21	4320.36	0	0	25366.6	0
138000	138	4.44445	26666.7	250.678	5379.19	4332.35	0	0	25806.8	0
139000	139	4.33645	26018.7	251.012	5007.51	4576.12	0	0	25620.2	0
140000	140	4.39696	26381.8	246.803	5392.56	4677.21	0	0	25304.1	0
141000	141	4.45259	26715.6	254.942	5084.97	4399.56	0	0	25850.5	0
142000	142	4.46447	26786.8	249.569	4942.82	4385.66	0	0	25258.6	0
143000	143	4.46738	26804.3	240.239	5163.26	4484.75	0	0	24991.8	0
