# cr len_gsub, pn, pdi
1.840000000000000000e+02 1.816000000000000000e+03 1.101321585903083600e+00 1.111391999999943758e+00
1.850000000000000000e+02 1.815000000000000000e+03 1.101928374655647414e+00 1.112594999999943823e+00
1.860000000000000000e+02 1.814000000000000000e+03 1.102535832414553552e+00 1.112888999999943840e+00
1.890000000000000000e+02 1.811000000000000000e+03 1.104362230811706258e+00 1.114670499999943942e+00
1.910000000000000000e+02 1.809000000000000000e+03 1.105583195135434016e+00 1.115248499999943910e+00
1.920000000000000000e+02 1.808000000000000000e+03 1.106194690265486669e+00 1.115535999999944128e+00
1.930000000000000000e+02 1.807000000000000000e+03 1.106806862202545760e+00 1.116725999999943930e+00
1.950000000000000000e+02 1.805000000000000000e+03 1.108033240997229996e+00 1.117294999999944194e+00
1.960000000000000000e+02 1.804000000000000000e+03 1.108647450110864741e+00 1.112165999999944699e+00
1.970000000000000000e+02 1.803000000000000000e+03 1.109262340543538450e+00 1.113352499999944678e+00
2.030000000000000000e+02 1.798000000000000000e+03 1.112347052280311388e+00 1.115658999999944889e+00
2.040000000000000000e+02 1.797000000000000000e+03 1.112966054535336591e+00 1.115936999999944890e+00
2.060000000000000000e+02 1.795000000000000000e+03 1.114206128133704787e+00 1.117387499999944467e+00
2.080000000000000000e+02 1.793000000000000000e+03 1.115448968209704406e+00 1.117935499999944460e+00
2.120000000000000000e+02 1.789000000000000000e+03 1.117942984907769777e+00 1.119019499999944323e+00
2.140000000000000000e+02 1.787000000000000000e+03 1.119194180190262955e+00 1.122235999999944278e+00
2.160000000000000000e+02 1.785000000000000000e+03 1.120448179271708700e+00 1.124549999999944427e+00
2.170000000000000000e+02 1.784000000000000000e+03 1.121076233183856408e+00 1.124811999999944634e+00
2.190000000000000000e+02 1.782000000000000000e+03 1.122334455667788999e+00 1.125332999999944628e+00
2.200000000000000000e+02 1.781000000000000000e+03 1.122964626614261663e+00 1.126482499999944098e+00
2.220000000000000000e+02 1.779000000000000000e+03 1.124227093872962380e+00 1.128775499999943976e+00
2.240000000000000000e+02 1.777000000000000000e+03 1.125492402926280278e+00 1.129283499999943929e+00
2.270000000000000000e+02 1.774000000000000000e+03 1.127395715896279516e+00 1.130924999999944003e+00
2.280000000000000000e+02 1.773000000000000000e+03 1.128031584884376715e+00 1.132060499999943959e+00
2.300000000000000000e+02 1.771000000000000000e+03 1.129305477131564039e+00 1.132554499999944397e+00
2.310000000000000000e+02 1.770000000000000000e+03 1.129943502824858781e+00 1.132799999999944296e+00
2.320000000000000000e+02 1.769000000000000000e+03 1.130582249858677280e+00 1.133044499999944499e+00
2.340000000000000000e+02 1.767000000000000000e+03 1.131861912846632734e+00 1.131763499999944189e+00
2.350000000000000000e+02 1.766000000000000000e+03 1.132502831257078180e+00 1.132005999999944112e+00
2.340000000000000000e+02 1.767000000000000000e+03 1.131861912846632734e+00 1.131763499999943967e+00
2.350000000000000000e+02 1.766000000000000000e+03 1.132502831257078180e+00 1.132005999999944112e+00
2.360000000000000000e+02 1.765000000000000000e+03 1.133144475920679906e+00 1.133129999999944015e+00
2.380000000000000000e+02 1.763000000000000000e+03 1.134429948950652189e+00 1.133608999999944134e+00
2.390000000000000000e+02 1.762000000000000000e+03 1.135073779795686688e+00 1.133846999999944316e+00
2.420000000000000000e+02 1.759000000000000000e+03 1.137009664582149027e+00 1.136313999999944535e+00
2.430000000000000000e+02 1.758000000000000000e+03 1.137656427758816813e+00 1.136546999999944463e+00
2.470000000000000000e+02 1.754000000000000000e+03 1.140250855188141399e+00 1.137468999999944774e+00
2.530000000000000000e+02 1.748000000000000000e+03 1.144164759725400549e+00 1.140569999999945017e+00
2.540000000000000000e+02 1.747000000000000000e+03 1.144819690898683406e+00 1.140790999999945265e+00
2.550000000000000000e+02 1.746000000000000000e+03 1.145475372279495918e+00 1.141010999999945374e+00
2.560000000000000000e+02 1.745000000000000000e+03 1.146131805157593053e+00 1.141229999999945344e+00
2.600000000000000000e+02 1.741000000000000000e+03 1.148765077541642698e+00 1.142095999999945599e+00
2.620000000000000000e+02 1.739000000000000000e+03 1.150086256469235124e+00 1.143392499999945855e+00
2.660000000000000000e+02 1.735000000000000000e+03 1.152737752161383300e+00 1.145099999999945828e+00
2.670000000000000000e+02 1.734000000000000000e+03 1.153402537485582524e+00 1.146173999999945847e+00
2.680000000000000000e+02 1.733000000000000000e+03 1.154068090017311032e+00 1.148112499999945468e+00
2.690000000000000000e+02 1.732000000000000000e+03 1.154734411085450274e+00 1.150913999999945592e+00
2.740000000000000000e+02 1.727000000000000000e+03 1.158077591198610312e+00 1.152772499999946021e+00
2.760000000000000000e+02 1.725000000000000000e+03 1.159420289855072506e+00 1.153162499999946133e+00
2.810000000000000000e+02 1.720000000000000000e+03 1.162790697674418672e+00 1.155839999999946244e+00
2.800000000000000000e+02 1.721000000000000000e+03 1.162115049389889521e+00 1.154790999999946388e+00
2.790000000000000000e+02 1.722000000000000000e+03 1.161440185830429739e+00 1.154600999999946254e+00
2.820000000000000000e+02 1.719000000000000000e+03 1.163467132053519482e+00 1.156886999999946486e+00
2.850000000000000000e+02 1.716000000000000000e+03 1.165501165501165559e+00 1.157441999999946569e+00
2.860000000000000000e+02 1.715000000000000000e+03 1.166180758017492769e+00 1.157624999999946613e+00
2.850000000000000000e+02 1.716000000000000000e+03 1.165501165501165559e+00 1.156583999999946544e+00
2.870000000000000000e+02 1.714000000000000000e+03 1.166861143523920674e+00 1.156949999999946632e+00
2.890000000000000000e+02 1.712000000000000000e+03 1.168224299065420579e+00 1.158167999999946796e+00
2.910000000000000000e+02 1.710000000000000000e+03 1.169590643274853736e+00 1.158524999999947180e+00
2.940000000000000000e+02 1.707000000000000000e+03 1.171646162858816620e+00 1.160759999999946945e+00
2.970000000000000000e+02 1.704000000000000000e+03 1.173708920187793492e+00 1.162979999999946834e+00
2.980000000000000000e+02 1.703000000000000000e+03 1.174398120963006553e+00 1.163148999999946920e+00
3.000000000000000000e+02 1.701000000000000000e+03 1.175778953556731343e+00 1.163483999999947116e+00
3.010000000000000000e+02 1.700000000000000000e+03 1.176470588235294157e+00 1.163649999999947005e+00
3.020000000000000000e+02 1.699000000000000000e+03 1.177163037080635632e+00 1.164664499999947145e+00
3.030000000000000000e+02 1.698000000000000000e+03 1.177856301531213123e+00 1.165676999999947450e+00
3.060000000000000000e+02 1.695000000000000000e+03 1.179941002949852491e+00 1.166159999999947683e+00
3.070000000000000000e+02 1.694000000000000000e+03 1.180637544273907880e+00 1.166318999999947481e+00
3.090000000000000000e+02 1.692000000000000000e+03 1.182033096926713878e+00 1.167479999999947671e+00
3.100000000000000000e+02 1.691000000000000000e+03 1.182732111176818535e+00 1.167635499999947646e+00
3.110000000000000000e+02 1.690000000000000000e+03 1.183431952662721942e+00 1.167789999999947703e+00
3.150000000000000000e+02 1.686000000000000000e+03 1.186239620403321426e+00 1.171769999999948020e+00
3.140000000000000000e+02 1.687000000000000000e+03 1.185536455245998821e+00 1.171621499999947691e+00
3.160000000000000000e+02 1.685000000000000000e+03 1.186943620178041447e+00 1.172759999999948066e+00
3.180000000000000000e+02 1.683000000000000000e+03 1.188354129530600156e+00 1.174733999999947764e+00
3.200000000000000000e+02 1.681000000000000000e+03 1.189767995240927911e+00 1.175859499999948099e+00
3.210000000000000000e+02 1.680000000000000000e+03 1.190476190476190466e+00 1.176839999999947928e+00
3.200000000000000000e+02 1.681000000000000000e+03 1.189767995240927911e+00 1.175859499999948321e+00
3.210000000000000000e+02 1.680000000000000000e+03 1.190476190476190466e+00 1.175999999999947976e+00
3.220000000000000000e+02 1.679000000000000000e+03 1.191185229303156623e+00 1.176139499999947935e+00
3.240000000000000000e+02 1.677000000000000000e+03 1.192605843768634433e+00 1.177253999999948286e+00
3.250000000000000000e+02 1.676000000000000000e+03 1.193317422434367447e+00 1.177389999999948644e+00
3.260000000000000000e+02 1.675000000000000000e+03 1.194029850746268551e+00 1.177524999999948641e+00
3.270000000000000000e+02 1.674000000000000000e+03 1.194743130227001293e+00 1.177658999999948719e+00
3.300000000000000000e+02 1.671000000000000000e+03 1.196888090963494911e+00 1.178890499999948771e+00
3.310000000000000000e+02 1.670000000000000000e+03 1.197604790419161569e+00 1.179854999999948806e+00
3.300000000000000000e+02 1.671000000000000000e+03 1.196888090963494911e+00 1.178054999999948782e+00
3.320000000000000000e+02 1.669000000000000000e+03 1.198322348711803542e+00 1.178313999999949013e+00
3.330000000000000000e+02 1.668000000000000000e+03 1.199040767386091222e+00 1.178441999999949141e+00
3.360000000000000000e+02 1.665000000000000000e+03 1.201201201201201219e+00 1.179652499999949367e+00
3.370000000000000000e+02 1.664000000000000000e+03 1.201923076923076872e+00 1.179775999999949532e+00
3.400000000000000000e+02 1.661000000000000000e+03 1.204093919325707418e+00 1.182631999999949723e+00
3.420000000000000000e+02 1.659000000000000000e+03 1.205545509342977661e+00 1.187843999999949274e+00
3.440000000000000000e+02 1.657000000000000000e+03 1.207000603500301805e+00 1.188068999999949416e+00
3.460000000000000000e+02 1.655000000000000000e+03 1.208459214501510504e+00 1.189117499999949423e+00
3.480000000000000000e+02 1.653000000000000000e+03 1.209921355111917673e+00 1.190986499999949544e+00
3.490000000000000000e+02 1.652000000000000000e+03 1.210653753026634361e+00 1.191091999999949635e+00
3.500000000000000000e+02 1.651000000000000000e+03 1.211387038158691754e+00 1.191196499999949587e+00
3.520000000000000000e+02 1.649000000000000000e+03 1.212856276531230959e+00 1.192226999999949966e+00
3.540000000000000000e+02 1.647000000000000000e+03 1.214329083181542090e+00 1.192427999999950305e+00
3.550000000000000000e+02 1.646000000000000000e+03 1.215066828675577248e+00 1.193349999999950173e+00
3.560000000000000000e+02 1.645000000000000000e+03 1.215805471124620007e+00 1.195092499999950153e+00
3.580000000000000000e+02 1.643000000000000000e+03 1.217285453438831322e+00 1.197746999999950157e+00
3.590000000000000000e+02 1.642000000000000000e+03 1.218026796589525063e+00 1.198659999999950321e+00
3.600000000000000000e+02 1.641000000000000000e+03 1.218769043266300978e+00 1.201211999999950208e+00
3.640000000000000000e+02 1.637000000000000000e+03 1.221747098350641325e+00 1.203194999999950277e+00
3.670000000000000000e+02 1.634000000000000000e+03 1.223990208078335362e+00 1.205074999999950380e+00
3.710000000000000000e+02 1.630000000000000000e+03 1.226993865030674868e+00 1.210274999999950474e+00
3.730000000000000000e+02 1.628000000000000000e+03 1.228501228501228448e+00 1.212045999999950885e+00
3.750000000000000000e+02 1.626000000000000000e+03 1.230012300123001223e+00 1.212182999999950939e+00
3.730000000000000000e+02 1.628000000000000000e+03 1.228501228501228448e+00 1.212045999999950885e+00
3.740000000000000000e+02 1.627000000000000000e+03 1.229256299938537245e+00 1.214555499999950605e+00
3.760000000000000000e+02 1.625000000000000000e+03 1.230769230769230838e+00 1.215499999999950731e+00
3.780000000000000000e+02 1.623000000000000000e+03 1.232285890326555666e+00 1.219684499999950544e+00
3.770000000000000000e+02 1.624000000000000000e+03 1.231527093596059164e+00 1.220435999999950560e+00
3.790000000000000000e+02 1.622000000000000000e+03 1.233045622688039522e+00 1.225420999999950356e+00
3.810000000000000000e+02 1.620000000000000000e+03 1.234567901234567833e+00 1.229579999999950379e+00
3.820000000000000000e+02 1.619000000000000000e+03 1.235330450895614662e+00 1.229630499999950333e+00
3.840000000000000000e+02 1.617000000000000000e+03 1.236858379715522593e+00 1.231345499999950466e+00
3.870000000000000000e+02 1.614000000000000000e+03 1.239157372986369188e+00 1.232288999999950674e+00
3.860000000000000000e+02 1.615000000000000000e+03 1.238390092879257054e+00 1.229822499999950747e+00
3.870000000000000000e+02 1.614000000000000000e+03 1.239157372986369188e+00 1.229867999999950889e+00
3.880000000000000000e+02 1.613000000000000000e+03 1.239925604463732123e+00 1.237170999999950505e+00
3.910000000000000000e+02 1.610000000000000000e+03 1.242236024844720399e+00 1.237284999999951118e+00
3.940000000000000000e+02 1.607000000000000000e+03 1.244555071561916693e+00 1.238193499999951097e+00
3.950000000000000000e+02 1.606000000000000000e+03 1.245330012453300217e+00 1.239028999999951086e+00
3.970000000000000000e+02 1.604000000000000000e+03 1.246882793017456414e+00 1.239089999999951175e+00
3.960000000000000000e+02 1.605000000000000000e+03 1.246105919003115181e+00 1.239059999999951200e+00
3.980000000000000000e+02 1.603000000000000000e+03 1.247660636306924475e+00 1.239118999999951232e+00
4.000000000000000000e+02 1.601000000000000000e+03 1.249219237976264774e+00 1.239173999999951148e+00
3.990000000000000000e+02 1.602000000000000000e+03 1.248439450686641639e+00 1.239146999999951149e+00
4.000000000000000000e+02 1.601000000000000000e+03 1.249219237976264774e+00 1.239173999999951370e+00
4.030000000000000000e+02 1.598000000000000000e+03 1.251564455569461831e+00 1.239248999999951639e+00
4.050000000000000000e+02 1.596000000000000000e+03 1.253132832080200432e+00 1.241687999999951719e+00
4.100000000000000000e+02 1.591000000000000000e+03 1.257071024512884883e+00 1.244161999999952029e+00
4.110000000000000000e+02 1.590000000000000000e+03 1.257861635220125729e+00 1.244174999999952069e+00
4.160000000000000000e+02 1.585000000000000000e+03 1.261829652996845352e+00 1.245017499999952593e+00
4.190000000000000000e+02 1.582000000000000000e+03 1.264222503160556288e+00 1.245033999999952679e+00
4.220000000000000000e+02 1.579000000000000000e+03 1.266624445851805003e+00 1.245830999999952615e+00
4.240000000000000000e+02 1.577000000000000000e+03 1.268230818008877714e+00 1.245829999999952920e+00
4.280000000000000000e+02 1.573000000000000000e+03 1.271455816910362469e+00 1.245815999999953405e+00
4.290000000000000000e+02 1.572000000000000000e+03 1.272264631043257044e+00 1.245809999999953233e+00
4.300000000000000000e+02 1.571000000000000000e+03 1.273074474856779048e+00 1.245802999999953586e+00
4.310000000000000000e+02 1.570000000000000000e+03 1.273885350318471277e+00 1.245794999999953578e+00
4.320000000000000000e+02 1.569000000000000000e+03 1.274697259400892291e+00 1.246570499999953396e+00
4.310000000000000000e+02 1.570000000000000000e+03 1.273885350318471277e+00 1.245009999999953543e+00
4.320000000000000000e+02 1.569000000000000000e+03 1.274697259400892291e+00 1.245001499999953687e+00
4.330000000000000000e+02 1.568000000000000000e+03 1.275510204081632626e+00 1.245775999999953809e+00
4.360000000000000000e+02 1.565000000000000000e+03 1.277955271565495154e+00 1.248087499999954053e+00
4.380000000000000000e+02 1.563000000000000000e+03 1.279590531030070366e+00 1.248055499999954243e+00
4.360000000000000000e+02 1.565000000000000000e+03 1.277955271565495154e+00 1.245739999999954328e+00
4.380000000000000000e+02 1.563000000000000000e+03 1.279590531030070366e+00 1.246492499999954262e+00
4.390000000000000000e+02 1.562000000000000000e+03 1.280409731113956395e+00 1.246475999999954398e+00
4.380000000000000000e+02 1.563000000000000000e+03 1.279590531030070366e+00 1.244147999999954290e+00
4.400000000000000000e+02 1.561000000000000000e+03 1.281229980781550370e+00 1.248019499999954318e+00
4.390000000000000000e+02 1.562000000000000000e+03 1.280409731113956395e+00 1.248037999999954462e+00
4.400000000000000000e+02 1.561000000000000000e+03 1.281229980781550370e+00 1.248019499999954540e+00
4.440000000000000000e+02 1.557000000000000000e+03 1.284521515735388641e+00 1.250270999999954613e+00
4.450000000000000000e+02 1.556000000000000000e+03 1.285347043701799530e+00 1.250245999999954671e+00
4.460000000000000000e+02 1.555000000000000000e+03 1.286173633440514497e+00 1.250219999999954812e+00
4.470000000000000000e+02 1.554000000000000000e+03 1.287001287001287020e+00 1.250969999999954840e+00
4.480000000000000000e+02 1.553000000000000000e+03 1.287830006439150132e+00 1.250164999999954896e+00
4.470000000000000000e+02 1.554000000000000000e+03 1.287001287001287020e+00 1.249415999999954785e+00
4.440000000000000000e+02 1.557000000000000000e+03 1.284521515735388641e+00 1.247156999999954552e+00
4.430000000000000000e+02 1.558000000000000000e+03 1.283697047496790811e+00 1.245620999999954570e+00
4.440000000000000000e+02 1.557000000000000000e+03 1.284521515735388641e+00 1.245599999999954521e+00
4.460000000000000000e+02 1.555000000000000000e+03 1.286173633440514497e+00 1.245554999999954893e+00
4.480000000000000000e+02 1.553000000000000000e+03 1.287830006439150132e+00 1.245505999999954927e+00
4.500000000000000000e+02 1.551000000000000000e+03 1.289490651192778836e+00 1.245452999999955290e+00
4.490000000000000000e+02 1.552000000000000000e+03 1.288659793814433074e+00 1.245479999999955067e+00
4.520000000000000000e+02 1.549000000000000000e+03 1.291155584247901889e+00 1.246944999999955117e+00
4.540000000000000000e+02 1.547000000000000000e+03 1.292824822236587012e+00 1.247655499999955397e+00
4.550000000000000000e+02 1.546000000000000000e+03 1.293661060802069773e+00 1.249167999999955425e+00
4.570000000000000000e+02 1.544000000000000000e+03 1.295336787564766778e+00 1.250639999999955343e+00
4.580000000000000000e+02 1.543000000000000000e+03 1.296176279974076584e+00 1.252144499999955363e+00
4.590000000000000000e+02 1.542000000000000000e+03 1.297016861219195905e+00 1.252874999999955330e+00
4.600000000000000000e+02 1.541000000000000000e+03 1.297858533419857130e+00 1.253603499999955684e+00
4.620000000000000000e+02 1.539000000000000000e+03 1.299545159194281929e+00 1.253515499999955818e+00
4.630000000000000000e+02 1.538000000000000000e+03 1.300390117035110427e+00 1.253469999999955897e+00
4.640000000000000000e+02 1.537000000000000000e+03 1.301236174365647313e+00 1.254191999999956009e+00
4.630000000000000000e+02 1.538000000000000000e+03 1.300390117035110427e+00 1.254238999999955917e+00
4.660000000000000000e+02 1.535000000000000000e+03 1.302931596091205124e+00 1.254094999999956217e+00
4.670000000000000000e+02 1.534000000000000000e+03 1.303780964797913944e+00 1.254044999999956334e+00
4.690000000000000000e+02 1.532000000000000000e+03 1.305483028720626715e+00 1.255473999999956014e+00
4.700000000000000000e+02 1.531000000000000000e+03 1.306335728282168596e+00 1.256185499999955990e+00
4.730000000000000000e+02 1.528000000000000000e+03 1.308900523560209361e+00 1.256779999999956487e+00
4.740000000000000000e+02 1.527000000000000000e+03 1.309757694826457097e+00 1.256720999999956456e+00
4.760000000000000000e+02 1.525000000000000000e+03 1.311475409836065475e+00 1.258124999999956639e+00
4.790000000000000000e+02 1.522000000000000000e+03 1.314060446780551894e+00 1.260215999999956926e+00
4.780000000000000000e+02 1.523000000000000000e+03 1.313197636244254785e+00 1.258759499999956954e+00
4.800000000000000000e+02 1.521000000000000000e+03 1.314924391847468677e+00 1.259387999999956875e+00
4.810000000000000000e+02 1.520000000000000000e+03 1.315789473684210620e+00 1.260079999999956790e+00
4.860000000000000000e+02 1.515000000000000000e+03 1.320132013201320120e+00 1.260479999999957634e+00
4.880000000000000000e+02 1.513000000000000000e+03 1.321877065432914833e+00 1.262598499999957546e+00
4.890000000000000000e+02 1.512000000000000000e+03 1.322751322751322789e+00 1.263275999999957655e+00
4.880000000000000000e+02 1.512000000000000000e+03 1.322751322751322789e+00 1.264031999999957412e+00
4.890000000000000000e+02 1.511000000000000000e+03 1.323626737260092723e+00 1.263951499999957484e+00
4.910000000000000000e+02 1.509000000000000000e+03 1.325381047051027217e+00 1.266050999999957627e+00
4.920000000000000000e+02 1.508000000000000000e+03 1.326259946949602142e+00 1.265211999999957815e+00
4.930000000000000000e+02 1.507000000000000000e+03 1.327140013271400187e+00 1.265879999999957928e+00
4.940000000000000000e+02 1.506000000000000000e+03 1.328021248339973370e+00 1.267298999999957543e+00
4.950000000000000000e+02 1.505000000000000000e+03 1.328903654485049879e+00 1.267209999999957759e+00
4.960000000000000000e+02 1.504000000000000000e+03 1.329787234042553168e+00 1.267871999999957922e+00
4.980000000000000000e+02 1.502000000000000000e+03 1.331557922769640578e+00 1.268438999999957906e+00
4.990000000000000000e+02 1.501000000000000000e+03 1.332445036642238456e+00 1.268344999999958089e+00
5.020000000000000000e+02 1.498000000000000000e+03 1.335113484646194948e+00 1.271801999999958133e+00
5.030000000000000000e+02 1.497000000000000000e+03 1.336005344021376162e+00 1.271701499999958296e+00
5.040000000000000000e+02 1.496000000000000000e+03 1.336898395721925148e+00 1.272347999999958512e+00
