# cr len_gsub, pn, pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01
1.500000000000000000e+01 1.985000000000000000e+03 1.007556675062972307e+00 1.007387499999944369e+00
2.700000000000000000e+01 1.973000000000000000e+03 1.013684744044602182e+00 1.014121999999943347e+00
4.700000000000000000e+01 1.953000000000000000e+03 1.024065540194572410e+00 1.026301499999941802e+00
6.500000000000000000e+01 1.935000000000000000e+03 1.033591731266149782e+00 1.035224999999941220e+00
8.100000000000000000e+01 1.919000000000000000e+03 1.042209484106305428e+00 1.042976499999941131e+00
1.010000000000000000e+02 1.899000000000000000e+03 1.053185887309110003e+00 1.052045999999941195e+00
1.210000000000000000e+02 1.879000000000000000e+03 1.064395955295369900e+00 1.063513999999941451e+00
1.330000000000000000e+02 1.867000000000000000e+03 1.071237279057311254e+00 1.070724499999940793e+00
1.380000000000000000e+02 1.862000000000000000e+03 1.074113856068743322e+00 1.072511999999941068e+00
1.570000000000000000e+02 1.843000000000000000e+03 1.085187194791101373e+00 1.085526999999941289e+00
1.770000000000000000e+02 1.823000000000000000e+03 1.097092704333516133e+00 1.094711499999941440e+00
1.960000000000000000e+02 1.804000000000000000e+03 1.108647450110864741e+00 1.102243999999942936e+00
2.210000000000000000e+02 1.779000000000000000e+03 1.124227093872962380e+00 1.117211999999943473e+00
2.380000000000000000e+02 1.762000000000000000e+03 1.135073779795686688e+00 1.131203999999944365e+00
2.510000000000000000e+02 1.749000000000000000e+03 1.143510577472841572e+00 1.135100999999945071e+00
2.720000000000000000e+02 1.728000000000000000e+03 1.157407407407407440e+00 1.149983999999945494e+00
2.870000000000000000e+02 1.713000000000000000e+03 1.167542323409223481e+00 1.157987999999946060e+00
3.010000000000000000e+02 1.699000000000000000e+03 1.177163037080635632e+00 1.168062499999946491e+00
3.220000000000000000e+02 1.678000000000000000e+03 1.191895113230035719e+00 1.184667999999948096e+00
3.350000000000000000e+02 1.665000000000000000e+03 1.201201201201201219e+00 1.192139999999948463e+00
3.560000000000000000e+02 1.644000000000000000e+03 1.216545012165450190e+00 1.205051999999949830e+00
3.680000000000000000e+02 1.632000000000000000e+03 1.225490196078431460e+00 1.211759999999950210e+00
3.820000000000000000e+02 1.618000000000000000e+03 1.236093943139678686e+00 1.217544999999951250e+00
4.020000000000000000e+02 1.598000000000000000e+03 1.251564455569461831e+00 1.232856999999952130e+00
4.150000000000000000e+02 1.585000000000000000e+03 1.261829652996845352e+00 1.241847499999952475e+00
4.300000000000000000e+02 1.570000000000000000e+03 1.273885350318471277e+00 1.249719999999953757e+00
4.400000000000000000e+02 1.560000000000000000e+03 1.282051282051282159e+00 1.257359999999954070e+00
4.450000000000000000e+02 1.555000000000000000e+03 1.286173633440514497e+00 1.259549999999954428e+00
4.610000000000000000e+02 1.539000000000000000e+03 1.299545159194281929e+00 1.265827499999955474e+00
4.710000000000000000e+02 1.529000000000000000e+03 1.308044473512099515e+00 1.269834499999956234e+00
4.850000000000000000e+02 1.515000000000000000e+03 1.320132013201320120e+00 1.286992499999956907e+00
4.910000000000000000e+02 1.509000000000000000e+03 1.325381047051027217e+00 1.290949499999957117e+00
5.050000000000000000e+02 1.495000000000000000e+03 1.337792642140468224e+00 1.298407499999957748e+00
5.150000000000000000e+02 1.485000000000000000e+03 1.346801346801346888e+00 1.306799999999958217e+00
5.320000000000000000e+02 1.468000000000000000e+03 1.362397820163487649e+00 1.315327999999959196e+00
5.440000000000000000e+02 1.457000000000000000e+03 1.372683596431022668e+00 1.319313499999959838e+00
5.490000000000000000e+02 1.452000000000000000e+03 1.377410468319559156e+00 1.320593999999959856e+00
5.580000000000000000e+02 1.443000000000000000e+03 1.386001386001386004e+00 1.323952499999960786e+00
5.670000000000000000e+02 1.434000000000000000e+03 1.394700139470014033e+00 1.329317999999961142e+00
5.710000000000000000e+02 1.430000000000000000e+03 1.398601398601398538e+00 1.326324999999962007e+00
5.770000000000000000e+02 1.424000000000000000e+03 1.404494382022472010e+00 1.335711999999962041e+00
5.860000000000000000e+02 1.415000000000000000e+03 1.413427561837455881e+00 1.335052499999962672e+00
5.940000000000000000e+02 1.407000000000000000e+03 1.421464108031272211e+00 1.338056999999963192e+00
6.060000000000000000e+02 1.395000000000000000e+03 1.433691756272401419e+00 1.346872499999963724e+00
6.120000000000000000e+02 1.389000000000000000e+03 1.439884809215262740e+00 1.345940999999964305e+00
6.200000000000000000e+02 1.381000000000000000e+03 1.448225923244025992e+00 1.346474999999964783e+00
6.280000000000000000e+02 1.373000000000000000e+03 1.456664238892935170e+00 1.354464499999965099e+00
6.360000000000000000e+02 1.365000000000000000e+03 1.465201465201465103e+00 1.358857499999965857e+00
6.460000000000000000e+02 1.355000000000000000e+03 1.476014760147601468e+00 1.360419999999968654e+00
6.570000000000000000e+02 1.344000000000000000e+03 1.488095238095238138e+00 1.384991999999984458e+00
6.630000000000000000e+02 1.338000000000000000e+03 1.494768310911808618e+00 1.387505999999988582e+00
6.730000000000000000e+02 1.328000000000000000e+03 1.506024096385542244e+00 1.387095999999993445e+00
6.790000000000000000e+02 1.322000000000000000e+03 1.512859304084720025e+00 1.387438999999996758e+00
6.870000000000000000e+02 1.314000000000000000e+03 1.522070015220700068e+00 1.384955999999999854e+00
6.890000000000000000e+02 1.312000000000000000e+03 1.524390243902439046e+00 1.385472000000000925e+00
7.020000000000000000e+02 1.299000000000000000e+03 1.539645881447267106e+00 1.391229000000010041e+00
7.080000000000000000e+02 1.293000000000000000e+03 1.546790409899458707e+00 1.389328500000011957e+00
7.140000000000000000e+02 1.287000000000000000e+03 1.554001554001553931e+00 1.385455500000013496e+00
7.250000000000000000e+02 1.276000000000000000e+03 1.567398119122257016e+00 1.381908000000017456e+00
7.330000000000000000e+02 1.268000000000000000e+03 1.577287066246056746e+00 1.384656000000022980e+00
7.390000000000000000e+02 1.262000000000000000e+03 1.584786053882725865e+00 1.388831000000026350e+00
7.490000000000000000e+02 1.252000000000000000e+03 1.597444089456869110e+00 1.407248000000027366e+00
7.550000000000000000e+02 1.246000000000000000e+03 1.605136436597110805e+00 1.423555000000027437e+00
7.610000000000000000e+02 1.240000000000000000e+03 1.612903225806451513e+00 1.425380000000027847e+00
7.640000000000000000e+02 1.237000000000000000e+03 1.616814874696847149e+00 1.426261000000027090e+00
7.710000000000000000e+02 1.230000000000000000e+03 1.626016260162601590e+00 1.431720000000028081e+00
7.730000000000000000e+02 1.228000000000000000e+03 1.628664495114006572e+00 1.433690000000028553e+00
7.800000000000000000e+02 1.221000000000000000e+03 1.638001638001638005e+00 1.437727500000028469e+00
7.860000000000000000e+02 1.215000000000000000e+03 1.646090534979423925e+00 1.436130000000028106e+00
7.890000000000000000e+02 1.212000000000000000e+03 1.650165016501650150e+00 1.436220000000028030e+00
7.920000000000000000e+02 1.209000000000000000e+03 1.654259718775847876e+00 1.434478500000027745e+00
8.000000000000000000e+02 1.201000000000000000e+03 1.665278934221481988e+00 1.436996500000027543e+00
8.070000000000000000e+02 1.194000000000000000e+03 1.675041876046901246e+00 1.449516000000028004e+00
8.080000000000000000e+02 1.193000000000000000e+03 1.676445934618608469e+00 1.445916000000028401e+00
8.140000000000000000e+02 1.187000000000000000e+03 1.684919966301600569e+00 1.449920500000027701e+00
8.150000000000000000e+02 1.186000000000000000e+03 1.686340640809443459e+00 1.452257000000028109e+00
8.290000000000000000e+02 1.172000000000000000e+03 1.706484641638225330e+00 1.462070000000027070e+00
8.390000000000000000e+02 1.162000000000000000e+03 1.721170395869191072e+00 1.464120000000026511e+00
8.440000000000000000e+02 1.157000000000000000e+03 1.728608470181503876e+00 1.467654500000026507e+00
8.490000000000000000e+02 1.152000000000000000e+03 1.736111111111111160e+00 1.469952000000026349e+00
8.530000000000000000e+02 1.148000000000000000e+03 1.742160278745644497e+00 1.470588000000026208e+00
8.580000000000000000e+02 1.143000000000000000e+03 1.749781277340332508e+00 1.469898000000026128e+00
8.600000000000000000e+02 1.141000000000000000e+03 1.752848378615249780e+00 1.473601500000025766e+00
8.640000000000000000e+02 1.137000000000000000e+03 1.759014951627088763e+00 1.476394500000026033e+00
8.680000000000000000e+02 1.133000000000000000e+03 1.765225066195939885e+00 1.483097000000026533e+00
8.770000000000000000e+02 1.124000000000000000e+03 1.779359430604982251e+00 1.485366000000025721e+00
