# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
2.300000000000000000e+01 1.977000000000000000e+03 1.011633788568538250e+00 1.022999999999943510e+00 1.011633788568538250e+00 1.011235499999943999e+00
4.100000000000000000e+01 1.959000000000000000e+03 1.020929045431342441e+00 1.040999999999941750e+00 1.020929045431342441e+00 1.019659499999943097e+00
5.700000000000000000e+01 1.943000000000000000e+03 1.029336078229541984e+00 1.057999999999940766e+00 1.029336078229541984e+00 1.027846999999942446e+00
6.900000000000000000e+01 1.931000000000000000e+03 1.035732780942516751e+00 1.071999999999939890e+00 1.035732780942516751e+00 1.035015999999941982e+00
8.300000000000000000e+01 1.917000000000000000e+03 1.043296817944705301e+00 1.086999999999938904e+00 1.043296817944705301e+00 1.041889499999941515e+00
1.050000000000000000e+02 1.895000000000000000e+03 1.055408970976253302e+00 1.110999999999937815e+00 1.055408970976253302e+00 1.052672499999941058e+00
1.190000000000000000e+02 1.881000000000000000e+03 1.063264221158958023e+00 1.126999999999938051e+00 1.063264221158958023e+00 1.059943499999941752e+00
1.340000000000000000e+02 1.866000000000000000e+03 1.071811361200428747e+00 1.142999999999936955e+00 1.071811361200428747e+00 1.066418999999941164e+00
1.480000000000000000e+02 1.852000000000000000e+03 1.079913606911446999e+00 1.164999999999935865e+00 1.079913606911446999e+00 1.078789999999940630e+00
1.740000000000000000e+02 1.826000000000000000e+03 1.095290251916757995e+00 1.198999999999935673e+00 1.095290251916757995e+00 1.094686999999941124e+00
1.920000000000000000e+02 1.808000000000000000e+03 1.106194690265486669e+00 1.225999999999935142e+00 1.106194690265486669e+00 1.108303999999941336e+00
2.050000000000000000e+02 1.795000000000000000e+03 1.114206128133704787e+00 1.240999999999934600e+00 1.114206128133704787e+00 1.113797499999941154e+00
2.180000000000000000e+02 1.782000000000000000e+03 1.122334455667788999e+00 1.254999999999935500e+00 1.122334455667788999e+00 1.118204999999942606e+00
2.300000000000000000e+02 1.770000000000000000e+03 1.129943502824858781e+00 1.271999999999935849e+00 1.129943502824858781e+00 1.125719999999943211e+00
2.480000000000000000e+02 1.752000000000000000e+03 1.141552511415525162e+00 1.292999999999936644e+00 1.141552511415525162e+00 1.132667999999944497e+00
2.600000000000000000e+02 1.740000000000000000e+03 1.149425287356321768e+00 1.317999999999936334e+00 1.149425287356321768e+00 1.146659999999944723e+00
2.790000000000000000e+02 1.721000000000000000e+03 1.162115049389889521e+00 1.346999999999936692e+00 1.162115049389889521e+00 1.159093499999945598e+00
3.020000000000000000e+02 1.698000000000000000e+03 1.177856301531213123e+00 1.380999999999936945e+00 1.177856301531213123e+00 1.172468999999946471e+00
3.140000000000000000e+02 1.686000000000000000e+03 1.186239620403321426e+00 1.397999999999936849e+00 1.186239620403321426e+00 1.178513999999946771e+00
3.270000000000000000e+02 1.673000000000000000e+03 1.195457262402869203e+00 1.418999999999937200e+00 1.195457262402869203e+00 1.186993499999947410e+00
3.440000000000000000e+02 1.656000000000000000e+03 1.207729468599033851e+00 1.447999999999937559e+00 1.207729468599033851e+00 1.198943999999948273e+00
3.530000000000000000e+02 1.647000000000000000e+03 1.214329083181542090e+00 1.458999999999937902e+00 1.214329083181542090e+00 1.201486499999949054e+00
3.670000000000000000e+02 1.633000000000000000e+03 1.224739742804654030e+00 1.480999999999939032e+00 1.224739742804654030e+00 1.209236499999950309e+00
3.820000000000000000e+02 1.618000000000000000e+03 1.236093943139678686e+00 1.503999999999939607e+00 1.236093943139678686e+00 1.216735999999950968e+00
3.960000000000000000e+02 1.604000000000000000e+03 1.246882793017456414e+00 1.535999999999939636e+00 1.246882793017456414e+00 1.231871999999951450e+00
4.030000000000000000e+02 1.597000000000000000e+03 1.252348152786474600e+00 1.549999999999940092e+00 1.252348152786474600e+00 1.237674999999952119e+00
4.150000000000000000e+02 1.585000000000000000e+03 1.261829652996845352e+00 1.567999999999940330e+00 1.261829652996845352e+00 1.242639999999952893e+00
4.250000000000000000e+02 1.575000000000000000e+03 1.269841269841269771e+00 1.590999999999940462e+00 1.269841269841269771e+00 1.252912499999953244e+00
4.320000000000000000e+02 1.568000000000000000e+03 1.275510204081632626e+00 1.602999999999940250e+00 1.275510204081632626e+00 1.256751999999953240e+00
4.480000000000000000e+02 1.552000000000000000e+03 1.288659793814433074e+00 1.625999999999941048e+00 1.288659793814433074e+00 1.261775999999954267e+00
