# cr len_gsub, pn, pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01
7.190000000000000000e+02 1.281000000000000000e+03 1.561280249804839926e+00 1.191329999999975797e+00
1.172000000000000000e+03 8.280000000000000000e+02 2.415458937198067702e+00 1.655586000000015101e+00
1.309000000000000000e+03 6.920000000000000000e+02 2.890173410404624388e+00 1.809925999999977497e+00
1.366000000000000000e+03 6.350000000000000000e+02 3.149606299212598604e+00 1.867217499999981989e+00
1.405000000000000000e+03 5.960000000000000000e+02 3.355704697986577223e+00 1.882763999999983895e+00
1.431000000000000000e+03 5.720000000000000000e+02 3.496503496503496677e+00 1.987127999999984018e+00
1.453000000000000000e+03 5.500000000000000000e+02 3.636363636363636243e+00 1.951124999999985565e+00
1.474000000000000000e+03 5.290000000000000000e+02 3.780718336483932074e+00 2.035327499999985967e+00
1.485000000000000000e+03 5.180000000000000000e+02 3.861003861003860838e+00 2.051279999999986448e+00
1.497000000000000000e+03 5.060000000000000000e+02 3.952569169960474138e+00 2.090539000000012138e+00
1.505000000000000000e+03 4.980000000000000000e+02 4.016064257028112650e+00 2.017398000000008462e+00
1.521000000000000000e+03 4.820000000000000000e+02 4.149377593360996208e+00 2.054043000000012942e+00
1.529000000000000000e+03 4.740000000000000000e+02 4.219409282700421926e+00 2.034171000000013940e+00
1.538000000000000000e+03 4.660000000000000000e+02 4.291845493562231439e+00 2.102359000000015854e+00
1.549000000000000000e+03 4.550000000000000000e+02 4.395604395604395975e+00 2.178995000000016447e+00
1.554000000000000000e+03 4.500000000000000000e+02 4.444444444444444642e+00 2.135250000000013859e+00
1.564000000000000000e+03 4.400000000000000000e+02 4.545454545454545858e+00 2.199780000000015612e+00
1.562000000000000000e+03 4.420000000000000000e+02 4.524886877828054210e+00 2.154087000000013408e+00
1.577000000000000000e+03 4.260000000000000000e+02 4.694835680751173967e+00 2.244168000000015706e+00
1.581000000000000000e+03 4.230000000000000000e+02 4.728132387706855511e+00 2.232594000000016177e+00
