# cr len_gsub, pn, pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01
5.630000000000000000e+02 1.437000000000000000e+03 1.391788448155880209e+00 1.179776999999967213e+00
9.410000000000000000e+02 1.059000000000000000e+03 1.888574126534466435e+00 1.455595500000020914e+00
1.143000000000000000e+03 8.580000000000000000e+02 2.331002331002331118e+00 1.628055000000016905e+00
1.241000000000000000e+03 7.610000000000000000e+02 2.628120893561103788e+00 1.767802999999976032e+00
1.292000000000000000e+03 7.100000000000000000e+02 2.816901408450704025e+00 1.808724999999977934e+00
1.333000000000000000e+03 6.720000000000000000e+02 2.976190476190476275e+00 1.812047999999980785e+00
1.368000000000000000e+03 6.380000000000000000e+02 3.134796238244514033e+00 1.792141999999982804e+00
1.409000000000000000e+03 5.970000000000000000e+02 3.350083752093802492e+00 1.844431499999983792e+00
1.434000000000000000e+03 5.730000000000000000e+02 3.490401396160558445e+00 1.861676999999984705e+00
1.449000000000000000e+03 5.580000000000000000e+02 3.584229390681003657e+00 1.909475999999984630e+00
1.457000000000000000e+03 5.510000000000000000e+02 3.629764065335753020e+00 1.846125499999986097e+00
1.469000000000000000e+03 5.390000000000000000e+02 3.710575139146567558e+00 1.876528499999986943e+00
1.489000000000000000e+03 5.190000000000000000e+02 3.853564547206165702e+00 1.902394499999987998e+00
1.505000000000000000e+03 5.030000000000000000e+02 3.976143141153081650e+00 1.949627999999987926e+00
1.507000000000000000e+03 5.000000000000000000e+02 4.000000000000000000e+00 1.926249999999988693e+00
1.515000000000000000e+03 4.920000000000000000e+02 4.065040650406504419e+00 1.952993999999989239e+00
1.522000000000000000e+03 4.850000000000000000e+02 4.123711340206185127e+00 1.928359999999989416e+00
1.530000000000000000e+03 4.770000000000000000e+02 4.192872117400419540e+00 1.930896000000007051e+00
1.537000000000000000e+03 4.710000000000000000e+02 4.246284501061571071e+00 1.910376000000007624e+00
1.544000000000000000e+03 4.640000000000000000e+02 4.310344827586207295e+00 1.907040000000009838e+00
1.541000000000000000e+03 4.670000000000000000e+02 4.282655246252677017e+00 1.952994000000012775e+00
1.544000000000000000e+03 4.630000000000000000e+02 4.319654427645787997e+00 1.939275500000012142e+00
1.547000000000000000e+03 4.610000000000000000e+02 4.338394793926247495e+00 1.960633000000013171e+00
1.553000000000000000e+03 4.550000000000000000e+02 4.395604395604395975e+00 1.972197500000013370e+00
1.555000000000000000e+03 4.530000000000000000e+02 4.415011037527594162e+00 1.956733500000013448e+00
1.561000000000000000e+03 4.470000000000000000e+02 4.474272930648769631e+00 1.937298000000012843e+00
1.558000000000000000e+03 4.500000000000000000e+02 4.444444444444444642e+00 1.923975000000011537e+00
1.559000000000000000e+03 4.490000000000000000e+02 4.454342984409799477e+00 2.021847000000017047e+00
1.566000000000000000e+03 4.420000000000000000e+02 4.524886877828054210e+00 2.024360000000016591e+00
1.572000000000000000e+03 4.360000000000000000e+02 4.587155963302752326e+00 2.033504000000016187e+00
1.575000000000000000e+03 4.340000000000000000e+02 4.608294930875575623e+00 2.022223000000016757e+00
1.578000000000000000e+03 4.310000000000000000e+02 4.640371229698375899e+00 2.032165000000016875e+00
