# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
2.700000000000000000e+01 1.973000000000000000e+03 1.013684744044602182e+00 1.026999999999943292e+00 1.013684744044602182e+00 1.013135499999944011e+00
4.200000000000000000e+01 1.958000000000000000e+03 1.021450459652706755e+00 1.041999999999942084e+00 1.021450459652706755e+00 1.020117999999943459e+00
5.800000000000000000e+01 1.942000000000000000e+03 1.029866117404737436e+00 1.058999999999941322e+00 1.029866117404737436e+00 1.028288999999942943e+00
7.200000000000000000e+01 1.928000000000000000e+03 1.037344398340249052e+00 1.074999999999939782e+00 1.037344398340249052e+00 1.036299999999941823e+00
9.100000000000000000e+01 1.909000000000000000e+03 1.047668936616029445e+00 1.096999999999938913e+00 1.047668936616029445e+00 1.047086499999941633e+00
1.100000000000000000e+02 1.890000000000000000e+03 1.058201058201058142e+00 1.121999999999937492e+00 1.058201058201058142e+00 1.060289999999940891e+00
1.210000000000000000e+02 1.879000000000000000e+03 1.064395955295369900e+00 1.135999999999937060e+00 1.064395955295369900e+00 1.067271999999940935e+00
1.430000000000000000e+02 1.857000000000000000e+03 1.077005923532579512e+00 1.163999999999936641e+00 1.077005923532579512e+00 1.080773999999941060e+00
1.620000000000000000e+02 1.838000000000000000e+03 1.088139281828073957e+00 1.186999999999936550e+00 1.088139281828073957e+00 1.090852999999941675e+00
1.840000000000000000e+02 1.816000000000000000e+03 1.101321585903083600e+00 1.211999999999937572e+00 1.101321585903083600e+00 1.100495999999943519e+00
2.040000000000000000e+02 1.796000000000000000e+03 1.113585746102449869e+00 1.238999999999937707e+00 1.113585746102449869e+00 1.112621999999944045e+00
2.270000000000000000e+02 1.773000000000000000e+03 1.128031584884376715e+00 1.272999999999937737e+00 1.128031584884376715e+00 1.128514499999944798e+00
2.430000000000000000e+02 1.757000000000000000e+03 1.138303927148548667e+00 1.294999999999938201e+00 1.138303927148548667e+00 1.137657499999945809e+00
2.610000000000000000e+02 1.739000000000000000e+03 1.150086256469235124e+00 1.317999999999937888e+00 1.150086256469235124e+00 1.146000999999946091e+00
2.720000000000000000e+02 1.728000000000000000e+03 1.157407407407407440e+00 1.329999999999938565e+00 1.157407407407407440e+00 1.149119999999946851e+00
2.880000000000000000e+02 1.712000000000000000e+03 1.168224299065420579e+00 1.351999999999939028e+00 1.168224299065420579e+00 1.157311999999947716e+00
2.990000000000000000e+02 1.701000000000000000e+03 1.175778953556731343e+00 1.362999999999939593e+00 1.175778953556731343e+00 1.159231499999948678e+00
3.150000000000000000e+02 1.685000000000000000e+03 1.186943620178041447e+00 1.382999999999940055e+00 1.186943620178041447e+00 1.165177499999949573e+00
3.280000000000000000e+02 1.672000000000000000e+03 1.196172248803827776e+00 1.401999999999940183e+00 1.196172248803827776e+00 1.172071999999950043e+00
3.350000000000000000e+02 1.665000000000000000e+03 1.201201201201201219e+00 1.413999999999939972e+00 1.201201201201201219e+00 1.177154999999949991e+00
3.460000000000000000e+02 1.654000000000000000e+03 1.209189842805320492e+00 1.430999999999940320e+00 1.209189842805320492e+00 1.183436999999950556e+00
3.620000000000000000e+02 1.638000000000000000e+03 1.221001221001221104e+00 1.453999999999941117e+00 1.221001221001221104e+00 1.190825999999951756e+00
3.750000000000000000e+02 1.625000000000000000e+03 1.230769230769230838e+00 1.473999999999941135e+00 1.230769230769230838e+00 1.197624999999952200e+00
3.930000000000000000e+02 1.607000000000000000e+03 1.244555071561916693e+00 1.508999999999941277e+00 1.244555071561916693e+00 1.212481499999952694e+00
