# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
1.300000000000000000e+01 1.987000000000000000e+03 1.006542526421741357e+00 1.012999999999943945e+00 1.006542526421741357e+00 1.006415499999944174e+00
3.900000000000000000e+01 1.961000000000000000e+03 1.019887812340642519e+00 1.038999999999941970e+00 1.019887812340642519e+00 1.018739499999943066e+00
5.200000000000000000e+01 1.948000000000000000e+03 1.026694045174537884e+00 1.053999999999940762e+00 1.026694045174537884e+00 1.026595999999942332e+00
7.300000000000000000e+01 1.927000000000000000e+03 1.037882719252724462e+00 1.075999999999939449e+00 1.037882719252724462e+00 1.036725999999941639e+00
9.200000000000000000e+01 1.908000000000000000e+03 1.048218029350104885e+00 1.094999999999938911e+00 1.048218029350104885e+00 1.044629999999941550e+00
1.130000000000000000e+02 1.887000000000000000e+03 1.059883412824589310e+00 1.117999999999938376e+00 1.059883412824589310e+00 1.054832999999941734e+00
1.250000000000000000e+02 1.875000000000000000e+03 1.066666666666666652e+00 1.131999999999938611e+00 1.066666666666666652e+00 1.061249999999942517e+00
1.320000000000000000e+02 1.868000000000000000e+03 1.070663811563169254e+00 1.138999999999938284e+00 1.070663811563169254e+00 1.063825999999942207e+00
1.550000000000000000e+02 1.845000000000000000e+03 1.084010840108400986e+00 1.164999999999938973e+00 1.084010840108400986e+00 1.074712499999943782e+00
1.690000000000000000e+02 1.831000000000000000e+03 1.092299290005461554e+00 1.185999999999938881e+00 1.092299290005461554e+00 1.085782999999943987e+00
1.860000000000000000e+02 1.814000000000000000e+03 1.102535832414553552e+00 1.211999999999938238e+00 1.102535832414553552e+00 1.099283999999943973e+00
1.990000000000000000e+02 1.801000000000000000e+03 1.110494169905607897e+00 1.226999999999937918e+00 1.110494169905607897e+00 1.104913499999944149e+00
2.150000000000000000e+02 1.785000000000000000e+03 1.120448179271708700e+00 1.250999999999937495e+00 1.120448179271708700e+00 1.116517499999944096e+00
2.280000000000000000e+02 1.772000000000000000e+03 1.128668171557562161e+00 1.271999999999937181e+00 1.128668171557562161e+00 1.126991999999944261e+00
2.370000000000000000e+02 1.763000000000000000e+03 1.134429948950652189e+00 1.284999999999937081e+00 1.134429948950652189e+00 1.132727499999944598e+00
2.460000000000000000e+02 1.754000000000000000e+03 1.140250855188141399e+00 1.292999999999937755e+00 1.140250855188141399e+00 1.133960999999945374e+00
2.600000000000000000e+02 1.740000000000000000e+03 1.149425287356321768e+00 1.312999999999937772e+00 1.149425287356321768e+00 1.142309999999945980e+00
2.730000000000000000e+02 1.727000000000000000e+03 1.158077591198610312e+00 1.329999999999937454e+00 1.158077591198610312e+00 1.148454999999946047e+00
2.870000000000000000e+02 1.713000000000000000e+03 1.167542323409223481e+00 1.348999999999938026e+00 1.167542323409223481e+00 1.155418499999947057e+00
2.970000000000000000e+02 1.703000000000000000e+03 1.174398120963006553e+00 1.364999999999937819e+00 1.174398120963006553e+00 1.162297499999946915e+00
3.060000000000000000e+02 1.694000000000000000e+03 1.180637544273907880e+00 1.383999999999937947e+00 1.180637544273907880e+00 1.172247999999947554e+00
3.260000000000000000e+02 1.674000000000000000e+03 1.194743130227001293e+00 1.411999999999938638e+00 1.194743130227001293e+00 1.181843999999948602e+00
3.420000000000000000e+02 1.658000000000000000e+03 1.206272617611580111e+00 1.440999999999938330e+00 1.206272617611580111e+00 1.194588999999949053e+00
3.600000000000000000e+02 1.640000000000000000e+03 1.219512195121951192e+00 1.468999999999939021e+00 1.219512195121951192e+00 1.204579999999950024e+00
3.710000000000000000e+02 1.629000000000000000e+03 1.227747084100675234e+00 1.490999999999939041e+00 1.227747084100675234e+00 1.214419499999950469e+00
3.800000000000000000e+02 1.620000000000000000e+03 1.234567901234567833e+00 1.501999999999939828e+00 1.234567901234567833e+00 1.216619999999951407e+00
4.000000000000000000e+02 1.600000000000000000e+03 1.250000000000000000e+00 1.527999999999941183e+00 1.250000000000000000e+00 1.222399999999952858e+00
4.120000000000000000e+02 1.588000000000000000e+03 1.259445843828715272e+00 1.542999999999941751e+00 1.259445843828715272e+00 1.225141999999953768e+00
4.250000000000000000e+02 1.575000000000000000e+03 1.269841269841269771e+00 1.561999999999941879e+00 1.269841269841269771e+00 1.230074999999954288e+00
4.380000000000000000e+02 1.562000000000000000e+03 1.280409731113956395e+00 1.583999999999942787e+00 1.280409731113956395e+00 1.237103999999955350e+00
4.540000000000000000e+02 1.546000000000000000e+03 1.293661060802069773e+00 1.615999999999943038e+00 1.293661060802069773e+00 1.249167999999956091e+00
