step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.45595	26735.7	0	5196.93	4169.66	0	25398.4	0	0	0	-nan
2000	2	4.42894	26573.6	0	5021.66	4357.19	0	25685.8	0	0	0	-nan
3000	3	4.38771	26326.2	0	5043.62	4514.01	0	25584.3	0	0	0	-nan
4000	4	4.40569	26434.1	0	5363	4457.19	0	25555.6	0	0	0	-nan
5000	5	4.49119	26947.1	0	4945.51	4367.54	0	25967.8	0	0	0	-nan
6000	6	4.45222	26713.3	0	5210.61	4030.95	0	25383.8	0	0	0	-nan
7000	7	4.44383	26663	0	5141.36	4533.06	0	25558.4	0	0	0	-nan
8000	8	4.4215	26529	0	5030.03	4518.02	0	25027.3	0	0	0	-nan
9000	9	4.40029	26401.8	0	5223.95	4452.79	0	25565.9	0	0	0	-nan
10000	10	4.41212	26472.7	0	4982.77	4199.36	0	25887	0	0	0	-nan
11000	11	4.56562	27393.7	0	4890.54	4723.5	0	25490.4	0	0	0	-nan
12000	12	4.43682	26620.9	0	5179.52	4515.86	0	25279.6	0	0	0	-nan
13000	13	4.45703	26742.2	0	5253.92	4534.25	0	25345.4	0	0	0	-nan
14000	14	4.40066	26404	0	5043.84	4574.43	0	25479.4	0	0	0	-nan
15000	15	4.42309	26538.5	0	5313.71	4313.15	0	25126.5	0	0	0	-nan
16000	16	4.46242	26774.5	0	5174.65	4554.68	0	25635.6	0	0	0	-nan
17000	17	4.42441	26546.4	0	5106.85	4360.5	0	25334.2	0	0	0	-nan
18000	18	4.4977	26986.2	0	5134.12	4545.08	0	25329.8	0	0	0	-nan
19000	19	4.34711	26082.6	0	5267.82	4526.66	0	25240.7	0	0	0	-nan
20000	20	4.37532	26251.9	0	5119.24	4694.71	0	25375.1	0	0	0	-nan
21000	21	4.44864	26691.8	0	5168.78	4443.37	0	25382.1	0	0	0	-nan
22000	22	4.34378	26062.7	0	5107.24	4482.1	0	25803.3	0	0	0	-nan
23000	23	4.3485	26091	0	5270.28	4636.29	0	25627.5	0	0	0	-nan
