step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.35248	26114.9	0	5169.31	4188.31	0	25424.7	0	0	0	-nan
2000	2	4.47874	26872.5	0	4884.18	4583.18	0	25685.2	0	0	0	-nan
3000	3	4.3667	26200.2	0	5139.24	4546.44	0	25225.6	0	0	0	-nan
4000	4	4.49127	26947.6	0	5288.9	4372.42	0	25005.3	0	0	0	-nan
5000	5	4.50074	27004.4	0	5161.54	4397.12	0	25373.9	0	0	0	-nan
6000	6	4.50244	27014.6	0	5124.99	4346.55	0	25791.6	0	0	0	-nan
7000	7	4.42302	26538.1	0	5213.06	4331.06	0	25358.6	0	0	0	-nan
8000	8	4.46861	26811.7	0	5122.9	4492.69	0	25595	0	0	0	-nan
9000	9	4.40404	26424.2	0	5031.15	4302.94	0	25496.5	0	0	0	-nan
10000	10	4.43231	26593.8	0	4964.94	4609.4	0	25707.3	0	0	0	-nan
11000	11	4.40027	26401.6	0	5252.84	4488.43	0	25582.1	0	0	0	-nan
12000	12	4.32018	25921.1	0	5260.11	4343.86	0	25120	0	0	0	-nan
13000	13	4.42289	26537.3	0	5207.13	4427.88	0	25332.6	0	0	0	-nan
14000	14	4.4573	26743.8	0	5163.86	4496.61	0	25701.1	0	0	0	-nan
15000	15	4.45157	26709.4	0	5158.95	4759.46	0	25567.9	0	0	0	-nan
16000	16	4.43308	26598.5	0	5203.13	4295.91	0	25636	0	0	0	-nan
17000	17	4.4085	26451	0	5487.93	4576.51	0	25536.8	0	0	0	-nan
18000	18	4.43854	26631.3	0	4905.43	4536.55	0	25702.8	0	0	0	-nan
19000	19	4.43054	26583.3	0	5172.63	4261.29	0	25528.6	0	0	0	-nan
20000	20	4.48827	26929.6	0	5264.68	4198.7	0	25448.3	0	0	0	-nan
21000	21	4.33573	26014.4	0	5244.89	4438.88	0	25066.3	0	0	0	-nan
22000	22	4.41284	26477	0	5121.69	4579.44	0	25267.7	0	0	0	-nan
23000	23	4.44245	26654.7	0	5241.36	4415.77	0	25392.1	0	0	0	-nan
24000	24	4.42359	26541.5	0	5488.52	4461.28	0	25570.3	0	0	0	-nan
25000	25	4.38031	26281.9	0	5287.98	4594.74	0	25317.9	0	0	0	-nan
26000	26	4.50774	27046.5	0	5081.65	4355.33	0	25393.3	0	0	0	-nan
27000	27	4.41988	26519.3	0	5307.91	4197.36	0	24790.9	0	0	0	-nan
28000	28	4.40238	26414.3	0	4888.94	4575.34	0	25102.2	0	0	0	-nan
29000	29	4.4159	26495.4	0	5236.75	4443.95	0	25555	0	0	0	-nan
30000	30	4.31299	25877.9	0	4999.32	4507.23	0	24983.4	0	0	0	-nan
31000	31	4.30869	25852.1	0	5211.58	4367.98	0	25600.5	0	0	0	-nan
32000	32	4.42188	26531.3	0	5259.55	4450.08	0	25208	0	0	0	-nan
33000	33	4.36532	26191.9	0	5247.61	4520.89	0	25604.7	0	0	0	-nan
34000	34	4.35444	26126.6	0	5295.84	4563.5	0	25671.7	0	0	0	-nan
35000	35	4.41543	26492.6	0	5373.34	4608.53	0	25494.2	0	0	0	-nan
