step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.45883	26753	0	4954.42	4120.63	0	25786.6	0	0	0	-nan
2000	2	4.39261	26355.6	0	5304.92	4593.83	0	25505	0	0	0	-nan
3000	3	4.42987	26579.2	0	5057.4	4520.83	0	25717.3	0	0	0	-nan
4000	4	4.37333	26240	0	5282.97	4648.09	0	25604	0	0	0	-nan
5000	5	4.45456	26727.4	0	5316.73	4608.49	0	25398.7	0	0	0	-nan
6000	6	4.41064	26463.8	0	5213.98	4552.14	0	25267.5	0	0	0	-nan
7000	7	4.40797	26447.8	0	5356.62	4302.25	0	25428.6	0	0	0	-nan
8000	8	4.47148	26828.9	0	5174.91	4320.85	0	25498.1	0	0	0	-nan
9000	9	4.40578	26434.7	0	5094.2	4369.02	0	25406.8	0	0	0	-nan
10000	10	4.40263	26415.8	0	5438.83	4205.34	0	25286.1	0	0	0	-nan
11000	11	4.53116	27187	0	5273.58	4171.64	0	25243.5	0	0	0	-nan
12000	12	4.45463	26727.8	0	5352.71	4508.09	0	25355.9	0	0	0	-nan
13000	13	4.40283	26417	0	5529.03	4557.41	0	25871.9	0	0	0	-nan
14000	14	4.48621	26917.2	0	5337.63	4403.53	0	25634.8	0	0	0	-nan
15000	15	4.32085	25925.1	0	4991.92	4642.59	0	25653.1	0	0	0	-nan
16000	16	4.424	26544	0	5182.55	4361.37	0	25956.4	0	0	0	-nan
17000	17	4.48354	26901.3	0	5374.04	4516.23	0	25633.9	0	0	0	-nan
18000	18	4.41639	26498.3	0	5296.34	4305.08	0	26012.3	0	0	0	-nan
19000	19	4.55057	27303.4	0	5215.2	4481.86	0	26088	0	0	0	-nan
20000	20	4.51326	27079.6	0	5126.79	4318.38	0	25619.9	0	0	0	-nan
21000	21	4.36686	26201.2	0	5199.47	4353.03	0	25984.9	0	0	0	-nan
22000	22	4.46484	26789	0	5295.53	4377.94	0	26273.8	0	0	0	-nan
23000	23	4.50292	27017.5	0	5261.39	4413.8	0	26103.2	0	0	0	-nan
24000	24	4.46039	26762.3	0	5254.58	4701.37	0	25713	0	0	0	-nan
25000	25	4.4561	26736.6	0	5315.41	4542.35	0	25444.9	0	0	0	-nan
26000	26	4.40264	26415.8	0	5235.43	4266.18	0	25572.8	0	0	0	-nan
27000	27	4.53466	27207.9	0	5298.02	4366.15	0	25702.5	0	0	0	-nan
28000	28	4.3485	26091	0	5193.01	4474.62	0	25749.6	0	0	0	-nan
29000	29	4.36522	26191.3	0	5442.67	4295.23	0	25649.7	0	0	0	-nan
30000	30	4.42219	26533.2	0	5492.42	4360.87	0	25664.8	0	0	0	-nan
31000	31	4.47416	26844.9	0	5215.09	4692.58	0	25761.9	0	0	0	-nan
32000	32	4.40082	26404.9	0	5396.62	4342.89	0	25794.3	0	0	0	-nan
33000	33	4.32479	25948.7	0	5308.68	4256.58	0	25353.9	0	0	0	-nan
34000	34	4.4283	26569.8	0	5382.03	4466.38	0	25754.1	0	0	0	-nan
35000	35	4.40548	26432.9	0	5326.42	4507.26	0	25360	0	0	0	-nan
36000	36	4.46207	26772.4	0	4878.32	4547.13	0	25320.7	0	0	0	-nan
37000	37	4.48399	26904	0	5339.01	4529.9	0	25203.2	0	0	0	-nan
38000	38	4.4701	26820.6	0	4978.95	4497.39	0	25330	0	0	0	-nan
39000	39	4.46799	26808	0	5178.85	4350.24	0	25358.5	0	0	0	-nan
40000	40	4.45634	26738	0	5547.98	4851.45	0	25344.5	0	0	0	-nan
41000	41	4.47839	26870.3	0	5086.98	4872.04	0	25124.6	0	0	0	-nan
42000	42	4.43515	26610.9	0	5279.68	4551.66	0	25352.5	0	0	0	-nan
43000	43	4.49322	26959.3	0	5419.3	4507.19	0	25455.4	0	0	0	-nan
44000	44	4.41849	26510.9	0	5011.09	4249.29	0	25587	0	0	0	-nan
45000	45	4.46569	26794.1	0	5336.99	4488.1	0	25423.2	0	0	0	-nan
46000	46	4.45903	26754.2	0	5545.75	4355.66	0	26188.7	0	0	0	-nan
47000	47	4.3677	26206.2	0	5200.4	4209.13	0	25941.3	0	0	0	-nan
48000	48	4.39345	26360.7	0	5454.86	4592.14	0	26166.7	0	0	0	-nan
49000	49	4.53376	27202.6	0	5169.6	4394.71	0	25733.9	0	0	0	-nan
50000	50	4.42019	26521.1	0	5320.45	4564.74	0	25579.4	0	0	0	-nan
51000	51	4.36689	26201.3	0	5093.58	4363.01	0	25602	0	0	0	-nan
52000	52	4.40516	26430.9	0	5237.17	4392.6	0	25538.2	0	0	0	-nan
53000	53	4.3918	26350.8	0	5371.62	4463.96	13.4513	25576	0	0.003	6	0
54000	54	4.42721	26563.3	6.61659	5134.99	4343.84	16.2876	25627	0	0.0035	7	0.714286
55000	55	4.39759	26385.5	26.8731	5473.39	4683.85	4.7205	25239	0	0.004	8	0.854167
56000	56	4.43991	26639.4	33.3666	5083.66	4179.68	13.1696	25807.8	0	0.004	8	0.979167
57000	57	4.39395	26363.7	5.87846	5617.08	4200.97	12.5604	25577.8	0	0.0045	9	0.888889
58000	58	4.48246	26894.7	8.95605	5617.17	4524.02	22.7067	25058.1	0	0.006	12	0.736111
59000	59	4.4175	26505	41.987	5401.14	4655.39	20.1193	25559.8	0	0.007	14	0.821429
60000	60	4.3625	26175	17.7599	5888.62	4499.55	18.6359	25458	0	0.008	16	0.854167
61000	61	4.46355	26781.3	44.1309	5215.13	4446.74	27.0589	25393.6	0	0.0085	17	0.921569
62000	62	4.37922	26275.3	53.462	5377.43	4369.1	25.4871	25235.2	0	0.009	18	0.935185
63000	63	4.49695	26981.7	47.8094	5099.43	4425.08	19.1475	25641.4	0	0.0095	19	0.938596
64000	64	4.43508	26610.5	40.0025	5552.52	4306.06	17.3245	25685.8	0	0.0115	23	0.818841
65000	65	4.42928	26575.7	55.4248	5311.18	4511.86	20.7623	25556.3	0	0.013	26	0.858974
66000	66	4.42736	26564.2	47.821	5974.68	4228.78	45.9048	25189.3	0	0.014	28	0.910714
67000	67	4.44183	26651	51.9434	5116.44	4375.43	31.978	24926.2	0	0.0145	29	0.954023
68000	68	4.35447	26126.8	68.7121	5560.87	4284.57	46.3647	25172.1	0	0.0155	31	0.930108
69000	69	4.46454	26787.2	70.7879	5374.74	4612.97	33.6784	25506.2	0	0.0155	31	0.989247
70000	70	4.43099	26586	87.1851	5325.93	4346.97	51.2633	25254.7	0	0.016	32	0.96875
71000	71	4.38613	26316.8	90.5633	5845.11	4625.48	37.0617	25175.8	0	0.017	34	0.936275
72000	72	4.43441	26606.4	72.5755	5473.14	4520.96	39.4848	25405.2	0	0.017	34	0.990196
73000	73	4.36983	26219	69.6497	5239.44	4616.66	54.1946	25433.6	0	0.017	34	1
74000	74	4.46426	26785.6	39.5146	6330.08	4431.52	80.78	25221.5	0	0.02	40	0.85
75000	75	4.33015	25980.9	109.245	5955.75	4513.65	79.5078	25086.2	0	0.021	42	0.928571
76000	76	4.43225	26593.5	95.0305	5606.53	4247.4	53.7337	25372.2	0	0.0215	43	0.968992
77000	77	4.38631	26317.9	92.4756	5315.81	4222.76	64.0446	25385.5	0	0.0225	45	0.951852
78000	78	4.47224	26833.4	93.093	5468.92	4569.32	57.0737	24695.6	0	0.0235	47	0.950355
79000	79	4.40789	26447.3	129.19	5707.64	4377.55	77.5756	24795.5	0	0.0245	49	0.952381
80000	80	4.42757	26565.4	104.494	5657.34	4217.91	102.432	24835.6	0	0.0245	49	0.993197
81000	81	4.46853	26811.2	85.7735	6357.75	4251.31	79.6546	24750	0	0.0255	51	0.960784
82000	82	4.45872	26752.3	93.6878	5366.69	4383.97	76.4711	24701.4	0	0.0265	53	0.955975
83000	83	4.48021	26881.2	116.166	5331.58	4834.95	88.9195	24458.3	0	0.027	54	0.975309
84000	84	4.37787	26267.2	120.918	5486.87	4508.6	90.4103	24392.7	0	0.0275	55	0.978788
85000	85	4.39133	26348	99.0749	5490.5	4316.15	86.0071	24604.7	0	0.0285	57	0.961988
86000	86	4.33497	26009.8	109.468	5174.48	4285.36	99.1261	24571.7	0	0.0295	59	0.960452
87000	87	4.38722	26323.3	151.674	5239.93	4350.19	104.269	24698	0	0.03	60	0.977778
88000	88	4.43533	26612	191.449	5365.35	4391.74	97.4742	24506.4	0	0.0305	61	0.980874
89000	89	4.34962	26097.7	106.72	5429.43	4463.03	96.6039	24625.2	0	0.031	62	0.981183
90000	90	4.50959	27057.6	125.518	5527.56	4687.32	111.336	24400.3	0	0.0315	63	0.981481
91000	91	4.43418	26605.1	159.53	5293.68	4399.56	84.0364	25082.7	0	0.032	64	0.981771
92000	92	4.37783	26267	95.8701	5299.05	4539.75	84.0077	25019.5	0	0.0325	65	0.982051
93000	93	4.46156	26769.4	120.984	6037.1	4438.76	85.8777	24785	0	0.033	66	0.982323
94000	94	4.40538	26432.3	160.742	5449.53	4425.1	103.475	25261.6	0	0.0345	69	0.954106
95000	95	4.47238	26834.3	202.569	5445.9	4354.16	127.036	24506.3	0	0.035	70	0.978571
96000	96	4.45929	26755.8	171.689	5523.67	4167.98	99.9843	24891.3	0	0.0365	73	0.956621
97000	97	4.43167	26590	148.621	5866.33	4480.46	107.807	24887.1	0	0.038	76	0.953947
98000	98	4.33291	25997.4	188.416	5638.83	4533.75	146.292	25059.3	0	0.04	80	0.94375
99000	99	4.45997	26759.8	149.444	5601.67	4423.86	140.338	24616.2	0	0.0425	85	0.933333
100000	100	4.42293	26537.6	167.58	5557.97	4443.95	123.523	24829.7	0	0.0435	87	0.967433
101000	101	4.46023	26761.4	180.945	5462.99	4527.91	150.907	24775	0	0.0435	87	0.996169
102000	102	4.4417	26650.2	214.938	5563.57	4569.37	127.506	24737.1	0	0.044	88	0.988636
103000	103	4.40886	26453.2	203.194	6045.44	4549.19	123.702	24387	0	0.045	90	0.975926
104000	104	4.375	26250	334.124	5450.24	4392.04	143.007	24538.5	0	0.045	90	0.996296
105000	105	4.4131	26478.6	137.341	6309.47	4348.89	149.202	24858.6	0	0.0465	93	0.967742
106000	106	4.46161	26769.7	162.403	5513.01	4546.72	133.931	24829	0	0.047	94	0.984043
107000	107	4.30087	25805.2	215.258	5868.89	4688.24	158.388	24295.8	0	0.05	100	0.938333
108000	108	4.45527	26731.6	204.894	5637.27	4392.04	174.048	24409.4	0	0.0505	101	0.980198
109000	109	4.40623	26437.4	189.942	5713.64	4284.03	138.099	24409.8	0	0.051	102	0.988562
110000	110	4.34361	26061.7	235.795	5568.87	4347.1	170.581	24193.3	0	0.0535	107	0.951713
111000	111	4.39328	26359.7	230.967	6169.06	4374.55	168.829	24199.7	0	0.0545	109	0.974006
112000	112	4.44036	26642.1	231.01	5416.31	4503.41	167.661	24301.5	0	0.0555	111	0.978979
113000	113	4.4634	26780.4	258.776	5705.47	4661.19	173.153	24280.8	0	0.057	114	0.97076
114000	114	4.36193	26171.6	290.558	5656.52	4551.45	159.415	24123.2	0	0.0595	119	0.953782
115000	115	4.33835	26030.1	385.888	5633.36	4333.12	169.278	24554.9	0	0.061	122	0.968579
116000	116	4.42161	26529.7	272.985	5888.51	4603.21	182.594	24630.9	0	0.0625	125	0.972
117000	117	4.39821	26389.2	263.021	5777.31	4400.14	185.644	24862.3	0	0.064	128	0.972656
118000	118	4.43092	26585.5	246.694	5729.38	4522.32	198.841	24911.5	0	0.0655	131	0.973282
119000	119	4.42279	26536.7	276.241	5740.39	4661.83	216.37	24620.1	0	0.0665	133	0.981203
120000	120	4.40489	26429.3	328.243	5687.65	4616.63	186.918	24895.7	0	0.0675	135	0.982716
121000	121	4.29767	25786	282.398	5799.36	4265.25	180.058	24479.9	0	0.0675	135	0.997531
122000	122	4.54302	27258.1	282.245	5708.44	4514.36	217.894	24527.5	0	0.0685	137	0.985401
123000	123	4.39957	26397.4	279.197	5513.27	4509.46	213.086	24421.2	0	0.0695	139	0.983213
124000	124	4.39632	26377.9	314.292	5637.43	4446.74	181.085	24152.1	0	0.0705	141	0.983452
125000	125	4.40874	26452.4	303.25	5955.03	4624.91	217.342	23806	0	0.0715	143	0.983683
126000	126	4.41043	26462.6	261.148	7780.8	4522.35	244.435	24017.4	0	0.074	148	0.963964
127000	127	4.5346	27207.6	337.511	5661.92	4407.12	212.397	24153	0	0.0745	149	0.987696
128000	128	4.3959	26375.4	328.223	5969.46	4480.86	230.141	24183.9	0	0.075	150	0.992222
129000	129	4.28356	25701.3	338.417	5926.48	4561.84	234.036	24353	0	0.0755	151	0.992274
130000	130	4.39513	26370.8	291.615	5800.7	4683.32	237.903	24255.4	0	0.0765	153	0.985839
131000	131	4.41069	26464.1	326.793	5921.39	4478.1	249.669	23875.2	0	0.0775	155	0.984946
132000	132	4.42136	26528.1	295.227	5668.36	4322.57	245.937	23765.7	0	0.078	156	0.991453
133000	133	4.38401	26304.1	300.534	5794.66	4289.33	239.455	24019.5	0	0.0795	159	0.980084
134000	134	4.36982	26218.9	355.861	5755.71	4401.14	254.278	24061.1	0	0.0795	159	0.996855
135000	135	4.47686	26861.2	404.199	5842.58	4391.87	222.746	24130	0	0.08	160	0.99375
136000	136	4.45243	26714.6	296.151	7259.7	4442.3	254.96	24148.2	0	0.0805	161	0.992754
137000	137	4.46601	26796	301.22	6141.02	4593.15	251.68	24296.2	0	0.081	162	0.992798
138000	138	4.34792	26087.5	370.876	5842.76	4631.4	252.542	24564.4	0	0.082	164	0.986789
139000	139	4.49479	26968.7	351.88	5505.34	4503.28	275.914	24229.3	0	0.0825	165	0.991919
140000	140	4.53379	27202.7	360.646	5825.23	4467.33	254.017	23828.3	0	0.084	168	0.981151
141000	141	4.42218	26533.1	318.512	5409.2	4510.29	254.207	24166.9	0	0.085	170	0.985294
142000	142	4.48302	26898.1	403.01	5977.34	4348.44	262.92	24339	0	0.086	172	0.986434
143000	143	4.36565	26193.9	327.899	5626.85	4275.56	259.166	24288.6	0	0.087	174	0.98659
144000	144	4.41561	26493.7	376.625	5786.86	4536.54	255.049	24196.6	0	0.0885	177	0.981168
145000	145	4.50334	27020	405.267	5822.41	4301.73	276.799	24143.8	0	0.0895	179	0.986034
146000	146	4.45881	26752.9	430.764	6065.84	4571.84	301.802	23885	0	0.0905	181	0.987109
147000	147	4.57638	27458.3	408.653	5808.94	4539.48	274.237	24140.6	0	0.0905	181	0.998158
148000	148	4.4447	26668.2	348.408	5560.64	4421.17	304.952	24225	0	0.091	182	0.994505
149000	149	4.48946	26936.7	409.955	5496.45	4492.73	278.759	23836.9	0	0.0915	183	0.993625
150000	150	4.45205	26712.3	459.574	6121.58	4396.74	259.545	23819.7	0	0.0925	185	0.988288
151000	151	4.42085	26525.1	347.217	7766.02	4447.19	286.502	23957.8	0	0.094	188	0.98227
152000	152	4.41854	26511.3	466.691	6042.23	4360.89	248.969	23801.5	0	0.0955	191	0.981675
153000	153	4.38194	26291.7	457.276	5878.46	4131.32	270.635	23783.8	0	0.096	192	0.992188
154000	154	4.4077	26446.2	444.257	5670.77	4290.4	315.471	23642.3	0	0.097	194	0.988832
155000	155	4.43712	26622.7	402.605	5861.72	4466.86	324.596	23571.3	0	0.0975	195	0.993162
156000	156	4.45059	26703.5	374.481	6203.03	4734.67	308.612	23445.6	0	0.0985	197	0.989002
157000	157	4.43149	26588.9	399.091	5927.73	4708.41	327.907	23553.1	0	0.1005	201	0.978441
158000	158	4.52334	27140	422.327	5727.76	4585.67	342.614	23830.9	0	0.101	202	0.991749
159000	159	4.46199	26771.9	466.057	5811.82	4545.15	333.313	23802.8	0	0.1015	203	0.994253
160000	160	4.4478	26686.8	448.336	5826.7	4524.86	306.348	23750	0	0.1035	207	0.979871
161000	161	4.46234	26774	492.548	5938.11	4495.85	326.307	23698.2	0	0.104	208	0.991987
162000	162	4.42109	26526.6	472.711	6312.41	4626.52	345.326	23511.7	0	0.105	210	0.989683
163000	163	4.38398	26303.9	430.183	6017.3	4366.61	335.979	23888.8	0	0.1065	213	0.984351
