step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	res_fpl_0
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	-nan
1000	1	4.47516	26851	0	5273.78	4206.3	0	25567	0	0	0	-nan
2000	2	4.39585	26375.1	0	5034.1	4315.86	0	25196	0	0	0	-nan
3000	3	4.43335	26600.1	0	5036.87	4406.14	0	25107.4	0	0	0	-nan
4000	4	4.49942	26996.5	0	5426.19	4528.86	0	25523.5	0	0	0	-nan
5000	5	4.44745	26684.7	0	5214.26	4491.24	0	25593.1	0	0	0	-nan
6000	6	4.42515	26550.9	0	5500.69	4514.16	0	25632.1	0	0	0	-nan
7000	7	4.37765	26265.9	0	5226.07	4453.19	0	25375.6	0	0	0	-nan
8000	8	4.48798	26927.9	0	5323.09	4474.97	0	25603.2	0	0	0	-nan
9000	9	4.37591	26255.5	0	5360.66	4577.16	0	25564.4	0	0	0	-nan
10000	10	4.39359	26361.5	0	5220.25	4669.23	0	25421.4	0	0	0	-nan
11000	11	4.48546	26912.8	0	5397.79	4374.99	0	25554.3	0	0	0	-nan
12000	12	4.44296	26657.8	0	5262.63	4299.56	0	25698.7	0	0	0	-nan
13000	13	4.47331	26839.9	0	5166.08	4104.03	0	25525.5	0	0	0	-nan
14000	14	4.42396	26543.7	0	5391.88	4664.26	0	25957.4	0	0	0	-nan
15000	15	4.37587	26255.2	0	5101.97	4334.9	0	25551.9	0	0	0	-nan
16000	16	4.37421	26245.2	0	5128.99	4545.55	0	25705.3	0	0	0	-nan
17000	17	4.40421	26425.2	0	5097.04	4440.19	0	25620.4	0	0	0	-nan
18000	18	4.43042	26582.5	0	5040.98	4385.95	0	25529.4	0	0	0	-nan
19000	19	4.38637	26318.2	0	5346.88	4453.14	0	25468.7	0	0	0	-nan
20000	20	4.51211	27072.7	0	5399.55	4503.63	0	25429.6	0	0	0	-nan
21000	21	4.51209	27072.5	0	5246.48	4494.25	0	25241.5	0	0	0	-nan
22000	22	4.4354	26612.4	0	4969.83	4690.87	0	25278.2	0	0	0	-nan
23000	23	4.42422	26545.3	0	5183.07	4460.83	0	25320.5	0	0	0	-nan
24000	24	4.47176	26830.5	0	4996.31	4436.66	0	25363.6	0	0	0	-nan
25000	25	4.34273	26056.4	0	5157.07	4516.49	0	25549.6	0	0	0	-nan
