# mol_id D +/-
2.210000000000000000e+02 1.421999999999999931e-01 7.850000000000000033e-02
2.220000000000000000e+02 -1.171999999999999952e-02 5.009000000000000431e-03
2.230000000000000000e+02 3.361000000000000099e-01 5.000000000000000104e-03
2.240000000000000000e+02 -1.420000000000000038e-03 9.686999999999999431e-03
2.250000000000000000e+02 -7.771999999999999449e-05 2.660000000000000038e-03
2.260000000000000000e+02 1.839999999999999969e-02 4.580000000000000043e-02
2.270000000000000000e+02 9.474999999999999915e-05 1.944999999999999897e-03
2.280000000000000000e+02 7.978000000000000716e-03 7.714000000000000370e-03
2.290000000000000000e+02 6.710000000000000686e-02 1.549000000000000099e-01
2.300000000000000000e+02 1.835000000000000043e-03 2.285999999999999838e-03
2.310000000000000000e+02 5.721000000000000391e-03 2.635000000000000189e-03
2.320000000000000000e+02 1.359999999999999924e-02 7.199999999999999803e-03
2.330000000000000000e+02 1.512999999999999901e-01 2.146000000000000130e-01
2.340000000000000000e+02 9.059999999999999998e-02 3.760000000000000148e-02
2.350000000000000000e+02 3.520000000000000212e-02 2.050000000000000086e-02
2.360000000000000000e+02 5.881000000000000377e-04 5.791999999999999840e-04
2.370000000000000000e+02 2.000000000000000042e-02 8.590000000000000413e-02
2.380000000000000000e+02 1.969999999999999876e-02 4.549999999999999878e-02
2.390000000000000000e+02 1.761000000000000065e-01 9.750000000000000333e-02
2.400000000000000000e+02 1.722999999999999922e-03 1.268000000000000030e-03
2.410000000000000000e+02 1.980000000000000163e-02 3.370000000000000079e-02
2.420000000000000000e+02 1.779000000000000026e-01 4.750000000000000056e-02
2.430000000000000000e+02 3.300000000000000155e-02 5.759999999999999842e-02
2.440000000000000000e+02 1.105000000000000010e-01 5.090000000000000080e-02
2.450000000000000000e+02 -6.317000000000000132e-04 8.070000000000000784e-03
2.460000000000000000e+02 -1.752000000000000085e-03 8.014000000000000290e-02
2.470000000000000000e+02 -1.162999999999999971e-02 6.748999999999999444e-02
2.480000000000000000e+02 1.066000000000000003e-01 4.130000000000000338e-02
2.490000000000000000e+02 2.709999999999999909e-02 3.740000000000000269e-02
2.500000000000000000e+02 1.629999999999999852e-02 2.409999999999999989e-02
2.510000000000000000e+02 2.699999999999999969e-02 3.459999999999999881e-02
2.520000000000000000e+02 3.755999999999999790e-03 1.553000000000000040e-02
2.530000000000000000e+02 1.129999999999999928e-02 2.069999999999999965e-02
2.540000000000000000e+02 8.002999999999999697e-03 8.961999999999999481e-03
2.550000000000000000e+02 1.060000000000000005e-02 1.600000000000000033e-02
2.560000000000000000e+02 4.689999999999999725e-02 7.220000000000000029e-02
2.570000000000000000e+02 9.029000000000000567e-03 2.412999999999999867e-02
2.580000000000000000e+02 1.490000000000000005e-02 7.199999999999999456e-02
2.590000000000000000e+02 5.909999999999999976e-02 1.549999999999999989e-02
2.600000000000000000e+02 -2.448999999999999788e-03 8.562999999999999778e-02
2.610000000000000000e+02 5.168999999999999984e-03 2.421999999999999847e-02
2.620000000000000000e+02 2.670000000000000151e-02 1.379999999999999977e-02
2.630000000000000000e+02 -1.584999999999999951e-02 6.376999999999999336e-02
2.640000000000000000e+02 9.804999999999999480e-03 7.145999999999999575e-03
2.650000000000000000e+02 1.024000000000000049e-01 3.450000000000000289e-02
2.660000000000000000e+02 5.419999999999999471e-04 1.897000000000000032e-03
2.670000000000000000e+02 8.590000000000000413e-02 6.529999999999999694e-02
2.680000000000000000e+02 -6.924000000000000250e-04 7.148000000000000187e-02
2.690000000000000000e+02 2.369999999999999885e-02 3.209999999999999659e-02
2.700000000000000000e+02 1.947000000000000119e-01 3.590000000000000135e-02
2.710000000000000000e+02 3.839999999999999664e-02 3.700000000000000164e-03
2.720000000000000000e+02 4.279999999999999777e-02 5.619999999999999996e-02
2.730000000000000000e+02 2.860000000000000042e-02 2.069999999999999965e-02
2.740000000000000000e+02 -4.511000000000000253e-03 1.305000000000000084e-02
2.750000000000000000e+02 5.369999999999999774e-02 7.789999999999999702e-02
2.760000000000000000e+02 9.057000000000000814e-03 8.752999999999999713e-05
2.770000000000000000e+02 2.504000000000000115e-01 2.860000000000000042e-02
2.780000000000000000e+02 2.599999999999999881e-02 1.419999999999999873e-01
2.790000000000000000e+02 3.163000000000000013e-03 5.054999999999999598e-03
2.800000000000000000e+02 -1.576999999999999930e-02 5.720999999999999697e-02
2.810000000000000000e+02 9.429999999999999494e-02 1.319999999999999993e-02
2.820000000000000000e+02 -1.762999999999999984e-02 1.127999999999999975e-01
2.830000000000000000e+02 -2.692999999999999908e-02 1.847999999999999921e-01
2.840000000000000000e+02 7.158000000000000300e-03 1.519999999999999997e-02
2.850000000000000000e+02 3.239999999999999825e-02 3.899999999999999994e-02
2.860000000000000000e+02 3.798999999999999860e-03 4.772000000000000200e-03
2.870000000000000000e+02 -4.748999999999999749e-03 7.253999999999999337e-02
2.880000000000000000e+02 2.620000000000000107e-02 6.479999999999999649e-02
2.890000000000000000e+02 8.348000000000000169e-04 1.611000000000000019e-03
2.900000000000000000e+02 1.323999999999999899e-01 1.826000000000000123e-01
2.910000000000000000e+02 1.369999999999999907e-03 3.618999999999999821e-03
2.920000000000000000e+02 3.864000000000000212e-01 2.708999999999999742e-01
2.930000000000000000e+02 -1.657000000000000053e-03 6.530999999999999913e-04
2.940000000000000000e+02 2.125000000000000153e-03 1.111000000000000008e-03
2.950000000000000000e+02 9.360000000000000264e-02 3.919999999999999873e-02
2.960000000000000000e+02 -1.243999999999999967e-02 5.444000000000000228e-02
2.970000000000000000e+02 2.510000000000000078e-02 1.469999999999999953e-02
2.980000000000000000e+02 -4.323999999999999936e-04 1.583999999999999905e-03
2.990000000000000000e+02 1.750000000000000167e-02 3.740000000000000269e-02
3.000000000000000000e+02 2.280000000000000082e-02 3.440000000000000002e-02
3.010000000000000000e+02 1.360999999999999988e-01 9.790000000000000091e-02
3.020000000000000000e+02 -4.115999999999999759e-04 1.789000000000000035e-01
3.030000000000000000e+02 8.949999999999999623e-02 2.104999999999999927e-01
3.040000000000000000e+02 -7.071999999999999511e-04 1.302000000000000032e-02
3.050000000000000000e+02 1.080000000000000057e-02 3.070000000000000159e-02
3.060000000000000000e+02 1.600000000000000033e-02 2.079999999999999905e-02
3.070000000000000000e+02 1.899999999999999953e-02 1.299999999999999940e-03
3.080000000000000000e+02 -6.011999999999999983e-03 8.914999999999999314e-02
3.090000000000000000e+02 1.185000000000000072e-03 1.324000000000000090e-03
3.100000000000000000e+02 1.845999999999999985e-03 2.843000000000000041e-03
3.110000000000000000e+02 3.710000000000000190e-03 3.989000000000000358e-03
3.120000000000000000e+02 9.675999999999999922e-04 8.547999999999999609e-04
3.130000000000000000e+02 3.139999999999999736e-02 6.479999999999999649e-02
3.140000000000000000e+02 9.645000000000000795e-03 1.948000000000000079e-02
3.150000000000000000e+02 1.451000000000000033e-03 8.181000000000000771e-03
3.160000000000000000e+02 1.919999999999999832e-02 2.359999999999999945e-02
3.170000000000000000e+02 1.880000000000000074e-02 3.289999999999999869e-02
3.180000000000000000e+02 2.935999999999999808e-03 1.170000000000000033e-02
3.190000000000000000e+02 6.435000000000000561e-05 1.032000000000000001e-01
3.200000000000000000e+02 1.069999999999999944e-02 7.920000000000000651e-02
3.210000000000000000e+02 6.512999999999999692e-03 5.467999999999999770e-03
3.220000000000000000e+02 1.400000000000000029e-02 7.649999999999999856e-02
3.230000000000000000e+02 7.619000000000000338e-04 6.248000000000000081e-04
3.240000000000000000e+02 1.919999999999999832e-02 2.639999999999999986e-02
3.250000000000000000e+02 9.102000000000000715e-03 3.416999999999999899e-03
3.260000000000000000e+02 -1.123000000000000040e-02 1.147999999999999993e-01
3.270000000000000000e+02 1.909999999999999892e-02 1.178000000000000019e-01
3.280000000000000000e+02 5.190000000000000169e-02 3.450000000000000289e-02
3.290000000000000000e+02 3.610000000000000014e-02 9.799999999999999684e-03
3.300000000000000000e+02 3.939999999999999752e-02 3.119999999999999857e-02
3.310000000000000000e+02 4.200000000000000261e-02 3.799999999999999906e-02
3.320000000000000000e+02 6.298999999999999912e-03 3.629999999999999980e-03
3.330000000000000000e+02 -2.795000000000000175e-03 8.921999999999999376e-03
3.340000000000000000e+02 6.825000000000000337e-03 3.724999999999999839e-02
3.350000000000000000e+02 7.498999999999999590e-04 3.099999999999999978e-02
3.360000000000000000e+02 -3.595000000000000105e-04 2.188000000000000014e-02
3.370000000000000000e+02 1.007999999999999998e-03 1.975999999999999892e-03
3.380000000000000000e+02 2.129999999999999949e-02 7.599999999999999985e-03
3.390000000000000000e+02 1.430000000000000021e-02 1.340000000000000045e-02
3.400000000000000000e+02 1.404000000000000083e-03 1.848999999999999949e-03
3.410000000000000000e+02 4.070000000000000007e-02 5.599999999999999943e-03
3.420000000000000000e+02 6.679999999999999827e-02 9.639999999999999958e-02
3.430000000000000000e+02 3.594000000000000081e-04 5.595000000000000147e-03
3.440000000000000000e+02 1.430000000000000021e-02 2.099999999999999870e-03
3.450000000000000000e+02 -3.208999999999999938e-04 1.763000000000000027e-03
3.460000000000000000e+02 4.009999999999999676e-02 4.950000000000000233e-02
3.470000000000000000e+02 1.184999999999999942e-01 8.939999999999999336e-02
3.480000000000000000e+02 -2.602999999999999845e-03 5.795999999999999937e-03
3.490000000000000000e+02 1.320999999999999909e-03 7.634000000000000508e-02
3.500000000000000000e+02 5.949999999999999734e-02 2.000000000000000042e-03
3.510000000000000000e+02 9.355000000000000468e-03 1.699000000000000163e-02
3.520000000000000000e+02 -1.729999999999999984e-03 6.105000000000000010e-02
3.530000000000000000e+02 1.880000000000000074e-02 4.000000000000000192e-04
3.540000000000000000e+02 1.325999999999999956e-01 6.809999999999999387e-02
3.550000000000000000e+02 1.006999999999999978e-01 4.059999999999999720e-02
3.560000000000000000e+02 6.267999999999999483e-04 8.145999999999999595e-04
3.570000000000000000e+02 2.050999999999999872e-03 2.406000000000000152e-03
3.580000000000000000e+02 2.040000000000000147e-02 3.339999999999999913e-02
3.590000000000000000e+02 2.354000000000000027e-04 7.757000000000000440e-04
3.600000000000000000e+02 4.569999999999999757e-02 3.070000000000000159e-02
3.610000000000000000e+02 5.589999999999999830e-02 2.889999999999999861e-02
3.620000000000000000e+02 2.732000000000000053e-03 2.805999999999999901e-03
3.630000000000000000e+02 2.450000000000000094e-02 1.093999999999999972e-01
3.640000000000000000e+02 -5.760999999999999628e-03 2.282999999999999960e-02
3.650000000000000000e+02 1.760000000000000106e-02 1.030000000000000013e-02
3.660000000000000000e+02 7.849000000000000074e-03 8.225999999999999979e-02
3.670000000000000000e+02 4.800000000000000100e-02 9.959999999999999409e-02
3.680000000000000000e+02 1.318999999999999895e-01 1.204999999999999960e-01
3.690000000000000000e+02 1.411000000000000032e-01 1.713999999999999968e-01
3.700000000000000000e+02 2.058999999999999904e-04 2.066000000000000074e-04
3.710000000000000000e+02 -2.308999999999999941e-02 3.882999999999999785e-01
3.720000000000000000e+02 7.109999999999999654e-02 3.699999999999999817e-02
3.730000000000000000e+02 1.439999999999999961e-02 8.010000000000000453e-02
3.740000000000000000e+02 5.659999999999999754e-02 7.910000000000000364e-02
3.750000000000000000e+02 6.769999999999999629e-02 1.155999999999999944e-01
3.760000000000000000e+02 8.408000000000000543e-03 2.614000000000000004e-02
3.770000000000000000e+02 2.709999999999999909e-02 2.239999999999999977e-02
3.780000000000000000e+02 1.418000000000000094e-01 1.718999999999999972e-01
3.790000000000000000e+02 4.479999999999999954e-02 2.630000000000000046e-02
3.800000000000000000e+02 9.734000000000000248e-04 4.839000000000000246e-02
3.810000000000000000e+02 1.272000000000000075e-01 4.739999999999999769e-02
3.820000000000000000e+02 3.660000000000000059e-02 7.470000000000000251e-02
3.830000000000000000e+02 5.161999999999999922e-03 9.329000000000000486e-03
3.840000000000000000e+02 -3.470000000000000319e-05 3.299999999999999982e-04
3.850000000000000000e+02 2.520000000000000018e-02 4.000000000000000083e-02
