step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	tab-dynamic_0	cr_5	count_0	Fmax
1.264e+06	1264	2.44769	14686.2	186.939	2398.14	0	0	-11568.9	0	0	0	7000
1.265e+06	1265	2.47739	14864.3	196.504	2520.81	0	0	-11445	0	0	0	7064.48
1.266e+06	1266	2.44804	14688.2	158.607	2429.91	0	0	-11784.8	0	0	0	7000
1.267e+06	1267	2.41229	14473.7	148.178	2509.19	0	0	-11420.4	0	0	0	7000
1.268e+06	1268	2.49501	14970.1	177.797	2488.4	0	0	-11317.6	0	0	0	7000
1.269e+06	1269	2.5236	15141.6	207.22	2585.92	0	0	-11625.3	0	0	0	7013.97
1.27e+06	1270	2.4684	14810.4	175.848	2534.69	0	0	-11590.4	0	0	0	7211.02
1.271e+06	1271	2.4964	14978.4	147.596	2538.97	0	0	-11571.7	0	0	0	7000
1.272e+06	1272	2.47699	14861.9	179.515	2414.25	0	0	-11539.8	0	0	0	7000
1.273e+06	1273	2.45779	14746.7	147.496	2601.18	0	0	-11521.3	0	0	0	7000
1.274e+06	1274	2.49522	14971.3	158.207	2417.35	0	0	-11515.2	0	0	0	7000
1.275e+06	1275	2.44377	14662.6	153.893	2252.45	0	0	-11776.1	0	0	0	7000
1.276e+06	1276	2.51393	15083.6	192.952	2435.07	0	0	-11547.1	0	0	0	7000
1.277e+06	1277	2.46445	14786.7	147.549	2456.69	0	0	-11326.6	0	0	0	7000
1.278e+06	1278	2.50909	15054.5	186.052	2534.38	0	0	-11485.8	0	0	0	7000
1.279e+06	1279	2.49445	14966.7	183.219	2362.88	0	0	-11615.3	0	0	0	8090.38
1.28e+06	1280	2.48304	14898.3	184.734	2399.35	0	0	-11416.2	0	0	0	7000
1.281e+06	1281	2.49853	14991.2	174.541	2378.99	0	0	-11588.2	0	0	0	7000
1.282e+06	1282	2.4243	14545.8	202.975	2456.06	0	0	-11845.4	0	0	0	7000
1.283e+06	1283	2.46731	14803.8	160.391	2500.41	0	0	-11814	0	0	0	7000
1.284e+06	1284	2.47201	14832.1	165.543	2410.56	0	0	-11519.3	0	0	0	7000
1.285e+06	1285	2.4246	14547.6	184.962	2523.74	0	0	-11555.4	0	0	0	7000
1.286e+06	1286	2.41092	14465.5	179.952	2433.96	0	0	-11301.1	0	0	0	7000
1.287e+06	1287	2.4686	14811.6	152.808	2394.64	0	0	-11710.7	0	0	0	7636.24
1.288e+06	1288	2.48099	14885.9	215.818	2456.57	0	0	-11669.9	0	0	0	7032.53
1.289e+06	1289	2.49018	14941.1	185.824	2429.21	0	0	-11747.8	0	0	0	7000
1.29e+06	1290	2.49784	14987	148.999	2492.15	0	0	-11591.2	0	0	0	7000
1.291e+06	1291	2.45771	14746.2	137.625	2370.83	0	0	-11665.4	0	0	0	7000
1.292e+06	1292	2.47716	14863	177.282	2591.43	0	0	-11617.9	0	0	0	7000
1.293e+06	1293	2.47601	14856	177.893	2493.43	0	0	-11534.3	0	0	0	7000
1.294e+06	1294	2.4953	14971.8	180.211	2499.54	0	0	-11602.2	0	0	0	7000
1.295e+06	1295	2.40667	14440	148.301	2382.81	0	0	-11568.3	0	0	0	7000
1.296e+06	1296	2.45926	14755.6	214.29	2400.48	0	0	-11737	0	0	0	7491.76
1.297e+06	1297	2.48066	14883.9	168.3	2485.68	0	0	-11539.8	0	0	0	7000
1.298e+06	1298	2.45146	14708.7	160.266	2684.79	0	0	-11704.6	0	0	0	7281.67
1.299e+06	1299	2.46797	14807.8	180.344	2410.94	0	0	-11547.1	0	0	0	7000
1.3e+06	1300	2.43129	14587.8	159.107	2296.75	0	0	-11805	0	0	0	7000
1.301e+06	1301	2.45247	14714.8	185.718	2622.13	0	0	-11636	0	0	0	7000
1.302e+06	1302	2.43857	14631.4	157.274	2396.99	0	0	-11731.8	0	0	0	7000
1.303e+06	1303	2.461	14766	196.36	2392.94	0	0	-11466.5	0	0	0	7298.56
1.304e+06	1304	2.47017	14821	171.783	2481.71	0	0	-11353.7	0	0	0	7000
1.305e+06	1305	2.49923	14995.4	187.988	2383.42	0	0	-11478	0	0	0	7000
1.306e+06	1306	2.43666	14619.9	173.263	2525.55	0	0	-11595.9	0	0	0	7117.13
1.307e+06	1307	2.483	14898	147.942	2455.83	0	0	-11415.3	0	0	0	7000
1.308e+06	1308	2.46898	14813.9	197.129	2594.36	0	0	-11442.4	0	0	0	7200.04
1.309e+06	1309	2.46768	14806.1	170.87	2422.27	0	0	-11385.4	0	0	0	7000
1.31e+06	1310	2.53035	15182.1	162.948	2415.28	0	0	-11468.8	0	0	0	7000
1.311e+06	1311	2.49071	14944.2	172.261	2412.52	0	0	-11330.2	0	0	0	7000
1.312e+06	1312	2.45866	14752	180.156	2427.97	0	0	-11839.2	0	0	0	7000
1.313e+06	1313	2.42279	14536.7	177.787	2384.04	0	0	-11666.8	0	0	0	7020.55
1.314e+06	1314	2.46176	14770.6	160.374	2501.3	0	0	-11634.5	0	0	0	7369.33
1.315e+06	1315	2.43533	14612	147.051	2489.43	0	0	-11525.1	0	0	0	7000
1.316e+06	1316	2.49215	14952.9	153.672	2339.29	0	0	-11717.5	0	0	0	7000
1.317e+06	1317	2.4895	14937	193.838	2405.88	0	0	-11624.1	0	0	0	7000
1.318e+06	1318	2.49203	14952.2	176.697	2400.92	0	0	-11328.8	0	0	0	7000
1.319e+06	1319	2.49814	14988.8	191.519	2417.71	0	0	-11685.7	0	0	0	7000
1.32e+06	1320	2.45085	14705.1	168.367	2486.89	0	0	-11405.2	0	0	0	7000
1.321e+06	1321	2.4323	14593.8	161.397	2601.33	0	0	-11431	0	0	0	7000
1.322e+06	1322	2.47846	14870.7	209.32	2357.68	0	0	-11378.4	0	0	0	7000
1.323e+06	1323	2.51392	15083.5	172.428	2488.81	0	0	-11709	0	0	0	7000
1.324e+06	1324	2.49551	14973.1	198.863	2452.88	0	0	-11580.8	0	0	0	7000
1.325e+06	1325	2.46965	14817.9	180.094	2365.61	0	0	-11710.7	0	0	0	7000
1.326e+06	1326	2.53882	15232.9	174.498	2490.41	0	0	-11681.3	0	0	0	7000
1.327e+06	1327	2.5204	15122.4	138.951	2360.01	0	0	-11515.8	0	0	0	7000
1.328e+06	1328	2.49052	14943.1	151.379	2556.88	0	0	-11548.7	0	0	0	7461.14
1.329e+06	1329	2.50926	15055.6	168.619	2573.11	0	0	-11652.7	0	0	0	7000
1.33e+06	1330	2.51846	15110.8	177.811	2559.41	0	0	-11489.2	0	0	0	7000
1.331e+06	1331	2.47333	14840	149.907	2545.25	0	0	-11377.8	0	0	0	7000
1.332e+06	1332	2.47409	14844.5	188.384	2465.4	0	0	-11705.6	0	0	0	7000
1.333e+06	1333	2.49037	14942.2	220.368	2510.43	0	0	-11455.1	0	0	0	7000
1.334e+06	1334	2.49513	14970.8	200.846	2385.01	0	0	-11151.9	0	0	0	7000
1.335e+06	1335	2.5199	15119.4	224.049	2543.45	0	0	-11372.6	0	0	0	7392.84
1.336e+06	1336	2.44168	14650.1	159.973	2288.24	0	0	-11545.9	0	0	0	7000
1.337e+06	1337	2.48379	14902.8	187.479	2570.21	0	0	-11234.1	0	0	0	7000
1.338e+06	1338	2.49197	14951.8	178.686	2525.71	0	0	-11395.4	0	0	0	7408.72
1.339e+06	1339	2.4328	14596.8	214.681	2474.44	0	0	-11286.9	0	0	0	7000
1.34e+06	1340	2.52154	15129.2	170.948	2424.37	0	0	-11632.1	0	0	0	7000
1.341e+06	1341	2.4661	14796.6	203.732	2468.5	0	0	-11315	0	0	0	7000
1.342e+06	1342	2.46168	14770.1	165.032	2456.85	0	0	-11729	0	0	0	7033.81
1.343e+06	1343	2.4516	14709.6	177.217	2547.02	0	0	-11419.4	0	0	0	7481.14
1.344e+06	1344	2.47835	14870.1	170.818	2394.37	0	0	-11608.3	0	0	0	7000
1.345e+06	1345	2.46623	14797.4	138.216	2468.24	0	0	-11417.5	0	0	0	7000
1.346e+06	1346	2.52777	15166.6	210.775	2545.04	0	0	-11308.9	0	0	0	7000
1.347e+06	1347	2.4721	14832.6	192.216	2266.78	0	0	-11521.8	0	0	0	7000
1.348e+06	1348	2.42314	14538.9	152.441	2453.92	0	0	-11723.1	0	0	0	7000
1.349e+06	1349	2.4181	14508.6	177.808	2415.8	0	0	-11703.6	0	0	0	7000
1.35e+06	1350	2.48841	14930.5	190.404	2406.68	0	0	-11807.5	0	0	0	7559.25
1.351e+06	1351	2.5194	15116.4	167.632	2454.36	0	0	-11735.9	0	0	0	7000
1.352e+06	1352	2.47104	14826.2	177.474	2453.98	0	0	-11535.9	0	0	0	7000
1.353e+06	1353	2.50267	15016	195.567	2433.78	0	0	-11542.6	0	0	0	7000
1.354e+06	1354	2.51674	15100.5	146.541	2393.57	0	0	-11513.6	0	0	0	7000
1.355e+06	1355	2.5086	15051.6	183.152	2473.17	0	0	-11566.9	0	0	0	7000
1.356e+06	1356	2.44949	14697	141.058	2555.05	0	0	-11412.2	0	0	0	7819.41
1.357e+06	1357	2.49022	14941.3	202.583	2428.1	0	0	-11586.3	0	0	0	7000
1.358e+06	1358	2.50005	15000.3	156.927	2431.02	0	0	-11611.7	0	0	0	7000
1.359e+06	1359	2.49729	14983.8	191.339	2494.07	0	0	-11574.9	0	0	0	7000
1.36e+06	1360	2.50256	15015.4	184.209	2448.56	0	0	-11361.8	0	0	0	7000
1.361e+06	1361	2.44935	14696.1	172.815	2498.69	0	0	-11381.6	0	0	0	7000
1.362e+06	1362	2.48054	14883.2	199.609	2443.9	0	0	-11462.7	0	0	0	7000
1.363e+06	1363	2.5066	15039.6	198.92	2521.18	0	0	-11492.1	0	0	0	7239.13
1.364e+06	1364	2.47169	14830.1	159.905	2399.4	0	0	-11397.7	0	0	0	7000
1.365e+06	1365	2.48603	14916.2	189.97	2400.07	0	0	-11476.4	0	0	0	7000
1.366e+06	1366	2.45147	14708.8	174.217	2333.37	0	0	-11273.5	0	0	0	7000
1.367e+06	1367	2.4545	14727	161.226	2424.31	0	0	-11483.8	0	0	0	7000
1.368e+06	1368	2.43624	14617.5	190.036	2466.88	0	0	-11429.9	0	0	0	7062.14
1.369e+06	1369	2.50735	15044.1	194.448	2471.78	0	0	-11582.4	0	0	0	7000
1.37e+06	1370	2.49284	14957.1	188.211	2486.66	0	0	-11676.3	0	0	0	7000
1.371e+06	1371	2.57213	15432.8	153.511	2483.43	0	0	-11620.3	0	0	0	7000
1.372e+06	1372	2.51344	15080.6	170.879	2403.37	0	0	-11372.1	0	0	0	7000
1.373e+06	1373	2.46512	14790.7	179.654	2564.28	0	0	-11503.2	0	0	0	7000
1.374e+06	1374	2.48786	14927.2	184.232	2326.83	0	0	-11543.1	0	0	0	7000
1.375e+06	1375	2.47597	14855.8	138.478	2465.49	0	0	-11426.1	0	0	0	7000
1.376e+06	1376	2.52024	15121.5	168.331	2366.32	0	0	-11564.8	0	0	0	7000
1.377e+06	1377	2.46162	14769.7	156.649	2340.36	0	0	-11655.3	0	0	0	7000
1.378e+06	1378	2.47951	14877.1	155.26	2525.95	0	0	-11509.8	0	0	0	7000
1.379e+06	1379	2.48169	14890.1	156.447	2403.74	0	0	-11362.5	0	0	0	7904.48
1.38e+06	1380	2.50159	15009.5	137.052	2298.92	0	0	-11417.5	0	0	0	7000
1.381e+06	1381	2.47623	14857.4	176.419	2461.01	0	0	-11568.7	0	0	0	7000
1.382e+06	1382	2.4553	14731.8	140.588	2407.24	0	0	-11183.7	0	0	0	7000
1.383e+06	1383	2.47969	14878.1	224.074	2502.86	0	0	-11275	0	0	0	7000
1.384e+06	1384	2.44869	14692.1	155.922	2467.84	0	0	-11313.6	0	0	0	7000
1.385e+06	1385	2.46313	14778.8	174.256	2497.43	0	0	-11242.3	0	0	0	7000
1.386e+06	1386	2.54503	15270.2	191.881	2530.68	0	0	-11255.9	0	0	0	7064.64
1.387e+06	1387	2.52058	15123.5	160.328	2444.36	0	0	-11292.6	0	0	0	7505.87
1.388e+06	1388	2.49878	14992.7	157.243	2456.02	0	0	-11425.7	0	0	0	7000
1.389e+06	1389	2.49049	14942.9	181.998	2505.28	0	0	-11471.9	0	0	0	7000
1.39e+06	1390	2.48127	14887.6	192.412	2349.88	0	0	-11363.7	0	0	0	7000
1.391e+06	1391	2.46608	14796.5	172.029	2380.34	0	0	-11293.1	0	0	0	7000
1.392e+06	1392	2.45712	14742.7	160.363	2447.59	0	0	-11429.4	0	0	0	7000
1.393e+06	1393	2.49548	14972.9	203.479	2484.77	0	0	-11412.6	0	0	0	7047.54
1.394e+06	1394	2.43741	14624.5	178.764	2325.68	0	0	-11536.8	0	0	0	7000
1.395e+06	1395	2.53878	15232.7	158.591	2583.15	0	0	-11681.7	0	0	0	7000
1.396e+06	1396	2.49402	14964.1	136.619	2502.9	0	0	-11626.5	0	0	0	7123.7
1.397e+06	1397	2.50616	15036.9	222.375	2428.24	0	0	-11658.7	0	0	0	7282.64
1.398e+06	1398	2.48369	14902.1	147.712	2436.89	0	0	-11538	0	0	0	7000
1.399e+06	1399	2.5253	15151.8	191.156	2345.62	0	0	-11604.5	0	0	0	7000
1.4e+06	1400	2.48517	14911	173.091	2303.64	0	0	-11411.9	0	0	0	7021.06
1.401e+06	1401	2.53095	15185.7	208.306	2446.12	0	0	-11450.8	0	0	0	7000
1.402e+06	1402	2.52302	15138.1	145.222	2222.46	0	0	-11349.7	0	0	0	7000
1.403e+06	1403	2.48735	14924.1	151.405	2565.67	0	0	-11412.8	0	0	0	7000
1.404e+06	1404	2.43179	14590.7	181.41	2476.54	0	0	-11368.7	0	0	0	7000
1.405e+06	1405	2.45556	14733.4	175.244	2421.31	0	0	-11288.1	0	0	0	7000
1.406e+06	1406	2.45673	14740.4	152.274	2514.9	0	0	-11438	0	0	0	7174.62
1.407e+06	1407	2.42946	14576.7	208.069	2353.03	0	0	-11489.5	0	0	0	7000
1.408e+06	1408	2.50443	15026.6	173.479	2511.33	0	0	-11475.9	0	0	0	7000
1.409e+06	1409	2.47788	14867.3	159.792	2558.26	0	0	-11595.1	0	0	0	7000
1.41e+06	1410	2.48688	14921.3	203.741	2485.49	0	0	-11490.7	0	0	0	7000
1.411e+06	1411	2.50305	15018.3	179.903	2367.79	0	0	-11640.6	0	0	0	7000
1.412e+06	1412	2.47593	14855.6	189.447	2592.84	0	0	-11538.3	0	0	0	7000
1.413e+06	1413	2.45817	14749	197.018	2522.36	0	0	-11479.2	0	0	0	7000
1.414e+06	1414	2.49671	14980.3	162.959	2443.91	0	0	-11270.4	0	0	0	7000
1.415e+06	1415	2.44019	14641.1	168.907	2529.52	0	0	-11635.5	0	0	0	7000
1.416e+06	1416	2.46089	14765.3	172.775	2320.36	0	0	-11507	0	0	0	7000
1.417e+06	1417	2.43731	14623.9	195.712	2489.88	0	0	-11522.3	0	0	0	7000
1.418e+06	1418	2.45545	14732.7	174.068	2295.83	0	0	-11701.8	0	0	0	7106.64
1.419e+06	1419	2.49804	14988.2	162.506	2480.8	0	0	-11219.5	0	0	0	7000
1.42e+06	1420	2.54118	15247.1	171.531	2423.66	0	0	-11278.1	0	0	0	7000
1.421e+06	1421	2.49796	14987.8	174.68	2438.24	0	0	-11529.8	0	0	0	7195.29
1.422e+06	1422	2.46772	14806.3	213.291	2457	0	0	-11446.6	0	0	0	7000
1.423e+06	1423	2.44195	14651.7	190.747	2546.4	0	0	-11498.6	0	0	0	7000
1.424e+06	1424	2.50407	15024.4	175.996	2427.16	0	0	-11407.5	0	0	0	7000
1.425e+06	1425	2.48633	14918	185.84	2357.72	0	0	-11543.2	0	0	0	7353.65
1.426e+06	1426	2.47181	14830.9	155.411	2482.02	0	0	-11456.2	0	0	0	7000
1.427e+06	1427	2.49904	14994.2	159.692	2485.84	0	0	-11686	0	0	0	7000
1.428e+06	1428	2.53825	15229.5	161.093	2351.99	0	0	-11458.3	0	0	0	7000
1.429e+06	1429	2.50181	15010.9	243.236	2288.31	0	0	-11579.1	0	0	0	7731.85
1.43e+06	1430	2.46459	14787.6	167.778	2379.93	0	0	-11549	0	0	0	7000
1.431e+06	1431	2.57176	15430.6	197.779	2330.32	0	0	-11598.7	0	0	0	7674.76
1.432e+06	1432	2.44534	14672	173.047	2546.06	0	0	-11682.6	0	0	0	7000
1.433e+06	1433	2.51021	15061.3	183.294	2443.46	0	0	-11771.7	0	0	0	7000
1.434e+06	1434	2.51123	15067.4	185.442	2556.12	0	0	-11343.1	0	0	0	7000
1.435e+06	1435	2.48253	14895.2	224.262	2522.33	0	0	-11462.1	0	0	0	7000
1.436e+06	1436	2.46648	14798.9	209.935	2547.37	0	0	-11514.5	0	0	0	7000
1.437e+06	1437	2.48904	14934.2	162.097	2376.52	0	0	-11425.6	0	0	0	7000
1.438e+06	1438	2.49267	14956	174.157	2499.82	0	0	-11484.9	0	0	0	7000
1.439e+06	1439	2.51009	15060.5	155.808	2522.29	0	0	-11361.8	0	0	0	7000
1.44e+06	1440	2.49739	14984.3	157.254	2343.85	0	0	-11571.8	0	0	0	7000
1.441e+06	1441	2.47545	14852.7	165.899	2543.42	0	0	-11404.4	0	0	0	7000
1.442e+06	1442	2.47438	14846.3	176.274	2495.33	0	0	-11587.1	0	0	0	7644.09
1.443e+06	1443	2.47701	14862.1	173.593	2435.87	0	0	-11629.3	0	0	0	7264.84
1.444e+06	1444	2.45819	14749.2	154.181	2549.1	0	0	-11447.2	0	0	0	7662.19
1.445e+06	1445	2.45073	14704.4	176.35	2348.16	0	0	-11262.8	0	0	0	7705.93
1.446e+06	1446	2.476	14856	197.112	2376.86	0	0	-11579.7	0	0	0	7110.78
1.447e+06	1447	2.46084	14765.1	189.349	2453.79	0	0	-11516.4	0	0	0	7054.78
1.448e+06	1448	2.50751	15045.1	174.665	2432.42	0	0	-11382.2	0	0	0	7240.11
1.449e+06	1449	2.51243	15074.6	185.003	2452.38	0	0	-11544.2	0	0	0	7000
1.45e+06	1450	2.50166	15010	151.069	2373.28	0	0	-11702.2	0	0	0	7000
1.451e+06	1451	2.48519	14911.1	181.664	2405.11	0	0	-11508.6	0	0	0	7000
1.452e+06	1452	2.4877	14926.2	186.508	2356.94	0	0	-11914.4	0	0	0	7000
1.453e+06	1453	2.4289	14573.4	217.288	2505.19	0	0	-11688.8	0	0	0	7000
1.454e+06	1454	2.39463	14367.8	169.06	2442.31	0	0	-11447.5	0	0	0	7014.34
1.455e+06	1455	2.51978	15118.7	179.477	2357.33	0	0	-11467.6	0	0	0	7000
1.456e+06	1456	2.42238	14534.3	188.182	2504.02	0	0	-11519.8	0	0	0	7000
1.457e+06	1457	2.46613	14796.8	193.893	2596.27	0	0	-11397.8	0	0	0	7000
1.458e+06	1458	2.55679	15340.7	158.111	2420.61	0	0	-11389.9	0	0	0	7000
1.459e+06	1459	2.44293	14657.6	173.663	2376.14	0	0	-11398.9	0	0	0	7000
1.46e+06	1460	2.51737	15104.2	194.098	2465.11	0	0	-11657	0	0	0	7000
1.461e+06	1461	2.44832	14689.9	151.257	2585.05	0	0	-11528.7	0	0	0	7000
1.462e+06	1462	2.49684	14981	155.738	2365.94	0	0	-11347	0	0	0	7000
1.463e+06	1463	2.51424	15085.5	143.034	2377.18	0	0	-11274.7	0	0	0	7000
1.464e+06	1464	2.50974	15058.4	177.487	2404.94	0	0	-11302.1	0	0	0	7000
1.465e+06	1465	2.4604	14762.4	153.325	2432.73	0	0	-11499.9	0	0	0	7104.77
1.466e+06	1466	2.46718	14803.1	186.991	2427	0	0	-11492.7	0	0	0	7000
1.467e+06	1467	2.46919	14815.2	190.228	2438.07	0	0	-11525.9	0	0	0	7000
1.468e+06	1468	2.49461	14967.6	164.528	2450.86	0	0	-11804.6	0	0	0	7000
1.469e+06	1469	2.43004	14580.2	156.97	2586.15	0	0	-11816.3	0	0	0	7000
1.47e+06	1470	2.45603	14736.2	182.551	2439.2	0	0	-11712	0	0	0	7000
1.471e+06	1471	2.47251	14835.1	166.367	2357.36	0	0	-11863.9	0	0	0	7000
1.472e+06	1472	2.48289	14897.3	155.137	2382.65	0	0	-11301.8	0	0	0	7000
1.473e+06	1473	2.48482	14908.9	185.509	2509.24	0	0	-11811.3	0	0	0	7000
1.474e+06	1474	2.45146	14708.7	179.983	2475	0	0	-11547.4	0	0	0	7407.46
1.475e+06	1475	2.45923	14755.4	190.566	2427.03	0	0	-11657	0	0	0	8230.72
1.476e+06	1476	2.47244	14834.6	187.52	2556.45	0	0	-11561	0	0	0	7000
1.477e+06	1477	2.46081	14764.8	175.879	2480.84	0	0	-11825.9	0	0	0	7000
1.478e+06	1478	2.46762	14805.7	179.137	2323.54	0	0	-11557.9	0	0	0	7000
1.479e+06	1479	2.45181	14710.8	176.749	2334.03	0	0	-11577.9	0	0	0	7000
1.48e+06	1480	2.46909	14814.5	179.064	2458.34	0	0	-11597.7	0	0	0	7000
1.481e+06	1481	2.52714	15162.8	211.137	2423.43	0	0	-11589.9	0	0	0	7123.53
1.482e+06	1482	2.49924	14995.4	154.605	2303.34	0	0	-11557.8	0	0	0	8495.14
1.483e+06	1483	2.47278	14836.7	166.059	2460.02	0	0	-11707.4	0	0	0	7000
1.484e+06	1484	2.51453	15087.2	147.714	2333	0	0	-11428.2	0	0	0	7000
1.485e+06	1485	2.48503	14910.2	210.621	2451.65	0	0	-11708.8	0	0	0	7136.58
1.486e+06	1486	2.46207	14772.4	151.204	2527.47	0	0	-11526.6	0	0	0	7000
1.487e+06	1487	2.512	15072	166.36	2479.57	0	0	-11616.3	0	0	0	7000
1.488e+06	1488	2.47611	14856.6	194.748	2466.9	0	0	-11406	0	0	0	7124.07
1.489e+06	1489	2.48545	14912.7	176.634	2435.2	0	0	-11517.9	0	0	0	7000
1.49e+06	1490	2.47885	14873.1	164.555	2335.49	0	0	-11540.6	0	0	0	7234.38
1.491e+06	1491	2.50032	15001.9	201.291	2342.27	0	0	-11442.3	0	0	0	7000
1.492e+06	1492	2.48324	14899.4	146.185	2304.26	0	0	-11521.9	0	0	0	7000
1.493e+06	1493	2.51691	15101.5	170.093	2452.91	0	0	-11389.1	0	0	0	7000
1.494e+06	1494	2.48189	14891.4	163.091	2502.47	0	0	-11895.7	0	0	0	7000
1.495e+06	1495	2.50026	15001.6	159.963	2381.2	0	0	-11472.7	0	0	0	7000
1.496e+06	1496	2.51764	15105.9	169.556	2550.24	0	0	-11407.4	0	0	0	7248.75
1.497e+06	1497	2.48877	14932.6	182.615	2371.55	0	0	-11372.5	0	0	0	7000
1.498e+06	1498	2.46345	14780.7	180.605	2519.93	0	0	-11349.2	0	0	0	7000
1.499e+06	1499	2.50839	15050.4	142.65	2393.93	0	0	-11528.2	0	0	0	7060.41
1.5e+06	1500	2.46532	14791.9	191.813	2415.83	0	0	-11379.3	0	0	0	7000
1.501e+06	1501	2.46635	14798.1	181.903	2379.36	0	0	-11398.1	0	0	0	7000
1.502e+06	1502	2.5118	15070.8	159.514	2402.92	0	0	-11456.6	0	0	0	7000
1.503e+06	1503	2.4681	14808.6	166.883	2302.21	0	0	-11514	0	0	0	7000
1.504e+06	1504	2.45058	14703.5	132.513	2435.02	0	0	-11755.3	0	0	0	7000
1.505e+06	1505	2.42648	14558.9	232.868	2439.58	0	0	-11300.1	0	0	0	7399.54
1.506e+06	1506	2.46184	14771.1	182.462	2423.51	0	0	-11393.9	0	0	0	7000
1.507e+06	1507	2.50605	15036.3	142.481	2489.82	0	0	-11542.4	0	0	0	7000
1.508e+06	1508	2.46225	14773.5	167.4	2561.77	0	0	-11348.2	0	0	0	7000
1.509e+06	1509	2.49948	14996.9	153.637	2470.85	0	0	-11480.8	0	0	0	7000
1.51e+06	1510	2.46479	14788.7	156.057	2551.69	0	0	-11318.1	0	0	0	7000
1.511e+06	1511	2.55274	15316.5	157.075	2408.34	0	0	-11150.3	0	0	0	7000
1.512e+06	1512	2.46293	14777.6	165.147	2342.38	0	0	-11403.7	0	0	0	7000
1.513e+06	1513	2.48849	14930.9	171.647	2411.75	0	0	-11629.3	0	0	0	7000
1.514e+06	1514	2.48708	14922.5	202.941	2622.07	0	0	-11302.1	0	0	0	7000
1.515e+06	1515	2.48769	14926.1	162.099	2519.77	0	0	-11819	0	0	0	7000
1.516e+06	1516	2.47159	14829.5	154.073	2565.33	0	0	-11472.8	0	0	0	7000
1.517e+06	1517	2.52916	15175	167.501	2316.95	0	0	-11543	0	0	0	7000
1.518e+06	1518	2.44958	14697.5	227.765	2452.37	0	0	-11401.5	0	0	0	7000
1.519e+06	1519	2.47928	14875.7	170.355	2509.9	0	0	-11763.9	0	0	0	7000
1.52e+06	1520	2.48674	14920.4	183.967	2503.78	0	0	-11548.6	0	0	0	7000
1.521e+06	1521	2.5312	15187.2	183.844	2435.81	0	0	-11795.3	0	0	0	7000
1.522e+06	1522	2.49155	14949.3	197.219	2400.94	0	0	-11389.7	0	0	0	7624.77
1.523e+06	1523	2.43879	14632.8	149.523	2459.19	0	0	-11738.7	0	0	0	7000
1.524e+06	1524	2.46494	14789.6	202.619	2513.79	0	0	-11505.3	0	0	0	7000
1.525e+06	1525	2.48575	14914.5	174.948	2459.51	0	0	-11572.9	0	0	0	7000
1.526e+06	1526	2.39917	14395	177.035	2389.53	0	0	-11417.3	0	0	0	7000
1.527e+06	1527	2.47864	14871.9	169.412	2366.13	0	0	-11433.7	0	0	0	7000
1.528e+06	1528	2.46368	14782.1	187.317	2446.22	0	0	-11512.3	0	0	0	7978.28
1.529e+06	1529	2.53493	15209.6	201.846	2356.79	0	0	-11476.8	0	0	0	7000
1.53e+06	1530	2.44542	14672.5	203.536	2517.6	0	0	-11690.2	0	0	0	7000
1.531e+06	1531	2.45789	14747.3	197.279	2421.84	0	0	-11565.7	0	0	0	7144.97
1.532e+06	1532	2.46302	14778.1	159.444	2400.77	0	0	-11362.2	0	0	0	7000
1.533e+06	1533	2.4585	14751	176.187	2431.61	0	0	-11642.9	0	0	0	7382.11
1.534e+06	1534	2.4479	14687.4	206.364	2491.81	0	0	-11647.1	0	0	0	7000
1.535e+06	1535	2.46438	14786.3	172.264	2351.83	0	0	-11636.4	0	0	0	7000
1.536e+06	1536	2.47475	14848.5	159.5	2569.02	0	0	-11507.9	0	0	0	7000
1.537e+06	1537	2.42476	14548.5	164.272	2586.87	0	0	-11466.6	0	0	0	7000
1.538e+06	1538	2.48396	14903.8	211.534	2433.94	0	0	-11487.2	0	0	0	7000
1.539e+06	1539	2.51336	15080.1	195.385	2529.85	0	0	-11366.3	0	0	0	7049.78
1.54e+06	1540	2.53885	15233.1	182.583	2439.79	0	0	-11227.7	0	0	0	7000
1.541e+06	1541	2.46493	14789.6	168.741	2418.31	0	0	-11197.3	0	0	0	7168.91
1.542e+06	1542	2.48856	14931.3	175.341	2527.62	0	0	-11222.1	0	0	0	7000
1.543e+06	1543	2.52067	15124	206.743	2270.66	0	0	-11439.6	0	0	0	7000
1.544e+06	1544	2.48317	14899	197.346	2443.04	0	0	-11243.9	0	0	0	7000
1.545e+06	1545	2.50558	15033.5	199.984	2264.04	0	0	-11467.6	0	0	0	7018.24
1.546e+06	1546	2.47723	14863.4	160.652	2341.19	0	0	-11514.7	0	0	0	7496.3
1.547e+06	1547	2.46239	14774.3	192.359	2389.32	0	0	-11409.6	0	0	0	7000
1.548e+06	1548	2.49157	14949.4	156.787	2470.23	0	0	-11260.6	0	0	0	7000
1.549e+06	1549	2.51725	15103.5	203.861	2390.57	0	0	-11304.2	0	0	0	7000
1.55e+06	1550	2.48619	14917.1	179.276	2443.79	0	0	-11614.3	0	0	0	7000
1.551e+06	1551	2.51698	15101.9	179.366	2456.33	0	0	-11254.5	0	0	0	7000
1.552e+06	1552	2.51038	15062.3	174.502	2592.57	0	0	-11598.8	0	0	0	7407.09
