step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	tab-dynamic_0	cr_5	count_0	Fmax
2.613e+06	2613	2.49765	14985.9	174.39	2466.77	0	0	-11325.4	0	0	0	7000
2.614e+06	2614	2.49	14940	182.837	2326.81	0	0	-11561.5	0	0	0	7308.92
2.615e+06	2615	2.49667	14980	149.065	2460.38	0	0	-11146.8	0	0	0	7000
2.616e+06	2616	2.48847	14930.8	193.229	2406.6	0	0	-11456.2	0	0	0	7000
2.617e+06	2617	2.50866	15052	182.002	2288.74	0	0	-11425	0	0	0	7000
2.618e+06	2618	2.41245	14474.7	157.759	2417.29	0	0	-11588	0	0	0	7000
2.619e+06	2619	2.46303	14778.2	155.15	2455.19	0	0	-11391.3	0	0	0	7284.21
2.62e+06	2620	2.48519	14911.1	167.099	2369.1	0	0	-11428	0	0	0	7013.21
2.621e+06	2621	2.49268	14956.1	166.801	2510.47	0	0	-11510.6	0	0	0	7000
2.622e+06	2622	2.50725	15043.5	197.573	2388.88	0	0	-11515.1	0	0	0	7000
2.623e+06	2623	2.41853	14511.2	186.525	2590.57	0	0	-11256.8	0	0	0	7000
2.624e+06	2624	2.47697	14861.8	150.833	2345.52	0	0	-11411	0	0	0	7000
2.625e+06	2625	2.39055	14343.3	160.341	2372.5	0	0	-11277.6	0	0	0	7000
2.626e+06	2626	2.46772	14806.3	179.464	2293.19	0	0	-11418.2	0	0	0	7094.88
2.627e+06	2627	2.40485	14429.1	174.583	2286.71	0	0	-11494	0	0	0	7512.63
2.628e+06	2628	2.47838	14870.3	158.376	2365.73	0	0	-11450.2	0	0	0	7000
2.629e+06	2629	2.48184	14891	161.914	2459.79	0	0	-11569	0	0	0	7000
2.63e+06	2630	2.50997	15059.8	196.997	2457.91	0	0	-11600.7	0	0	0	7000
2.631e+06	2631	2.42984	14579.1	168.334	2467.34	0	0	-11379.6	0	0	0	7256.07
2.632e+06	2632	2.43204	14592.2	144.854	2392.63	0	0	-11650.7	0	0	0	7000
2.633e+06	2633	2.4517	14710.2	158.686	2392.42	0	0	-11493.9	0	0	0	7000
2.634e+06	2634	2.52198	15131.9	171.736	2485.49	0	0	-11679	0	0	0	7682.36
2.635e+06	2635	2.48224	14893.4	161.825	2576.41	0	0	-11699.9	0	0	0	7611.96
2.636e+06	2636	2.45188	14711.3	143.086	2324.91	0	0	-11553.5	0	0	0	7765.03
2.637e+06	2637	2.47777	14866.6	198.624	2476.62	0	0	-11705	0	0	0	7000
2.638e+06	2638	2.49589	14975.3	213.561	2475.15	0	0	-11737.4	0	0	0	7000
2.639e+06	2639	2.46448	14786.9	171.458	2649.96	0	0	-11630	0	0	0	7000
2.64e+06	2640	2.47461	14847.6	194.059	2456.67	0	0	-11465.2	0	0	0	7000
2.641e+06	2641	2.46501	14790.1	199.06	2394.8	0	0	-11422.5	0	0	0	7000
2.642e+06	2642	2.44963	14697.8	176.798	2502.91	0	0	-11223.6	0	0	0	7000
2.643e+06	2643	2.50208	15012.5	211.67	2280.46	0	0	-11275.1	0	0	0	7000
2.644e+06	2644	2.4972	14983.2	220.055	2396.67	0	0	-11347.3	0	0	0	7000
2.645e+06	2645	2.42179	14530.7	165.522	2405.08	0	0	-11535.8	0	0	0	7000
2.646e+06	2646	2.43939	14636.4	203.314	2395.58	0	0	-11698.2	0	0	0	7612.05
2.647e+06	2647	2.45423	14725.4	193.468	2379.62	0	0	-11351.1	0	0	0	7660.81
2.648e+06	2648	2.51231	15073.8	160.849	2360.4	0	0	-11531.8	0	0	0	7000
2.649e+06	2649	2.46321	14779.2	196.937	2318.05	0	0	-11315.7	0	0	0	7000
2.65e+06	2650	2.40308	14418.5	253.192	2432.29	0	0	-11451	0	0	0	7130.33
2.651e+06	2651	2.53444	15206.7	197.366	2441.21	0	0	-11135.1	0	0	0	7000
2.652e+06	2652	2.47685	14861.1	136.308	2444.53	0	0	-11650.2	0	0	0	7000
2.653e+06	2653	2.50775	15046.5	165.061	2509.45	0	0	-11303.2	0	0	0	7000
2.654e+06	2654	2.52908	15174.5	152.956	2525.69	0	0	-11519.4	0	0	0	7012.2
2.655e+06	2655	2.45891	14753.4	185.963	2604.48	0	0	-11511.7	0	0	0	7514
2.656e+06	2656	2.45271	14716.3	245.639	2499.44	0	0	-11598.6	0	0	0	7000
2.657e+06	2657	2.51933	15116	201.46	2550.6	0	0	-11412.9	0	0	0	7000
2.658e+06	2658	2.50335	15020.1	180.745	2503	0	0	-11489.4	0	0	0	7000
2.659e+06	2659	2.45817	14749	174.897	2520.6	0	0	-11445.9	0	0	0	7000
2.66e+06	2660	2.48734	14924.1	180.303	2403.45	0	0	-11539.2	0	0	0	7000
2.661e+06	2661	2.46444	14786.7	202.022	2408.3	0	0	-11504.5	0	0	0	9300.03
2.662e+06	2662	2.46755	14805.3	148.133	2337.42	0	0	-11300.3	0	0	0	7290.93
2.663e+06	2663	2.52381	15142.8	224.964	2324.36	0	0	-11307.3	0	0	0	7000
2.664e+06	2664	2.47721	14863.3	181.756	2280.73	0	0	-11287.6	0	0	0	7000
2.665e+06	2665	2.52614	15156.8	161.165	2355.68	0	0	-11449.9	0	0	0	7000
2.666e+06	2666	2.48003	14880.2	162.271	2402.11	0	0	-11486.6	0	0	0	7000
2.667e+06	2667	2.48324	14899.4	185.077	2255.56	0	0	-11487.6	0	0	0	7000
2.668e+06	2668	2.4475	14685	189.702	2511.45	0	0	-11454.3	0	0	0	7264.3
2.669e+06	2669	2.48049	14882.9	171.415	2522.99	0	0	-11210.5	0	0	0	7000
2.67e+06	2670	2.50903	15054.2	200.984	2559.4	0	0	-11147	0	0	0	7442.45
2.671e+06	2671	2.41483	14489	178.622	2604.05	0	0	-11396.9	0	0	0	7000
2.672e+06	2672	2.41672	14500.3	172.803	2350.01	0	0	-11490.1	0	0	0	7000
2.673e+06	2673	2.50887	15053.2	155.188	2399.92	0	0	-11411	0	0	0	7000
2.674e+06	2674	2.52286	15137.2	152.616	2374.11	0	0	-11510.7	0	0	0	7000
2.675e+06	2675	2.45768	14746.1	140.504	2497.15	0	0	-11568.8	0	0	0	7000
2.676e+06	2676	2.48207	14892.4	191.393	2367.73	0	0	-11540.1	0	0	0	7000
2.677e+06	2677	2.48787	14927.2	174.048	2473.65	0	0	-11799.4	0	0	0	7000
2.678e+06	2678	2.45758	14745.5	189.506	2371.47	0	0	-11510.9	0	0	0	7000
2.679e+06	2679	2.4891	14934.6	158.862	2368.12	0	0	-11415.8	0	0	0	7000
2.68e+06	2680	2.51984	15119.1	156.486	2458.04	0	0	-11423.3	0	0	0	7605.33
2.681e+06	2681	2.47711	14862.7	169.787	2546.36	0	0	-11413.1	0	0	0	7000
2.682e+06	2682	2.54301	15258.1	162.577	2454.79	0	0	-11735.4	0	0	0	7008.08
2.683e+06	2683	2.43674	14620.5	175.757	2417.63	0	0	-11488.1	0	0	0	8259.12
2.684e+06	2684	2.50969	15058.2	168.097	2444.73	0	0	-11385.9	0	0	0	7000
2.685e+06	2685	2.48825	14929.5	185.811	2373.66	0	0	-11377.5	0	0	0	7000
2.686e+06	2686	2.42685	14561.1	181.573	2471.45	0	0	-11601.5	0	0	0	7000
2.687e+06	2687	2.44003	14640.2	178.706	2395.59	0	0	-11218.2	0	0	0	7000
2.688e+06	2688	2.48217	14893	172.247	2442.45	0	0	-11341.7	0	0	0	7000
2.689e+06	2689	2.47415	14844.9	159.452	2534.95	0	0	-11554.7	0	0	0	7000
2.69e+06	2690	2.46343	14780.6	170.728	2416.72	0	0	-11338.3	0	0	0	7000
2.691e+06	2691	2.48575	14914.5	195.925	2366.09	0	0	-11608	0	0	0	7000
2.692e+06	2692	2.50458	15027.5	162.88	2390.1	0	0	-11423.3	0	0	0	7056.98
2.693e+06	2693	2.44635	14678.1	174.524	2499.94	0	0	-11394.7	0	0	0	7000
2.694e+06	2694	2.45658	14739.5	165.64	2360.2	0	0	-11371.8	0	0	0	7000
2.695e+06	2695	2.49271	14956.3	176.446	2363.99	0	0	-11284.7	0	0	0	7000
2.696e+06	2696	2.494	14964	137.482	2451.52	0	0	-11256.8	0	0	0	7047.39
2.697e+06	2697	2.429	14574	172.115	2456.75	0	0	-11054.6	0	0	0	7000
2.698e+06	2698	2.5004	15002.4	158.995	2376.67	0	0	-11505.4	0	0	0	7000
2.699e+06	2699	2.53505	15210.3	162.996	2446.21	0	0	-11503.9	0	0	0	7000
2.7e+06	2700	2.54191	15251.5	163.558	2562.4	0	0	-11287.8	0	0	0	7000
2.701e+06	2701	2.48851	14931.1	170.43	2514.35	0	0	-11308.7	0	0	0	7022.73
2.702e+06	2702	2.41704	14502.3	184.846	2458.82	0	0	-11649.3	0	0	0	7000
2.703e+06	2703	2.46109	14766.6	204.409	2349.62	0	0	-11313.6	0	0	0	7000
2.704e+06	2704	2.53356	15201.4	178.091	2606.01	0	0	-11503.8	0	0	0	7000
2.705e+06	2705	2.47054	14823.3	191.804	2201.64	0	0	-11368.9	0	0	0	7000
2.706e+06	2706	2.50625	15037.5	185.878	2380.93	0	0	-11232.9	0	0	0	7000
2.707e+06	2707	2.40825	14449.5	157.232	2273.25	0	0	-11503.4	0	0	0	7000
2.708e+06	2708	2.51772	15106.3	169.526	2659.34	0	0	-11309.7	0	0	0	7000
2.709e+06	2709	2.46944	14816.6	148.35	2541.99	0	0	-11325.8	0	0	0	7000
2.71e+06	2710	2.45703	14742.2	207.077	2412.58	0	0	-11423.8	0	0	0	7000
2.711e+06	2711	2.45027	14701.6	205.569	2499.4	0	0	-11641.8	0	0	0	7000
2.712e+06	2712	2.43143	14588.6	158.048	2464.98	0	0	-11549	0	0	0	7000
2.713e+06	2713	2.45998	14759.9	157.129	2364.86	0	0	-11744.9	0	0	0	7000
2.714e+06	2714	2.43502	14610.1	139.017	2491.98	0	0	-11588.4	0	0	0	7000
2.715e+06	2715	2.50065	15003.9	208.182	2286.42	0	0	-11843.2	0	0	0	7000
2.716e+06	2716	2.51809	15108.5	150.096	2448.49	0	0	-11494.7	0	0	0	7000
2.717e+06	2717	2.4553	14731.8	148.742	2451.11	0	0	-11497.4	0	0	0	7000
2.718e+06	2718	2.46039	14762.3	168.753	2411.65	0	0	-11443.4	0	0	0	7000
2.719e+06	2719	2.45873	14752.4	174.372	2478.55	0	0	-11581.9	0	0	0	7000
2.72e+06	2720	2.43934	14636	176.013	2439.12	0	0	-11259.1	0	0	0	7000
2.721e+06	2721	2.48931	14935.9	171.003	2436.35	0	0	-11619.4	0	0	0	7000
2.722e+06	2722	2.50045	15002.7	194.404	2384.03	0	0	-11341.8	0	0	0	7203.41
2.723e+06	2723	2.4325	14595	176.631	2388.9	0	0	-11308.3	0	0	0	7000
2.724e+06	2724	2.44868	14692.1	180.767	2577.22	0	0	-11367.3	0	0	0	7000
2.725e+06	2725	2.51465	15087.9	158.824	2354.63	0	0	-11694.3	0	0	0	7000
2.726e+06	2726	2.46031	14761.8	175.96	2469.37	0	0	-11597.1	0	0	0	7000
2.727e+06	2727	2.49149	14948.9	212.039	2625.72	0	0	-11442.3	0	0	0	7000
2.728e+06	2728	2.43768	14626.1	169.345	2475.14	0	0	-11556.3	0	0	0	7000
2.729e+06	2729	2.50827	15049.6	183.883	2412.21	0	0	-11645.5	0	0	0	7519.27
2.73e+06	2730	2.44327	14659.6	186.254	2351.72	0	0	-11533.5	0	0	0	7000
2.731e+06	2731	2.43374	14602.5	174.085	2522.05	0	0	-11508.8	0	0	0	7108.32
2.732e+06	2732	2.46042	14762.5	142.127	2399.14	0	0	-11460.8	0	0	0	7000
2.733e+06	2733	2.4226	14535.6	172.963	2362.93	0	0	-11558.5	0	0	0	7000
2.734e+06	2734	2.48308	14898.5	194.183	2442.37	0	0	-11563.6	0	0	0	7000
2.735e+06	2735	2.4819	14891.4	156.862	2437.34	0	0	-11507.8	0	0	0	7212.35
2.736e+06	2736	2.49417	14965	184.649	2444.22	0	0	-11500.3	0	0	0	7000
2.737e+06	2737	2.51323	15079.4	160.47	2351.96	0	0	-11520	0	0	0	7232.38
2.738e+06	2738	2.47248	14834.9	166.81	2364.47	0	0	-11390.3	0	0	0	7000
2.739e+06	2739	2.54945	15296.7	191.377	2310.08	0	0	-11743.1	0	0	0	7000
2.74e+06	2740	2.44051	14643.1	163.947	2382.37	0	0	-11816.4	0	0	0	7000
2.741e+06	2741	2.44513	14670.8	210.402	2581.88	0	0	-11705.5	0	0	0	7000
2.742e+06	2742	2.46101	14766.1	159.476	2491.08	0	0	-11542.5	0	0	0	7000
2.743e+06	2743	2.46238	14774.3	188.523	2342.8	0	0	-11908.6	0	0	0	7000
2.744e+06	2744	2.49437	14966.2	170.968	2451.48	0	0	-11674.1	0	0	0	7000
2.745e+06	2745	2.4887	14932.2	148.056	2360.21	0	0	-11752.4	0	0	0	7004.03
2.746e+06	2746	2.51781	15106.8	151.158	2488.31	0	0	-11683	0	0	0	7000
2.747e+06	2747	2.46454	14787.2	202.387	2473.6	0	0	-11691.3	0	0	0	7000
2.748e+06	2748	2.50903	15054.2	146.738	2456.29	0	0	-11775.5	0	0	0	7558.35
2.749e+06	2749	2.48148	14888.9	183.147	2432.65	0	0	-11752	0	0	0	7000
2.75e+06	2750	2.45998	14759.9	174.328	2615.03	0	0	-11789.7	0	0	0	7000
2.751e+06	2751	2.49093	14945.6	207.94	2460.99	0	0	-11706.3	0	0	0	7000
2.752e+06	2752	2.49719	14983.1	171.032	2342.01	0	0	-11839	0	0	0	7000
2.753e+06	2753	2.48657	14919.4	203.411	2291.64	0	0	-11684.2	0	0	0	7000
2.754e+06	2754	2.43347	14600.8	164.616	2433.3	0	0	-11664.6	0	0	0	7000
2.755e+06	2755	2.45007	14700.4	135.229	2501.07	0	0	-11699.8	0	0	0	7000
2.756e+06	2756	2.50131	15007.9	131.826	2403.38	0	0	-11474.5	0	0	0	7725.24
2.757e+06	2757	2.48592	14915.5	186.037	2444.51	0	0	-11594.8	0	0	0	7000
2.758e+06	2758	2.50339	15020.3	182.06	2448.62	0	0	-11525.8	0	0	0	7000
2.759e+06	2759	2.41286	14477.2	198.581	2545.08	0	0	-11445.7	0	0	0	7000
2.76e+06	2760	2.47045	14822.7	169.777	2352	0	0	-11527.2	0	0	0	7000
2.761e+06	2761	2.48681	14920.8	164.721	2493.12	0	0	-11582.3	0	0	0	7000
2.762e+06	2762	2.45095	14705.7	205.419	2574.81	0	0	-11740.3	0	0	0	7000
2.763e+06	2763	2.46424	14785.4	195.383	2380.68	0	0	-11854.5	0	0	0	7000
2.764e+06	2764	2.47474	14848.4	162.866	2537.8	0	0	-11697.6	0	0	0	7000
2.765e+06	2765	2.42615	14556.9	199.395	2514.14	0	0	-11811.1	0	0	0	7000
2.766e+06	2766	2.4672	14803.2	223.254	2339.97	0	0	-11633.9	0	0	0	7000
2.767e+06	2767	2.44736	14684.2	170.112	2471.05	0	0	-11855.1	0	0	0	7090.09
2.768e+06	2768	2.49616	14977	162.712	2282.08	0	0	-11575.8	0	0	0	7000
2.769e+06	2769	2.49266	14956	201.68	2363.21	0	0	-11593.2	0	0	0	7000
2.77e+06	2770	2.4575	14745	160.879	2418.1	0	0	-11777.1	0	0	0	7000
2.771e+06	2771	2.52748	15164.9	189.591	2670.02	0	0	-11857.5	0	0	0	7000
2.772e+06	2772	2.40984	14459	164.738	2442.45	0	0	-11587.5	0	0	0	7655.98
2.773e+06	2773	2.46359	14781.5	234.131	2451.99	0	0	-11512.9	0	0	0	7000
2.774e+06	2774	2.48821	14929.3	148.859	2481.92	0	0	-11526.6	0	0	0	7000
2.775e+06	2775	2.51354	15081.2	160.274	2416.43	0	0	-11638.2	0	0	0	7000
2.776e+06	2776	2.47966	14878	159.829	2366.88	0	0	-11469.3	0	0	0	7000
2.777e+06	2777	2.50241	15014.5	169.112	2504.94	0	0	-11460.8	0	0	0	7000
2.778e+06	2778	2.48519	14911.1	139.25	2426.41	0	0	-11649.9	0	0	0	7000
2.779e+06	2779	2.50827	15049.6	183.059	2675.64	0	0	-11512.3	0	0	0	7000
2.78e+06	2780	2.50117	15007	190.525	2556.49	0	0	-11386.1	0	0	0	7000
2.781e+06	2781	2.46165	14769.9	140.479	2443.07	0	0	-11468.8	0	0	0	7000
2.782e+06	2782	2.41224	14473.4	175.282	2537.81	0	0	-11356.8	0	0	0	7000
2.783e+06	2783	2.52251	15135.1	223.905	2579.45	0	0	-11295.5	0	0	0	7000
2.784e+06	2784	2.39261	14355.6	201.249	2460.65	0	0	-11484.7	0	0	0	7000
2.785e+06	2785	2.4355	14613	170.987	2506.71	0	0	-11271.3	0	0	0	7000
2.786e+06	2786	2.48574	14914.4	183.204	2272.35	0	0	-11321.4	0	0	0	7681.84
2.787e+06	2787	2.50409	15024.5	185.79	2473	0	0	-11529.2	0	0	0	7000
2.788e+06	2788	2.47402	14844.1	183.462	2486.03	0	0	-11490.6	0	0	0	7000
2.789e+06	2789	2.4501	14700.6	186.948	2463.43	0	0	-11470	0	0	0	7000
2.79e+06	2790	2.54806	15288.3	170.675	2613.94	0	0	-11483.8	0	0	0	7000
2.791e+06	2791	2.50543	15032.6	185.87	2522.48	0	0	-11463.1	0	0	0	7000
2.792e+06	2792	2.50733	15044	206.499	2383.94	0	0	-11520.7	0	0	0	7000
2.793e+06	2793	2.43958	14637.5	220.014	2358.97	0	0	-11573.3	0	0	0	8341.85
2.794e+06	2794	2.41452	14487.1	205.216	2275.79	0	0	-11377.7	0	0	0	7000
2.795e+06	2795	2.50546	15032.7	158.106	2379.31	0	0	-11457.6	0	0	0	7078.31
2.796e+06	2796	2.49218	14953.1	181.129	2511.46	0	0	-11579.5	0	0	0	7300.95
2.797e+06	2797	2.48271	14896.3	158.738	2375.11	0	0	-11318.1	0	0	0	7000
2.798e+06	2798	2.4782	14869.2	165.698	2488.07	0	0	-11553.2	0	0	0	7000
2.799e+06	2799	2.44086	14645.2	142.472	2446.66	0	0	-11237.5	0	0	0	7000
2.8e+06	2800	2.45412	14724.7	157.939	2528.06	0	0	-11372.3	0	0	0	7000
2.801e+06	2801	2.49639	14978.3	187.61	2428.43	0	0	-11350.5	0	0	0	7000
2.802e+06	2802	2.5063	15037.8	198.568	2378.29	0	0	-11258.6	0	0	0	7064.97
2.803e+06	2803	2.4272	14563.2	194.891	2565.1	0	0	-11264.1	0	0	0	7000
2.804e+06	2804	2.46267	14776	157.151	2423.72	0	0	-11339.4	0	0	0	7000
2.805e+06	2805	2.51746	15104.8	198.678	2388.6	0	0	-11245.7	0	0	0	7379.65
2.806e+06	2806	2.47441	14846.4	197.713	2311.13	0	0	-11182.5	0	0	0	7068.55
2.807e+06	2807	2.4916	14949.6	196.537	2453.9	0	0	-11451.4	0	0	0	7000
2.808e+06	2808	2.51768	15106.1	187.78	2454.21	0	0	-11177.3	0	0	0	7000
2.809e+06	2809	2.49714	14982.8	197.327	2391.94	0	0	-11508.3	0	0	0	7000
2.81e+06	2810	2.41083	14465	179.666	2441.68	0	0	-11437	0	0	0	7717.05
2.811e+06	2811	2.49068	14944.1	174.486	2376.26	0	0	-11453.5	0	0	0	7000
2.812e+06	2812	2.45234	14714.1	183.648	2366.94	0	0	-11446.3	0	0	0	7000
2.813e+06	2813	2.45397	14723.8	160.186	2342.8	0	0	-11089.1	0	0	0	7000
2.814e+06	2814	2.46169	14770.1	169.658	2476.79	0	0	-11312.5	0	0	0	7000
2.815e+06	2815	2.48143	14888.6	214.004	2379.65	0	0	-11499.7	0	0	0	7000
2.816e+06	2816	2.4594	14756.4	184.785	2484.98	0	0	-11260.9	0	0	0	7000
2.817e+06	2817	2.47414	14844.8	159.556	2616.22	0	0	-11414.8	0	0	0	7000
2.818e+06	2818	2.46898	14813.9	136.622	2513.6	0	0	-11570.5	0	0	0	7000
2.819e+06	2819	2.50859	15051.6	175.035	2450.84	0	0	-11453.5	0	0	0	8130.54
2.82e+06	2820	2.50156	15009.4	200.468	2444.07	0	0	-11429	0	0	0	7000
2.821e+06	2821	2.46678	14800.7	167.577	2480.41	0	0	-11490.6	0	0	0	7000
2.822e+06	2822	2.43156	14589.3	184.068	2431.59	0	0	-11411.8	0	0	0	7606.69
2.823e+06	2823	2.51965	15117.9	187.605	2395.01	0	0	-11566	0	0	0	7000
2.824e+06	2824	2.48153	14889.2	172.573	2416.38	0	0	-11211.2	0	0	0	7000
2.825e+06	2825	2.49032	14941.9	205.343	2420.27	0	0	-11496.9	0	0	0	7000
2.826e+06	2826	2.47002	14820.1	172.248	2316.56	0	0	-11313.8	0	0	0	7000
2.827e+06	2827	2.4813	14887.8	176.926	2544.78	0	0	-11439	0	0	0	7000
2.828e+06	2828	2.4998	14998.8	190.472	2421.31	0	0	-11533.1	0	0	0	7000
2.829e+06	2829	2.48758	14925.5	174.793	2569.37	0	0	-11418.5	0	0	0	7000
2.83e+06	2830	2.50058	15003.5	211.195	2495.47	0	0	-11732.2	0	0	0	7000
2.831e+06	2831	2.45273	14716.4	192.242	2472.22	0	0	-11653.8	0	0	0	7132.66
2.832e+06	2832	2.53147	15188.8	205.238	2406.56	0	0	-11641.3	0	0	0	7000
2.833e+06	2833	2.47841	14870.4	159.301	2432.03	0	0	-11828.8	0	0	0	7000
2.834e+06	2834	2.53674	15220.5	241.833	2480.64	0	0	-11531.6	0	0	0	7000
2.835e+06	2835	2.43377	14602.6	185.766	2419.87	0	0	-11737.8	0	0	0	7000
2.836e+06	2836	2.46941	14816.5	172.126	2521.61	0	0	-11663.4	0	0	0	7000
2.837e+06	2837	2.49346	14960.7	158.252	2415.5	0	0	-11369	0	0	0	7000
2.838e+06	2838	2.46393	14783.6	170.854	2443	0	0	-11559.3	0	0	0	7000
2.839e+06	2839	2.4198	14518.8	183.651	2560.24	0	0	-11607.7	0	0	0	7000
2.84e+06	2840	2.49817	14989	169.95	2461.42	0	0	-11413.9	0	0	0	7000
2.841e+06	2841	2.50021	15001.3	178.505	2496.07	0	0	-11819.2	0	0	0	7430.76
2.842e+06	2842	2.54231	15253.9	206.008	2707.46	0	0	-11550.6	0	0	0	7000
2.843e+06	2843	2.49378	14962.7	203.558	2438.76	0	0	-11493.1	0	0	0	7000
2.844e+06	2844	2.46339	14780.3	180.416	2417.58	0	0	-11217.4	0	0	0	7000
2.845e+06	2845	2.47604	14856.2	169.945	2385.97	0	0	-11225.9	0	0	0	7165.13
2.846e+06	2846	2.44962	14697.7	195.482	2484.09	0	0	-11050.9	0	0	0	7098.77
2.847e+06	2847	2.46719	14803.1	183.3	2502.92	0	0	-11438.9	0	0	0	7000
2.848e+06	2848	2.49691	14981.4	174.516	2368.73	0	0	-11531.7	0	0	0	7000
2.849e+06	2849	2.44648	14678.9	227.701	2456.14	0	0	-11094.1	0	0	0	7000
2.85e+06	2850	2.5342	15205.2	141.561	2399.98	0	0	-11236.1	0	0	0	7000
2.851e+06	2851	2.46676	14800.5	180.342	2341.51	0	0	-11453.2	0	0	0	7000
2.852e+06	2852	2.46988	14819.3	200.99	2472.84	0	0	-11419.6	0	0	0	7000
2.853e+06	2853	2.46725	14803.5	172.111	2485.5	0	0	-11041	0	0	0	7000
2.854e+06	2854	2.45924	14755.4	168.628	2479.98	0	0	-11102.3	0	0	0	7680.6
2.855e+06	2855	2.50718	15043.1	207.39	2522.2	0	0	-11343.1	0	0	0	7387.69
2.856e+06	2856	2.45881	14752.8	151.898	2365.52	0	0	-11640.9	0	0	0	7000
2.857e+06	2857	2.46328	14779.7	168.992	2373.04	0	0	-11407	0	0	0	7000
2.858e+06	2858	2.51489	15089.4	247.539	2430.68	0	0	-11755.9	0	0	0	7370.76
2.859e+06	2859	2.47644	14858.6	182.766	2548.32	0	0	-11712.4	0	0	0	7124.53
2.86e+06	2860	2.51359	15081.6	237.557	2351.94	0	0	-11515.2	0	0	0	7973.96
2.861e+06	2861	2.48006	14880.4	160.447	2400.36	0	0	-11886.9	0	0	0	7000
2.862e+06	2862	2.47511	14850.6	183.089	2497.26	0	0	-11885.2	0	0	0	7192.36
2.863e+06	2863	2.50019	15001.1	136.516	2340.96	0	0	-11850.6	0	0	0	7000
2.864e+06	2864	2.4054	14432.4	203.093	2398.39	0	0	-11624.2	0	0	0	7000
2.865e+06	2865	2.44917	14695	168.153	2349.01	0	0	-11384.9	0	0	0	7000
2.866e+06	2866	2.51713	15102.8	191.107	2509.62	0	0	-11614.2	0	0	0	7000
2.867e+06	2867	2.49241	14954.5	174.491	2573.68	0	0	-11587.7	0	0	0	7000
2.868e+06	2868	2.50413	15024.8	182.829	2376.57	0	0	-11508.8	0	0	0	7000
2.869e+06	2869	2.50961	15057.6	145.962	2377.64	0	0	-11475	0	0	0	7000
2.87e+06	2870	2.48534	14912	159.395	2457.09	0	0	-11589.7	0	0	0	7000
2.871e+06	2871	2.51142	15068.5	183.846	2337.54	0	0	-11768.7	0	0	0	7000
2.872e+06	2872	2.49385	14963.1	178.417	2304.41	0	0	-11487.3	0	0	0	7000
2.873e+06	2873	2.43911	14634.7	201.544	2452.39	0	0	-11511.8	0	0	0	7000
2.874e+06	2874	2.47533	14852	132.927	2449.75	0	0	-11481.1	0	0	0	7000
2.875e+06	2875	2.44552	14673.1	194.761	2426.56	0	0	-11558.4	0	0	0	7141.7
2.876e+06	2876	2.52945	15176.7	180.169	2578.1	0	0	-11545.5	0	0	0	7000
2.877e+06	2877	2.52278	15136.7	159.582	2488.94	0	0	-11288.8	0	0	0	7000
2.878e+06	2878	2.46815	14808.9	174.176	2499.42	0	0	-11123.4	0	0	0	7000
2.879e+06	2879	2.38553	14313.2	155.536	2504.54	0	0	-11540.8	0	0	0	7000
2.88e+06	2880	2.50723	15043.4	204.091	2495.54	0	0	-11435.2	0	0	0	7000
2.881e+06	2881	2.48024	14881.5	193.012	2327.29	0	0	-11431.8	0	0	0	7457.6
2.882e+06	2882	2.45573	14734.4	156.568	2476.57	0	0	-11493.4	0	0	0	7000
2.883e+06	2883	2.44489	14669.3	169.998	2389.22	0	0	-11536.5	0	0	0	7000
2.884e+06	2884	2.46086	14765.2	130.854	2420.44	0	0	-11590.2	0	0	0	7000
2.885e+06	2885	2.38909	14334.6	163.361	2369.94	0	0	-11584.8	0	0	0	7000
2.886e+06	2886	2.46997	14819.8	182.497	2433.62	0	0	-11598.6	0	0	0	7323
2.887e+06	2887	2.48457	14907.4	157.806	2422.96	0	0	-11432.8	0	0	0	7023.27
2.888e+06	2888	2.50203	15012.2	179.235	2428.05	0	0	-11571.8	0	0	0	7000
2.889e+06	2889	2.4729	14837.4	170.736	2485.16	0	0	-11506.2	0	0	0	7000
2.89e+06	2890	2.4868	14920.8	169.855	2333.01	0	0	-11688.5	0	0	0	7047.83
2.891e+06	2891	2.50932	15055.9	149.98	2433.98	0	0	-11434.1	0	0	0	7000
2.892e+06	2892	2.50876	15052.6	198.226	2424.27	0	0	-11517.4	0	0	0	7000
2.893e+06	2893	2.4603	14761.8	153.114	2444.7	0	0	-11519	0	0	0	7184.85
2.894e+06	2894	2.48848	14930.9	149.141	2492.7	0	0	-11688.4	0	0	0	7000
2.895e+06	2895	2.48788	14927.3	198.333	2417.98	0	0	-11656.6	0	0	0	7000
2.896e+06	2896	2.51246	15074.8	157.071	2363.73	0	0	-11482.1	0	0	0	7000
2.897e+06	2897	2.44945	14696.7	189.113	2373.11	0	0	-11456.2	0	0	0	7000
2.898e+06	2898	2.46753	14805.2	171.771	2466.68	0	0	-11666.4	0	0	0	7000
2.899e+06	2899	2.50086	15005.2	165.524	2444.59	0	0	-11583.9	0	0	0	7000
2.9e+06	2900	2.46195	14771.7	178.693	2506.04	0	0	-11109.9	0	0	0	7095.89
2.901e+06	2901	2.50083	15005	214.808	2513.63	0	0	-11538.7	0	0	0	7000
2.902e+06	2902	2.45433	14726	143.719	2504.14	0	0	-11566.8	0	0	0	7000
