step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	tab-dynamic_0	count_0	Fmax
2.58e+06	2580	2.46092	14765.5	182.092	2536.53	0	0	-11437.1	0	0	7330.14
2.581e+06	2581	2.43041	14582.5	196.913	2423.92	0	0	-11563.2	0	0	6782.47
2.582e+06	2582	2.45756	14745.4	193.362	2372.8	0	0	-11544.9	0	0	6533.7
2.583e+06	2583	2.43248	14594.9	179.725	2442.07	0	0	-11712	0	0	6615.45
2.584e+06	2584	2.48491	14909.5	178.945	2393.13	0	0	-11366.8	0	0	6582.82
2.585e+06	2585	2.48918	14935.1	178.456	2442.25	0	0	-11379.1	0	0	6017.86
2.586e+06	2586	2.45272	14716.3	154.238	2379	0	0	-11686.6	0	0	6552.75
2.587e+06	2587	2.47385	14843.1	179.756	2483.36	0	0	-11598.1	0	0	6493.51
2.588e+06	2588	2.45284	14717	184.387	2358.49	0	0	-11356.5	0	0	6839.74
2.589e+06	2589	2.54228	15253.7	147.709	2394.85	0	0	-11546.3	0	0	6643.68
2.59e+06	2590	2.53544	15212.6	184.905	2514.24	0	0	-11462.2	0	0	7365.77
2.591e+06	2591	2.49643	14978.6	199.041	2421.25	0	0	-11542.8	0	0	6434.1
2.592e+06	2592	2.41604	14496.2	193.993	2562.27	0	0	-11454.5	0	0	6177.29
2.593e+06	2593	2.48137	14888.2	177.373	2371.76	0	0	-11416.9	0	0	7558
2.594e+06	2594	2.48901	14934.1	192.934	2343.12	0	0	-11411.3	0	0	6631.84
2.595e+06	2595	2.4996	14997.6	219.227	2363.37	0	0	-11266.4	0	0	6637.6
2.596e+06	2596	2.45458	14727.5	201.781	2446.25	0	0	-11318	0	0	6170
2.597e+06	2597	2.46491	14789.5	161.103	2486.62	0	0	-11361.1	0	0	6984.69
2.598e+06	2598	2.46412	14784.7	183.092	2363.6	0	0	-11691.7	0	0	6363.4
2.599e+06	2599	2.4971	14982.6	162.995	2470.62	0	0	-11574	0	0	6911.72
2.6e+06	2600	2.44606	14676.4	180.712	2429.31	0	0	-11418.2	0	0	6457.01
2.601e+06	2601	2.46794	14807.6	165.472	2499.74	0	0	-11131.3	0	0	6576.71
2.602e+06	2602	2.52072	15124.3	199.826	2312.5	0	0	-11617.1	0	0	6476.38
2.603e+06	2603	2.48723	14923.4	189.114	2579.95	0	0	-11460.5	0	0	6081.67
2.604e+06	2604	2.45898	14753.9	138.895	2339.26	0	0	-11448.2	0	0	6286.15
2.605e+06	2605	2.50819	15049.1	167.665	2491.06	0	0	-11402.1	0	0	6153.11
2.606e+06	2606	2.45541	14732.5	162.555	2565.44	0	0	-11427.7	0	0	6860.87
2.607e+06	2607	2.4556	14733.6	184.937	2598.31	0	0	-11794.5	0	0	5917.62
2.608e+06	2608	2.53457	15207.4	210.453	2368.11	0	0	-11531.4	0	0	7032.24
2.609e+06	2609	2.46145	14768.7	179.723	2539.64	0	0	-11459	0	0	6967.9
2.61e+06	2610	2.48919	14935.2	157.749	2465.59	0	0	-11442.8	0	0	6522.64
2.611e+06	2611	2.49661	14979.7	186.489	2456.69	0	0	-11254.9	0	0	6279.61
2.612e+06	2612	2.50372	15022.3	165.488	2324.1	0	0	-11300.2	0	0	6753
2.613e+06	2613	2.48608	14916.5	235.465	2600.43	0	0	-11417.1	0	0	6976.99
2.614e+06	2614	2.52538	15152.3	196.112	2379.11	0	0	-11381.5	0	0	7136.27
2.615e+06	2615	2.50578	15034.7	163.355	2561.19	0	0	-11324	0	0	6119.42
2.616e+06	2616	2.46764	14805.8	195.818	2468.16	0	0	-11250.3	0	0	6380.51
2.617e+06	2617	2.4727	14836.2	168.492	2530.28	0	0	-11707.8	0	0	6322.29
2.618e+06	2618	2.47588	14855.3	161.184	2395.35	0	0	-11347.4	0	0	6610.81
2.619e+06	2619	2.48306	14898.4	158.245	2579.9	0	0	-11524.2	0	0	6861.54
2.62e+06	2620	2.51437	15086.2	165.425	2378.54	0	0	-11487.5	0	0	6706.57
2.621e+06	2621	2.52869	15172.2	171.18	2344.43	0	0	-11444.6	0	0	7106.61
2.622e+06	2622	2.53698	15221.9	133.902	2461.33	0	0	-11372.5	0	0	6196.29
2.623e+06	2623	2.50176	15010.6	168.97	2452.47	0	0	-11558.3	0	0	6567.62
2.624e+06	2624	2.45543	14732.6	199.591	2487.86	0	0	-11457.7	0	0	6994.89
2.625e+06	2625	2.48098	14885.9	189.465	2548.99	0	0	-11513.2	0	0	7053.35
2.626e+06	2626	2.51662	15099.7	149.132	2434.61	0	0	-11699.6	0	0	7136.91
2.627e+06	2627	2.46365	14781.9	168.258	2551.69	0	0	-11498.6	0	0	6343.59
2.628e+06	2628	2.43745	14624.7	155.46	2367.25	0	0	-11398.2	0	0	6508.14
2.629e+06	2629	2.50285	15017.1	145.844	2299.37	0	0	-11633.1	0	0	7105.15
2.63e+06	2630	2.49425	14965.5	198.348	2460.41	0	0	-11506.6	0	0	6429.25
2.631e+06	2631	2.54059	15243.5	142.143	2459.13	0	0	-11448.6	0	0	6701.31
2.632e+06	2632	2.47937	14876.2	178.284	2274.83	0	0	-11676.2	0	0	6279.67
2.633e+06	2633	2.48282	14896.9	162.604	2483.25	0	0	-11392	0	0	6748.2
2.634e+06	2634	2.49524	14971.4	182.968	2537.98	0	0	-11412.8	0	0	7222.33
2.635e+06	2635	2.48791	14927.4	189.854	2462.33	0	0	-11451.8	0	0	6759.41
2.636e+06	2636	2.492	14952	201.018	2337.32	0	0	-11317.5	0	0	6694.8
2.637e+06	2637	2.51355	15081.3	182.014	2461.17	0	0	-11506	0	0	7408.57
2.638e+06	2638	2.44981	14698.8	190.56	2347.24	0	0	-11528.2	0	0	6156.25
2.639e+06	2639	2.37656	14259.4	164.446	2456.73	0	0	-11618	0	0	7054.86
2.64e+06	2640	2.48055	14883.3	233.426	2382.18	0	0	-11812.5	0	0	6459.12
2.641e+06	2641	2.47718	14863.1	193.921	2335.06	0	0	-11521.2	0	0	6327.59
2.642e+06	2642	2.43705	14622.3	132.383	2396.04	0	0	-11583.7	0	0	6475.5
2.643e+06	2643	2.47539	14852.4	161.308	2509.36	0	0	-11508.7	0	0	6188.54
2.644e+06	2644	2.53567	15214	171.251	2375.43	0	0	-11487	0	0	7079.34
2.645e+06	2645	2.4727	14836.2	138.566	2451.39	0	0	-11364.3	0	0	6187.02
2.646e+06	2646	2.51266	15076	179.58	2396.38	0	0	-11518.6	0	0	6522
2.647e+06	2647	2.47163	14829.8	155.265	2568.24	0	0	-11483.7	0	0	8382.02
2.648e+06	2648	2.48301	14898	168.453	2401.11	0	0	-11473.5	0	0	6344.33
2.649e+06	2649	2.47159	14829.5	136.854	2498.69	0	0	-11635.5	0	0	7046.96
2.65e+06	2650	2.47731	14863.9	168.831	2396.92	0	0	-11535.2	0	0	6500.49
2.651e+06	2651	2.43681	14620.9	180.1	2647.77	0	0	-11587.4	0	0	6832.77
2.652e+06	2652	2.4431	14658.6	189.675	2582.1	0	0	-11369.6	0	0	6274.99
2.653e+06	2653	2.49658	14979.5	163.885	2416.13	0	0	-11667.3	0	0	6934.59
2.654e+06	2654	2.42728	14563.7	178.779	2511.81	0	0	-11650.4	0	0	6475.44
2.655e+06	2655	2.44664	14679.8	146.185	2401.1	0	0	-11413.9	0	0	6286.08
2.656e+06	2656	2.47708	14862.5	172.741	2534.84	0	0	-11696.6	0	0	6596.44
2.657e+06	2657	2.45831	14749.8	184.172	2447.84	0	0	-11610.4	0	0	7034.06
2.658e+06	2658	2.43661	14619.7	165.714	2490.4	0	0	-11678.1	0	0	6904.85
2.659e+06	2659	2.48094	14885.7	185.596	2401.37	0	0	-11709.7	0	0	7131.11
2.66e+06	2660	2.42397	14543.8	157.828	2433.37	0	0	-11795.2	0	0	6154.81
2.661e+06	2661	2.44057	14643.4	137.427	2427.32	0	0	-11809.2	0	0	6526.66
2.662e+06	2662	2.45461	14727.7	181.77	2722.01	0	0	-11728.7	0	0	7086.07
2.663e+06	2663	2.45134	14708	178.232	2478.78	0	0	-11813.8	0	0	6286.28
2.664e+06	2664	2.42644	14558.6	157.003	2427.74	0	0	-11689.6	0	0	6508.49
2.665e+06	2665	2.489	14934	202.576	2527.8	0	0	-11361	0	0	6525
2.666e+06	2666	2.49638	14978.3	173.556	2505.64	0	0	-11423.9	0	0	6173.16
2.667e+06	2667	2.46078	14764.7	177.74	2507.02	0	0	-11619.5	0	0	6598.08
2.668e+06	2668	2.51963	15117.8	159.039	2414.54	0	0	-11772.5	0	0	5911.82
2.669e+06	2669	2.47403	14844.2	199.756	2560.16	0	0	-11718.1	0	0	6992.71
2.67e+06	2670	2.47039	14822.4	184.234	2413.24	0	0	-11523	0	0	6280.86
2.671e+06	2671	2.51	15060	174.218	2493.17	0	0	-11599.8	0	0	6419.04
2.672e+06	2672	2.49174	14950.5	197.811	2441.76	0	0	-11721.5	0	0	6398.06
2.673e+06	2673	2.49287	14957.2	180.102	2422.7	0	0	-11263.4	0	0	6828.04
2.674e+06	2674	2.46793	14807.6	206.017	2555.76	0	0	-11495.4	0	0	6803.79
2.675e+06	2675	2.49421	14965.2	191.723	2372.09	0	0	-11584.5	0	0	6344.41
2.676e+06	2676	2.44168	14650.1	149.607	2488.16	0	0	-11565.6	0	0	6365.34
2.677e+06	2677	2.45629	14737.7	176.578	2467.42	0	0	-11274.8	0	0	6881.99
2.678e+06	2678	2.49058	14943.5	165.742	2336.69	0	0	-11492.4	0	0	6306.75
2.679e+06	2679	2.53504	15210.2	145.417	2668.14	0	0	-11500.9	0	0	7392.69
2.68e+06	2680	2.49795	14987.7	190.081	2311.84	0	0	-11337.9	0	0	6790.12
2.681e+06	2681	2.47807	14868.4	189.022	2348.52	0	0	-11570.3	0	0	6580.6
2.682e+06	2682	2.48351	14901.1	183.237	2497.79	0	0	-11644.3	0	0	6783.78
2.683e+06	2683	2.43075	14584.5	203.268	2379.95	0	0	-11560	0	0	6023.98
2.684e+06	2684	2.41308	14478.5	208.469	2404.57	0	0	-11500.2	0	0	6445.17
2.685e+06	2685	2.46417	14785	167.865	2343.98	0	0	-11816.9	0	0	6545.31
2.686e+06	2686	2.47846	14870.8	184.705	2418.95	0	0	-11813.7	0	0	6547.71
2.687e+06	2687	2.47814	14868.8	154.504	2435.25	0	0	-11838.8	0	0	6035.33
2.688e+06	2688	2.47433	14846	193.316	2468.87	0	0	-11673.8	0	0	6724.38
2.689e+06	2689	2.50416	15024.9	203.408	2504.02	0	0	-11611.5	0	0	8315.15
2.69e+06	2690	2.49358	14961.5	192.055	2481.51	0	0	-11736.1	0	0	7049.28
2.691e+06	2691	2.49695	14981.7	191.949	2370.09	0	0	-11611.3	0	0	6587
2.692e+06	2692	2.46191	14771.5	164.837	2383.89	0	0	-11703.8	0	0	6321.52
2.693e+06	2693	2.47734	14864	170.009	2408.69	0	0	-11559	0	0	6213.26
2.694e+06	2694	2.45037	14702.2	161.024	2340.06	0	0	-11493.9	0	0	6090.7
2.695e+06	2695	2.46857	14811.4	171.078	2346.91	0	0	-11817.1	0	0	6443.24
2.696e+06	2696	2.42047	14522.8	159.047	2412.41	0	0	-11663.8	0	0	6630.86
2.697e+06	2697	2.49057	14943.4	199.738	2427.07	0	0	-11555.1	0	0	6389.8
2.698e+06	2698	2.4664	14798.4	187.024	2322.11	0	0	-11440.6	0	0	7324.14
2.699e+06	2699	2.46402	14784.1	181.314	2375.09	0	0	-11331.8	0	0	6941.49
2.7e+06	2700	2.49574	14974.4	186.087	2393.87	0	0	-11792.5	0	0	7106.24
2.701e+06	2701	2.53153	15189.2	187.34	2461.52	0	0	-11730.4	0	0	6442.05
2.702e+06	2702	2.51032	15061.9	181.95	2444.66	0	0	-11625.7	0	0	6163.96
2.703e+06	2703	2.48661	14919.6	213.912	2432.46	0	0	-11833.1	0	0	7274.26
2.704e+06	2704	2.45531	14731.8	173.567	2491.6	0	0	-11543	0	0	9089.56
2.705e+06	2705	2.48919	14935.1	199.912	2492.89	0	0	-11551.9	0	0	7095.99
2.706e+06	2706	2.506	15036	157.534	2444.01	0	0	-11585	0	0	6817.02
2.707e+06	2707	2.50716	15042.9	195.033	2353.99	0	0	-11849.1	0	0	6547.99
2.708e+06	2708	2.49327	14959.6	182.941	2448.01	0	0	-11503.9	0	0	6739.45
2.709e+06	2709	2.52647	15158.8	172.203	2536.35	0	0	-11246.3	0	0	6809.05
2.71e+06	2710	2.44981	14698.8	162.5	2348	0	0	-11683.3	0	0	7132.12
2.711e+06	2711	2.50477	15028.6	169.921	2455.31	0	0	-11567.5	0	0	6504.42
2.712e+06	2712	2.49588	14975.3	190.778	2379.96	0	0	-11640.2	0	0	6576.29
2.713e+06	2713	2.457	14742	177.042	2442.32	0	0	-11589.6	0	0	6336.64
2.714e+06	2714	2.53248	15194.9	205.607	2344.5	0	0	-11864.5	0	0	6930.82
2.715e+06	2715	2.46277	14776.6	153.66	2424.53	0	0	-11856.9	0	0	6376.69
2.716e+06	2716	2.53384	15203.1	147.869	2538.81	0	0	-11667.5	0	0	6798.94
2.717e+06	2717	2.51449	15086.9	167.857	2341.09	0	0	-11410.5	0	0	6132.38
2.718e+06	2718	2.46034	14762	169.363	2370.87	0	0	-11655.7	0	0	6986.68
2.719e+06	2719	2.48349	14900.9	174.095	2417.27	0	0	-11460.6	0	0	6376.02
2.72e+06	2720	2.49373	14962.4	175.232	2350.53	0	0	-11459.1	0	0	6808.65
2.721e+06	2721	2.53171	15190.3	167.346	2468.07	0	0	-11562.8	0	0	6213.63
2.722e+06	2722	2.4777	14866.2	160.605	2388.74	0	0	-11864.4	0	0	6781.5
2.723e+06	2723	2.50339	15020.3	185.884	2565.53	0	0	-11599.5	0	0	6568.85
2.724e+06	2724	2.4928	14956.8	157.111	2458.1	0	0	-11698.3	0	0	6236.81
2.725e+06	2725	2.50515	15030.9	185.751	2344.58	0	0	-11714.4	0	0	6525.34
2.726e+06	2726	2.47554	14853.2	167.313	2483.32	0	0	-11456.8	0	0	6054.6
2.727e+06	2727	2.55696	15341.8	176.817	2465.92	0	0	-11638.1	0	0	7019.07
2.728e+06	2728	2.44795	14687.7	188.6	2389.67	0	0	-11741.7	0	0	6798.14
2.729e+06	2729	2.45497	14729.8	203.953	2436.26	0	0	-11721.8	0	0	7201.91
2.73e+06	2730	2.45284	14717	184.521	2348.57	0	0	-11633.6	0	0	6455.72
2.731e+06	2731	2.45226	14713.6	176.122	2479.36	0	0	-11680.7	0	0	6464.01
2.732e+06	2732	2.5206	15123.6	195.566	2514.25	0	0	-11288.1	0	0	6436.22
2.733e+06	2733	2.44521	14671.3	123.648	2342.48	0	0	-11615.7	0	0	6021.81
2.734e+06	2734	2.46629	14797.7	195.554	2469.87	0	0	-11437.5	0	0	6735.14
2.735e+06	2735	2.42334	14540.1	176.437	2522.22	0	0	-11303.8	0	0	6615.59
2.736e+06	2736	2.41551	14493.1	179.372	2457.3	0	0	-11529.5	0	0	7155.88
2.737e+06	2737	2.49233	14954	188.195	2309.96	0	0	-11370.5	0	0	7943.75
2.738e+06	2738	2.42466	14548	179.796	2489.93	0	0	-11622.1	0	0	6172.67
2.739e+06	2739	2.46638	14798.3	166.227	2352.69	0	0	-11602.8	0	0	6205.23
2.74e+06	2740	2.43993	14639.6	225.523	2537.52	0	0	-11575.5	0	0	6730.66
2.741e+06	2741	2.49364	14961.9	161.813	2455.18	0	0	-11426.3	0	0	6518.33
2.742e+06	2742	2.44923	14695.4	209.328	2424.82	0	0	-11240.6	0	0	6580.02
2.743e+06	2743	2.40393	14423.6	177.852	2363.58	0	0	-11395.6	0	0	7129.11
2.744e+06	2744	2.49278	14956.7	174.75	2406.81	0	0	-11639.4	0	0	6782.49
2.745e+06	2745	2.48305	14898.3	180.585	2440.65	0	0	-11538	0	0	6794.3
2.746e+06	2746	2.49669	14980.2	176.103	2373.49	0	0	-11611.3	0	0	6222.33
2.747e+06	2747	2.48774	14926.4	179.238	2406.22	0	0	-11203.1	0	0	6393.64
2.748e+06	2748	2.43722	14623.3	187.435	2464.14	0	0	-11406.5	0	0	6590.22
2.749e+06	2749	2.43043	14582.6	178.172	2485.75	0	0	-11712.8	0	0	7001.01
2.75e+06	2750	2.45325	14719.5	182.874	2300.51	0	0	-11444	0	0	6268.83
2.751e+06	2751	2.47224	14833.4	149.733	2462.26	0	0	-11531	0	0	7248.61
2.752e+06	2752	2.47842	14870.5	159.976	2393.83	0	0	-11690.7	0	0	6907.03
2.753e+06	2753	2.48628	14917.7	175.047	2420.23	0	0	-11582.6	0	0	6554.61
2.754e+06	2754	2.43902	14634.1	180.341	2496.61	0	0	-11661.9	0	0	8108.34
2.755e+06	2755	2.50616	15036.9	221.197	2479.49	0	0	-11669.4	0	0	6439.19
2.756e+06	2756	2.50137	15008.2	194.32	2384.43	0	0	-11575.8	0	0	7151.91
2.757e+06	2757	2.44067	14644	208.193	2401.79	0	0	-11622.8	0	0	6961.96
2.758e+06	2758	2.49934	14996	183.007	2431.76	0	0	-11501	0	0	6947.56
2.759e+06	2759	2.47693	14861.6	201.644	2484.77	0	0	-11387	0	0	6356.34
2.76e+06	2760	2.4051	14430.6	158.192	2405.25	0	0	-11503.2	0	0	6608.62
2.761e+06	2761	2.44341	14660.4	206.739	2535.31	0	0	-11281.3	0	0	6246.16
2.762e+06	2762	2.53619	15217.1	191.084	2443.84	0	0	-11319	0	0	6540.52
2.763e+06	2763	2.46219	14773.1	193.153	2399.96	0	0	-11516.5	0	0	6953.32
2.764e+06	2764	2.51469	15088.1	187.592	2538.4	0	0	-11450.7	0	0	6591.72
2.765e+06	2765	2.49299	14957.9	178.671	2399.77	0	0	-11371.7	0	0	6573.95
2.766e+06	2766	2.45819	14749.1	185.537	2375.46	0	0	-11192	0	0	6200.54
2.767e+06	2767	2.44039	14642.4	188.762	2466.27	0	0	-11068	0	0	7138.91
2.768e+06	2768	2.47442	14846.5	213.955	2484.65	0	0	-11257.9	0	0	6791.88
2.769e+06	2769	2.50801	15048	211.102	2563.9	0	0	-11385.8	0	0	7208.1
2.77e+06	2770	2.44784	14687	189.629	2540.04	0	0	-11218.5	0	0	6600.17
2.771e+06	2771	2.46596	14795.7	188.386	2444.69	0	0	-11396.1	0	0	6684.91
2.772e+06	2772	2.49317	14959	164.977	2430.14	0	0	-11427.8	0	0	7388.11
2.773e+06	2773	2.43728	14623.7	210.601	2470.71	0	0	-11463.8	0	0	6823.81
2.774e+06	2774	2.48942	14936.5	162.902	2379.92	0	0	-11503.5	0	0	6368.56
2.775e+06	2775	2.51532	15091.9	174.595	2375.19	0	0	-11698.6	0	0	6534.06
2.776e+06	2776	2.47534	14852	185.612	2385.03	0	0	-11405.4	0	0	6615
2.777e+06	2777	2.54048	15242.9	178.302	2538.58	0	0	-11587.3	0	0	8753.54
2.778e+06	2778	2.43126	14587.5	203.165	2486.89	0	0	-11796.3	0	0	6841.06
2.779e+06	2779	2.50233	15014	153.732	2474.49	0	0	-11663	0	0	6698.79
2.78e+06	2780	2.43959	14637.5	200.672	2334.36	0	0	-11682	0	0	6728.71
2.781e+06	2781	2.50267	15016	197.356	2397.64	0	0	-11533.5	0	0	6403.83
2.782e+06	2782	2.46226	14773.6	161.676	2401.33	0	0	-11507.7	0	0	6518.72
2.783e+06	2783	2.47235	14834.1	172.444	2437.32	0	0	-11458.1	0	0	6274.34
2.784e+06	2784	2.46522	14791.3	175.578	2396.54	0	0	-11663.1	0	0	6904.32
2.785e+06	2785	2.4511	14706.6	199.49	2325.42	0	0	-11685.4	0	0	6829.6
2.786e+06	2786	2.47423	14845.4	208.733	2396.35	0	0	-11422.8	0	0	6862.97
2.787e+06	2787	2.50609	15036.6	147.655	2449.51	0	0	-11631.3	0	0	7178.57
2.788e+06	2788	2.43638	14618.3	154.455	2349.71	0	0	-11374.2	0	0	6645
2.789e+06	2789	2.4699	14819.4	188.625	2323.03	0	0	-12033.9	0	0	6982.45
2.79e+06	2790	2.52194	15131.6	165.561	2399.52	0	0	-11539.8	0	0	6459.47
2.791e+06	2791	2.42545	14552.7	149.418	2320.02	0	0	-11685.2	0	0	7482.66
2.792e+06	2792	2.49959	14997.6	159.422	2366.39	0	0	-11515.7	0	0	6297.76
2.793e+06	2793	2.47532	14851.9	162.337	2380.57	0	0	-11532.9	0	0	7251.64
2.794e+06	2794	2.45842	14750.5	162.918	2485.12	0	0	-11589.2	0	0	6003.2
2.795e+06	2795	2.50254	15015.2	160.302	2442.28	0	0	-11512.6	0	0	7237.49
2.796e+06	2796	2.50955	15057.3	194.134	2369.27	0	0	-11413.2	0	0	6476.02
2.797e+06	2797	2.50955	15057.3	187.056	2450.65	0	0	-11122.7	0	0	7103.6
2.798e+06	2798	2.4758	14854.8	169.639	2447.02	0	0	-11705.3	0	0	6124.02
2.799e+06	2799	2.47313	14838.8	163.339	2357.66	0	0	-11605.9	0	0	6564.31
2.8e+06	2800	2.55452	15327.1	194.314	2422.28	0	0	-11668.7	0	0	6391.37
2.801e+06	2801	2.48613	14916.8	207.073	2304.49	0	0	-11786.7	0	0	6095.39
2.802e+06	2802	2.48742	14924.5	192.078	2278.61	0	0	-11499.2	0	0	6632.62
2.803e+06	2803	2.42406	14544.4	172.262	2414.3	0	0	-11520.3	0	0	6042.51
2.804e+06	2804	2.49222	14953.3	165.816	2330.28	0	0	-11487.4	0	0	6716.58
2.805e+06	2805	2.53052	15183.1	199.263	2467.01	0	0	-11260.1	0	0	7246.87
2.806e+06	2806	2.46861	14811.7	215.051	2394.65	0	0	-11670.8	0	0	7369.08
2.807e+06	2807	2.54583	15275	183.139	2519.84	0	0	-11501.1	0	0	6870.14
2.808e+06	2808	2.45843	14750.6	183.33	2445.11	0	0	-11544.6	0	0	7090.13
2.809e+06	2809	2.4582	14749.2	208.097	2496.34	0	0	-11604.6	0	0	6689.26
2.81e+06	2810	2.48336	14900.2	172.367	2404.77	0	0	-11300.2	0	0	6545.19
2.811e+06	2811	2.44791	14687.5	168.746	2490.02	0	0	-11667.8	0	0	7163.44
2.812e+06	2812	2.4972	14983.2	174.17	2254.35	0	0	-11544.6	0	0	6307.3
2.813e+06	2813	2.45775	14746.5	178.136	2478.06	0	0	-11467.3	0	0	6515.17
2.814e+06	2814	2.48546	14912.8	159.421	2371.47	0	0	-11458.2	0	0	6855.51
2.815e+06	2815	2.46633	14798	203.38	2531.17	0	0	-11840.2	0	0	6026.4
2.816e+06	2816	2.4395	14637	195.428	2556.79	0	0	-11482.9	0	0	6406.6
2.817e+06	2817	2.49317	14959	187.842	2505.78	0	0	-11508.8	0	0	7389.34
2.818e+06	2818	2.51821	15109.3	125.079	2397.43	0	0	-11638.1	0	0	6427.24
2.819e+06	2819	2.4979	14987.4	150.499	2461.57	0	0	-11625.5	0	0	7074.91
2.82e+06	2820	2.55715	15342.9	197.211	2567.02	0	0	-11756.3	0	0	6767.82
2.821e+06	2821	2.49759	14985.5	160.747	2498.96	0	0	-11813.5	0	0	7004.04
2.822e+06	2822	2.48981	14938.8	168.672	2334.72	0	0	-11535.3	0	0	7464.84
2.823e+06	2823	2.41541	14492.5	181.441	2491.93	0	0	-11742.1	0	0	6209.81
2.824e+06	2824	2.48726	14923.6	210.711	2498.83	0	0	-11641.5	0	0	6961.33
2.825e+06	2825	2.48071	14884.3	143.018	2404.28	0	0	-11694	0	0	6372.05
2.826e+06	2826	2.42924	14575.5	172.299	2252.62	0	0	-11487.5	0	0	6245.96
2.827e+06	2827	2.47854	14871.3	171.263	2369.86	0	0	-11534	0	0	7057.18
2.828e+06	2828	2.45505	14730.3	167.499	2454.44	0	0	-11562.7	0	0	6500.55
2.829e+06	2829	2.45766	14746	189.616	2658.77	0	0	-11414.2	0	0	6385.44
2.83e+06	2830	2.51317	15079	160.749	2387.14	0	0	-11515.2	0	0	7441.36
2.831e+06	2831	2.39451	14367	180.354	2363.42	0	0	-11195.6	0	0	7078.47
2.832e+06	2832	2.46333	14780	151.447	2405.16	0	0	-11882.7	0	0	6823.4
2.833e+06	2833	2.42793	14567.6	157.474	2522.44	0	0	-11592.4	0	0	7019.42
2.834e+06	2834	2.48269	14896.1	145.165	2463.01	0	0	-11594.2	0	0	7227.65
2.835e+06	2835	2.46773	14806.4	173.702	2372.98	0	0	-11588.2	0	0	6889.08
2.836e+06	2836	2.4713	14827.8	190.301	2461.5	0	0	-11537.7	0	0	7033.67
2.837e+06	2837	2.45845	14750.7	183.999	2448.26	0	0	-11522.3	0	0	6405.8
2.838e+06	2838	2.52914	15174.8	197.535	2360	0	0	-11690.5	0	0	7074.42
2.839e+06	2839	2.48981	14938.8	169.116	2373.98	0	0	-11284.2	0	0	6662.82
2.84e+06	2840	2.49267	14956	194.117	2501.32	0	0	-11716.6	0	0	6594.15
2.841e+06	2841	2.47457	14847.4	179.038	2447.68	0	0	-11706.8	0	0	6886.14
2.842e+06	2842	2.51302	15078.1	164.421	2352.54	0	0	-11502.2	0	0	6168.97
2.843e+06	2843	2.53	15180	184.161	2452.36	0	0	-11610.7	0	0	6441.08
2.844e+06	2844	2.45511	14730.6	220.611	2375.3	0	0	-11536	0	0	7143.86
2.845e+06	2845	2.48806	14928.4	184.577	2383.74	0	0	-11485.3	0	0	6255.57
2.846e+06	2846	2.49582	14974.9	203.134	2354.19	0	0	-11543	0	0	6656.26
2.847e+06	2847	2.46613	14796.8	158.908	2496.98	0	0	-11280.5	0	0	6931.13
2.848e+06	2848	2.45223	14713.4	216.329	2423	0	0	-11608.5	0	0	8077.12
2.849e+06	2849	2.48002	14880.1	168.735	2395.81	0	0	-11522.5	0	0	6346.22
2.85e+06	2850	2.43561	14613.7	174.044	2363.16	0	0	-11244.6	0	0	6839.09
2.851e+06	2851	2.45809	14748.5	166.345	2350	0	0	-11498.4	0	0	6341.63
2.852e+06	2852	2.47114	14826.8	193.411	2466.02	0	0	-11559.4	0	0	6529.55
2.853e+06	2853	2.4446	14667.6	145.951	2306.69	0	0	-11361.3	0	0	6588.28
2.854e+06	2854	2.48528	14911.7	146.273	2328.62	0	0	-11545.8	0	0	5964.05
2.855e+06	2855	2.50172	15010.3	222.034	2285.7	0	0	-11795.8	0	0	6772.98
2.856e+06	2856	2.47323	14839.4	186.608	2509.7	0	0	-11422.8	0	0	6348.06
2.857e+06	2857	2.51944	15116.7	179.002	2419.21	0	0	-11630.9	0	0	6776.03
2.858e+06	2858	2.45864	14751.8	171.984	2354.51	0	0	-11494.2	0	0	6706.89
2.859e+06	2859	2.45999	14759.9	175.014	2461.93	0	0	-11485.5	0	0	6100.72
2.86e+06	2860	2.52331	15139.9	174.659	2330.82	0	0	-11472.4	0	0	7164.22
2.861e+06	2861	2.48455	14907.3	162.161	2409.29	0	0	-11492.7	0	0	6928.26
2.862e+06	2862	2.45354	14721.2	157.158	2471.29	0	0	-11312.1	0	0	7212.03
2.863e+06	2863	2.5105	15063	203.44	2402.83	0	0	-11385.7	0	0	6198.05
2.864e+06	2864	2.47393	14843.6	211.012	2349.9	0	0	-11571.4	0	0	6612.72
2.865e+06	2865	2.47125	14827.5	144.204	2415.41	0	0	-11287.3	0	0	6893.42
2.866e+06	2866	2.52679	15160.7	167.337	2422.56	0	0	-11530.6	0	0	6397.62
2.867e+06	2867	2.47664	14859.8	159.876	2351.13	0	0	-11778.5	0	0	7593.55
2.868e+06	2868	2.50143	15008.6	155.447	2377.51	0	0	-11605.3	0	0	6541.09
2.869e+06	2869	2.51391	15083.5	173.201	2320.87	0	0	-11653.3	0	0	6867.71
2.87e+06	2870	2.45426	14725.5	191.014	2491.21	0	0	-11573.9	0	0	7014.35
2.871e+06	2871	2.45973	14758.4	189.62	2445.33	0	0	-11514	0	0	7254.99
2.872e+06	2872	2.44258	14655.5	188.272	2519.23	0	0	-11462.1	0	0	6407.13
