step	time	T	Ekin	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	fpl_reaction_1	lj-tab	tab-dynamic_0	count_0	Fmax
1.365e+06	1365	2.47015	14820.9	165.082	2421.93	0	0	-11511.4	0	0	6479.39
1.366e+06	1366	2.49879	14992.8	180.32	2471.03	0	0	-11800.2	0	0	6375.95
1.367e+06	1367	2.50117	15007	129.287	2513.54	0	0	-11376.7	0	0	6112.79
1.368e+06	1368	2.47138	14828.3	165.619	2431.71	0	0	-11398.3	0	0	6417
1.369e+06	1369	2.47994	14879.6	158.669	2576.6	0	0	-11226.6	0	0	6660.38
1.37e+06	1370	2.45215	14712.9	171.52	2367.7	0	0	-11338.2	0	0	6457.74
1.371e+06	1371	2.42702	14562.1	179.17	2341.46	0	0	-11523.4	0	0	8104.71
1.372e+06	1372	2.44637	14678.2	152.446	2598.48	0	0	-11585.7	0	0	6563.06
1.373e+06	1373	2.46489	14789.3	127.647	2412.76	0	0	-11610.8	0	0	6227.95
1.374e+06	1374	2.46638	14798.3	183.982	2373.78	0	0	-11451.8	0	0	6397.06
1.375e+06	1375	2.49142	14948.5	193.006	2607.26	0	0	-11539.4	0	0	6840.22
1.376e+06	1376	2.48858	14931.5	190.536	2458.41	0	0	-11444.5	0	0	7374.54
1.377e+06	1377	2.49471	14968.3	183.093	2496.54	0	0	-11213.3	0	0	7127.28
1.378e+06	1378	2.41805	14508.3	229.599	2472.61	0	0	-11382.9	0	0	6706.37
1.379e+06	1379	2.44836	14690.2	193.803	2428.26	0	0	-11568.7	0	0	6581.36
1.38e+06	1380	2.47618	14857.1	214.68	2507.94	0	0	-11334.7	0	0	6699.85
1.381e+06	1381	2.48295	14897.7	166.609	2401.76	0	0	-11493.3	0	0	5934.77
1.382e+06	1382	2.47775	14866.5	182.906	2409.08	0	0	-11503.8	0	0	6421.9
1.383e+06	1383	2.49497	14969.8	170.622	2292.86	0	0	-11425.9	0	0	6678.4
1.384e+06	1384	2.52872	15172.3	171.841	2491.58	0	0	-11373.5	0	0	6698.8
1.385e+06	1385	2.44807	14688.4	196.504	2335.33	0	0	-11368.3	0	0	7754.5
1.386e+06	1386	2.48424	14905.4	179.07	2380.03	0	0	-11446.4	0	0	6595.42
1.387e+06	1387	2.53266	15196	180.604	2606.11	0	0	-11515	0	0	6792.74
1.388e+06	1388	2.47106	14826.4	155.987	2466	0	0	-11313.3	0	0	6105.35
1.389e+06	1389	2.46832	14809.9	166.914	2391.67	0	0	-11334	0	0	5899
1.39e+06	1390	2.47918	14875.1	168.008	2453.06	0	0	-11644.8	0	0	6343.91
1.391e+06	1391	2.40628	14437.7	191.408	2421.77	0	0	-11634	0	0	6290.15
1.392e+06	1392	2.5072	15043.2	179.658	2364.05	0	0	-11801.7	0	0	7422.94
1.393e+06	1393	2.45024	14701.5	175.155	2369.39	0	0	-11683.4	0	0	6711.53
1.394e+06	1394	2.46394	14783.7	151.137	2560.1	0	0	-11440.9	0	0	7005.5
1.395e+06	1395	2.49855	14991.3	131.905	2402.62	0	0	-11254.3	0	0	7071.32
1.396e+06	1396	2.43025	14581.5	192.739	2327.13	0	0	-11242.7	0	0	7169.45
1.397e+06	1397	2.43234	14594	149.958	2409.77	0	0	-11025.7	0	0	6686.26
1.398e+06	1398	2.45101	14706.1	200.037	2445.35	0	0	-11242.3	0	0	6257.53
1.399e+06	1399	2.48458	14907.5	129.947	2399.9	0	0	-11458.8	0	0	7595.63
1.4e+06	1400	2.46031	14761.8	212.626	2521.26	0	0	-11483.6	0	0	6643.29
1.401e+06	1401	2.47957	14877.4	202.346	2403.71	0	0	-11444.4	0	0	6477.33
1.402e+06	1402	2.46046	14762.8	192.196	2351.78	0	0	-11478.2	0	0	7527.33
1.403e+06	1403	2.48324	14899.5	137.188	2367.33	0	0	-11254.3	0	0	6459.42
1.404e+06	1404	2.50354	15021.2	186.642	2467.64	0	0	-11430.3	0	0	8399.56
1.405e+06	1405	2.4848	14908.8	160.553	2386.27	0	0	-11365	0	0	7297.72
1.406e+06	1406	2.49084	14945	212.47	2397.1	0	0	-11108	0	0	6472.24
1.407e+06	1407	2.48355	14901.3	153.205	2263.6	0	0	-11446.8	0	0	6435.34
1.408e+06	1408	2.48937	14936.2	198.589	2428.25	0	0	-11407.9	0	0	6887.93
1.409e+06	1409	2.43721	14623.3	171.358	2398.23	0	0	-11403.4	0	0	6285.29
1.41e+06	1410	2.44731	14683.9	204.848	2474.14	0	0	-11216.9	0	0	6889.45
1.411e+06	1411	2.46043	14762.6	204.968	2481.31	0	0	-11645.2	0	0	7060.62
1.412e+06	1412	2.48805	14928.3	142.636	2321.59	0	0	-11167.3	0	0	6169.29
1.413e+06	1413	2.50631	15037.9	180.328	2514.91	0	0	-11403.3	0	0	6945.13
1.414e+06	1414	2.45535	14732.1	163.295	2423.07	0	0	-11350.5	0	0	6736.15
1.415e+06	1415	2.48341	14900.4	178.653	2456.65	0	0	-11547.2	0	0	7147.04
1.416e+06	1416	2.47384	14843.1	194.925	2450.5	0	0	-11560.8	0	0	8897.13
1.417e+06	1417	2.48953	14937.2	213.29	2407.37	0	0	-11540.9	0	0	6898.5
1.418e+06	1418	2.47286	14837.1	190.638	2350.57	0	0	-11696.1	0	0	6354.29
1.419e+06	1419	2.46621	14797.3	212.526	2473.45	0	0	-11484.9	0	0	7398.09
1.42e+06	1420	2.41112	14466.7	164.338	2466.7	0	0	-11556.1	0	0	6597.56
1.421e+06	1421	2.4545	14727	162.63	2419.56	0	0	-11409	0	0	6040.84
1.422e+06	1422	2.41603	14496.2	184.957	2371.94	0	0	-11628.6	0	0	6529.37
1.423e+06	1423	2.41402	14484.1	125.448	2533.67	0	0	-11665.1	0	0	7292.92
1.424e+06	1424	2.45322	14719.3	193.429	2328.85	0	0	-11503.1	0	0	8419.07
1.425e+06	1425	2.45792	14747.5	179.979	2388.81	0	0	-11464.5	0	0	6353.25
1.426e+06	1426	2.48508	14910.5	171.175	2399.36	0	0	-11319.7	0	0	7543.6
1.427e+06	1427	2.5017	15010.2	167.393	2379.25	0	0	-11210.7	0	0	6423.54
1.428e+06	1428	2.45801	14748.1	142.788	2365.84	0	0	-11506.8	0	0	6158.82
1.429e+06	1429	2.45686	14741.2	159.501	2389.89	0	0	-11446.5	0	0	6930.88
1.43e+06	1430	2.41331	14479.8	185.521	2393.58	0	0	-11636.9	0	0	6606.82
1.431e+06	1431	2.49321	14959.3	169.864	2382.08	0	0	-11354.8	0	0	7212.23
1.432e+06	1432	2.55448	15326.9	163.485	2389.18	0	0	-11169.8	0	0	6326.81
1.433e+06	1433	2.42828	14569.7	153.321	2357.6	0	0	-11097.6	0	0	6675.95
1.434e+06	1434	2.45791	14747.4	176.841	2482.84	0	0	-11203.9	0	0	6305.11
1.435e+06	1435	2.49198	14951.9	150.995	2458.69	0	0	-11285.7	0	0	6247.04
1.436e+06	1436	2.46817	14809	197.476	2327.78	0	0	-11360.2	0	0	6701.61
1.437e+06	1437	2.51851	15111	186.53	2443.17	0	0	-11490.6	0	0	6365.89
1.438e+06	1438	2.4728	14836.8	182.196	2441.3	0	0	-11293.3	0	0	6685.4
1.439e+06	1439	2.48529	14911.7	160.039	2417.88	0	0	-11186.4	0	0	7414
1.44e+06	1440	2.46564	14793.8	194.265	2399.79	0	0	-11231.1	0	0	6671
1.441e+06	1441	2.46187	14771.2	164.02	2541.15	0	0	-11408.9	0	0	7356.39
1.442e+06	1442	2.40002	14400.1	200.473	2433.03	0	0	-11146.7	0	0	5943.43
1.443e+06	1443	2.52939	15176.3	150.102	2330.57	0	0	-11591.8	0	0	6697.82
1.444e+06	1444	2.45309	14718.5	163.295	2514.35	0	0	-11539.5	0	0	7640.94
1.445e+06	1445	2.46954	14817.2	192.335	2521.85	0	0	-11609.9	0	0	6660.52
1.446e+06	1446	2.48813	14928.8	157.955	2404.06	0	0	-11556.1	0	0	6536.16
1.447e+06	1447	2.49082	14944.9	169.415	2347.42	0	0	-11363.8	0	0	6403.88
1.448e+06	1448	2.45781	14746.9	154.432	2377.91	0	0	-11470.3	0	0	6552.74
1.449e+06	1449	2.49394	14963.6	161.02	2349.77	0	0	-11195.9	0	0	6882.82
1.45e+06	1450	2.50333	15020	145.447	2541.49	0	0	-11441.9	0	0	6448.1
1.451e+06	1451	2.47227	14833.6	210.012	2456.65	0	0	-11365.5	0	0	5942.73
1.452e+06	1452	2.46655	14799.3	159.932	2352.92	0	0	-11408.9	0	0	6307.65
1.453e+06	1453	2.50476	15028.6	147.671	2463.53	0	0	-11489.9	0	0	6601.06
1.454e+06	1454	2.49035	14942.1	149.946	2464.98	0	0	-11296.2	0	0	6695.73
1.455e+06	1455	2.41798	14507.9	196.198	2442.8	0	0	-11535.2	0	0	6820.67
1.456e+06	1456	2.49951	14997.1	233.533	2549.85	0	0	-11328.4	0	0	6522.23
1.457e+06	1457	2.45268	14716.1	141.998	2518.85	0	0	-11474.1	0	0	6199.19
1.458e+06	1458	2.48768	14926.1	184.166	2377.48	0	0	-11363.6	0	0	7154.25
1.459e+06	1459	2.42541	14552.5	167.354	2484.85	0	0	-11183.4	0	0	6247.87
1.46e+06	1460	2.4695	14817	149.604	2385.21	0	0	-11501.3	0	0	6650.7
1.461e+06	1461	2.56701	15402.1	193.161	2500.5	0	0	-11358.9	0	0	6610.15
1.462e+06	1462	2.51437	15086.2	185.18	2386.01	0	0	-11605.4	0	0	6816.32
1.463e+06	1463	2.50705	15042.3	141.461	2354.28	0	0	-11435.5	0	0	8053.25
1.464e+06	1464	2.48072	14884.3	182.93	2433.18	0	0	-11660.7	0	0	6817.78
1.465e+06	1465	2.51475	15088.5	157.48	2426.5	0	0	-11512.9	0	0	6330.2
1.466e+06	1466	2.50915	15054.9	173.177	2430.64	0	0	-11706.3	0	0	6250.82
1.467e+06	1467	2.54432	15265.9	166.388	2394.24	0	0	-11577.7	0	0	6190.05
1.468e+06	1468	2.50527	15031.6	175.919	2487.92	0	0	-11451.5	0	0	6303.7
1.469e+06	1469	2.52568	15154.1	217.829	2494.55	0	0	-11501.1	0	0	6393.97
1.47e+06	1470	2.47211	14832.6	178.633	2447.97	0	0	-11422.1	0	0	7015.81
1.471e+06	1471	2.45943	14756.6	178.973	2457.9	0	0	-11821.7	0	0	6550.23
1.472e+06	1472	2.49488	14969.3	189.951	2365.59	0	0	-11544.5	0	0	6399.24
1.473e+06	1473	2.47263	14835.8	213.641	2428.88	0	0	-11572.5	0	0	8437.49
1.474e+06	1474	2.50353	15021.2	211.488	2535.63	0	0	-11561.4	0	0	8759.82
1.475e+06	1475	2.49669	14980.1	153.646	2414.71	0	0	-11376.3	0	0	6807.12
1.476e+06	1476	2.48369	14902.1	164.711	2359.85	0	0	-11204.3	0	0	6447.34
1.477e+06	1477	2.43763	14625.8	130.194	2464.05	0	0	-11588.1	0	0	6687.44
1.478e+06	1478	2.52295	15137.7	179.554	2313.09	0	0	-11267.2	0	0	6304.03
1.479e+06	1479	2.49133	14948	204.727	2480.12	0	0	-11336.3	0	0	6759.99
1.48e+06	1480	2.51242	15074.5	148.094	2353.84	0	0	-11671.8	0	0	6529.13
1.481e+06	1481	2.51376	15082.6	148.292	2360.7	0	0	-11344	0	0	6352.6
1.482e+06	1482	2.47819	14869.1	178.45	2419.38	0	0	-11363	0	0	7336.39
1.483e+06	1483	2.53848	15230.9	162.814	2406.07	0	0	-11505.9	0	0	6020.51
1.484e+06	1484	2.4802	14881.2	146.781	2500.67	0	0	-11511.1	0	0	7353.82
1.485e+06	1485	2.52092	15125.5	164.498	2471.91	0	0	-11386.5	0	0	6314.7
1.486e+06	1486	2.52131	15127.9	163.888	2380.64	0	0	-11645.6	0	0	6563.9
1.487e+06	1487	2.46974	14818.4	165.395	2376.11	0	0	-11407.3	0	0	6232.85
1.488e+06	1488	2.45454	14727.3	178.977	2351.13	0	0	-11459.6	0	0	6268.83
1.489e+06	1489	2.46023	14761.4	176.643	2327.09	0	0	-11580.8	0	0	6629.03
1.49e+06	1490	2.53448	15206.9	150.971	2475.38	0	0	-11373.6	0	0	7130.25
1.491e+06	1491	2.5192	15115.2	182.735	2529.46	0	0	-11915.5	0	0	6608
1.492e+06	1492	2.49594	14975.6	208.287	2370.59	0	0	-11520.2	0	0	6494.83
1.493e+06	1493	2.46017	14761	146.351	2522.89	0	0	-11868.1	0	0	6620.71
1.494e+06	1494	2.48549	14912.9	192.714	2623.08	0	0	-11530.4	0	0	6972.28
1.495e+06	1495	2.45708	14742.5	179.707	2453.19	0	0	-11608.2	0	0	6409.93
1.496e+06	1496	2.43602	14616.1	195.059	2463.87	0	0	-11385.2	0	0	7401.87
1.497e+06	1497	2.49993	14999.6	184.709	2537.23	0	0	-11576	0	0	6809.22
1.498e+06	1498	2.4941	14964.6	154.924	2310.66	0	0	-11801.1	0	0	6268.23
1.499e+06	1499	2.42118	14527.1	178.632	2422.09	0	0	-11522.2	0	0	6595.65
1.5e+06	1500	2.44049	14642.9	163.679	2331.5	0	0	-11702.9	0	0	6249.01
1.501e+06	1501	2.45795	14747.7	169.487	2424.73	0	0	-11796.3	0	0	6030.33
1.502e+06	1502	2.4746	14847.6	134.971	2452.88	0	0	-11724.9	0	0	7148.08
1.503e+06	1503	2.52937	15176.2	153.1	2507.19	0	0	-11447.9	0	0	7283.68
1.504e+06	1504	2.48634	14918	186.825	2392.87	0	0	-11684.2	0	0	6932.98
1.505e+06	1505	2.45208	14712.5	165.013	2374.99	0	0	-11367.4	0	0	7073.64
1.506e+06	1506	2.46265	14775.9	179.309	2500.65	0	0	-11823.1	0	0	6620.63
1.507e+06	1507	2.51323	15079.4	161.294	2313.96	0	0	-11729.6	0	0	6886.61
1.508e+06	1508	2.44864	14691.8	186.972	2451.95	0	0	-11861.5	0	0	6335.89
1.509e+06	1509	2.46956	14817.4	149.548	2325.23	0	0	-11943.5	0	0	7495.87
1.51e+06	1510	2.51806	15108.4	147.316	2474.47	0	0	-11524.3	0	0	6538.57
1.511e+06	1511	2.46267	14776	187.981	2491.15	0	0	-11592.2	0	0	6142.29
1.512e+06	1512	2.51431	15085.9	142.076	2471.54	0	0	-11384.2	0	0	6953.95
1.513e+06	1513	2.45727	14743.6	170.095	2433.25	0	0	-11322.4	0	0	6988.91
1.514e+06	1514	2.45988	14759.3	179.238	2331.78	0	0	-11438.6	0	0	7228.52
1.515e+06	1515	2.49059	14943.5	188.029	2479.95	0	0	-11696.7	0	0	6586.53
1.516e+06	1516	2.49817	14989	199.487	2467.25	0	0	-11579.9	0	0	6552.95
1.517e+06	1517	2.41948	14516.9	224.818	2519.17	0	0	-11537.3	0	0	6576.18
1.518e+06	1518	2.43592	14615.5	161.982	2438.5	0	0	-11508.1	0	0	6738.74
1.519e+06	1519	2.49858	14991.5	141.993	2526.09	0	0	-11744.5	0	0	6661.58
1.52e+06	1520	2.50899	15053.9	175.064	2459.32	0	0	-11189.9	0	0	6746.38
1.521e+06	1521	2.47028	14821.7	162.834	2435.31	0	0	-11467.2	0	0	6231.39
1.522e+06	1522	2.51208	15072.5	165.405	2448.93	0	0	-11434.7	0	0	6544.97
1.523e+06	1523	2.567	15402	166.466	2429.35	0	0	-11470.3	0	0	6150.36
1.524e+06	1524	2.45161	14709.6	178.846	2448.44	0	0	-11336.9	0	0	6030.36
1.525e+06	1525	2.43696	14621.7	187.441	2515.23	0	0	-11400.9	0	0	6322.45
1.526e+06	1526	2.44439	14666.4	210.795	2525.46	0	0	-11186.3	0	0	6660.92
1.527e+06	1527	2.51229	15073.7	148.982	2425.9	0	0	-11373.8	0	0	5981.7
1.528e+06	1528	2.44453	14667.2	158.012	2462.85	0	0	-11328.8	0	0	6735.82
1.529e+06	1529	2.45039	14702.4	183.439	2533.28	0	0	-11741.8	0	0	6344.37
1.53e+06	1530	2.46364	14781.9	146.629	2420.71	0	0	-11600.1	0	0	6156.3
1.531e+06	1531	2.47092	14825.5	193.736	2388.35	0	0	-11331.8	0	0	6354.19
1.532e+06	1532	2.44226	14653.5	188.874	2413.59	0	0	-11300.7	0	0	6521.95
1.533e+06	1533	2.42084	14525.1	247.036	2392.58	0	0	-11539.5	0	0	6853.7
1.534e+06	1534	2.49894	14993.7	200.585	2491.01	0	0	-11495.5	0	0	6692.64
1.535e+06	1535	2.47346	14840.8	166.234	2576.69	0	0	-11424	0	0	6524.72
1.536e+06	1536	2.4853	14911.8	176.958	2414.61	0	0	-11380.6	0	0	6186.32
1.537e+06	1537	2.47468	14848.1	179.838	2464.99	0	0	-11542	0	0	6191.55
1.538e+06	1538	2.43029	14581.8	178.716	2423.94	0	0	-11378	0	0	6163.38
1.539e+06	1539	2.54166	15249.9	161.285	2433.67	0	0	-11498.3	0	0	6694.71
1.54e+06	1540	2.47676	14860.6	149.627	2394.26	0	0	-11375.9	0	0	6508.84
1.541e+06	1541	2.48388	14903.3	149.379	2415	0	0	-11401.5	0	0	6362.27
1.542e+06	1542	2.46141	14768.4	197.102	2363.74	0	0	-11847.9	0	0	6068.2
1.543e+06	1543	2.4762	14857.2	187.71	2449.24	0	0	-11530.3	0	0	6309.96
1.544e+06	1544	2.49766	14986	172.045	2356.55	0	0	-11348.9	0	0	6884.7
1.545e+06	1545	2.57685	15461.1	174.446	2395.13	0	0	-11743.4	0	0	6811.94
1.546e+06	1546	2.52994	15179.6	173.416	2444.92	0	0	-11560.1	0	0	6093.67
1.547e+06	1547	2.48027	14881.6	187.148	2382.67	0	0	-11806.8	0	0	6286.3
1.548e+06	1548	2.46328	14779.7	177.146	2303.72	0	0	-11746.5	0	0	5983.39
1.549e+06	1549	2.48511	14910.6	148.186	2414.69	0	0	-11712.8	0	0	7194.22
1.55e+06	1550	2.4521	14712.6	172.685	2476.2	0	0	-11554.7	0	0	6712.33
1.551e+06	1551	2.46998	14819.9	192.285	2285.85	0	0	-11791.8	0	0	6448.32
1.552e+06	1552	2.47453	14847.2	141.44	2570.29	0	0	-11664.4	0	0	7395.63
1.553e+06	1553	2.42476	14548.6	163.526	2495.87	0	0	-11165.8	0	0	6293.79
1.554e+06	1554	2.46866	14812	197.227	2436.74	0	0	-11432.5	0	0	6697.47
1.555e+06	1555	2.4594	14756.4	200.624	2378.86	0	0	-11477.3	0	0	6631.09
1.556e+06	1556	2.47512	14850.7	225.886	2462.96	0	0	-11621	0	0	6401.47
1.557e+06	1557	2.51224	15073.5	163.358	2520.15	0	0	-11759.3	0	0	6486.52
1.558e+06	1558	2.46461	14787.7	180.236	2476.45	0	0	-11554	0	0	7149.18
1.559e+06	1559	2.47312	14838.7	170.511	2495.61	0	0	-11544.2	0	0	6262.7
1.56e+06	1560	2.48046	14882.7	173.287	2455.46	0	0	-11930.8	0	0	6801.92
1.561e+06	1561	2.4798	14878.8	171.123	2404.11	0	0	-11573.7	0	0	6721.07
1.562e+06	1562	2.48559	14913.6	169.98	2521.28	0	0	-11521.1	0	0	7262.89
1.563e+06	1563	2.52799	15168	175.909	2459.47	0	0	-11392.8	0	0	6048.42
1.564e+06	1564	2.48312	14898.7	183.576	2383.23	0	0	-11491	0	0	7037.06
1.565e+06	1565	2.47373	14842.4	146.383	2339.25	0	0	-11259.8	0	0	5985.76
1.566e+06	1566	2.48756	14925.4	182.331	2486.58	0	0	-11310.9	0	0	6592.39
1.567e+06	1567	2.48266	14896	175.828	2378.58	0	0	-11261.1	0	0	7934.03
1.568e+06	1568	2.43811	14628.7	168.017	2332.14	0	0	-11180.9	0	0	6115.71
1.569e+06	1569	2.50755	15045.3	151.546	2524.48	0	0	-11229.3	0	0	6769.09
1.57e+06	1570	2.44997	14699.8	187.59	2592.66	0	0	-11348.3	0	0	6294.77
1.571e+06	1571	2.57289	15437.3	189.209	2336.13	0	0	-11410.7	0	0	6057.93
1.572e+06	1572	2.53776	15226.6	165.511	2354.2	0	0	-11282.5	0	0	6153.12
1.573e+06	1573	2.46533	14792	191.221	2487.62	0	0	-11327.9	0	0	6706.52
1.574e+06	1574	2.46469	14788.1	189.361	2452.78	0	0	-11380.8	0	0	5889.55
1.575e+06	1575	2.48896	14933.7	207.254	2445.34	0	0	-11359.1	0	0	6701.93
1.576e+06	1576	2.46502	14790.1	166.631	2369.45	0	0	-11281.1	0	0	6201.71
1.577e+06	1577	2.50458	15027.5	176.317	2418.81	0	0	-11495.3	0	0	6357.19
1.578e+06	1578	2.51194	15071.7	177.052	2445.56	0	0	-11478.7	0	0	6687.38
1.579e+06	1579	2.48306	14898.4	154.832	2292.48	0	0	-11763.6	0	0	6186.13
1.58e+06	1580	2.4207	14524.2	174.99	2483.81	0	0	-11586.3	0	0	6366.01
1.581e+06	1581	2.44124	14647.5	189.12	2561.43	0	0	-11270	0	0	6557.63
1.582e+06	1582	2.45411	14724.7	196.291	2553.95	0	0	-11555	0	0	7504.11
1.583e+06	1583	2.45176	14710.5	194.734	2362.63	0	0	-11635	0	0	6280.68
1.584e+06	1584	2.51383	15083	164.952	2623.1	0	0	-11474.9	0	0	6573.32
1.585e+06	1585	2.45403	14724.2	172.658	2364	0	0	-11702.4	0	0	6196.41
1.586e+06	1586	2.49428	14965.7	154.468	2488.05	0	0	-11601.5	0	0	7790.32
1.587e+06	1587	2.52074	15124.5	175.6	2456.39	0	0	-11703.5	0	0	6583.65
1.588e+06	1588	2.49639	14978.3	166.096	2568.52	0	0	-11706.2	0	0	6768.06
1.589e+06	1589	2.42584	14555	160.69	2197.49	0	0	-11487.6	0	0	6241.04
1.59e+06	1590	2.48562	14913.7	161.141	2459.35	0	0	-11462.5	0	0	7791.56
1.591e+06	1591	2.49868	14992.1	210.05	2543.28	0	0	-11620.7	0	0	6682.06
1.592e+06	1592	2.47208	14832.5	193.089	2399.14	0	0	-11526.3	0	0	6330.19
1.593e+06	1593	2.45018	14701.1	201.063	2422.56	0	0	-11687.3	0	0	6765.65
1.594e+06	1594	2.39296	14357.8	211.657	2338.39	0	0	-11714.2	0	0	6187.75
1.595e+06	1595	2.48189	14891.4	175.575	2523.94	0	0	-11473.1	0	0	6245.7
1.596e+06	1596	2.51399	15083.9	194.557	2503.56	0	0	-11428.2	0	0	6175.45
1.597e+06	1597	2.45602	14736.1	133.199	2319.14	0	0	-11605.6	0	0	6424.6
1.598e+06	1598	2.48226	14893.6	180.641	2510.89	0	0	-11280	0	0	7232.26
1.599e+06	1599	2.47624	14857.4	184.303	2339.83	0	0	-11358.4	0	0	7172.63
1.6e+06	1600	2.55311	15318.7	178.802	2389.03	0	0	-11458.7	0	0	7133.63
1.601e+06	1601	2.52089	15125.4	169.002	2443.99	0	0	-11564.9	0	0	6048.85
1.602e+06	1602	2.53206	15192.3	158.927	2552.7	0	0	-11770.1	0	0	6939.72
1.603e+06	1603	2.51111	15066.7	176.276	2398.61	0	0	-11570.6	0	0	6016.51
1.604e+06	1604	2.44726	14683.5	209.502	2327.45	0	0	-11656.3	0	0	6809.69
1.605e+06	1605	2.50015	15000.9	148.056	2405.53	0	0	-11693.2	0	0	6326.74
1.606e+06	1606	2.48164	14889.9	217.345	2579.16	0	0	-11570	0	0	6693.49
1.607e+06	1607	2.4275	14565	180.183	2509.5	0	0	-11662.1	0	0	6385.34
1.608e+06	1608	2.49921	14995.2	183.877	2461.89	0	0	-11332.9	0	0	6932.91
1.609e+06	1609	2.47796	14867.8	161.152	2397.76	0	0	-11559.2	0	0	6063.49
1.61e+06	1610	2.47845	14870.7	172.316	2439.08	0	0	-11792.1	0	0	6712
1.611e+06	1611	2.49225	14953.5	169.176	2535.07	0	0	-11509.2	0	0	6083.55
1.612e+06	1612	2.46231	14773.8	175.567	2396.03	0	0	-11593.4	0	0	6325.76
1.613e+06	1613	2.51103	15066.2	173.014	2313.38	0	0	-11442.9	0	0	6386.42
1.614e+06	1614	2.51924	15115.5	191.771	2461.65	0	0	-11466.3	0	0	6294.17
1.615e+06	1615	2.48528	14911.7	174.835	2490.02	0	0	-11358	0	0	6691.77
1.616e+06	1616	2.46868	14812.1	201.441	2501.61	0	0	-11356.9	0	0	6411.74
1.617e+06	1617	2.49038	14942.3	152.664	2458.39	0	0	-11388.2	0	0	6413.87
1.618e+06	1618	2.52789	15167.3	138.667	2407.62	0	0	-11647.3	0	0	6138.12
1.619e+06	1619	2.50674	15040.4	158.101	2500.99	0	0	-11523.1	0	0	6912.26
1.62e+06	1620	2.47352	14841.1	187.665	2301.45	0	0	-11488.2	0	0	6716.04
1.621e+06	1621	2.4364	14618.4	182.471	2437.3	0	0	-11730.5	0	0	6189.81
1.622e+06	1622	2.44956	14697.4	189.605	2584.94	0	0	-11517.5	0	0	6474.23
1.623e+06	1623	2.50785	15047.1	155.5	2425.69	0	0	-11514.3	0	0	7738.52
1.624e+06	1624	2.4589	14753.4	163.163	2532.55	0	0	-11499.4	0	0	6573.65
1.625e+06	1625	2.42706	14562.4	200.469	2489.14	0	0	-11805.2	0	0	7300.01
1.626e+06	1626	2.52163	15129.8	163.109	2515.89	0	0	-11376.3	0	0	6714.54
1.627e+06	1627	2.46719	14803.1	191.02	2529.61	0	0	-11400.7	0	0	7372.11
1.628e+06	1628	2.459	14754	186.913	2303.32	0	0	-11267.8	0	0	6581.03
1.629e+06	1629	2.48674	14920.5	125.427	2491.27	0	0	-11658.7	0	0	6820.39
1.63e+06	1630	2.48794	14927.6	213.179	2415.05	0	0	-11462.8	0	0	6576.43
1.631e+06	1631	2.46636	14798.1	174.862	2482.18	0	0	-11617.3	0	0	6176.64
1.632e+06	1632	2.47479	14848.7	138.594	2367.38	0	0	-11615.1	0	0	7682.05
1.633e+06	1633	2.47146	14828.7	164.02	2397	0	0	-11633.6	0	0	6264.79
1.634e+06	1634	2.46652	14799.1	178.081	2342.11	0	0	-11489.7	0	0	6891.14
1.635e+06	1635	2.48861	14931.7	178.234	2437.23	0	0	-11569.5	0	0	6679.31
1.636e+06	1636	2.48565	14913.9	160.086	2419.44	0	0	-11786.3	0	0	6724.76
1.637e+06	1637	2.51341	15080.5	159.686	2352.8	0	0	-11695.6	0	0	6547.15
1.638e+06	1638	2.46983	14819	182.676	2370.12	0	0	-11738.5	0	0	7379.29
1.639e+06	1639	2.45701	14742	181.676	2508.96	0	0	-11368.8	0	0	7676.9
1.64e+06	1640	2.46041	14762.5	226.236	2428.58	0	0	-11735.6	0	0	7096.92
1.641e+06	1641	2.43843	14630.6	158.685	2459.87	0	0	-11696.2	0	0	6818.26
1.642e+06	1642	2.44463	14667.8	205.172	2368.72	0	0	-11534	0	0	6367.32
1.643e+06	1643	2.49455	14967.3	202.603	2531.25	0	0	-11449.4	0	0	6963.55
1.644e+06	1644	2.53386	15203.1	189.508	2357.63	0	0	-11650.4	0	0	6254.02
1.645e+06	1645	2.4593	14755.8	180.472	2424.84	0	0	-11338.1	0	0	7298.49
1.646e+06	1646	2.46437	14786.2	146.867	2271.27	0	0	-11599.1	0	0	6606.83
1.647e+06	1647	2.4873	14923.8	198.802	2499.01	0	0	-11445.1	0	0	6504.52
1.648e+06	1648	2.4873	14923.8	181.269	2419.18	0	0	-11213.9	0	0	6263.8
1.649e+06	1649	2.57509	15450.6	174.969	2452.15	0	0	-11399.4	0	0	6941.07
1.65e+06	1650	2.48831	14929.9	177.349	2366.67	0	0	-11639.1	0	0	7090.35
1.651e+06	1651	2.44441	14666.5	202.599	2479	0	0	-11270.4	0	0	6977.35
1.652e+06	1652	2.45843	14750.6	161.018	2375.95	0	0	-11565.6	0	0	8018.52
1.653e+06	1653	2.44965	14697.9	185.592	2480.67	0	0	-11532.5	0	0	6605.43
1.654e+06	1654	2.42498	14549.9	142.725	2350.37	0	0	-11759.9	0	0	6419.93
1.655e+06	1655	2.4248	14548.8	133.269	2383.97	0	0	-11635.3	0	0	6658.99
1.656e+06	1656	2.48267	14896	145.297	2411.14	0	0	-11628.3	0	0	7483.15
