# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
2.200000000000000000e+01 1.978000000000000000e+03 1.011122345803842304e+00 1.021999999999943398e+00 1.011122345803842304e+00 1.010757999999944090e+00
3.800000000000000000e+01 1.962000000000000000e+03 1.019367991845055998e+00 1.039999999999941638e+00 1.019367991845055998e+00 1.020239999999942748e+00
5.700000000000000000e+01 1.943000000000000000e+03 1.029336078229541984e+00 1.060999999999940435e+00 1.029336078229541984e+00 1.030761499999942155e+00
7.100000000000000000e+01 1.929000000000000000e+03 1.036806635562467660e+00 1.075999999999939671e+00 1.036806635562467660e+00 1.037801999999941716e+00
9.200000000000000000e+01 1.908000000000000000e+03 1.048218029350104885e+00 1.099999999999939249e+00 1.048218029350104885e+00 1.049399999999941935e+00
1.040000000000000000e+02 1.896000000000000000e+03 1.054852320675105481e+00 1.112999999999938927e+00 1.054852320675105481e+00 1.055123999999941997e+00
1.270000000000000000e+02 1.873000000000000000e+03 1.067805659369994720e+00 1.140999999999938952e+00 1.067805659369994720e+00 1.068546499999942778e+00
1.350000000000000000e+02 1.865000000000000000e+03 1.072386058981233292e+00 1.149999999999939071e+00 1.072386058981233292e+00 1.072374999999943235e+00
1.620000000000000000e+02 1.838000000000000000e+03 1.088139281828073957e+00 1.180999999999937433e+00 1.088139281828073957e+00 1.085338999999942544e+00
1.860000000000000000e+02 1.814000000000000000e+03 1.102535832414553552e+00 1.207999999999937568e+00 1.102535832414553552e+00 1.095655999999943342e+00
2.090000000000000000e+02 1.791000000000000000e+03 1.116694584031267423e+00 1.235999999999938037e+00 1.116694584031267423e+00 1.106837999999944477e+00
2.280000000000000000e+02 1.772000000000000000e+03 1.128668171557562161e+00 1.261999999999938504e+00 1.128668171557562161e+00 1.118131999999945503e+00
2.510000000000000000e+02 1.749000000000000000e+03 1.143510577472841572e+00 1.290999999999939529e+00 1.143510577472841572e+00 1.128979499999947178e+00
2.650000000000000000e+02 1.735000000000000000e+03 1.152737752161383300e+00 1.307999999999939211e+00 1.152737752161383300e+00 1.134689999999947352e+00
2.860000000000000000e+02 1.714000000000000000e+03 1.166861143523920674e+00 1.337999999999939460e+00 1.166861143523920674e+00 1.146665999999948005e+00
2.950000000000000000e+02 1.705000000000000000e+03 1.173020527859237605e+00 1.349999999999939915e+00 1.173020527859237605e+00 1.150874999999948800e+00
3.070000000000000000e+02 1.693000000000000000e+03 1.181334908446544540e+00 1.365999999999940151e+00 1.181334908446544540e+00 1.156318999999949471e+00
3.210000000000000000e+02 1.679000000000000000e+03 1.191185229303156623e+00 1.388999999999940504e+00 1.191185229303156623e+00 1.166065499999950017e+00
3.360000000000000000e+02 1.664000000000000000e+03 1.201923076923076872e+00 1.415999999999940862e+00 1.201923076923076872e+00 1.178111999999950754e+00
3.470000000000000000e+02 1.653000000000000000e+03 1.209921355111917673e+00 1.429999999999940652e+00 1.209921355111917673e+00 1.181894999999951068e+00
3.610000000000000000e+02 1.639000000000000000e+03 1.220256253813300829e+00 1.455999999999940897e+00 1.220256253813300829e+00 1.193191999999951625e+00
3.780000000000000000e+02 1.622000000000000000e+03 1.233045622688039522e+00 1.481999999999941586e+00 1.233045622688039522e+00 1.201901999999952508e+00
3.880000000000000000e+02 1.612000000000000000e+03 1.240694789081885796e+00 1.494999999999941931e+00 1.240694789081885796e+00 1.204969999999953245e+00
4.020000000000000000e+02 1.598000000000000000e+03 1.251564455569461831e+00 1.516999999999942395e+00 1.251564455569461831e+00 1.212082999999954058e+00
4.100000000000000000e+02 1.590000000000000000e+03 1.257861635220125729e+00 1.530999999999942629e+00 1.257861635220125729e+00 1.217144999999954402e+00
