step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.43175	26590.5	0	5196.98	4388.48	0	25244.5	0	0	0	7384.98
2000	2	4.42052	26523.1	0	5480.27	4741.59	0	25895.2	0	0	0	7728.39
3000	3	4.39893	26393.6	0	4918.06	4462.27	0	25351.2	0	0	0	7788.41
4000	4	4.43094	26585.6	0	5137	4466.35	0	25286.1	0	0	0	7635.67
5000	5	4.33543	26012.6	0	5169.75	4290.54	0	25422	0	0	0	7792.72
6000	6	4.38949	26336.9	0	5463.21	4181.52	0	25258.1	0	0	0	8420.81
7000	7	4.4348	26608.8	0	5033.68	4357.15	0	25393.2	0	0	0	7925.25
8000	8	4.47	26820	0	5157.06	4474.45	0	25817.1	0	0	0	7980.54
9000	9	4.4071	26442.6	0	5017.26	4367.77	0	25468.8	0	0	0	8009.54
10000	10	4.39161	26349.6	0	5476.74	4354.34	0	25761.3	0	0	0	12634
11000	11	4.43544	26612.7	0	5265.49	4534.55	0	25591.9	0	0	0	7913.47
12000	12	4.48821	26929.3	0	5472.62	4456.17	0	25617.7	0	0	0	8306.87
13000	13	4.47923	26875.4	0	5288.73	4481.08	0	25658.2	0	0	0	7654.03
14000	14	4.3512	26107.2	0	5348.56	4794.24	0	25776.2	0	0	0	8315.83
15000	15	4.40824	26449.5	0	5236.6	4303.83	0	25928.3	0	0	0	7964.14
16000	16	4.44111	26646.7	0	5198.34	4306.91	0	25585.4	0	0	0	8009.19
17000	17	4.36744	26204.7	0	5134.52	4346	0	25526	0	0	0	7838.3
18000	18	4.42521	26551.3	0	5413.73	4400.06	0	25500.6	0	0	0	8006.59
19000	19	4.50542	27032.5	0	5379.55	4440.67	0	25362.3	0	0	0	7829.21
20000	20	4.49278	26956.7	0	5080.99	4457.04	0	25073.2	0	0	0	7561.01
21000	21	4.39993	26399.6	0	5364.16	4565.25	0	25543.7	0	0	0	7900.09
22000	22	4.49295	26957.7	0	5130	4341.9	0	25569.6	0	0	0	8227.35
23000	23	4.47195	26831.7	0	5403.57	4480.07	0	25541.7	0	0	0	7852.31
24000	24	4.52803	27168.2	0	5364.13	4508.45	0	25844.3	0	0	0	7774.68
25000	25	4.41608	26496.5	0	5014.15	4217.87	0	25844.5	0	0	0	8080.09
26000	26	4.51494	27089.6	0	5225.05	4510.31	0	25546.8	0	0	0	8061.86
27000	27	4.38944	26336.6	0	5403.4	4254.21	0	25487.8	0	0	0	7430.85
28000	28	4.37504	26250.2	0	5376.23	4330.52	0	25508.9	0	0	0	7635.55
29000	29	4.39128	26347.7	0	5109.07	4380.29	0	25378.6	0	0	0	7874.52
30000	30	4.34594	26075.6	0	5118.02	4249.61	0	25815.5	0	0	0	8180.84
31000	31	4.4216	26529.6	0	5019.25	4380.27	0	25729.4	0	0	0	7994.37
32000	32	4.49388	26963.3	0	5134.53	4120.31	0	25523.5	0	0	0	8159.66
33000	33	4.39337	26360.2	0	5161.65	4568.37	0	25707.4	0	0	0	8277.28
34000	34	4.29974	25798.4	0	5136.25	4490.3	0	25540.7	0	0	0	7991.12
35000	35	4.38181	26290.9	0	5196.84	4493.92	0	25442.5	0	0	0	7880.62
36000	36	4.38859	26331.5	0	4969.82	4276.76	0	25723.2	0	0	0	7813.5
37000	37	4.42183	26531	0	5267.11	4557.7	0	25808.1	0	0	0	7935.21
38000	38	4.47545	26852.7	0	5381.26	4444.8	0	25410.4	0	0	0	7660.84
39000	39	4.36923	26215.4	0	5035.87	4161.87	0	25403.4	0	0	0	8425.85
40000	40	4.46842	26810.5	0	5146.15	4414.1	0	25429.7	0	0	0	7586.82
41000	41	4.43907	26634.4	0	5303.84	4376.43	0	25438.9	0	0	0	7832.59
42000	42	4.42864	26571.8	0	5374.32	4440.13	0	25902.4	0	0	0	8076.39
43000	43	4.53487	27209.2	0	4945.86	4298	0	25693.6	0	0	0	7527.47
44000	44	4.44508	26670.5	0	4990.63	4163.92	0	25603.8	0	0	0	8157.57
45000	45	4.33157	25989.4	0	5266.06	4619.83	0	25574.5	0	0	0	7953.65
46000	46	4.37923	26275.4	0	5163.24	4268.85	0	25687	0	0	0	7825.77
47000	47	4.52805	27168.3	0	5353.76	4413.15	0	25938	0	0	0	7988.53
48000	48	4.48343	26900.6	0	5254.13	4577.99	0	25456.8	0	0	0	7624.31
49000	49	4.44753	26685.2	0	5231.74	4403.26	0	26023.1	0	0	0	7412.86
50000	50	4.36586	26195.1	0	5157.84	4484.62	0	25677.2	0	0	0	8664.8
51000	51	4.48028	26881.7	0	5134.31	4287.15	0	25720.6	0	0	0	8219.27
52000	52	4.4354	26612.4	0	5482.76	4371.66	0	25705.3	0	0	0	11523
53000	53	4.42065	26523.9	0	5150.55	4241.61	0	25645.2	0	0	0	7845.47
54000	54	4.42157	26529.4	0	5243.56	4448.7	0	25367.1	0	0	0	7621.37
55000	55	4.38099	26285.9	0	4945.88	4438.58	0	25385.1	0	0	0	7762.4
56000	56	4.45361	26721.7	0	5117.57	4640.41	0	25623.1	0	0	0	7721.22
57000	57	4.4998	26998.8	0	4930.6	4358.66	0	25810.6	0	0	0	7597.74
58000	58	4.40056	26403.3	0	5460.96	4533.51	0	25706.9	0	0	0	7890.79
59000	59	4.34779	26086.7	0	5075.59	4389.73	0	25604.2	0	0	0	7989.59
60000	60	4.37356	26241.4	0	5097.72	4263.73	0	26032.7	0	0	0	7887.97
61000	61	4.38331	26299.8	0	5300.96	4272.68	0	26159.5	0	0	0	7791.02
62000	62	4.42568	26554.1	0	5224.36	4342.95	0	25654.8	0	0	0	7989.71
63000	63	4.47271	26836.2	0	5117.86	4395.28	0	25671.4	0	0	0	7563.39
64000	64	4.43617	26617	0	5360.91	4326.34	0	25552.4	0	0	0	8025.05
65000	65	4.437	26622	0	4957.11	4470.82	0	25287.3	0	0	0	8437.9
66000	66	4.33108	25986.5	0	5123.77	4738.16	0	25532.6	0	0	0	8096.19
67000	67	4.45933	26756	0	5194.35	4300.53	0	25638.9	0	0	0	7758.54
68000	68	4.5302	27181.2	0	5122.76	4500.46	0	25753.9	0	0	0	7696.07
69000	69	4.58717	27523	0	5129.59	4531.92	0	25510.6	0	0	0	8192.69
70000	70	4.45301	26718.1	0	5433.1	4371.44	0	25577.8	0	0	0	7871.52
71000	71	4.48448	26906.9	0	5450.57	4631.21	0	25403.2	0	0	0	7962.78
72000	72	4.42447	26546.8	0	5087.2	4536.14	0	25328.4	0	0	0	8173.77
73000	73	4.41638	26498.3	0	5031.27	4229.24	0	25615.7	0	0	0	7652.8
74000	74	4.4576	26745.6	0	5263.71	4329.59	0	25946.5	0	0	0	7914.38
75000	75	4.43022	26581.3	0	5230.29	4490.24	0	25595.2	0	0	0	8223.28
76000	76	4.4159	26495.4	0	5107.21	4381.73	0	25542.1	0	0	0	7633.45
77000	77	4.35356	26121.4	0	5234.98	4434.93	0	25629.6	0	0	0	8135.98
78000	78	4.36468	26188.1	0	5559.81	4555.02	0	25491.4	0	0	0	7648.89
79000	79	4.41034	26462	0	4918.22	4362.93	0	25127.3	0	0	0	7605.62
80000	80	4.50144	27008.6	0	4855.84	4439.13	0	25642.5	0	0	0	8436.39
81000	81	4.51592	27095.5	0	5285.35	4799.23	0	25330.4	0	0	0	7733.75
82000	82	4.48431	26905.9	0	5230.98	4354.26	0	25488.5	0	0	0	7992.8
83000	83	4.46084	26765	0	5033.91	4277.23	0	25203	0	0	0	8136.08
84000	84	4.35726	26143.5	0	5063.94	4653.57	0	25485.6	0	0	0	8039.77
85000	85	4.42168	26530.1	0	5506.75	4545.17	0	25233.8	0	0	0	7830.32
86000	86	4.40704	26442.2	0	5196.75	4320.33	0	25242	0	0	0	7325.18
87000	87	4.44115	26646.9	0	5229.02	4300.7	0	25568	0	0	0	7896.48
88000	88	4.45098	26705.9	0	5417.4	4425.14	0	25062.9	0	0	0	7478.7
89000	89	4.53986	27239.1	0	5108.29	4660.85	0	25278.9	0	0	0	8394.81
90000	90	4.40149	26408.9	0	4964.36	4606.57	0	25595.2	0	0	0	8112.29
91000	91	4.38011	26280.6	0	5218.66	4219.58	0	25431.7	0	0	0	7640.65
92000	92	4.40462	26427.7	0	5033.42	4549.01	0	25389.3	0	0	0	7555.82
93000	93	4.58	27480	0	5077.13	4355.66	0	25250.9	0	0	0	7762.36
94000	94	4.40631	26437.9	0	4824.35	4399.39	0	24993	0	0	0	7770.33
95000	95	4.49702	26982.1	0	5270.86	4448.9	0	24960.1	0	0	0	8216.04
96000	96	4.53365	27201.9	0	5349.95	4300.12	0	25177.3	0	0	0	7311.24
97000	97	4.44154	26649.3	0	5067.59	4521.13	0	25152.5	0	0	0	8473.01
98000	98	4.44556	26673.4	0	5333.6	4376.55	0	25618.9	0	0	0	7826.77
99000	99	4.31865	25911.9	0	5033.81	4402.95	0	25351.8	0	0	0	8153.15
100000	100	4.49467	26968	0	5194.45	4332.94	0	25692	0	0	0	7908.04
101000	101	4.39588	26375.3	0	5086.81	4322.17	0	25316.1	0	0	0	8068.25
102000	102	4.26981	25618.9	0	5048.22	4496.89	0	25484.8	0	0	0	7874.38
103000	103	4.39907	26394.4	0	5207.04	4345.9	0	25498.4	0	0	0	8029.51
104000	104	4.48233	26894	0	5157.78	4520.51	0	25338	0	0	0	7510.54
105000	105	4.46112	26766.7	0	5206.92	4348.17	0	25680.2	0	0	0	7913.36
106000	106	4.42299	26538	0	4950.31	4524.59	0	25371.2	0	0	0	8069.98
107000	107	4.43404	26604.2	0	4923.47	4547.32	0	25167.8	0	0	0	7719.33
108000	108	4.41732	26503.9	0	5122.86	4398.73	0	25262	0	0	0	8586.43
109000	109	4.44647	26678.8	0	5397.76	4397.27	0	25086.1	0	0	0	8005.26
110000	110	4.41431	26485.8	0	5097.22	4271.51	0	25350	0	0	0	7836.18
111000	111	4.41098	26465.9	0	5024.93	4357.92	0	25046.1	0	0	0	7539.29
112000	112	4.37748	26264.9	0	5106.54	4567.02	0	25984.8	0	0	0	8041.86
113000	113	4.53756	27225.4	0	5001.66	4327.36	0	26047.4	0	0	0	8092.18
114000	114	4.34256	26055.4	0	5092.67	4433.06	0	25566.9	0	0	0	8489.28
115000	115	4.47862	26871.7	0	4983.31	4228.8	0	25159.5	0	0	0	7990.25
116000	116	4.47064	26823.9	0	5085.06	4623.2	0	25381.9	0	0	0	7982.39
