step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.51105	27066.3	0	5197.51	4297.9	0	25378.9	0	0	0	7846.29
2000	2	4.4902	26941.2	0	5061.4	4121.88	0	24919.1	0	0	0	7726.58
3000	3	4.45659	26739.5	0	5382.45	4462.99	0	25575.9	0	0	0	7882.09
4000	4	4.40615	26436.9	0	4977.76	4380.28	0	25671.4	0	0	0	8179.4
5000	5	4.40246	26414.8	0	5337.85	4731.18	0	25512.5	0	0	0	8613.77
6000	6	4.50603	27036.2	0	4857.33	4555.32	0	25741.1	0	0	0	7790.29
7000	7	4.48966	26937.9	0	5437.87	4553.93	0	25785.3	0	0	0	8264.44
8000	8	4.39145	26348.7	0	5179.82	4393.15	0	26100.6	0	0	0	8061.53
9000	9	4.51897	27113.8	0	5310.36	4537.99	0	25578.6	0	0	0	8211.64
10000	10	4.41475	26488.5	0	5076.3	4467.86	0	25636.8	0	0	0	7829.55
11000	11	4.54783	27287	0	5134.86	4293.13	0	25319.4	0	0	0	7671.22
12000	12	4.4911	26946.6	0	5198.58	4304.62	0	25456.3	0	0	0	7469.58
13000	13	4.49146	26948.8	0	5010.1	4377.07	0	25296.9	0	0	0	7687.2
14000	14	4.38648	26318.9	0	5506.46	4608.28	0	25679.4	0	0	0	8068.35
15000	15	4.40967	26458	0	5168.59	4380.02	0	25376.8	0	0	0	7582.53
16000	16	4.44213	26652.8	0	5251.98	4403.04	0	25039.9	0	0	0	7912.01
17000	17	4.33236	25994.2	0	5423.05	4540.81	0	25401.1	0	0	0	7545.08
18000	18	4.51204	27072.2	0	5228.65	4306.68	0	25300.9	0	0	0	7658.28
19000	19	4.48504	26910.2	0	5277.83	4322.76	0	25248.6	0	0	0	7542.66
20000	20	4.48557	26913.4	0	5176.45	4436.49	0	25813.9	0	0	0	7769.8
21000	21	4.30286	25817.1	0	5266.8	4550.39	0	25359.6	0	0	0	8756.07
22000	22	4.38263	26295.8	0	5300.12	4451.78	0	25762.7	0	0	0	7639.36
23000	23	4.45568	26734.1	0	5120.88	4434.96	0	25852.5	0	0	0	7485.63
24000	24	4.41343	26480.6	0	5319.38	4620.16	0	25891.5	0	0	0	7680.8
25000	25	4.44041	26642.5	0	4963.75	4600.95	0	25533.4	0	0	0	8295.78
26000	26	4.46853	26811.2	0	5280.51	4560.89	0	25722.1	0	0	0	7534.12
27000	27	4.53424	27205.4	0	5440.05	4156.11	0	25478.5	0	0	0	7807.11
28000	28	4.49	26940	0	5069.37	4562.21	0	25598.2	0	0	0	7706.64
29000	29	4.45394	26723.6	0	5207.12	4518.4	0	25527.5	0	0	0	7697.75
30000	30	4.42435	26546.1	0	5339.41	4316.22	0	25107	0	0	0	7708.82
