step	time	T	Ekin	chem_fpl_reaction_1	dyn_angles_0	dyn_bonds_0	dyn_dihedrals_0	lj-tab	tab-dynamic_0	cr_3	count_0	Fmax
0	0	2.66784	16007	0	5087.16	4467.66	0	25800.8	0	0	0	0
1000	1	4.45312	26718.7	0	5357.42	4596.24	0	25657.7	0	0	0	11239.5
2000	2	4.52356	27141.4	0	5104.64	4391.48	0	25864.5	0	0	0	7462.08
3000	3	4.43446	26606.8	0	5090.83	4498.5	0	25765.8	0	0	0	7940.19
4000	4	4.4619	26771.4	0	5150.08	4663.17	0	25230.3	0	0	0	7892.94
5000	5	4.53578	27214.7	0	5126.32	4626.66	0	25300.7	0	0	0	7784.15
6000	6	4.44622	26677.3	0	4991.53	4452.18	0	25807.1	0	0	0	8629.42
7000	7	4.41984	26519.1	0	4952.6	4540.57	0	25737.1	0	0	0	7758.6
8000	8	4.37653	26259.2	0	5132.75	4435.56	0	25533.9	0	0	0	7948.24
9000	9	4.48428	26905.7	0	5008.58	4226.28	0	25546.6	0	0	0	7969.3
10000	10	4.57566	27453.9	0	5115.1	4297.4	0	25957.5	0	0	0	7649.01
11000	11	4.47323	26839.4	0	5229.73	4491.45	0	25672.8	0	0	0	7821.76
12000	12	4.35406	26124.3	0	5353.15	4473.04	0	25516.4	0	0	0	7590.33
13000	13	4.4141	26484.6	0	5279	4148.7	0	25535.4	0	0	0	8431.17
14000	14	4.45198	26711.9	0	5267.31	4429.64	0	25742.3	0	0	0	8102.28
15000	15	4.25257	25515.4	0	5133.04	4348.69	0	25679.1	0	0	0	7991.01
16000	16	4.49108	26946.5	0	4895.49	4395.96	0	25288.2	0	0	0	8135.35
17000	17	4.56048	27362.9	0	5428.96	4452.61	0	25595.9	0	0	0	7658.47
18000	18	4.40343	26420.6	0	5131.91	4399.73	0	25667.9	0	0	0	7952.23
19000	19	4.4219	26531.4	0	5122.25	4117.45	0	25244.5	0	0	0	7924.06
20000	20	4.44607	26676.4	0	5001.34	4286.05	0	25714.8	0	0	0	7474.9
21000	21	4.42918	26575.1	0	4992.16	4520.88	0	25199.9	0	0	0	7964.94
22000	22	4.50073	27004.4	0	5129.75	4622.44	0	25066.9	0	0	0	7597.19
23000	23	4.40718	26443.1	0	5170.58	4503.59	0	25538.2	0	0	0	7783.18
