# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
5.150000000000000000e+02 1.485000000000000000e+03 1.346801346801346888e+00 1.585999999999951449e+00 1.346801346801346888e+00 1.177604999999963820e+00
9.060000000000000000e+02 1.095000000000000000e+03 1.826484018264840081e+00 2.713000000000040490e+00 1.826484018264840081e+00 1.485367500000022156e+00
1.101000000000000000e+03 9.000000000000000000e+02 2.222222222222222321e+00 3.738000000000044842e+00 2.222222222222222321e+00 1.682100000000020135e+00
1.226000000000000000e+03 7.760000000000000000e+02 2.577319587628866149e+00 4.573999999999937671e+00 2.577319587628866149e+00 1.774711999999975642e+00
1.306000000000000000e+03 6.960000000000000000e+02 2.873563218390804419e+00 5.407999999999935525e+00 2.873563218390804419e+00 1.881983999999977675e+00
1.363000000000000000e+03 6.390000000000000000e+02 3.129890453834115682e+00 5.940999999999936776e+00 3.129890453834115682e+00 1.898149499999979950e+00
1.417000000000000000e+03 5.860000000000000000e+02 3.412969283276450660e+00 6.627999999999941494e+00 3.412969283276450660e+00 1.942003999999982744e+00
1.451000000000000000e+03 5.520000000000000000e+02 3.623188405797101552e+00 7.054999999999946425e+00 3.623188405797101552e+00 1.947179999999985256e+00
1.483000000000000000e+03 5.200000000000000000e+02 3.846153846153846256e+00 7.537999999999953182e+00 3.846153846153846256e+00 1.959879999999987854e+00
1.505000000000000000e+03 4.980000000000000000e+02 4.016064257028112650e+00 8.036000000000013799e+00 4.016064257028112650e+00 2.000964000000003296e+00
1.523000000000000000e+03 4.800000000000000000e+02 4.166666666666666963e+00 8.392000000000045645e+00 4.166666666666666963e+00 2.014080000000010973e+00
1.532000000000000000e+03 4.720000000000000000e+02 4.237288135593220595e+00 8.609000000000044395e+00 4.237288135593220595e+00 2.031724000000010300e+00
1.540000000000000000e+03 4.640000000000000000e+02 4.310344827586207295e+00 8.737000000000051614e+00 4.310344827586207295e+00 2.026984000000011665e+00
1.555000000000000000e+03 4.490000000000000000e+02 4.454342984409799477e+00 9.528000000000066194e+00 4.454342984409799477e+00 2.139036000000015036e+00
1.568000000000000000e+03 4.360000000000000000e+02 4.587155963302752326e+00 1.002800000000006442e+01 4.587155963302752326e+00 2.186104000000014036e+00
1.579000000000000000e+03 4.250000000000000000e+02 4.705882352941176627e+00 1.069100000000006467e+01 4.705882352941176627e+00 2.271837500000013499e+00
1.581000000000000000e+03 4.230000000000000000e+02 4.728132387706855511e+00 1.081800000000006889e+01 4.728132387706855511e+00 2.288007000000014557e+00
1.588000000000000000e+03 4.160000000000000000e+02 4.807692307692307487e+00 1.096500000000006914e+01 4.807692307692307487e+00 2.280720000000014291e+00
1.598000000000000000e+03 4.060000000000000000e+02 4.926108374384236654e+00 1.142900000000007132e+01 4.926108374384236654e+00 2.320087000000014221e+00
1.601000000000000000e+03 4.030000000000000000e+02 4.962779156327543184e+00 1.147800000000007081e+01 4.962779156327543184e+00 2.312817000000014556e+00
1.605000000000000000e+03 3.990000000000000000e+02 5.012531328320801727e+00 1.187400000000006806e+01 5.012531328320801727e+00 2.368863000000013930e+00
1.607000000000000000e+03 3.970000000000000000e+02 5.037783375314861090e+00 1.196500000000006914e+01 5.037783375314861090e+00 2.375052500000014000e+00
1.610000000000000000e+03 3.940000000000000000e+02 5.076142131979695549e+00 1.200000000000006750e+01 5.076142131979695549e+00 2.364000000000013202e+00
1.613000000000000000e+03 3.910000000000000000e+02 5.115089514066496257e+00 1.201900000000006585e+01 5.115089514066496257e+00 2.349714500000013029e+00
1.618000000000000000e+03 3.860000000000000000e+02 5.181347150259067114e+00 1.230500000000006722e+01 5.181347150259067114e+00 2.374865000000013104e+00
1.626000000000000000e+03 3.790000000000000000e+02 5.277044854881266289e+00 1.247200000000006703e+01 5.277044854881266289e+00 2.363444000000012757e+00
1.629000000000000000e+03 3.760000000000000000e+02 5.319148936170212671e+00 1.254300000000006854e+01 5.319148936170212671e+00 2.358084000000012725e+00
1.632000000000000000e+03 3.730000000000000000e+02 5.361930294906166239e+00 1.282900000000006813e+01 5.361930294906166239e+00 2.392608500000012572e+00
1.635000000000000000e+03 3.700000000000000000e+02 5.405405405405405261e+00 1.292900000000006777e+01 5.405405405405405261e+00 2.391865000000012564e+00
1.637000000000000000e+03 3.680000000000000000e+02 5.434782608695652328e+00 1.297500000000006537e+01 5.434782608695652328e+00 2.387400000000011957e+00
1.643000000000000000e+03 3.620000000000000000e+02 5.524861878453038777e+00 1.305900000000006500e+01 5.524861878453038777e+00 2.363679000000011854e+00
1.646000000000000000e+03 3.590000000000000000e+02 5.571030640668523937e+00 1.311700000000006661e+01 5.571030640668523937e+00 2.354501500000012015e+00
