# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
5.570000000000000000e+02 1.443000000000000000e+03 1.386001386001386004e+00 1.641999999999953053e+00 1.386001386001386004e+00 1.184702999999966089e+00
9.550000000000000000e+02 1.046000000000000000e+03 1.912045889101338325e+00 2.766000000000037762e+00 1.912045889101338325e+00 1.446618000000019721e+00
1.157000000000000000e+03 8.440000000000000000e+02 2.369668246445497672e+00 3.901000000000048207e+00 2.369668246445497672e+00 1.646222000000020280e+00
1.272000000000000000e+03 7.290000000000000000e+02 2.743484224965706542e+00 4.807999999999942986e+00 2.743484224965706542e+00 1.752515999999979091e+00
1.346000000000000000e+03 6.550000000000000000e+02 3.053435114503816994e+00 5.559999999999937437e+00 3.053435114503816994e+00 1.820899999999979313e+00
1.394000000000000000e+03 6.080000000000000000e+02 3.289473684210526105e+00 6.101999999999939917e+00 3.289473684210526105e+00 1.855007999999981783e+00
1.429000000000000000e+03 5.730000000000000000e+02 3.490401396160558445e+00 6.841999999999941018e+00 3.490401396160558445e+00 1.960232999999983017e+00
1.452000000000000000e+03 5.500000000000000000e+02 3.636363636363636243e+00 7.196999999999941444e+00 3.636363636363636243e+00 1.979174999999983919e+00
1.487000000000000000e+03 5.150000000000000000e+02 3.883495145631068013e+00 7.778999999999948400e+00 3.883495145631068013e+00 2.003092499999986842e+00
1.509000000000000000e+03 4.950000000000000000e+02 4.040404040404040664e+00 7.951999999999951108e+00 4.040404040404040664e+00 1.968119999999987879e+00
1.525000000000000000e+03 4.790000000000000000e+02 4.175365344467641293e+00 8.556000000000052452e+00 4.175365344467641293e+00 2.049162000000012362e+00
1.541000000000000000e+03 4.630000000000000000e+02 4.319654427645787997e+00 8.741000000000056502e+00 4.319654427645787997e+00 2.023541500000013205e+00
1.554000000000000000e+03 4.500000000000000000e+02 4.444444444444444642e+00 9.088000000000066692e+00 4.444444444444444642e+00 2.044800000000015050e+00
1.565000000000000000e+03 4.390000000000000000e+02 4.555808656036446358e+00 9.399000000000068411e+00 4.555808656036446358e+00 2.063080500000014972e+00
1.575000000000000000e+03 4.290000000000000000e+02 4.662004662004662237e+00 9.576000000000066237e+00 4.662004662004662237e+00 2.054052000000014200e+00
1.582000000000000000e+03 4.220000000000000000e+02 4.739336492890995345e+00 9.655000000000065086e+00 4.739336492890995345e+00 2.037205000000013477e+00
1.589000000000000000e+03 4.150000000000000000e+02 4.819277108433735357e+00 1.001100000000006496e+01 4.819277108433735357e+00 2.077282500000013243e+00
1.600000000000000000e+03 4.040000000000000000e+02 4.950495049504950451e+00 1.059200000000006447e+01 4.950495049504950451e+00 2.139584000000013031e+00
1.607000000000000000e+03 3.980000000000000000e+02 5.025125628140703959e+00 1.086500000000006416e+01 5.025125628140703959e+00 2.162135000000012575e+00
1.619000000000000000e+03 3.860000000000000000e+02 5.181347150259067114e+00 1.113000000000006473e+01 5.181347150259067114e+00 2.148090000000012711e+00
1.625000000000000000e+03 3.800000000000000000e+02 5.263157894736842479e+00 1.126800000000006285e+01 5.263157894736842479e+00 2.140920000000011925e+00
1.628000000000000000e+03 3.770000000000000000e+02 5.305039787798408568e+00 1.141900000000006621e+01 5.305039787798408568e+00 2.152481500000012371e+00
1.636000000000000000e+03 3.690000000000000000e+02 5.420054200542005596e+00 1.172800000000006548e+01 5.420054200542005596e+00 2.163816000000012174e+00
1.642000000000000000e+03 3.630000000000000000e+02 5.509641873278236623e+00 1.212700000000006817e+01 5.509641873278236623e+00 2.201050500000012455e+00
1.647000000000000000e+03 3.590000000000000000e+02 5.571030640668523937e+00 1.216800000000006499e+01 5.571030640668523937e+00 2.184156000000011755e+00
1.651000000000000000e+03 3.560000000000000000e+02 5.617977528089888040e+00 1.224700000000006384e+01 5.617977528089888040e+00 2.179966000000011395e+00
1.654000000000000000e+03 3.530000000000000000e+02 5.665722379603399084e+00 1.229900000000005988e+01 5.665722379603399084e+00 2.170773500000010792e+00
1.661000000000000000e+03 3.460000000000000000e+02 5.780346820809248776e+00 1.261500000000005706e+01 5.780346820809248776e+00 2.182395000000009855e+00
1.666000000000000000e+03 3.410000000000000000e+02 5.865102639296187803e+00 1.278000000000005798e+01 5.865102639296187803e+00 2.178990000000009974e+00
1.670000000000000000e+03 3.370000000000000000e+02 5.934718100890207459e+00 1.289200000000005630e+01 5.934718100890207459e+00 2.172302000000009503e+00
1.673000000000000000e+03 3.340000000000000000e+02 5.988023952095808511e+00 1.322400000000005349e+01 5.988023952095808511e+00 2.208408000000008808e+00
1.675000000000000000e+03 3.320000000000000000e+02 6.024096385542168974e+00 1.326200000000005197e+01 6.024096385542168974e+00 2.201492000000008442e+00
1.681000000000000000e+03 3.260000000000000000e+02 6.134969325153374342e+00 1.357100000000005124e+01 6.134969325153374342e+00 2.212073000000008172e+00
1.683000000000000000e+03 3.240000000000000000e+02 6.172839506172839386e+00 1.361700000000004884e+01 6.172839506172839386e+00 2.205954000000007742e+00
1.690000000000000000e+03 3.170000000000000000e+02 6.309148264984226984e+00 1.388900000000005264e+01 6.309148264984226984e+00 2.201406500000008482e+00
1.693000000000000000e+03 3.140000000000000000e+02 6.369426751592357050e+00 1.396600000000004904e+01 6.369426751592357050e+00 2.192662000000007438e+00
1.694000000000000000e+03 3.130000000000000000e+02 6.389776357827476438e+00 1.398100000000004783e+01 6.389776357827476438e+00 2.188026500000007424e+00
1.698000000000000000e+03 3.090000000000000000e+02 6.472491909385113651e+00 1.422200000000004749e+01 6.472491909385113651e+00 2.197299000000007219e+00
1.699000000000000000e+03 3.080000000000000000e+02 6.493506493506493449e+00 1.423300000000004495e+01 6.493506493506493449e+00 2.191882000000006769e+00
1.700000000000000000e+03 3.070000000000000000e+02 6.514657980456026287e+00 1.425500000000004519e+01 6.514657980456026287e+00 2.188142500000006763e+00
1.702000000000000000e+03 3.050000000000000000e+02 6.557377049180328044e+00 1.440500000000004732e+01 6.557377049180328044e+00 2.196762500000007279e+00
1.708000000000000000e+03 2.990000000000000000e+02 6.688963210702341122e+00 1.560500000000004661e+01 6.688963210702341122e+00 2.332947500000007057e+00
1.710000000000000000e+03 2.970000000000000000e+02 6.734006734006734440e+00 1.566300000000004289e+01 6.734006734006734440e+00 2.325955500000006282e+00
1.712000000000000000e+03 2.950000000000000000e+02 6.779661016949152241e+00 1.586400000000004162e+01 6.779661016949152241e+00 2.339940000000006126e+00
1.715000000000000000e+03 2.920000000000000000e+02 6.849315068493150527e+00 1.590600000000004322e+01 6.849315068493150527e+00 2.322276000000006224e+00
1.717000000000000000e+03 2.900000000000000000e+02 6.896551724137930606e+00 1.603899999999998016e+01 6.896551724137930606e+00 2.325654999999997141e+00
1.720000000000000000e+03 2.870000000000000000e+02 6.968641114982577989e+00 1.624899999999995259e+01 6.968641114982577989e+00 2.331731499999993407e+00
1.721000000000000000e+03 2.860000000000000000e+02 6.993006993006993355e+00 1.640299999999993474e+01 6.993006993006993355e+00 2.345628999999990416e+00
1.725000000000000000e+03 2.820000000000000000e+02 7.092198581560283266e+00 1.668299999999992522e+01 7.092198581560283266e+00 2.352302999999989375e+00
1.728000000000000000e+03 2.790000000000000000e+02 7.168458781362007315e+00 1.699399999999990030e+01 7.168458781362007315e+00 2.370662999999986198e+00
1.734000000000000000e+03 2.730000000000000000e+02 7.326007326007325737e+00 1.742199999999989757e+01 7.326007326007325737e+00 2.378102999999986089e+00
1.737000000000000000e+03 2.700000000000000000e+02 7.407407407407407440e+00 1.750799999999989964e+01 7.407407407407407440e+00 2.363579999999986470e+00
1.738000000000000000e+03 2.690000000000000000e+02 7.434944237918215570e+00 1.751199999999990098e+01 7.434944237918215570e+00 2.355363999999986913e+00
1.742000000000000000e+03 2.650000000000000000e+02 7.547169811320754818e+00 1.838799999999990220e+01 7.547169811320754818e+00 2.436409999999987086e+00
