# cr len_gsub pn mw mn pdi
0.000000000000000000e+00 2.000000000000000000e+03 1.000000000000000000e+00 9.999999999999452660e-01 1.000000000000000000e+00 9.999999999999452660e-01
5.560000000000000000e+02 1.444000000000000000e+03 1.385041551246537495e+00 1.651999999999951729e+00 1.385041551246537495e+00 1.192743999999965165e+00
9.410000000000000000e+02 1.060000000000000000e+03 1.886792452830188704e+00 2.762000000000043531e+00 1.886792452830188704e+00 1.463860000000023032e+00
1.167000000000000000e+03 8.350000000000000000e+02 2.395209580838323138e+00 4.016000000000028436e+00 2.395209580838323138e+00 1.676680000000011939e+00
1.306000000000000000e+03 6.970000000000000000e+02 2.869440459110473629e+00 5.091999999999936577e+00 2.869440459110473629e+00 1.774561999999977768e+00
1.389000000000000000e+03 6.140000000000000000e+02 3.257328990228013144e+00 6.067999999999938332e+00 3.257328990228013144e+00 1.862875999999981103e+00
1.436000000000000000e+03 5.670000000000000000e+02 3.527336860670193808e+00 6.558999999999945096e+00 3.527336860670193808e+00 1.859476499999984433e+00
1.468000000000000000e+03 5.350000000000000000e+02 3.738317757009345765e+00 7.044999999999948415e+00 3.738317757009345765e+00 1.884537499999986210e+00
1.494000000000000000e+03 5.110000000000000000e+02 3.913894324853228746e+00 7.586999999999948230e+00 3.913894324853228746e+00 1.938478499999986893e+00
1.522000000000000000e+03 4.830000000000000000e+02 4.140786749482401774e+00 7.946999999999952990e+00 4.140786749482401774e+00 1.919200499999988541e+00
1.537000000000000000e+03 4.700000000000000000e+02 4.255319148936170137e+00 8.311000000000046128e+00 4.255319148936170137e+00 1.953085000000010840e+00
1.552000000000000000e+03 4.550000000000000000e+02 4.395604395604395975e+00 8.666000000000064318e+00 4.395604395604395975e+00 1.971515000000014561e+00
1.561000000000000000e+03 4.460000000000000000e+02 4.484304932735425631e+00 8.873000000000061505e+00 4.484304932735425631e+00 1.978679000000013843e+00
1.574000000000000000e+03 4.330000000000000000e+02 4.618937644341801096e+00 9.209000000000067132e+00 4.618937644341801096e+00 1.993748500000014579e+00
1.586000000000000000e+03 4.210000000000000000e+02 4.750593824228028339e+00 9.571000000000063679e+00 4.750593824228028339e+00 2.014695500000013517e+00
1.595000000000000000e+03 4.120000000000000000e+02 4.854368932038834572e+00 9.806000000000059558e+00 4.854368932038834572e+00 2.020036000000012599e+00
1.604000000000000000e+03 4.030000000000000000e+02 4.962779156327543184e+00 1.019500000000006068e+01 4.962779156327543184e+00 2.054292500000012289e+00
1.619000000000000000e+03 3.880000000000000000e+02 5.154639175257732298e+00 1.058300000000005880e+01 5.154639175257732298e+00 2.053102000000011085e+00
1.627000000000000000e+03 3.800000000000000000e+02 5.263157894736842479e+00 1.107000000000005713e+01 5.263157894736842479e+00 2.103300000000010606e+00
1.634000000000000000e+03 3.730000000000000000e+02 5.361930294906166239e+00 1.130800000000005667e+01 5.361930294906166239e+00 2.108942000000010530e+00
1.639000000000000000e+03 3.680000000000000000e+02 5.434782608695652328e+00 1.154000000000005599e+01 5.434782608695652328e+00 2.123360000000010128e+00
1.642000000000000000e+03 3.650000000000000000e+02 5.479452054794520244e+00 1.159200000000005559e+01 5.479452054794520244e+00 2.115540000000010412e+00
1.648000000000000000e+03 3.590000000000000000e+02 5.571030640668523937e+00 1.167200000000005211e+01 5.571030640668523937e+00 2.095124000000009090e+00
1.653000000000000000e+03 3.540000000000000000e+02 5.649717514124294127e+00 1.262200000000005495e+01 5.649717514124294127e+00 2.234094000000009572e+00
1.656000000000000000e+03 3.510000000000000000e+02 5.698005698005697894e+00 1.267100000000005267e+01 5.698005698005697894e+00 2.223760500000009355e+00
1.660000000000000000e+03 3.470000000000000000e+02 5.763688760806916278e+00 1.286000000000005272e+01 5.763688760806916278e+00 2.231210000000009241e+00
1.663000000000000000e+03 3.440000000000000000e+02 5.813953488372092693e+00 1.292600000000005522e+01 5.813953488372092693e+00 2.223272000000009463e+00
1.668000000000000000e+03 3.400000000000000000e+02 5.882352941176471006e+00 1.306100000000005501e+01 5.882352941176471006e+00 2.220370000000009281e+00
1.673000000000000000e+03 3.350000000000000000e+02 5.970149253731343642e+00 1.335400000000004894e+01 5.970149253731343642e+00 2.236795000000007860e+00
1.681000000000000000e+03 3.270000000000000000e+02 6.116207951070336435e+00 1.376200000000004842e+01 6.116207951070336435e+00 2.250087000000007720e+00
1.685000000000000000e+03 3.230000000000000000e+02 6.191950464396285270e+00 1.395700000000005048e+01 6.191950464396285270e+00 2.254055500000008205e+00
1.688000000000000000e+03 3.200000000000000000e+02 6.250000000000000000e+00 1.399300000000005006e+01 6.250000000000000000e+00 2.238880000000007975e+00
1.691000000000000000e+03 3.170000000000000000e+02 6.309148264984226984e+00 1.401900000000004809e+01 6.309148264984226984e+00 2.222011500000007800e+00
1.698000000000000000e+03 3.100000000000000000e+02 6.451612903225806051e+00 1.420600000000004925e+01 6.451612903225806051e+00 2.201930000000007936e+00
1.702000000000000000e+03 3.060000000000000000e+02 6.535947712418300526e+00 1.429800000000004800e+01 6.535947712418300526e+00 2.187594000000007366e+00
1.709000000000000000e+03 3.000000000000000000e+02 6.666666666666666963e+00 1.480500000000005123e+01 6.666666666666666963e+00 2.220750000000007773e+00
1.712000000000000000e+03 2.970000000000000000e+02 6.734006734006734440e+00 1.491600000000004833e+01 6.734006734006734440e+00 2.215026000000007045e+00
1.713000000000000000e+03 2.960000000000000000e+02 6.756756756756757021e+00 1.491800000000004722e+01 6.756756756756757021e+00 2.207864000000006932e+00
1.714000000000000000e+03 2.950000000000000000e+02 6.779661016949152241e+00 1.517400000000004567e+01 6.779661016949152241e+00 2.238165000000006621e+00
1.718000000000000000e+03 2.910000000000000000e+02 6.872852233676975509e+00 1.548100000000004606e+01 6.872852233676975509e+00 2.252485500000006802e+00
1.719000000000000000e+03 2.900000000000000000e+02 6.896551724137930606e+00 1.548800000000004573e+01 6.896551724137930606e+00 2.245760000000006862e+00
